"Statistic:   Number of Acceptances"
"Variables:   Provider Name , Holds SQA Qualification , Cycle Year"
"Coverage:   Accepted through the main scheme and UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR4_015_02.pdf"
 
Cycle Year,Provider Name , Holds SQA Qualification,Number of Acceptances,
2008 ,"'N36 Newman University, Birmingham' ","'SQA qualification not identified' ",575
2008 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'SQA qualification not identified' ",885
2008 ,"'N38 University of Northampton' ","'SQA qualification identified' ",5
2008 ,"'N38 University of Northampton' ","'SQA qualification not identified' ",1975
2008 ,"'N39 Norwich University Of The Arts' ","'SQA qualification not identified' ",450
2008 ,"'N41 Northbrook College Sussex' ","'SQA qualification not identified' ",75
2008 ,"'N49 NESCOT, Surrey' ","'SQA qualification not identified' ",5
2008 ,"'N51 New College Telford' ","'SQA qualification not identified' ",10
2008 ,"'N56 Glyndwr University (Formerly The North East Wales Institute of Higher Education)' ","'SQA qualification not identified' ",325
2008 ,"'N58 North East Worcestershire College' ","'SQA qualification not identified' ",65
2008 ,"'N64 North Lindsey College' ","'SQA qualification not identified' ",60
2008 ,"'N77 Northumbria University' ","'SQA qualification identified' ",40
2008 ,"'N77 Northumbria University' ","'SQA qualification not identified' ",5010
2008 ,"'N82 Norwich City College of Further and Higher Education (an Associate College of UEA)' ","'SQA qualification not identified' ",210
2008 ,"'N84 The University of Nottingham' ","'SQA qualification identified' ",15
2008 ,"'N84 The University of Nottingham' ","'SQA qualification not identified' ",5690
2008 ,"'N91 Nottingham Trent University' ","'SQA qualification identified' ",10
2008 ,"'N91 Nottingham Trent University' ","'SQA qualification not identified' ",5670
2008 ,"'O25 Activate Learning (Oxford, Reading, Banbury & Bicester)' ","'SQA qualification not identified' ",5
2008 ,"'O33 Oxford University' ","'SQA qualification identified' ",45
2008 ,"'O33 Oxford University' ","'SQA qualification not identified' ",2725
2008 ,"'O66 Oxford Brookes University' ","'SQA qualification identified' ",10
2008 ,"'O66 Oxford Brookes University' ","'SQA qualification not identified' ",2785
2008 ,"'P20 University of Paisley' ","'SQA qualification identified' ",1100
2008 ,"'P20 University of Paisley' ","'SQA qualification not identified' ",365
2008 ,"'P26 University of London Institute in Paris' ","'SQA qualification not identified' ",45
2008 ,"'P35 Pembrokeshire College' ","'SQA qualification not identified' ",45
2008 ,"'P37 Peninsula College of Medicine & Dentistry' ","'SQA qualification identified' ",5
2008 ,"'P37 Peninsula College of Medicine & Dentistry' ","'SQA qualification not identified' ",225
2008 ,"'P55 Peterborough Regional College' ","'SQA qualification not identified' ",55
2008 ,"'P60 Plymouth University' ","'SQA qualification identified' ",5
2008 ,"'P60 Plymouth University' ","'SQA qualification not identified' ",4290
2008 ,"'P65 Plymouth College of Art' ","'SQA qualification not identified' ",195
2008 ,"'P80 University of Portsmouth' ","'SQA qualification identified' ",5
2008 ,"'P80 University of Portsmouth' ","'SQA qualification not identified' ",4220
2008 ,"'Q25 Queen Margaret University, Edinburgh' ","'SQA qualification identified' ",410
2008 ,"'Q25 Queen Margaret University, Edinburgh' ","'SQA qualification not identified' ",230
2008 ,"'Q50 Queen Mary University of London' ","'SQA qualification identified' ",10
2008 ,"'Q50 Queen Mary University of London' ","'SQA qualification not identified' ",2310
2008 ,"'Q75 Queen's University Belfast' ","'SQA qualification identified' ",10
2008 ,"'Q75 Queen's University Belfast' ","'SQA qualification not identified' ",3270
2008 ,"'R06 Ravensbourne' ","'SQA qualification identified' ",5
2008 ,"'R06 Ravensbourne' ","'SQA qualification not identified' ",380
2008 ,"'R12 University of Reading' ","'SQA qualification identified' ",5
2008 ,"'R12 University of Reading' ","'SQA qualification not identified' ",2385
2008 ,"'R18 Regent's University London (incorporating E77 European Business School)' ","'SQA qualification not identified' ",5
2008 ,"'R30 Riverside College Halton' ","'SQA qualification not identified' ",10
2008 ,"'R36 Robert Gordon University' ","'SQA qualification identified' ",1310
2008 ,"'R36 Robert Gordon University' ","'SQA qualification not identified' ",245
2008 ,"'R48 University of Roehampton' ","'SQA qualification not identified' ",1920
2008 ,"'R51 Rose Bruford College' ","'SQA qualification identified' ",5
2008 ,"'R51 Rose Bruford College' ","'SQA qualification not identified' ",200
2008 ,"'R52 Rotherham College of Arts and Technology' ","'SQA qualification not identified' ",10
2008 ,"'R54 Royal Agricultural University, Cirencester' ","'SQA qualification identified' ",5
2008 ,"'R54 Royal Agricultural University, Cirencester' ","'SQA qualification not identified' ",280
2008 ,"'R55 Royal Academy of Dance' ","'SQA qualification not identified' ",40
2008 ,"'R72 Royal Holloway, University of London' ","'SQA qualification identified' ",5
2008 ,"'R72 Royal Holloway, University of London' ","'SQA qualification not identified' ",1615
2008 ,"'R84 Royal Veterinary College (University of London)' ","'SQA qualification identified' ",5
2008 ,"'R84 Royal Veterinary College (University of London)' ","'SQA qualification not identified' ",315
2008 ,"'R86 Royal Welsh College of Music and Drama (Coleg Brenhinol Cerdd a Drama Cymru)' ","'SQA qualification identified' ",5
2008 ,"'R86 Royal Welsh College of Music and Drama (Coleg Brenhinol Cerdd a Drama Cymru)' ","'SQA qualification not identified' ",50
2008 ,"'S01 SRUC - Scotland's Rural College' ","'SQA qualification identified' ",110
2008 ,"'S01 SRUC - Scotland's Rural College' ","'SQA qualification not identified' ",90
2008 ,"'S03 The University of Salford' ","'SQA qualification identified' ",10
2008 ,"'S03 The University of Salford' ","'SQA qualification not identified' ",3865
2008 ,"'S05 SAE Institute' ","'SQA qualification not identified' ",25
2008 ,"'S07 Wiltshire College Salisbury (formerly Salisbury College)' ","'SQA qualification not identified' ",30
2008 ,"'S09 SOAS, University of London' ","'SQA qualification identified' ",5
2008 ,"'S09 SOAS, University of London' ","'SQA qualification not identified' ",565
2008 ,"'S12 The School of Pharmacy (University of London)' ","'SQA qualification not identified' ",145
2008 ,"'S18 The University of Sheffield' ","'SQA qualification identified' ",10
2008 ,"'S18 The University of Sheffield' ","'SQA qualification not identified' ",4055
2008 ,"'S21 Sheffield Hallam University' ","'SQA qualification identified' ",5
2008 ,"'S21 Sheffield Hallam University' ","'SQA qualification not identified' ",6515
2008 ,"'S22 Sheffield College' ","'SQA qualification not identified' ",110
2008 ,"'S26 Solihull College & University Centre' ","'SQA qualification not identified' ",60
2008 ,"'S27 University of Southampton' ","'SQA qualification identified' ",5
2008 ,"'S27 University of Southampton' ","'SQA qualification not identified' ",4100
2008 ,"'S28 Somerset College' ","'SQA qualification not identified' ",175
2008 ,"'S30 Southampton Solent University' ","'SQA qualification identified' ",5
2008 ,"'S30 Southampton Solent University' ","'SQA qualification not identified' ",2855
