"Statistic:   Number of Applications"
"Variables:   Provider Name , Age Band , Cycle Year"
"Coverage:   Applications through the main scheme"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR4_006_03.pdf"
 
Cycle Year,Provider Name , Age Band,Number of Applications,
2012 ,"'S69 Stephenson College Coalville' ","'18' ",10
2012 ,"'S69 Stephenson College Coalville' ","'19' ",5
2012 ,"'S69 Stephenson College Coalville' ","'21 and over' ",5
2012 ,"'S72 Staffordshire University' ","'17 and under' ",60
2012 ,"'S72 Staffordshire University' ","'18' ",8435
2012 ,"'S72 Staffordshire University' ","'19' ",3610
2012 ,"'S72 Staffordshire University' ","'20' ",1550
2012 ,"'S72 Staffordshire University' ","'21 and over' ",4210
2012 ,"'S74 Stratford upon Avon College' ","'18' ",60
2012 ,"'S74 Stratford upon Avon College' ","'19' ",25
2012 ,"'S74 Stratford upon Avon College' ","'20' ",5
2012 ,"'S74 Stratford upon Avon College' ","'21 and over' ",20
2012 ,"'S75 The University of Stirling' ","'17 and under' ",325
2012 ,"'S75 The University of Stirling' ","'18' ",8480
2012 ,"'S75 The University of Stirling' ","'19' ",2410
2012 ,"'S75 The University of Stirling' ","'20' ",1240
2012 ,"'S75 The University of Stirling' ","'21 and over' ",3030
2012 ,"'S76 Stockport College' ","'18' ",140
2012 ,"'S76 Stockport College' ","'19' ",100
2012 ,"'S76 Stockport College' ","'20' ",45
2012 ,"'S76 Stockport College' ","'21 and over' ",305
2012 ,"'S77 Stourbridge College' ","'18' ",20
2012 ,"'S77 Stourbridge College' ","'19' ",15
2012 ,"'S77 Stourbridge College' ","'21 and over' ",15
2012 ,"'S78 The University of Strathclyde' ","'17 and under' ",560
2012 ,"'S78 The University of Strathclyde' ","'18' ",9955
2012 ,"'S78 The University of Strathclyde' ","'19' ",2590
2012 ,"'S78 The University of Strathclyde' ","'20' ",1215
2012 ,"'S78 The University of Strathclyde' ","'21 and over' ",3560
2012 ,"'S79 Stranmillis University College: A College of Queen's University Belfast' ","'17 and under' ",10
2012 ,"'S79 Stranmillis University College: A College of Queen's University Belfast' ","'18' ",1445
2012 ,"'S79 Stranmillis University College: A College of Queen's University Belfast' ","'19' ",280
2012 ,"'S79 Stranmillis University College: A College of Queen's University Belfast' ","'20' ",140
2012 ,"'S79 Stranmillis University College: A College of Queen's University Belfast' ","'21 and over' ",215
2012 ,"'S82 University of Suffolk' ","'17 and under' ",10
2012 ,"'S82 University of Suffolk' ","'18' ",1025
2012 ,"'S82 University of Suffolk' ","'19' ",500
2012 ,"'S82 University of Suffolk' ","'20' ",275
2012 ,"'S82 University of Suffolk' ","'21 and over' ",1705
2012 ,"'S84 University of Sunderland' ","'17 and under' ",90
2012 ,"'S84 University of Sunderland' ","'18' ",7085
2012 ,"'S84 University of Sunderland' ","'19' ",2850
2012 ,"'S84 University of Sunderland' ","'20' ",1115
2012 ,"'S84 University of Sunderland' ","'21 and over' ",2315
2012 ,"'S85 University of Surrey' ","'17 and under' ",420
2012 ,"'S85 University of Surrey' ","'18' ",7725
2012 ,"'S85 University of Surrey' ","'19' ",2660
2012 ,"'S85 University of Surrey' ","'20' ",1100
2012 ,"'S85 University of Surrey' ","'21 and over' ",3655
2012 ,"'S90 University of Sussex' ","'17 and under' ",465
2012 ,"'S90 University of Sussex' ","'18' ",11850
2012 ,"'S90 University of Sussex' ","'19' ",3490
2012 ,"'S90 University of Sussex' ","'20' ",1125
2012 ,"'S90 University of Sussex' ","'21 and over' ",2450
2012 ,"'S93 Swansea University' ","'17 and under' ",120
2012 ,"'S93 Swansea University' ","'18' ",6320
2012 ,"'S93 Swansea University' ","'19' ",1765
2012 ,"'S93 Swansea University' ","'20' ",675
2012 ,"'S93 Swansea University' ","'21 and over' ",3195
2012 ,"'S96 University of Wales Trinity Saint David (UWTSD Swansea)' ","'17 and under' ",10
2012 ,"'S96 University of Wales Trinity Saint David (UWTSD Swansea)' ","'18' ",1770
2012 ,"'S96 University of Wales Trinity Saint David (UWTSD Swansea)' ","'19' ",1035
2012 ,"'S96 University of Wales Trinity Saint David (UWTSD Swansea)' ","'20' ",405
2012 ,"'S96 University of Wales Trinity Saint David (UWTSD Swansea)' ","'21 and over' ",765
2012 ,"'S98 Swindon College' ","'18' ",65
2012 ,"'S98 Swindon College' ","'19' ",30
2012 ,"'S98 Swindon College' ","'20' ",15
2012 ,"'S98 Swindon College' ","'21 and over' ",30
2012 ,"'T10 Tameside College' ","'18' ",5
2012 ,"'T10 Tameside College' ","'19' ",5
2012 ,"'T10 Tameside College' ","'20' ",5
2012 ,"'T10 Tameside College' ","'21 and over' ",10
2012 ,"'T20 Teesside University' ","'17 and under' ",40
2012 ,"'T20 Teesside University' ","'18' ",5795
2012 ,"'T20 Teesside University' ","'19' ",2535
2012 ,"'T20 Teesside University' ","'20' ",1140
2012 ,"'T20 Teesside University' ","'21 and over' ",3735
2012 ,"'T60 Tottenham Hotspur Foundation' ","'19' ",10
2012 ,"'T80 University of Wales Trinity Saint David' ","'17 and under' ",5
2012 ,"'T80 University of Wales Trinity Saint David' ","'18' ",1340
2012 ,"'T80 University of Wales Trinity Saint David' ","'19' ",405
2012 ,"'T80 University of Wales Trinity Saint David' ","'20' ",155
2012 ,"'T80 University of Wales Trinity Saint David' ","'21 and over' ",320
2012 ,"'T85 Truro and Penwith College' ","'18' ",270
2012 ,"'T85 Truro and Penwith College' ","'19' ",155
2012 ,"'T85 Truro and Penwith College' ","'20' ",70
2012 ,"'T85 Truro and Penwith College' ","'21 and over' ",225
2012 ,"'T90 Tyne Metropolitan College' ","'18' ",5
2012 ,"'T90 Tyne Metropolitan College' ","'19' ",10
2012 ,"'T90 Tyne Metropolitan College' ","'20' ",5
2012 ,"'T90 Tyne Metropolitan College' ","'21 and over' ",5
2012 ,"'U20 Ulster University' ","'17 and under' ",340
2012 ,"'U20 Ulster University' ","'18' ",20115
2012 ,"'U20 Ulster University' ","'19' ",5055
2012 ,"'U20 Ulster University' ","'20' ",2590
2012 ,"'U20 Ulster University' ","'21 and over' ",6325
2012 ,"'U40 University of the West of Scotland' ","'17 and under' ",145
2012 ,"'U40 University of the West of Scotland' ","'18' ",5080
2012 ,"'U40 University of the West of Scotland' ","'19' ",1800
2012 ,"'U40 University of the West of Scotland' ","'20' ",1820
2012 ,"'U40 University of the West of Scotland' ","'21 and over' ",6145
2012 ,"'U65 University of the Arts London' ","'17 and under' ",255
2012 ,"'U65 University of the Arts London' ","'18' ",7070
2012 ,"'U65 University of the Arts London' ","'19' ",9535
2012 ,"'U65 University of the Arts London' ","'20' ",3890
2012 ,"'U65 University of the Arts London' ","'21 and over' ",6720
2012 ,"'U80 UCL (University College London)' ","'17 and under' ",1690
2012 ,"'U80 UCL (University College London)' ","'18' ",18145
2012 ,"'U80 UCL (University College London)' ","'19' ",7945
2012 ,"'U80 UCL (University College London)' ","'20' ",2790
2012 ,"'U80 UCL (University College London)' ","'21 and over' ",3430
2012 ,"'U95 Uxbridge College' ","'18' ",10
2012 ,"'U95 Uxbridge College' ","'19' ",10
2012 ,"'U95 Uxbridge College' ","'20' ",10
2012 ,"'U95 Uxbridge College' ","'21 and over' ",25
2012 ,"'W05 The University of West London' ","'17 and under' ",95
2012 ,"'W05 The University of West London' ","'18' ",4575
2012 ,"'W05 The University of West London' ","'19' ",3110
2012 ,"'W05 The University of West London' ","'20' ",1615
2012 ,"'W05 The University of West London' ","'21 and over' ",6860
2012 ,"'W08 Wakefield College' ","'18' ",85
2012 ,"'W08 Wakefield College' ","'19' ",45
2012 ,"'W08 Wakefield College' ","'20' ",30
2012 ,"'W08 Wakefield College' ","'21 and over' ",55
2012 ,"'W12 Walsall College' ","'18' ",50
2012 ,"'W12 Walsall College' ","'19' ",45
2012 ,"'W12 Walsall College' ","'20' ",15
2012 ,"'W12 Walsall College' ","'21 and over' ",45
2012 ,"'W17 Warrington Collegiate' ","'18' ",5
2012 ,"'W20 The University of Warwick' ","'17 and under' ",1170
2012 ,"'W20 The University of Warwick' ","'18' ",17350
2012 ,"'W20 The University of Warwick' ","'19' ",4950
2012 ,"'W20 The University of Warwick' ","'20' ",1570
2012 ,"'W20 The University of Warwick' ","'21 and over' ",3440
2012 ,"'W25 Warwickshire College Group' ","'17 and under' ",5
2012 ,"'W25 Warwickshire College Group' ","'18' ",285
2012 ,"'W25 Warwickshire College Group' ","'19' ",155
2012 ,"'W25 Warwickshire College Group' ","'20' ",105
2012 ,"'W25 Warwickshire College Group' ","'21 and over' ",180
2012 ,"'W35 College of West Anglia' ","'18' ",110
2012 ,"'W35 College of West Anglia' ","'19' ",55
2012 ,"'W35 College of West Anglia' ","'20' ",20
2012 ,"'W35 College of West Anglia' ","'21 and over' ",90
2012 ,"'W36 West Cheshire College' ","'18' ",15
2012 ,"'W36 West Cheshire College' ","'19' ",5
2012 ,"'W36 West Cheshire College' ","'20' ",5
2012 ,"'W36 West Cheshire College' ","'21 and over' ",10
2012 ,"'W50 University of Westminster, London' ","'17 and under' ",440
2012 ,"'W50 University of Westminster, London' ","'18' ",10110
2012 ,"'W50 University of Westminster, London' ","'19' ",6515
2012 ,"'W50 University of Westminster, London' ","'20' ",2800
2012 ,"'W50 University of Westminster, London' ","'21 and over' ",5110
2012 ,"'W51 City of Westminster College' ","'18' ",30
2012 ,"'W51 City of Westminster College' ","'19' ",30
2012 ,"'W51 City of Westminster College' ","'20' ",15
2012 ,"'W51 City of Westminster College' ","'21 and over' ",45
2012 ,"'W52 Westminster Kingsway College' ","'18' ",40
2012 ,"'W52 Westminster Kingsway College' ","'19' ",45
2012 ,"'W52 Westminster Kingsway College' ","'20' ",25
2012 ,"'W52 Westminster Kingsway College' ","'21 and over' ",80
2012 ,"'W65 West Thames College' ","'17 and under' ",5
2012 ,"'W65 West Thames College' ","'18' ",90
2012 ,"'W65 West Thames College' ","'19' ",110
2012 ,"'W65 West Thames College' ","'20' ",70
2012 ,"'W65 West Thames College' ","'21 and over' ",130
2012 ,"'W67 Wigan and Leigh College' ","'18' ",115
2012 ,"'W67 Wigan and Leigh College' ","'19' ",60
2012 ,"'W67 Wigan and Leigh College' ","'20' ",45
2012 ,"'W67 Wigan and Leigh College' ","'21 and over' ",85
2012 ,"'W73 Wirral Metropolitan College' ","'18' ",15
2012 ,"'W73 Wirral Metropolitan College' ","'19' ",30
2012 ,"'W73 Wirral Metropolitan College' ","'20' ",15
2012 ,"'W73 Wirral Metropolitan College' ","'21 and over' ",65
2012 ,"'W74 Wiltshire College' ","'18' ",55
2012 ,"'W74 Wiltshire College' ","'19' ",40
2012 ,"'W74 Wiltshire College' ","'20' ",15
2012 ,"'W74 Wiltshire College' ","'21 and over' ",120
2012 ,"'W75 University of Wolverhampton' ","'17 and under' ",45
2012 ,"'W75 University of Wolverhampton' ","'18' ",8915
2012 ,"'W75 University of Wolverhampton' ","'19' ",4655
2012 ,"'W75 University of Wolverhampton' ","'20' ",1990
2012 ,"'W75 University of Wolverhampton' ","'21 and over' ",6280
2012 ,"'W76 University of Winchester' ","'17 and under' ",30
2012 ,"'W76 University of Winchester' ","'18' ",5840
2012 ,"'W76 University of Winchester' ","'19' ",1730
2012 ,"'W76 University of Winchester' ","'20' ",565
2012 ,"'W76 University of Winchester' ","'21 and over' ",1085
2012 ,"'W80 University of Worcester' ","'17 and under' ",30
2012 ,"'W80 University of Worcester' ","'18' ",6720
2012 ,"'W80 University of Worcester' ","'19' ",2440
2012 ,"'W80 University of Worcester' ","'20' ",895
2012 ,"'W80 University of Worcester' ","'21 and over' ",2835
2012 ,"'W81 Worcester College of Technology' ","'18' ",65
2012 ,"'W81 Worcester College of Technology' ","'19' ",40
2012 ,"'W81 Worcester College of Technology' ","'20' ",25
2012 ,"'W81 Worcester College of Technology' ","'21 and over' ",15
2012 ,"'W83 Working Men's College' ","'18' ",5
2012 ,"'W83 Working Men's College' ","'20' ",5
2012 ,"'W83 Working Men's College' ","'21 and over' ",5
2012 ,"'W85 Writtle University College' ","'17 and under' ",5
2012 ,"'W85 Writtle University College' ","'18' ",590
2012 ,"'W85 Writtle University College' ","'19' ",195
2012 ,"'W85 Writtle University College' ","'20' ",85
2012 ,"'W85 Writtle University College' ","'21 and over' ",160
2012 ,"'Y50 University of York' ","'17 and under' ",400
2012 ,"'Y50 University of York' ","'18' ",15355
2012 ,"'Y50 University of York' ","'19' ",3710
2012 ,"'Y50 University of York' ","'20' ",1160
2012 ,"'Y50 University of York' ","'21 and over' ",3005
2012 ,"'Y70 York College' ","'17 and under' ",5
2012 ,"'Y70 York College' ","'18' ",210
2012 ,"'Y70 York College' ","'19' ",145
2012 ,"'Y70 York College' ","'20' ",80
2012 ,"'Y70 York College' ","'21 and over' ",155
2012 ,"'Y75 York St John University' ","'17 and under' ",20
2012 ,"'Y75 York St John University' ","'18' ",6240
2012 ,"'Y75 York St John University' ","'19' ",1820
2012 ,"'Y75 York St John University' ","'20' ",565
2012 ,"'Y75 York St John University' ","'21 and over' ",1005
2012 ,"'Y80 Yorkshire Coast College of Further and Higher Education' ","'18' ",25
2012 ,"'Y80 Yorkshire Coast College of Further and Higher Education' ","'19' ",20
2012 ,"'Y80 Yorkshire Coast College of Further and Higher Education' ","'20' ",10
2012 ,"'Y80 Yorkshire Coast College of Further and Higher Education' ","'21 and over' ",15
2013 ,"'A20 The University of Aberdeen' ","'17 and under' ",620
2013 ,"'A20 The University of Aberdeen' ","'18' ",10790
2013 ,"'A20 The University of Aberdeen' ","'19' ",4570
2013 ,"'A20 The University of Aberdeen' ","'20' ",1625
2013 ,"'A20 The University of Aberdeen' ","'21 and over' ",3125
2013 ,"'A30 Abertay University' ","'17 and under' ",70
2013 ,"'A30 Abertay University' ","'18' ",2360
2013 ,"'A30 Abertay University' ","'19' ",925
2013 ,"'A30 Abertay University' ","'20' ",675
2013 ,"'A30 Abertay University' ","'21 and over' ",1500
2013 ,"'A40 Aberystwyth University' ","'17 and under' ",60
2013 ,"'A40 Aberystwyth University' ","'18' ",5910
2013 ,"'A40 Aberystwyth University' ","'19' ",2090
2013 ,"'A40 Aberystwyth University' ","'20' ",745
2013 ,"'A40 Aberystwyth University' ","'21 and over' ",980
2013 ,"'A43 Access to Music' ","'19' ",5
2013 ,"'A43 Access to Music' ","'20' ",5
2013 ,"'A44 Accrington & Rossendale College' ","'18' ",50
2013 ,"'A44 Accrington & Rossendale College' ","'19' ",25
2013 ,"'A44 Accrington & Rossendale College' ","'20' ",15
2013 ,"'A44 Accrington & Rossendale College' ","'21 and over' ",85
2013 ,"'A45 The College of Agriculture, Food and Rural Enterprise' ","'17 and under' ",20
2013 ,"'A45 The College of Agriculture, Food and Rural Enterprise' ","'18' ",295
2013 ,"'A45 The College of Agriculture, Food and Rural Enterprise' ","'19' ",100
2013 ,"'A45 The College of Agriculture, Food and Rural Enterprise' ","'20' ",40
2013 ,"'A45 The College of Agriculture, Food and Rural Enterprise' ","'21 and over' ",45
2013 ,"'A48 The Academy of Contemporary Music' ","'18' ",5
2013 ,"'A48 The Academy of Contemporary Music' ","'21 and over' ",5
2013 ,"'A50 American InterContinental University - London' ","'17 and under' ",15
2013 ,"'A50 American InterContinental University - London' ","'18' ",165
2013 ,"'A50 American InterContinental University - London' ","'19' ",95
2013 ,"'A50 American InterContinental University - London' ","'20' ",40
2013 ,"'A50 American InterContinental University - London' ","'21 and over' ",65
2013 ,"'A55 Amersham & Wycombe College' ","'18' ",30
2013 ,"'A55 Amersham & Wycombe College' ","'19' ",20
2013 ,"'A55 Amersham & Wycombe College' ","'20' ",15
2013 ,"'A55 Amersham & Wycombe College' ","'21 and over' ",15
2013 ,"'A60 Anglia Ruskin University' ","'17 and under' ",70
2013 ,"'A60 Anglia Ruskin University' ","'18' ",7355
2013 ,"'A60 Anglia Ruskin University' ","'19' ",3985
2013 ,"'A60 Anglia Ruskin University' ","'20' ",1500
2013 ,"'A60 Anglia Ruskin University' ","'21 and over' ",5615
2013 ,"'A65 Anglo European College of Chiropractic' ","'18' ",75
2013 ,"'A65 Anglo European College of Chiropractic' ","'19' ",50
2013 ,"'A65 Anglo European College of Chiropractic' ","'20' ",25
2013 ,"'A65 Anglo European College of Chiropractic' ","'21 and over' ",80
2013 ,"'A66 Arts University Bournemouth (formerly University College)' ","'17 and under' ",45
2013 ,"'A66 Arts University Bournemouth (formerly University College)' ","'18' ",2215
2013 ,"'A66 Arts University Bournemouth (formerly University College)' ","'19' ",2165
2013 ,"'A66 Arts University Bournemouth (formerly University College)' ","'20' ",525
2013 ,"'A66 Arts University Bournemouth (formerly University College)' ","'21 and over' ",575
2013 ,"'A70 Askham Bryan College' ","'18' ",205
2013 ,"'A70 Askham Bryan College' ","'19' ",85
2013 ,"'A70 Askham Bryan College' ","'20' ",65
2013 ,"'A70 Askham Bryan College' ","'21 and over' ",135
2013 ,"'A80 Aston University, Birmingham' ","'17 and under' ",225
2013 ,"'A80 Aston University, Birmingham' ","'18' ",7030
2013 ,"'A80 Aston University, Birmingham' ","'19' ",3165
2013 ,"'A80 Aston University, Birmingham' ","'20' ",885
2013 ,"'A80 Aston University, Birmingham' ","'21 and over' ",1440
2013 ,"'B06 Bangor University' ","'17 and under' ",75
2013 ,"'B06 Bangor University' ","'18' ",6470
2013 ,"'B06 Bangor University' ","'19' ",2165
2013 ,"'B06 Bangor University' ","'20' ",760
2013 ,"'B06 Bangor University' ","'21 and over' ",1805
2013 ,"'B08 Barnet and Southgate College' ","'18' ",20
2013 ,"'B08 Barnet and Southgate College' ","'19' ",15
2013 ,"'B08 Barnet and Southgate College' ","'20' ",20
2013 ,"'B08 Barnet and Southgate College' ","'21 and over' ",35
2013 ,"'B09 Barnfield College, Luton' ","'17 and under' ",5
2013 ,"'B09 Barnfield College, Luton' ","'18' ",70
2013 ,"'B09 Barnfield College, Luton' ","'19' ",35
2013 ,"'B09 Barnfield College, Luton' ","'20' ",50
2013 ,"'B09 Barnfield College, Luton' ","'21 and over' ",60
2013 ,"'B11 Barking and Dagenham College' ","'18' ",30
2013 ,"'B11 Barking and Dagenham College' ","'19' ",30
2013 ,"'B11 Barking and Dagenham College' ","'20' ",15
2013 ,"'B11 Barking and Dagenham College' ","'21 and over' ",60
2013 ,"'B15 Basingstoke College of Technology' ","'18' ",15
2013 ,"'B15 Basingstoke College of Technology' ","'19' ",10
2013 ,"'B15 Basingstoke College of Technology' ","'21 and over' ",10
2013 ,"'B16 University of Bath' ","'17 and under' ",995
2013 ,"'B16 University of Bath' ","'18' ",15105
2013 ,"'B16 University of Bath' ","'19' ",4120
2013 ,"'B16 University of Bath' ","'20' ",1160
2013 ,"'B16 University of Bath' ","'21 and over' ",1275
2013 ,"'B20 Bath Spa University' ","'17 and under' ",55
2013 ,"'B20 Bath Spa University' ","'18' ",7040
2013 ,"'B20 Bath Spa University' ","'19' ",3230
2013 ,"'B20 Bath Spa University' ","'20' ",810
2013 ,"'B20 Bath Spa University' ","'21 and over' ",1185
2013 ,"'B21 Bath College' ","'18' ",60
2013 ,"'B21 Bath College' ","'19' ",25
2013 ,"'B21 Bath College' ","'20' ",10
2013 ,"'B21 Bath College' ","'21 and over' ",10
2013 ,"'B22 University of Bedfordshire' ","'17 and under' ",60
2013 ,"'B22 University of Bedfordshire' ","'18' ",6260
2013 ,"'B22 University of Bedfordshire' ","'19' ",3585
2013 ,"'B22 University of Bedfordshire' ","'20' ",1415
2013 ,"'B22 University of Bedfordshire' ","'21 and over' ",3995
2013 ,"'B23 Bedford College' ","'18' ",145
2013 ,"'B23 Bedford College' ","'19' ",105
2013 ,"'B23 Bedford College' ","'20' ",40
2013 ,"'B23 Bedford College' ","'21 and over' ",105
2013 ,"'B24 Birkbeck, University of London' ","'17 and under' ",35
2013 ,"'B24 Birkbeck, University of London' ","'18' ",490
2013 ,"'B24 Birkbeck, University of London' ","'19' ",365
2013 ,"'B24 Birkbeck, University of London' ","'20' ",260
2013 ,"'B24 Birkbeck, University of London' ","'21 and over' ",1305
2013 ,"'B25 Birmingham City University' ","'17 and under' ",155
2013 ,"'B25 Birmingham City University' ","'18' ",13015
2013 ,"'B25 Birmingham City University' ","'19' ",7375
2013 ,"'B25 Birmingham City University' ","'20' ",2910
2013 ,"'B25 Birmingham City University' ","'21 and over' ",8565
2013 ,"'B30 Birmingham Metropolitan College' ","'17 and under' ",5
2013 ,"'B30 Birmingham Metropolitan College' ","'18' ",85
2013 ,"'B30 Birmingham Metropolitan College' ","'19' ",55
2013 ,"'B30 Birmingham Metropolitan College' ","'20' ",40
2013 ,"'B30 Birmingham Metropolitan College' ","'21 and over' ",115
2013 ,"'B32 The University of Birmingham' ","'17 and under' ",795
2013 ,"'B32 The University of Birmingham' ","'18' ",23990
2013 ,"'B32 The University of Birmingham' ","'19' ",6810
2013 ,"'B32 The University of Birmingham' ","'20' ",1985
2013 ,"'B32 The University of Birmingham' ","'21 and over' ",6400
2013 ,"'B35 University College Birmingham' ","'17 and under' ",20
2013 ,"'B35 University College Birmingham' ","'18' ",1380
2013 ,"'B35 University College Birmingham' ","'19' ",920
2013 ,"'B35 University College Birmingham' ","'20' ",385
2013 ,"'B35 University College Birmingham' ","'21 and over' ",710
2013 ,"'B36 Bexley College' ","'18' ",10
2013 ,"'B36 Bexley College' ","'19' ",5
2013 ,"'B36 Bexley College' ","'20' ",5
2013 ,"'B36 Bexley College' ","'21 and over' ",35
2013 ,"'B37 Bishop Burton College' ","'18' ",425
2013 ,"'B37 Bishop Burton College' ","'19' ",190
2013 ,"'B37 Bishop Burton College' ","'20' ",70
2013 ,"'B37 Bishop Burton College' ","'21 and over' ",110
2013 ,"'B38 Bishop Grosseteste University' ","'18' ",1070
2013 ,"'B38 Bishop Grosseteste University' ","'19' ",310
2013 ,"'B38 Bishop Grosseteste University' ","'20' ",95
2013 ,"'B38 Bishop Grosseteste University' ","'21 and over' ",430
2013 ,"'B39 BIMM' ","'17 and under' ",45
2013 ,"'B39 BIMM' ","'18' ",870
2013 ,"'B39 BIMM' ","'19' ",575
2013 ,"'B39 BIMM' ","'20' ",270
2013 ,"'B39 BIMM' ","'21 and over' ",415
2013 ,"'B40 Blackburn College' ","'18' ",345
2013 ,"'B40 Blackburn College' ","'19' ",275
2013 ,"'B40 Blackburn College' ","'20' ",150
2013 ,"'B40 Blackburn College' ","'21 and over' ",475
2013 ,"'B41 Blackpool and The Fylde College' ","'18' ",480
2013 ,"'B41 Blackpool and The Fylde College' ","'19' ",325
2013 ,"'B41 Blackpool and The Fylde College' ","'20' ",160
2013 ,"'B41 Blackpool and The Fylde College' ","'21 and over' ",505
2013 ,"'B42 Berkshire College of Agriculture' ","'21 and over' ",5
2013 ,"'B44 University of Bolton' ","'17 and under' ",20
2013 ,"'B44 University of Bolton' ","'18' ",2015
2013 ,"'B44 University of Bolton' ","'19' ",1045
2013 ,"'B44 University of Bolton' ","'20' ",590
2013 ,"'B44 University of Bolton' ","'21 and over' ",1205
2013 ,"'B46 Bolton College' ","'18' ",5
2013 ,"'B48 Bournville College' ","'18' ",10
2013 ,"'B48 Bournville College' ","'19' ",5
2013 ,"'B48 Bournville College' ","'20' ",5
2013 ,"'B48 Bournville College' ","'21 and over' ",5
2013 ,"'B49 Bournemouth and Poole College' ","'17 and under' ",5
2013 ,"'B49 Bournemouth and Poole College' ","'18' ",120
2013 ,"'B49 Bournemouth and Poole College' ","'19' ",85
2013 ,"'B49 Bournemouth and Poole College' ","'20' ",40
2013 ,"'B49 Bournemouth and Poole College' ","'21 and over' ",60
2013 ,"'B50 Bournemouth University' ","'17 and under' ",120
2013 ,"'B50 Bournemouth University' ","'18' ",10510
2013 ,"'B50 Bournemouth University' ","'19' ",4615
2013 ,"'B50 Bournemouth University' ","'20' ",1715
2013 ,"'B50 Bournemouth University' ","'21 and over' ",4690
2013 ,"'B54 BPP University' ","'17 and under' ",10
2013 ,"'B54 BPP University' ","'18' ",455
2013 ,"'B54 BPP University' ","'19' ",305
2013 ,"'B54 BPP University' ","'20' ",145
2013 ,"'B54 BPP University' ","'21 and over' ",580
2013 ,"'B56 The University of Bradford' ","'17 and under' ",205
2013 ,"'B56 The University of Bradford' ","'18' ",5635
2013 ,"'B56 The University of Bradford' ","'19' ",3305
2013 ,"'B56 The University of Bradford' ","'20' ",1270
2013 ,"'B56 The University of Bradford' ","'21 and over' ",3660
2013 ,"'B60 Bradford College' ","'17 and under' ",10
2013 ,"'B60 Bradford College' ","'18' ",700
2013 ,"'B60 Bradford College' ","'19' ",555
2013 ,"'B60 Bradford College' ","'20' ",260
2013 ,"'B60 Bradford College' ","'21 and over' ",820
2013 ,"'B70 Bridgwater College' ","'18' ",70
2013 ,"'B70 Bridgwater College' ","'19' ",30
2013 ,"'B70 Bridgwater College' ","'20' ",20
2013 ,"'B70 Bridgwater College' ","'21 and over' ",25
2013 ,"'B72 University of Brighton' ","'17 and under' ",350
2013 ,"'B72 University of Brighton' ","'18' ",13450
2013 ,"'B72 University of Brighton' ","'19' ",7630
2013 ,"'B72 University of Brighton' ","'20' ",2780
2013 ,"'B72 University of Brighton' ","'21 and over' ",7095
2013 ,"'B73 British Institute of Technology & E-commerce' ","'18' ",15
2013 ,"'B73 British Institute of Technology & E-commerce' ","'19' ",10
2013 ,"'B73 British Institute of Technology & E-commerce' ","'21 and over' ",10
2013 ,"'B74 Brighton and Sussex Medical School' ","'17 and under' ",35
2013 ,"'B74 Brighton and Sussex Medical School' ","'18' ",920
2013 ,"'B74 Brighton and Sussex Medical School' ","'19' ",485
2013 ,"'B74 Brighton and Sussex Medical School' ","'20' ",105
2013 ,"'B74 Brighton and Sussex Medical School' ","'21 and over' ",635
2013 ,"'B77 Bristol, City of Bristol College' ","'17 and under' ",10
2013 ,"'B77 Bristol, City of Bristol College' ","'18' ",165
2013 ,"'B77 Bristol, City of Bristol College' ","'19' ",125
2013 ,"'B77 Bristol, City of Bristol College' ","'20' ",50
2013 ,"'B77 Bristol, City of Bristol College' ","'21 and over' ",175
2013 ,"'B78 University of Bristol' ","'17 and under' ",1185
2013 ,"'B78 University of Bristol' ","'18' ",25120
2013 ,"'B78 University of Bristol' ","'19' ",7425
2013 ,"'B78 University of Bristol' ","'20' ",1995
2013 ,"'B78 University of Bristol' ","'21 and over' ",3960
2013 ,"'B80 Bristol, University of the West of England (UWE)' ","'17 and under' ",215
2013 ,"'B80 Bristol, University of the West of England (UWE)' ","'18' ",13115
2013 ,"'B80 Bristol, University of the West of England (UWE)' ","'19' ",7595
2013 ,"'B80 Bristol, University of the West of England (UWE)' ","'20' ",2490
2013 ,"'B80 Bristol, University of the West of England (UWE)' ","'21 and over' ",6975
2013 ,"'B81 British College of Osteopathic Medicine' ","'18' ",20
2013 ,"'B81 British College of Osteopathic Medicine' ","'19' ",20
2013 ,"'B81 British College of Osteopathic Medicine' ","'20' ",10
2013 ,"'B81 British College of Osteopathic Medicine' ","'21 and over' ",60
2013 ,"'B83 Brooklands College' ","'18' ",15
2013 ,"'B84 Brunel University London' ","'17 and under' ",405
2013 ,"'B84 Brunel University London' ","'18' ",10030
2013 ,"'B84 Brunel University London' ","'19' ",4695
2013 ,"'B84 Brunel University London' ","'20' ",1595
2013 ,"'B84 Brunel University London' ","'21 and over' ",3505
2013 ,"'B87 British School of Osteopathy' ","'18' ",35
2013 ,"'B87 British School of Osteopathy' ","'19' ",20
2013 ,"'B87 British School of Osteopathy' ","'20' ",15
2013 ,"'B87 British School of Osteopathy' ","'21 and over' ",85
2013 ,"'B90 The University of Buckingham' ","'17 and under' ",50
2013 ,"'B90 The University of Buckingham' ","'18' ",1020
2013 ,"'B90 The University of Buckingham' ","'19' ",405
2013 ,"'B90 The University of Buckingham' ","'20' ",160
2013 ,"'B90 The University of Buckingham' ","'21 and over' ",265
