"Statistic:   Number of Applications"
"Variables:   Provider Name , Age Band , Cycle Year"
"Coverage:   Applications through the main scheme"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR4_006_03.pdf"
 
Cycle Year,Provider Name , Age Band,Number of Applications,
2008 ,"'E25 East Lancashire Institute of Higher Education at Blackburn College' ","'21 and over' ",205
2008 ,"'E28 University of East London (UEL)' ","'17 and under' ",100
2008 ,"'E28 University of East London (UEL)' ","'18' ",4305
2008 ,"'E28 University of East London (UEL)' ","'19' ",3420
2008 ,"'E28 University of East London (UEL)' ","'20' ",1855
2008 ,"'E28 University of East London (UEL)' ","'21 and over' ",5235
2008 ,"'E32 East Surrey College (incorporating Reigate School of Art, Design and Media)' ","'18' ",10
2008 ,"'E32 East Surrey College (incorporating Reigate School of Art, Design and Media)' ","'19' ",15
2008 ,"'E32 East Surrey College (incorporating Reigate School of Art, Design and Media)' ","'20' ",5
2008 ,"'E32 East Surrey College (incorporating Reigate School of Art, Design and Media)' ","'21 and over' ",20
2008 ,"'E42 Edge Hill University' ","'17 and under' ",20
2008 ,"'E42 Edge Hill University' ","'18' ",6580
2008 ,"'E42 Edge Hill University' ","'19' ",2045
2008 ,"'E42 Edge Hill University' ","'20' ",730
2008 ,"'E42 Edge Hill University' ","'21 and over' ",2080
2008 ,"'E56 The University of Edinburgh' ","'17 and under' ",1415
2008 ,"'E56 The University of Edinburgh' ","'18' ",29280
2008 ,"'E56 The University of Edinburgh' ","'19' ",7890
2008 ,"'E56 The University of Edinburgh' ","'20' ",2395
2008 ,"'E56 The University of Edinburgh' ","'21 and over' ",4685
2008 ,"'E58 Edinburgh College of Art' ","'17 and under' ",50
2008 ,"'E58 Edinburgh College of Art' ","'18' ",1215
2008 ,"'E58 Edinburgh College of Art' ","'19' ",565
2008 ,"'E58 Edinburgh College of Art' ","'20' ",245
2008 ,"'E58 Edinburgh College of Art' ","'21 and over' ",680
2008 ,"'E70 The University of Essex' ","'17 and under' ",270
2008 ,"'E70 The University of Essex' ","'18' ",5600
2008 ,"'E70 The University of Essex' ","'19' ",2495
2008 ,"'E70 The University of Essex' ","'20' ",1195
2008 ,"'E70 The University of Essex' ","'21 and over' ",1700
2008 ,"'E77 European Business School, London' ","'17 and under' ",30
2008 ,"'E77 European Business School, London' ","'18' ",160
2008 ,"'E77 European Business School, London' ","'19' ",115
2008 ,"'E77 European Business School, London' ","'20' ",45
2008 ,"'E77 European Business School, London' ","'21 and over' ",65
2008 ,"'E78 European School of Economics' ","'18' ",45
2008 ,"'E78 European School of Economics' ","'19' ",25
2008 ,"'E78 European School of Economics' ","'20' ",10
2008 ,"'E78 European School of Economics' ","'21 and over' ",20
2008 ,"'E81 Exeter College' ","'17 and under' ",5
2008 ,"'E81 Exeter College' ","'18' ",180
2008 ,"'E81 Exeter College' ","'19' ",85
2008 ,"'E81 Exeter College' ","'20' ",25
2008 ,"'E81 Exeter College' ","'21 and over' ",80
2008 ,"'E84 University of Exeter' ","'17 and under' ",325
2008 ,"'E84 University of Exeter' ","'18' ",17160
2008 ,"'E84 University of Exeter' ","'19' ",4045
2008 ,"'E84 University of Exeter' ","'20' ",945
2008 ,"'E84 University of Exeter' ","'21 and over' ",1395
2008 ,"'F33 Falmouth University' ","'17 and under' ",15
2008 ,"'F33 Falmouth University' ","'18' ",1050
2008 ,"'F33 Falmouth University' ","'19' ",1165
2008 ,"'F33 Falmouth University' ","'20' ",390
2008 ,"'F33 Falmouth University' ","'21 and over' ",455
2008 ,"'F66 University Centre Farnborough' ","'18' ",175
2008 ,"'F66 University Centre Farnborough' ","'19' ",115
2008 ,"'F66 University Centre Farnborough' ","'20' ",30
2008 ,"'F66 University Centre Farnborough' ","'21 and over' ",115
2008 ,"'G11 Gateway School of Recording' ","'18' ",40
2008 ,"'G11 Gateway School of Recording' ","'19' ",20
2008 ,"'G11 Gateway School of Recording' ","'20' ",20
2008 ,"'G11 Gateway School of Recording' ","'21 and over' ",20
2008 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'17 and under' ",100
2008 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'18' ",5760
2008 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'19' ",2160
2008 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'20' ",870
2008 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'21 and over' ",2315
2008 ,"'G28 University of Glasgow' ","'17 and under' ",905
2008 ,"'G28 University of Glasgow' ","'18' ",14870
2008 ,"'G28 University of Glasgow' ","'19' ",3005
2008 ,"'G28 University of Glasgow' ","'20' ",1260
2008 ,"'G28 University of Glasgow' ","'21 and over' ",3405
2008 ,"'G42 Glasgow Caledonian University' ","'17 and under' ",365
2008 ,"'G42 Glasgow Caledonian University' ","'18' ",7155
2008 ,"'G42 Glasgow Caledonian University' ","'19' ",1645
2008 ,"'G42 Glasgow Caledonian University' ","'20' ",1390
2008 ,"'G42 Glasgow Caledonian University' ","'21 and over' ",4110
2008 ,"'G43 The Glasgow School of Art' ","'17 and under' ",60
2008 ,"'G43 The Glasgow School of Art' ","'18' ",1255
2008 ,"'G43 The Glasgow School of Art' ","'19' ",465
2008 ,"'G43 The Glasgow School of Art' ","'20' ",200
2008 ,"'G43 The Glasgow School of Art' ","'21 and over' ",555
2008 ,"'G45 Gloucestershire College' ","'18' ",45
2008 ,"'G45 Gloucestershire College' ","'19' ",25
2008 ,"'G45 Gloucestershire College' ","'20' ",10
2008 ,"'G45 Gloucestershire College' ","'21 and over' ",30
2008 ,"'G50 The University of Gloucestershire' ","'17 and under' ",25
2008 ,"'G50 The University of Gloucestershire' ","'18' ",4860
2008 ,"'G50 The University of Gloucestershire' ","'19' ",1810
2008 ,"'G50 The University of Gloucestershire' ","'20' ",700
2008 ,"'G50 The University of Gloucestershire' ","'21 and over' ",1170
2008 ,"'G56 Goldsmiths, University of London' ","'17 and under' ",95
2008 ,"'G56 Goldsmiths, University of London' ","'18' ",3595
2008 ,"'G56 Goldsmiths, University of London' ","'19' ",2070
2008 ,"'G56 Goldsmiths, University of London' ","'20' ",890
2008 ,"'G56 Goldsmiths, University of London' ","'21 and over' ",2975
2008 ,"'G70 University of Greenwich' ","'17 and under' ",165
2008 ,"'G70 University of Greenwich' ","'18' ",6950
2008 ,"'G70 University of Greenwich' ","'19' ",4260
2008 ,"'G70 University of Greenwich' ","'20' ",2375
2008 ,"'G70 University of Greenwich' ","'21 and over' ",7175
2008 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'18' ",55
2008 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'19' ",65
2008 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'20' ",35
2008 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'21 and over' ",100
2008 ,"'G80 University Centre Grimsby' ","'18' ",130
2008 ,"'G80 University Centre Grimsby' ","'19' ",65
2008 ,"'G80 University Centre Grimsby' ","'20' ",65
2008 ,"'G80 University Centre Grimsby' ","'21 and over' ",130
2008 ,"'G90 Guildford College' ","'17 and under' ",5
2008 ,"'G90 Guildford College' ","'18' ",145
2008 ,"'G90 Guildford College' ","'19' ",45
2008 ,"'G90 Guildford College' ","'20' ",50
2008 ,"'G90 Guildford College' ","'21 and over' ",195
2008 ,"'H12 Harper Adams University' ","'17 and under' ",20
2008 ,"'H12 Harper Adams University' ","'18' ",1125
2008 ,"'H12 Harper Adams University' ","'19' ",250
2008 ,"'H12 Harper Adams University' ","'20' ",85
2008 ,"'H12 Harper Adams University' ","'21 and over' ",145
2008 ,"'H14 Havering College of Further and Higher Education' ","'18' ",45
2008 ,"'H14 Havering College of Further and Higher Education' ","'19' ",45
2008 ,"'H14 Havering College of Further and Higher Education' ","'20' ",25
2008 ,"'H14 Havering College of Further and Higher Education' ","'21 and over' ",270
2008 ,"'H18 Hereford College of Arts' ","'18' ",130
2008 ,"'H18 Hereford College of Arts' ","'19' ",115
2008 ,"'H18 Hereford College of Arts' ","'20' ",60
2008 ,"'H18 Hereford College of Arts' ","'21 and over' ",110
2008 ,"'H24 Heriot-Watt University, Edinburgh' ","'17 and under' ",205
2008 ,"'H24 Heriot-Watt University, Edinburgh' ","'18' ",4265
2008 ,"'H24 Heriot-Watt University, Edinburgh' ","'19' ",1110
2008 ,"'H24 Heriot-Watt University, Edinburgh' ","'20' ",720
2008 ,"'H24 Heriot-Watt University, Edinburgh' ","'21 and over' ",1475
2008 ,"'H36 University of Hertfordshire' ","'17 and under' ",115
2008 ,"'H36 University of Hertfordshire' ","'18' ",9265
2008 ,"'H36 University of Hertfordshire' ","'19' ",4760
2008 ,"'H36 University of Hertfordshire' ","'20' ",2085
2008 ,"'H36 University of Hertfordshire' ","'21 and over' ",4280
2008 ,"'H39 Highbury College' ","'18' ",15
2008 ,"'H39 Highbury College' ","'19' ",10
2008 ,"'H39 Highbury College' ","'20' ",10
2008 ,"'H39 Highbury College' ","'21 and over' ",15
2008 ,"'H48 Heythrop College (University of London)' ","'18' ",265
2008 ,"'H48 Heythrop College (University of London)' ","'19' ",80
2008 ,"'H48 Heythrop College (University of London)' ","'20' ",40
2008 ,"'H48 Heythrop College (University of London)' ","'21 and over' ",75
2008 ,"'H49 University of the Highlands and Islands' ","'17 and under' ",20
2008 ,"'H49 University of the Highlands and Islands' ","'18' ",245
2008 ,"'H49 University of the Highlands and Islands' ","'19' ",40
2008 ,"'H49 University of the Highlands and Islands' ","'20' ",15
2008 ,"'H49 University of the Highlands and Islands' ","'21 and over' ",90
2008 ,"'H50 Holborn College' ","'17 and under' ",5
2008 ,"'H50 Holborn College' ","'18' ",20
2008 ,"'H50 Holborn College' ","'19' ",15
2008 ,"'H50 Holborn College' ","'20' ",20
2008 ,"'H50 Holborn College' ","'21 and over' ",40
2008 ,"'H54 Hopwood Hall College' ","'18' ",20
2008 ,"'H54 Hopwood Hall College' ","'19' ",10
2008 ,"'H54 Hopwood Hall College' ","'20' ",15
2008 ,"'H54 Hopwood Hall College' ","'21 and over' ",15
2008 ,"'H58 Kirklees College (Formerly Huddersfield Technical College)' ","'18' ",10
2008 ,"'H58 Kirklees College (Formerly Huddersfield Technical College)' ","'19' ",10
2008 ,"'H58 Kirklees College (Formerly Huddersfield Technical College)' ","'21 and over' ",5
2008 ,"'H60 The University of Huddersfield' ","'17 and under' ",65
2008 ,"'H60 The University of Huddersfield' ","'18' ",9180
2008 ,"'H60 The University of Huddersfield' ","'19' ",3585
2008 ,"'H60 The University of Huddersfield' ","'20' ",1445
2008 ,"'H60 The University of Huddersfield' ","'21 and over' ",3805
2008 ,"'H72 The University of Hull' ","'17 and under' ",155
2008 ,"'H72 The University of Hull' ","'18' ",8290
2008 ,"'H72 The University of Hull' ","'19' ",2360
2008 ,"'H72 The University of Hull' ","'20' ",855
2008 ,"'H72 The University of Hull' ","'21 and over' ",2320
2008 ,"'H73 Hull College' ","'18' ",235
2008 ,"'H73 Hull College' ","'19' ",165
2008 ,"'H73 Hull College' ","'20' ",135
2008 ,"'H73 Hull College' ","'21 and over' ",215
2008 ,"'H75 Hull York Medical School' ","'17 and under' ",25
2008 ,"'H75 Hull York Medical School' ","'18' ",490
2008 ,"'H75 Hull York Medical School' ","'19' ",205
2008 ,"'H75 Hull York Medical School' ","'20' ",45
2008 ,"'H75 Hull York Medical School' ","'21 and over' ",400
2008 ,"'I50 Imperial College London' ","'17 and under' ",650
2008 ,"'I50 Imperial College London' ","'18' ",7750
2008 ,"'I50 Imperial College London' ","'19' ",2795
2008 ,"'I50 Imperial College London' ","'20' ",990
2008 ,"'I50 Imperial College London' ","'21 and over' ",1505
2008 ,"'I60 Islamic College for Advanced Studies' ","'18' ",15
2008 ,"'I60 Islamic College for Advanced Studies' ","'19' ",10
2008 ,"'I60 Islamic College for Advanced Studies' ","'20' ",5
2008 ,"'I60 Islamic College for Advanced Studies' ","'21 and over' ",10
2008 ,"'K12 Keele University' ","'17 and under' ",85
2008 ,"'K12 Keele University' ","'18' ",5925
2008 ,"'K12 Keele University' ","'19' ",1630
2008 ,"'K12 Keele University' ","'20' ",540
2008 ,"'K12 Keele University' ","'21 and over' ",1700
2008 ,"'K15 Kensington College of Business' ","'17 and under' ",5
2008 ,"'K15 Kensington College of Business' ","'18' ",25
2008 ,"'K15 Kensington College of Business' ","'19' ",25
2008 ,"'K15 Kensington College of Business' ","'20' ",10
2008 ,"'K15 Kensington College of Business' ","'21 and over' ",30
2008 ,"'K24 The University of Kent' ","'17 and under' ",455
2008 ,"'K24 The University of Kent' ","'18' ",11605
2008 ,"'K24 The University of Kent' ","'19' ",3995
2008 ,"'K24 The University of Kent' ","'20' ",1375
2008 ,"'K24 The University of Kent' ","'21 and over' ",2355
2008 ,"'K60 King's College London (University of London)' ","'17 and under' ",815
2008 ,"'K60 King's College London (University of London)' ","'18' ",14140
2008 ,"'K60 King's College London (University of London)' ","'19' ",5800
2008 ,"'K60 King's College London (University of London)' ","'20' ",2145
2008 ,"'K60 King's College London (University of London)' ","'21 and over' ",7825
2008 ,"'K84 Kingston University' ","'17 and under' ",415
2008 ,"'K84 Kingston University' ","'18' ",12735
2008 ,"'K84 Kingston University' ","'19' ",8340
2008 ,"'K84 Kingston University' ","'20' ",3945
2008 ,"'K84 Kingston University' ","'21 and over' ",8625
2008 ,"'L05 Lakes College - West Cumbria' ","'21 and over' ",5
2008 ,"'L07 The University of Wales, Lampeter' ","'17 and under' ",5
2008 ,"'L07 The University of Wales, Lampeter' ","'18' ",405
2008 ,"'L07 The University of Wales, Lampeter' ","'19' ",125
2008 ,"'L07 The University of Wales, Lampeter' ","'20' ",55
2008 ,"'L07 The University of Wales, Lampeter' ","'21 and over' ",95
2008 ,"'L14 Lancaster University' ","'17 and under' ",350
2008 ,"'L14 Lancaster University' ","'18' ",9965
2008 ,"'L14 Lancaster University' ","'19' ",2230
2008 ,"'L14 Lancaster University' ","'20' ",760
2008 ,"'L14 Lancaster University' ","'21 and over' ",1125
2008 ,"'L21 Leeds City College' ","'18' ",75
2008 ,"'L21 Leeds City College' ","'19' ",50
2008 ,"'L21 Leeds City College' ","'20' ",25
2008 ,"'L21 Leeds City College' ","'21 and over' ",55
2008 ,"'L23 University of Leeds' ","'17 and under' ",810
2008 ,"'L23 University of Leeds' ","'18' ",34210
2008 ,"'L23 University of Leeds' ","'19' ",9225
2008 ,"'L23 University of Leeds' ","'20' ",2715
2008 ,"'L23 University of Leeds' ","'21 and over' ",5215
2008 ,"'L24 Leeds Trinity University' ","'17 and under' ",5
2008 ,"'L24 Leeds Trinity University' ","'18' ",2395
2008 ,"'L24 Leeds Trinity University' ","'19' ",790
2008 ,"'L24 Leeds Trinity University' ","'20' ",250
2008 ,"'L24 Leeds Trinity University' ","'21 and over' ",395
2008 ,"'L27 Leeds Beckett University' ","'17 and under' ",110
2008 ,"'L27 Leeds Beckett University' ","'18' ",18025
2008 ,"'L27 Leeds Beckett University' ","'19' ",7400
2008 ,"'L27 Leeds Beckett University' ","'20' ",2755
2008 ,"'L27 Leeds Beckett University' ","'21 and over' ",4950
2008 ,"'L28 Leeds College of Art' ","'17 and under' ",5
2008 ,"'L28 Leeds College of Art' ","'18' ",685
2008 ,"'L28 Leeds College of Art' ","'19' ",895
2008 ,"'L28 Leeds College of Art' ","'20' ",235
2008 ,"'L28 Leeds College of Art' ","'21 and over' ",280
2008 ,"'L30 Leeds College of Music (UCAS)' ","'17 and under' ",5
2008 ,"'L30 Leeds College of Music (UCAS)' ","'18' ",730
2008 ,"'L30 Leeds College of Music (UCAS)' ","'19' ",300
2008 ,"'L30 Leeds College of Music (UCAS)' ","'20' ",175
2008 ,"'L30 Leeds College of Music (UCAS)' ","'21 and over' ",215
2008 ,"'L34 University of Leicester' ","'17 and under' ",325
2008 ,"'L34 University of Leicester' ","'18' ",11075
2008 ,"'L34 University of Leicester' ","'19' ",2775
2008 ,"'L34 University of Leicester' ","'20' ",830
2008 ,"'L34 University of Leicester' ","'21 and over' ",2355
2008 ,"'L36 Leicester College' ","'18' ",60
2008 ,"'L36 Leicester College' ","'19' ",50
2008 ,"'L36 Leicester College' ","'20' ",25
2008 ,"'L36 Leicester College' ","'21 and over' ",50
2008 ,"'L39 University of Lincoln' ","'17 and under' ",30
2008 ,"'L39 University of Lincoln' ","'18' ",6480
2008 ,"'L39 University of Lincoln' ","'19' ",2310
2008 ,"'L39 University of Lincoln' ","'20' ",750
2008 ,"'L39 University of Lincoln' ","'21 and over' ",1660
2008 ,"'L41 The University of Liverpool' ","'17 and under' ",440
2008 ,"'L41 The University of Liverpool' ","'18' ",16520
2008 ,"'L41 The University of Liverpool' ","'19' ",4755
2008 ,"'L41 The University of Liverpool' ","'20' ",1575
2008 ,"'L41 The University of Liverpool' ","'21 and over' ",4205
2008 ,"'L42 Lincoln College' ","'18' ",30
2008 ,"'L42 Lincoln College' ","'19' ",20
2008 ,"'L42 Lincoln College' ","'20' ",10
2008 ,"'L42 Lincoln College' ","'21 and over' ",15
2008 ,"'L43 The City of Liverpool College' ","'18' ",75
2008 ,"'L43 The City of Liverpool College' ","'19' ",55
2008 ,"'L43 The City of Liverpool College' ","'20' ",30
2008 ,"'L43 The City of Liverpool College' ","'21 and over' ",205
2008 ,"'L46 Liverpool Hope University' ","'17 and under' ",80
2008 ,"'L46 Liverpool Hope University' ","'18' ",4395
2008 ,"'L46 Liverpool Hope University' ","'19' ",1310
2008 ,"'L46 Liverpool Hope University' ","'20' ",540
2008 ,"'L46 Liverpool Hope University' ","'21 and over' ",1300
2008 ,"'L48 The Liverpool Institute for Performing Arts' ","'17 and under' ",15
2008 ,"'L48 The Liverpool Institute for Performing Arts' ","'18' ",2440
2008 ,"'L48 The Liverpool Institute for Performing Arts' ","'19' ",970
2008 ,"'L48 The Liverpool Institute for Performing Arts' ","'20' ",405
2008 ,"'L48 The Liverpool Institute for Performing Arts' ","'21 and over' ",480
2008 ,"'L51 Liverpool John Moores University (LJMU)' ","'17 and under' ",155
2008 ,"'L51 Liverpool John Moores University (LJMU)' ","'18' ",15310
2008 ,"'L51 Liverpool John Moores University (LJMU)' ","'19' ",5585
2008 ,"'L51 Liverpool John Moores University (LJMU)' ","'20' ",2205
2008 ,"'L51 Liverpool John Moores University (LJMU)' ","'21 and over' ",4890
2008 ,"'L53 Coleg Llandrillo' ","'18' ",45
2008 ,"'L53 Coleg Llandrillo' ","'19' ",25
2008 ,"'L53 Coleg Llandrillo' ","'20' ",10
2008 ,"'L53 Coleg Llandrillo' ","'21 and over' ",45
2008 ,"'L68 London Metropolitan University' ","'17 and under' ",235
2008 ,"'L68 London Metropolitan University' ","'18' ",6780
2008 ,"'L68 London Metropolitan University' ","'19' ",4965
2008 ,"'L68 London Metropolitan University' ","'20' ",2905
2008 ,"'L68 London Metropolitan University' ","'21 and over' ",7835
2008 ,"'L70 London School of Commerce' ","'17 and under' ",10
2008 ,"'L70 London School of Commerce' ","'18' ",70
2008 ,"'L70 London School of Commerce' ","'19' ",40
2008 ,"'L70 London School of Commerce' ","'20' ",25
2008 ,"'L70 London School of Commerce' ","'21 and over' ",50
2008 ,"'L71 London School of Science & Technology' ","'18' ",5
2008 ,"'L71 London School of Science & Technology' ","'19' ",10
2008 ,"'L71 London School of Science & Technology' ","'20' ",5
2008 ,"'L71 London School of Science & Technology' ","'21 and over' ",30
2008 ,"'L72 London School of Economics and Political Science (University of London)' ","'17 and under' ",960
2008 ,"'L72 London School of Economics and Political Science (University of London)' ","'18' ",9170
2008 ,"'L72 London School of Economics and Political Science (University of London)' ","'19' ",5165
2008 ,"'L72 London School of Economics and Political Science (University of London)' ","'20' ",1825
2008 ,"'L72 London School of Economics and Political Science (University of London)' ","'21 and over' ",1945
2008 ,"'L75 London South Bank University' ","'17 and under' ",95
2008 ,"'L75 London South Bank University' ","'18' ",3410
2008 ,"'L75 London South Bank University' ","'19' ",2615
2008 ,"'L75 London South Bank University' ","'20' ",1670
2008 ,"'L75 London South Bank University' ","'21 and over' ",7460
2008 ,"'L77 Loughborough College' ","'18' ",200
2008 ,"'L77 Loughborough College' ","'19' ",105
2008 ,"'L77 Loughborough College' ","'20' ",85
2008 ,"'L77 Loughborough College' ","'21 and over' ",160
2008 ,"'L79 Loughborough University' ","'17 and under' ",330
2008 ,"'L79 Loughborough University' ","'18' ",13810
2008 ,"'L79 Loughborough University' ","'19' ",3775
2008 ,"'L79 Loughborough University' ","'20' ",995
2008 ,"'L79 Loughborough University' ","'21 and over' ",1070
2008 ,"'M10 The Manchester College' ","'17 and under' ",5
2008 ,"'M10 The Manchester College' ","'18' ",220
2008 ,"'M10 The Manchester College' ","'19' ",165
2008 ,"'M10 The Manchester College' ","'20' ",70
2008 ,"'M10 The Manchester College' ","'21 and over' ",145
2008 ,"'M20 The University of Manchester' ","'17 and under' ",1220
2008 ,"'M20 The University of Manchester' ","'18' ",33110
2008 ,"'M20 The University of Manchester' ","'19' ",10230
2008 ,"'M20 The University of Manchester' ","'20' ",3425
2008 ,"'M20 The University of Manchester' ","'21 and over' ",7920
2008 ,"'M40 The Manchester Metropolitan University' ","'17 and under' ",220
2008 ,"'M40 The Manchester Metropolitan University' ","'18' ",20605
2008 ,"'M40 The Manchester Metropolitan University' ","'19' ",9485
2008 ,"'M40 The Manchester Metropolitan University' ","'20' ",3865
2008 ,"'M40 The Manchester Metropolitan University' ","'21 and over' ",7190
2008 ,"'M50 UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)' ","'17 and under' ",10
2008 ,"'M50 UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)' ","'18' ",1230
2008 ,"'M50 UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)' ","'19' ",420
2008 ,"'M50 UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)' ","'20' ",160
2008 ,"'M50 UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)' ","'21 and over' ",420
2008 ,"'M60 Matthew Boulton College of Further and Higher Education' ","'18' ",25
2008 ,"'M60 Matthew Boulton College of Further and Higher Education' ","'19' ",10
2008 ,"'M60 Matthew Boulton College of Further and Higher Education' ","'20' ",5
2008 ,"'M60 Matthew Boulton College of Further and Higher Education' ","'21 and over' ",45
2008 ,"'M62 Medway School of Pharmacy' ","'17 and under' ",15
2008 ,"'M62 Medway School of Pharmacy' ","'18' ",190
2008 ,"'M62 Medway School of Pharmacy' ","'19' ",155
2008 ,"'M62 Medway School of Pharmacy' ","'20' ",75
2008 ,"'M62 Medway School of Pharmacy' ","'21 and over' ",230
2008 ,"'M65 Coleg Menai' ","'18' ",5
2008 ,"'M65 Coleg Menai' ","'19' ",10
2008 ,"'M77 Mid Cheshire College' ","'18' ",15
2008 ,"'M77 Mid Cheshire College' ","'19' ",10
2008 ,"'M77 Mid Cheshire College' ","'20' ",5
2008 ,"'M77 Mid Cheshire College' ","'21 and over' ",10
2008 ,"'M80 Middlesex University' ","'17 and under' ",125
2008 ,"'M80 Middlesex University' ","'18' ",5745
2008 ,"'M80 Middlesex University' ","'19' ",4405
2008 ,"'M80 Middlesex University' ","'20' ",2370
2008 ,"'M80 Middlesex University' ","'21 and over' ",6500
2008 ,"'M95 Mountview Academy of Theatre Arts' ","'18' ",90
2008 ,"'M95 Mountview Academy of Theatre Arts' ","'19' ",45
2008 ,"'M95 Mountview Academy of Theatre Arts' ","'20' ",30
2008 ,"'M95 Mountview Academy of Theatre Arts' ","'21 and over' ",45
2008 ,"'M99 Myerscough College' ","'17 and under' ",10
2008 ,"'M99 Myerscough College' ","'18' ",385
2008 ,"'M99 Myerscough College' ","'19' ",130
2008 ,"'M99 Myerscough College' ","'20' ",50
2008 ,"'M99 Myerscough College' ","'21 and over' ",120
2008 ,"'N07 Napier University, Edinburgh' ","'17 and under' ",175
2008 ,"'N07 Napier University, Edinburgh' ","'18' ",4125
2008 ,"'N07 Napier University, Edinburgh' ","'19' ",1450
2008 ,"'N07 Napier University, Edinburgh' ","'20' ",1185
2008 ,"'N07 Napier University, Edinburgh' ","'21 and over' ",3550
2008 ,"'N11 Nazarene Theological College' ","'18' ",30
2008 ,"'N11 Nazarene Theological College' ","'19' ",5
2008 ,"'N11 Nazarene Theological College' ","'20' ",5
2008 ,"'N11 Nazarene Theological College' ","'21 and over' ",15
2008 ,"'N13 NPTC Group' ","'18' ",35
2008 ,"'N13 NPTC Group' ","'19' ",20
2008 ,"'N13 NPTC Group' ","'20' ",10
2008 ,"'N13 NPTC Group' ","'21 and over' ",50
2008 ,"'N21 Newcastle University' ","'17 and under' ",355
2008 ,"'N21 Newcastle University' ","'18' ",16660
2008 ,"'N21 Newcastle University' ","'19' ",4010
2008 ,"'N21 Newcastle University' ","'20' ",1215
2008 ,"'N21 Newcastle University' ","'21 and over' ",3045
2008 ,"'N23 Newcastle College' ","'17 and under' ",5
2008 ,"'N23 Newcastle College' ","'18' ",685
2008 ,"'N23 Newcastle College' ","'19' ",485
2008 ,"'N23 Newcastle College' ","'20' ",425
2008 ,"'N23 Newcastle College' ","'21 and over' ",680
2008 ,"'N28 New College Durham' ","'18' ",80
2008 ,"'N28 New College Durham' ","'19' ",55
2008 ,"'N28 New College Durham' ","'20' ",40
2008 ,"'N28 New College Durham' ","'21 and over' ",155
2008 ,"'N30 New College Nottingham' ","'17 and under' ",5
2008 ,"'N30 New College Nottingham' ","'18' ",155
2008 ,"'N30 New College Nottingham' ","'19' ",110
2008 ,"'N30 New College Nottingham' ","'20' ",95
2008 ,"'N30 New College Nottingham' ","'21 and over' ",180
2008 ,"'N31 Newham College London' ","'18' ",5
2008 ,"'N31 Newham College London' ","'21 and over' ",5
2008 ,"'N33 New College Stamford' ","'18' ",20
2008 ,"'N33 New College Stamford' ","'19' ",5
2008 ,"'N33 New College Stamford' ","'21 and over' ",10
2008 ,"'N36 Newman University, Birmingham' ","'17 and under' ",15
2008 ,"'N36 Newman University, Birmingham' ","'18' ",1335
2008 ,"'N36 Newman University, Birmingham' ","'19' ",435
2008 ,"'N36 Newman University, Birmingham' ","'20' ",195
2008 ,"'N36 Newman University, Birmingham' ","'21 and over' ",590
2008 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'17 and under' ",15
2008 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'18' ",2195
2008 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'19' ",995
2008 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'20' ",400
2008 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'21 and over' ",930
2008 ,"'N38 University of Northampton' ","'17 and under' ",60
2008 ,"'N38 University of Northampton' ","'18' ",6730
2008 ,"'N38 University of Northampton' ","'19' ",2755
2008 ,"'N38 University of Northampton' ","'20' ",1005
2008 ,"'N38 University of Northampton' ","'21 and over' ",2795
2008 ,"'N39 Norwich University Of The Arts' ","'17 and under' ",5
2008 ,"'N39 Norwich University Of The Arts' ","'18' ",565
2008 ,"'N39 Norwich University Of The Arts' ","'19' ",505
2008 ,"'N39 Norwich University Of The Arts' ","'20' ",165
2008 ,"'N39 Norwich University Of The Arts' ","'21 and over' ",215
2008 ,"'N41 Northbrook College Sussex' ","'18' ",330
2008 ,"'N41 Northbrook College Sussex' ","'19' ",210
2008 ,"'N41 Northbrook College Sussex' ","'20' ",110
2008 ,"'N41 Northbrook College Sussex' ","'21 and over' ",205
2008 ,"'N49 NESCOT, Surrey' ","'18' ",55
2008 ,"'N49 NESCOT, Surrey' ","'19' ",25
2008 ,"'N49 NESCOT, Surrey' ","'20' ",15
2008 ,"'N49 NESCOT, Surrey' ","'21 and over' ",40
2008 ,"'N51 New College Telford' ","'18' ",5
2008 ,"'N51 New College Telford' ","'19' ",5
2008 ,"'N51 New College Telford' ","'21 and over' ",5
