"Statistic:   Number of Applications"
"Variables:   Provider Name , Applicant Domicile (UK / EU / Not EU) , Cycle Year"
"Coverage:   Applications through the main scheme"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR4_003_03.pdf"
 
Cycle Year,Provider Name , Applicant Domicile (UK / EU / Not EU),Number of Applications,
2008 ,"'E10 Ealing, Hammersmith and West London College' ","'Not EU' ",10
2008 ,"'E14 University of East Anglia (UEA)' ","'UK' ",12475
2008 ,"'E14 University of East Anglia (UEA)' ","'EU (excluding UK)' ",810
2008 ,"'E14 University of East Anglia (UEA)' ","'Not EU' ",1240
2008 ,"'E21 East End Computing and Business College' ","'UK' ",5
2008 ,"'E21 East End Computing and Business College' ","'Not EU' ",5
2008 ,"'E25 East Lancashire Institute of Higher Education at Blackburn College' ","'UK' ",480
2008 ,"'E25 East Lancashire Institute of Higher Education at Blackburn College' ","'Not EU' ",20
2008 ,"'E28 University of East London (UEL)' ","'UK' ",12885
2008 ,"'E28 University of East London (UEL)' ","'EU (excluding UK)' ",925
2008 ,"'E28 University of East London (UEL)' ","'Not EU' ",1105
2008 ,"'E29 East Riding College' ","'UK' ",5
2008 ,"'E32 East Surrey College (incorporating Reigate School of Art, Design and Media)' ","'UK' ",45
2008 ,"'E42 Edge Hill University' ","'UK' ",11265
2008 ,"'E42 Edge Hill University' ","'EU (excluding UK)' ",70
2008 ,"'E42 Edge Hill University' ","'Not EU' ",120
2008 ,"'E56 The University of Edinburgh' ","'UK' ",35375
2008 ,"'E56 The University of Edinburgh' ","'EU (excluding UK)' ",5785
2008 ,"'E56 The University of Edinburgh' ","'Not EU' ",4505
2008 ,"'E58 Edinburgh College of Art' ","'UK' ",2240
2008 ,"'E58 Edinburgh College of Art' ","'EU (excluding UK)' ",335
2008 ,"'E58 Edinburgh College of Art' ","'Not EU' ",185
2008 ,"'E70 The University of Essex' ","'UK' ",7920
2008 ,"'E70 The University of Essex' ","'EU (excluding UK)' ",1115
2008 ,"'E70 The University of Essex' ","'Not EU' ",2220
2008 ,"'E77 European Business School, London' ","'UK' ",100
2008 ,"'E77 European Business School, London' ","'EU (excluding UK)' ",165
2008 ,"'E77 European Business School, London' ","'Not EU' ",150
2008 ,"'E78 European School of Economics' ","'UK' ",35
2008 ,"'E78 European School of Economics' ","'EU (excluding UK)' ",40
2008 ,"'E78 European School of Economics' ","'Not EU' ",30
2008 ,"'E81 Exeter College' ","'UK' ",330
2008 ,"'E81 Exeter College' ","'EU (excluding UK)' ",10
2008 ,"'E81 Exeter College' ","'Not EU' ",35
2008 ,"'E84 University of Exeter' ","'UK' ",20925
2008 ,"'E84 University of Exeter' ","'EU (excluding UK)' ",925
2008 ,"'E84 University of Exeter' ","'Not EU' ",2015
2008 ,"'F33 Falmouth University' ","'UK' ",2830
2008 ,"'F33 Falmouth University' ","'EU (excluding UK)' ",65
2008 ,"'F33 Falmouth University' ","'Not EU' ",175
2008 ,"'F66 University Centre Farnborough' ","'UK' ",385
2008 ,"'F66 University Centre Farnborough' ","'EU (excluding UK)' ",10
2008 ,"'F66 University Centre Farnborough' ","'Not EU' ",40
2008 ,"'G11 Gateway School of Recording' ","'UK' ",95
2008 ,"'G11 Gateway School of Recording' ","'EU (excluding UK)' ",5
2008 ,"'G11 Gateway School of Recording' ","'Not EU' ",5
2008 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'UK' ",10330
2008 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'EU (excluding UK)' ",465
2008 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'Not EU' ",410
2008 ,"'G28 University of Glasgow' ","'UK' ",20035
2008 ,"'G28 University of Glasgow' ","'EU (excluding UK)' ",1985
2008 ,"'G28 University of Glasgow' ","'Not EU' ",1425
2008 ,"'G42 Glasgow Caledonian University' ","'UK' ",13645
2008 ,"'G42 Glasgow Caledonian University' ","'EU (excluding UK)' ",500
2008 ,"'G42 Glasgow Caledonian University' ","'Not EU' ",520
2008 ,"'G43 The Glasgow School of Art' ","'UK' ",2070
2008 ,"'G43 The Glasgow School of Art' ","'EU (excluding UK)' ",285
2008 ,"'G43 The Glasgow School of Art' ","'Not EU' ",180
2008 ,"'G45 Gloucestershire College' ","'UK' ",100
2008 ,"'G45 Gloucestershire College' ","'EU (excluding UK)' ",5
2008 ,"'G45 Gloucestershire College' ","'Not EU' ",5
2008 ,"'G50 The University of Gloucestershire' ","'UK' ",8050
2008 ,"'G50 The University of Gloucestershire' ","'EU (excluding UK)' ",145
2008 ,"'G50 The University of Gloucestershire' ","'Not EU' ",375
2008 ,"'G56 Goldsmiths, University of London' ","'UK' ",8295
2008 ,"'G56 Goldsmiths, University of London' ","'EU (excluding UK)' ",685
2008 ,"'G56 Goldsmiths, University of London' ","'Not EU' ",645
2008 ,"'G70 University of Greenwich' ","'UK' ",18560
2008 ,"'G70 University of Greenwich' ","'EU (excluding UK)' ",960
2008 ,"'G70 University of Greenwich' ","'Not EU' ",1410
2008 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'UK' ",185
2008 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'EU (excluding UK)' ",20
2008 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'Not EU' ",55
2008 ,"'G80 University Centre Grimsby' ","'UK' ",380
2008 ,"'G80 University Centre Grimsby' ","'Not EU' ",10
2008 ,"'G90 Guildford College' ","'UK' ",415
2008 ,"'G90 Guildford College' ","'EU (excluding UK)' ",5
2008 ,"'G90 Guildford College' ","'Not EU' ",20
2008 ,"'H12 Harper Adams University' ","'UK' ",1540
2008 ,"'H12 Harper Adams University' ","'EU (excluding UK)' ",55
2008 ,"'H12 Harper Adams University' ","'Not EU' ",35
2008 ,"'H14 Havering College of Further and Higher Education' ","'UK' ",370
2008 ,"'H14 Havering College of Further and Higher Education' ","'Not EU' ",10
2008 ,"'H18 Hereford College of Arts' ","'UK' ",395
2008 ,"'H18 Hereford College of Arts' ","'EU (excluding UK)' ",15
2008 ,"'H18 Hereford College of Arts' ","'Not EU' ",10
2008 ,"'H24 Heriot-Watt University, Edinburgh' ","'UK' ",5935
2008 ,"'H24 Heriot-Watt University, Edinburgh' ","'EU (excluding UK)' ",1170
2008 ,"'H24 Heriot-Watt University, Edinburgh' ","'Not EU' ",675
2008 ,"'H36 University of Hertfordshire' ","'UK' ",18955
2008 ,"'H36 University of Hertfordshire' ","'EU (excluding UK)' ",650
2008 ,"'H36 University of Hertfordshire' ","'Not EU' ",895
2008 ,"'H39 Highbury College' ","'UK' ",50
2008 ,"'H48 Heythrop College (University of London)' ","'UK' ",425
2008 ,"'H48 Heythrop College (University of London)' ","'EU (excluding UK)' ",15
2008 ,"'H48 Heythrop College (University of London)' ","'Not EU' ",20
2008 ,"'H49 University of the Highlands and Islands' ","'UK' ",370
2008 ,"'H49 University of the Highlands and Islands' ","'EU (excluding UK)' ",25
2008 ,"'H49 University of the Highlands and Islands' ","'Not EU' ",20
2008 ,"'H50 Holborn College' ","'UK' ",40
2008 ,"'H50 Holborn College' ","'EU (excluding UK)' ",10
2008 ,"'H50 Holborn College' ","'Not EU' ",55
2008 ,"'H54 Hopwood Hall College' ","'UK' ",60
2008 ,"'H58 Kirklees College (Formerly Huddersfield Technical College)' ","'UK' ",25
2008 ,"'H60 The University of Huddersfield' ","'UK' ",17175
2008 ,"'H60 The University of Huddersfield' ","'EU (excluding UK)' ",325
2008 ,"'H60 The University of Huddersfield' ","'Not EU' ",580
2008 ,"'H72 The University of Hull' ","'UK' ",12240
2008 ,"'H72 The University of Hull' ","'EU (excluding UK)' ",640
2008 ,"'H72 The University of Hull' ","'Not EU' ",1105
2008 ,"'H73 Hull College' ","'UK' ",720
2008 ,"'H73 Hull College' ","'EU (excluding UK)' ",10
2008 ,"'H73 Hull College' ","'Not EU' ",20
2008 ,"'H75 Hull York Medical School' ","'UK' ",980
2008 ,"'H75 Hull York Medical School' ","'EU (excluding UK)' ",85
2008 ,"'H75 Hull York Medical School' ","'Not EU' ",95
2008 ,"'I50 Imperial College London' ","'UK' ",7960
2008 ,"'I50 Imperial College London' ","'EU (excluding UK)' ",1495
2008 ,"'I50 Imperial College London' ","'Not EU' ",4235
2008 ,"'I60 Islamic College for Advanced Studies' ","'UK' ",35
2008 ,"'K12 Keele University' ","'UK' ",9030
2008 ,"'K12 Keele University' ","'EU (excluding UK)' ",295
2008 ,"'K12 Keele University' ","'Not EU' ",560
2008 ,"'K15 Kensington College of Business' ","'UK' ",65
2008 ,"'K15 Kensington College of Business' ","'EU (excluding UK)' ",15
2008 ,"'K15 Kensington College of Business' ","'Not EU' ",15
2008 ,"'K24 The University of Kent' ","'UK' ",15485
2008 ,"'K24 The University of Kent' ","'EU (excluding UK)' ",1620
2008 ,"'K24 The University of Kent' ","'Not EU' ",2685
2008 ,"'K60 King's College London (University of London)' ","'UK' ",23255
2008 ,"'K60 King's College London (University of London)' ","'EU (excluding UK)' ",2915
2008 ,"'K60 King's College London (University of London)' ","'Not EU' ",4550
2008 ,"'K84 Kingston University' ","'UK' ",28120
2008 ,"'K84 Kingston University' ","'EU (excluding UK)' ",2235
2008 ,"'K84 Kingston University' ","'Not EU' ",3705
2008 ,"'L05 Lakes College - West Cumbria' ","'UK' ",5
2008 ,"'L05 Lakes College - West Cumbria' ","'Not EU' ",5
2008 ,"'L07 The University of Wales, Lampeter' ","'UK' ",625
2008 ,"'L07 The University of Wales, Lampeter' ","'EU (excluding UK)' ",25
2008 ,"'L07 The University of Wales, Lampeter' ","'Not EU' ",35
2008 ,"'L14 Lancaster University' ","'UK' ",11375
2008 ,"'L14 Lancaster University' ","'EU (excluding UK)' ",960
2008 ,"'L14 Lancaster University' ","'Not EU' ",2095
2008 ,"'L21 Leeds City College' ","'UK' ",195
2008 ,"'L21 Leeds City College' ","'EU (excluding UK)' ",5
2008 ,"'L21 Leeds City College' ","'Not EU' ",5
2008 ,"'L23 University of Leeds' ","'UK' ",45590
2008 ,"'L23 University of Leeds' ","'EU (excluding UK)' ",1995
2008 ,"'L23 University of Leeds' ","'Not EU' ",4585
2008 ,"'L24 Leeds Trinity University' ","'UK' ",3740
2008 ,"'L24 Leeds Trinity University' ","'EU (excluding UK)' ",45
2008 ,"'L24 Leeds Trinity University' ","'Not EU' ",45
2008 ,"'L27 Leeds Beckett University' ","'UK' ",31450
2008 ,"'L27 Leeds Beckett University' ","'EU (excluding UK)' ",860
2008 ,"'L27 Leeds Beckett University' ","'Not EU' ",930
2008 ,"'L28 Leeds College of Art' ","'UK' ",2030
2008 ,"'L28 Leeds College of Art' ","'EU (excluding UK)' ",25
2008 ,"'L28 Leeds College of Art' ","'Not EU' ",50
2008 ,"'L30 Leeds College of Music (UCAS)' ","'UK' ",1365
2008 ,"'L30 Leeds College of Music (UCAS)' ","'EU (excluding UK)' ",30
2008 ,"'L30 Leeds College of Music (UCAS)' ","'Not EU' ",30
2008 ,"'L34 University of Leicester' ","'UK' ",14560
2008 ,"'L34 University of Leicester' ","'EU (excluding UK)' ",955
2008 ,"'L34 University of Leicester' ","'Not EU' ",1850
2008 ,"'L36 Leicester College' ","'UK' ",170
2008 ,"'L36 Leicester College' ","'EU (excluding UK)' ",5
2008 ,"'L36 Leicester College' ","'Not EU' ",15
2008 ,"'L39 University of Lincoln' ","'UK' ",10510
2008 ,"'L39 University of Lincoln' ","'EU (excluding UK)' ",485
2008 ,"'L39 University of Lincoln' ","'Not EU' ",235
2008 ,"'L41 The University of Liverpool' ","'UK' ",22835
2008 ,"'L41 The University of Liverpool' ","'EU (excluding UK)' ",1580
2008 ,"'L41 The University of Liverpool' ","'Not EU' ",3075
2008 ,"'L42 Lincoln College' ","'UK' ",70
2008 ,"'L42 Lincoln College' ","'Not EU' ",5
2008 ,"'L43 The City of Liverpool College' ","'UK' ",360
2008 ,"'L43 The City of Liverpool College' ","'EU (excluding UK)' ",5
2008 ,"'L43 The City of Liverpool College' ","'Not EU' ",5
2008 ,"'L46 Liverpool Hope University' ","'UK' ",7205
2008 ,"'L46 Liverpool Hope University' ","'EU (excluding UK)' ",295
2008 ,"'L46 Liverpool Hope University' ","'Not EU' ",125
2008 ,"'L48 The Liverpool Institute for Performing Arts' ","'UK' ",4090
2008 ,"'L48 The Liverpool Institute for Performing Arts' ","'EU (excluding UK)' ",120
2008 ,"'L48 The Liverpool Institute for Performing Arts' ","'Not EU' ",100
2008 ,"'L51 Liverpool John Moores University (LJMU)' ","'UK' ",26260
2008 ,"'L51 Liverpool John Moores University (LJMU)' ","'EU (excluding UK)' ",900
2008 ,"'L51 Liverpool John Moores University (LJMU)' ","'Not EU' ",980
2008 ,"'L53 Coleg Llandrillo' ","'UK' ",120
2008 ,"'L53 Coleg Llandrillo' ","'Not EU' ",5
2008 ,"'L68 London Metropolitan University' ","'UK' ",18255
2008 ,"'L68 London Metropolitan University' ","'EU (excluding UK)' ",2250
2008 ,"'L68 London Metropolitan University' ","'Not EU' ",2215
2008 ,"'L70 London School of Commerce' ","'UK' ",75
2008 ,"'L70 London School of Commerce' ","'EU (excluding UK)' ",40
2008 ,"'L70 London School of Commerce' ","'Not EU' ",80
2008 ,"'L71 London School of Science & Technology' ","'UK' ",15
2008 ,"'L71 London School of Science & Technology' ","'EU (excluding UK)' ",10
2008 ,"'L71 London School of Science & Technology' ","'Not EU' ",25
2008 ,"'L72 London School of Economics and Political Science (University of London)' ","'UK' ",8535
2008 ,"'L72 London School of Economics and Political Science (University of London)' ","'EU (excluding UK)' ",3375
2008 ,"'L72 London School of Economics and Political Science (University of London)' ","'Not EU' ",7155
2008 ,"'L75 London South Bank University' ","'UK' ",13345
2008 ,"'L75 London South Bank University' ","'EU (excluding UK)' ",690
2008 ,"'L75 London South Bank University' ","'Not EU' ",1215
2008 ,"'L77 Loughborough College' ","'UK' ",500
2008 ,"'L77 Loughborough College' ","'EU (excluding UK)' ",10
2008 ,"'L77 Loughborough College' ","'Not EU' ",45
2008 ,"'L79 Loughborough University' ","'UK' ",16730
2008 ,"'L79 Loughborough University' ","'EU (excluding UK)' ",715
2008 ,"'L79 Loughborough University' ","'Not EU' ",2535
2008 ,"'M10 The Manchester College' ","'UK' ",540
2008 ,"'M10 The Manchester College' ","'EU (excluding UK)' ",20
2008 ,"'M10 The Manchester College' ","'Not EU' ",40
2008 ,"'M20 The University of Manchester' ","'UK' ",44040
2008 ,"'M20 The University of Manchester' ","'EU (excluding UK)' ",3225
2008 ,"'M20 The University of Manchester' ","'Not EU' ",8640
2008 ,"'M40 The Manchester Metropolitan University' ","'UK' ",38180
2008 ,"'M40 The Manchester Metropolitan University' ","'EU (excluding UK)' ",1270
2008 ,"'M40 The Manchester Metropolitan University' ","'Not EU' ",1910
2008 ,"'M50 UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)' ","'UK' ",2165
2008 ,"'M50 UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)' ","'EU (excluding UK)' ",45
2008 ,"'M50 UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)' ","'Not EU' ",35
2008 ,"'M60 Matthew Boulton College of Further and Higher Education' ","'UK' ",75
2008 ,"'M60 Matthew Boulton College of Further and Higher Education' ","'EU (excluding UK)' ",5
2008 ,"'M60 Matthew Boulton College of Further and Higher Education' ","'Not EU' ",10
2008 ,"'M62 Medway School of Pharmacy' ","'UK' ",550
2008 ,"'M62 Medway School of Pharmacy' ","'EU (excluding UK)' ",70
2008 ,"'M62 Medway School of Pharmacy' ","'Not EU' ",40
2008 ,"'M65 Coleg Menai' ","'UK' ",10
2008 ,"'M65 Coleg Menai' ","'Not EU' ",5
2008 ,"'M77 Mid Cheshire College' ","'UK' ",40
2008 ,"'M80 Middlesex University' ","'UK' ",16930
2008 ,"'M80 Middlesex University' ","'EU (excluding UK)' ",940
2008 ,"'M80 Middlesex University' ","'Not EU' ",1280
2008 ,"'M95 Mountview Academy of Theatre Arts' ","'UK' ",200
2008 ,"'M95 Mountview Academy of Theatre Arts' ","'EU (excluding UK)' ",10
2008 ,"'M95 Mountview Academy of Theatre Arts' ","'Not EU' ",5
2008 ,"'M99 Myerscough College' ","'UK' ",655
2008 ,"'M99 Myerscough College' ","'EU (excluding UK)' ",30
2008 ,"'M99 Myerscough College' ","'Not EU' ",15
2008 ,"'N07 Napier University, Edinburgh' ","'UK' ",7970
2008 ,"'N07 Napier University, Edinburgh' ","'EU (excluding UK)' ",1970
2008 ,"'N07 Napier University, Edinburgh' ","'Not EU' ",545
2008 ,"'N11 Nazarene Theological College' ","'UK' ",45
2008 ,"'N11 Nazarene Theological College' ","'Not EU' ",10
2008 ,"'N13 NPTC Group' ","'UK' ",110
2008 ,"'N21 Newcastle University' ","'UK' ",21610
2008 ,"'N21 Newcastle University' ","'EU (excluding UK)' ",1300
2008 ,"'N21 Newcastle University' ","'Not EU' ",2370
2008 ,"'N23 Newcastle College' ","'UK' ",2180
2008 ,"'N23 Newcastle College' ","'EU (excluding UK)' ",40
2008 ,"'N23 Newcastle College' ","'Not EU' ",60
2008 ,"'N28 New College Durham' ","'UK' ",310
2008 ,"'N28 New College Durham' ","'EU (excluding UK)' ",5
2008 ,"'N28 New College Durham' ","'Not EU' ",10
2008 ,"'N30 New College Nottingham' ","'UK' ",510
2008 ,"'N30 New College Nottingham' ","'EU (excluding UK)' ",20
2008 ,"'N30 New College Nottingham' ","'Not EU' ",20
2008 ,"'N31 Newham College London' ","'UK' ",5
2008 ,"'N33 New College Stamford' ","'UK' ",35
2008 ,"'N36 Newman University, Birmingham' ","'UK' ",2495
2008 ,"'N36 Newman University, Birmingham' ","'EU (excluding UK)' ",60
2008 ,"'N36 Newman University, Birmingham' ","'Not EU' ",10
2008 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'UK' ",4325
2008 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'EU (excluding UK)' ",115
2008 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'Not EU' ",95
2008 ,"'N38 University of Northampton' ","'UK' ",12720
2008 ,"'N38 University of Northampton' ","'EU (excluding UK)' ",270
2008 ,"'N38 University of Northampton' ","'Not EU' ",355
2008 ,"'N39 Norwich University Of The Arts' ","'UK' ",1380
2008 ,"'N39 Norwich University Of The Arts' ","'EU (excluding UK)' ",35
2008 ,"'N39 Norwich University Of The Arts' ","'Not EU' ",35
2008 ,"'N41 Northbrook College Sussex' ","'UK' ",800
2008 ,"'N41 Northbrook College Sussex' ","'EU (excluding UK)' ",25
2008 ,"'N41 Northbrook College Sussex' ","'Not EU' ",30
2008 ,"'N49 NESCOT, Surrey' ","'UK' ",115
2008 ,"'N49 NESCOT, Surrey' ","'EU (excluding UK)' ",10
2008 ,"'N49 NESCOT, Surrey' ","'Not EU' ",10
2008 ,"'N51 New College Telford' ","'UK' ",10
2008 ,"'N56 Glyndwr University (Formerly The North East Wales Institute of Higher Education)' ","'UK' ",1300
2008 ,"'N56 Glyndwr University (Formerly The North East Wales Institute of Higher Education)' ","'EU (excluding UK)' ",60
2008 ,"'N56 Glyndwr University (Formerly The North East Wales Institute of Higher Education)' ","'Not EU' ",30
2008 ,"'N58 North East Worcestershire College' ","'UK' ",240
2008 ,"'N58 North East Worcestershire College' ","'Not EU' ",5
2008 ,"'N64 North Lindsey College' ","'UK' ",85
2008 ,"'N77 Northumbria University' ","'UK' ",20085
2008 ,"'N77 Northumbria University' ","'EU (excluding UK)' ",475
2008 ,"'N77 Northumbria University' ","'Not EU' ",745
2008 ,"'N79 North Warwickshire and Hinckley College' ","'UK' ",45
2008 ,"'N82 Norwich City College of Further and Higher Education (an Associate College of UEA)' ","'UK' ",565
2008 ,"'N82 Norwich City College of Further and Higher Education (an Associate College of UEA)' ","'EU (excluding UK)' ",15
2008 ,"'N82 Norwich City College of Further and Higher Education (an Associate College of UEA)' ","'Not EU' ",15
2008 ,"'N84 The University of Nottingham' ","'UK' ",33365
2008 ,"'N84 The University of Nottingham' ","'EU (excluding UK)' ",2310
2008 ,"'N84 The University of Nottingham' ","'Not EU' ",5480
2008 ,"'N91 Nottingham Trent University' ","'UK' ",27160
2008 ,"'N91 Nottingham Trent University' ","'EU (excluding UK)' ",690
2008 ,"'N91 Nottingham Trent University' ","'Not EU' ",1285
2008 ,"'O25 Activate Learning (Oxford, Reading, Banbury & Bicester)' ","'UK' ",15
2008 ,"'O25 Activate Learning (Oxford, Reading, Banbury & Bicester)' ","'EU (excluding UK)' ",5
2008 ,"'O25 Activate Learning (Oxford, Reading, Banbury & Bicester)' ","'Not EU' ",5
2008 ,"'O33 Oxford University' ","'UK' ",10365
2008 ,"'O33 Oxford University' ","'EU (excluding UK)' ",1410
2008 ,"'O33 Oxford University' ","'Not EU' ",2480
2008 ,"'O66 Oxford Brookes University' ","'UK' ",17255
2008 ,"'O66 Oxford Brookes University' ","'EU (excluding UK)' ",1390
2008 ,"'O66 Oxford Brookes University' ","'Not EU' ",2045
2008 ,"'P20 University of Paisley' ","'UK' ",6980
2008 ,"'P20 University of Paisley' ","'EU (excluding UK)' ",320
2008 ,"'P20 University of Paisley' ","'Not EU' ",245
2008 ,"'P26 University of London Institute in Paris' ","'UK' ",120
2008 ,"'P26 University of London Institute in Paris' ","'EU (excluding UK)' ",5
2008 ,"'P26 University of London Institute in Paris' ","'Not EU' ",5
2008 ,"'P35 Pembrokeshire College' ","'UK' ",85
2008 ,"'P37 Peninsula College of Medicine & Dentistry' ","'UK' ",1805
2008 ,"'P37 Peninsula College of Medicine & Dentistry' ","'EU (excluding UK)' ",215
2008 ,"'P37 Peninsula College of Medicine & Dentistry' ","'Not EU' ",80
2008 ,"'P55 Peterborough Regional College' ","'UK' ",130
2008 ,"'P55 Peterborough Regional College' ","'Not EU' ",5
2008 ,"'P60 Plymouth University' ","'UK' ",18715
2008 ,"'P60 Plymouth University' ","'EU (excluding UK)' ",795
2008 ,"'P60 Plymouth University' ","'Not EU' ",850
2008 ,"'P65 Plymouth College of Art' ","'UK' ",595
2008 ,"'P65 Plymouth College of Art' ","'EU (excluding UK)' ",15
2008 ,"'P65 Plymouth College of Art' ","'Not EU' ",15
2008 ,"'P80 University of Portsmouth' ","'UK' ",19320
2008 ,"'P80 University of Portsmouth' ","'EU (excluding UK)' ",1065
2008 ,"'P80 University of Portsmouth' ","'Not EU' ",1150
2008 ,"'Q25 Queen Margaret University, Edinburgh' ","'UK' ",5260
2008 ,"'Q25 Queen Margaret University, Edinburgh' ","'EU (excluding UK)' ",760
2008 ,"'Q25 Queen Margaret University, Edinburgh' ","'Not EU' ",225
2008 ,"'Q50 Queen Mary University of London' ","'UK' ",16830
2008 ,"'Q50 Queen Mary University of London' ","'EU (excluding UK)' ",1620
2008 ,"'Q50 Queen Mary University of London' ","'Not EU' ",3680
2008 ,"'Q75 Queen's University Belfast' ","'UK' ",16690
2008 ,"'Q75 Queen's University Belfast' ","'EU (excluding UK)' ",1165
2008 ,"'Q75 Queen's University Belfast' ","'Not EU' ",480
2008 ,"'R06 Ravensbourne' ","'UK' ",1450
2008 ,"'R06 Ravensbourne' ","'EU (excluding UK)' ",60
2008 ,"'R06 Ravensbourne' ","'Not EU' ",80
2008 ,"'R12 University of Reading' ","'UK' ",14770
2008 ,"'R12 University of Reading' ","'EU (excluding UK)' ",945
2008 ,"'R12 University of Reading' ","'Not EU' ",1520
2008 ,"'R18 Regent's University London (incorporating E77 European Business School)' ","'UK' ",40
2008 ,"'R18 Regent's University London (incorporating E77 European Business School)' ","'EU (excluding UK)' ",65
2008 ,"'R18 Regent's University London (incorporating E77 European Business School)' ","'Not EU' ",140
2008 ,"'R20 Richmond, The American International University in London' ","'UK' ",100
2008 ,"'R20 Richmond, The American International University in London' ","'EU (excluding UK)' ",60
2008 ,"'R20 Richmond, The American International University in London' ","'Not EU' ",155
2008 ,"'R30 Riverside College Halton' ","'UK' ",20
2008 ,"'R36 Robert Gordon University' ","'UK' ",6115
2008 ,"'R36 Robert Gordon University' ","'EU (excluding UK)' ",1160
2008 ,"'R36 Robert Gordon University' ","'Not EU' ",255
2008 ,"'R48 University of Roehampton' ","'UK' ",8730
2008 ,"'R48 University of Roehampton' ","'EU (excluding UK)' ",305
2008 ,"'R48 University of Roehampton' ","'Not EU' ",490
2008 ,"'R51 Rose Bruford College' ","'UK' ",2485
2008 ,"'R51 Rose Bruford College' ","'EU (excluding UK)' ",90
2008 ,"'R51 Rose Bruford College' ","'Not EU' ",75
2008 ,"'R52 Rotherham College of Arts and Technology' ","'UK' ",40
2008 ,"'R54 Royal Agricultural University, Cirencester' ","'UK' ",800
2008 ,"'R54 Royal Agricultural University, Cirencester' ","'EU (excluding UK)' ",10
2008 ,"'R54 Royal Agricultural University, Cirencester' ","'Not EU' ",20
2008 ,"'R55 Royal Academy of Dance' ","'UK' ",140
2008 ,"'R55 Royal Academy of Dance' ","'EU (excluding UK)' ",15
2008 ,"'R55 Royal Academy of Dance' ","'Not EU' ",15
2008 ,"'R72 Royal Holloway, University of London' ","'UK' ",9070
2008 ,"'R72 Royal Holloway, University of London' ","'EU (excluding UK)' ",1330
2008 ,"'R72 Royal Holloway, University of London' ","'Not EU' ",2300
2008 ,"'R84 Royal Veterinary College (University of London)' ","'UK' ",1345
2008 ,"'R84 Royal Veterinary College (University of London)' ","'EU (excluding UK)' ",120
2008 ,"'R84 Royal Veterinary College (University of London)' ","'Not EU' ",70
2008 ,"'R86 Royal Welsh College of Music and Drama (Coleg Brenhinol Cerdd a Drama Cymru)' ","'UK' ",1180
2008 ,"'R86 Royal Welsh College of Music and Drama (Coleg Brenhinol Cerdd a Drama Cymru)' ","'EU (excluding UK)' ",35
2008 ,"'R86 Royal Welsh College of Music and Drama (Coleg Brenhinol Cerdd a Drama Cymru)' ","'Not EU' ",25
2008 ,"'R90 Ruskin College Oxford' ","'UK' ",40
2008 ,"'S01 SRUC - Scotland's Rural College' ","'UK' ",560
2008 ,"'S01 SRUC - Scotland's Rural College' ","'EU (excluding UK)' ",35
2008 ,"'S01 SRUC - Scotland's Rural College' ","'Not EU' ",15
2008 ,"'S03 The University of Salford' ","'UK' ",17480
2008 ,"'S03 The University of Salford' ","'EU (excluding UK)' ",790
2008 ,"'S03 The University of Salford' ","'Not EU' ",1310
2008 ,"'S05 SAE Institute' ","'UK' ",245
2008 ,"'S05 SAE Institute' ","'EU (excluding UK)' ",20
2008 ,"'S05 SAE Institute' ","'Not EU' ",15
2008 ,"'S07 Wiltshire College Salisbury (formerly Salisbury College)' ","'UK' ",80
2008 ,"'S08 Sandwell College' ","'UK' ",5
2008 ,"'S09 SOAS, University of London' ","'UK' ",3135
2008 ,"'S09 SOAS, University of London' ","'EU (excluding UK)' ",705
2008 ,"'S09 SOAS, University of London' ","'Not EU' ",865
2008 ,"'S12 The School of Pharmacy (University of London)' ","'UK' ",1040
2008 ,"'S12 The School of Pharmacy (University of London)' ","'EU (excluding UK)' ",65
2008 ,"'S12 The School of Pharmacy (University of London)' ","'Not EU' ",190
2008 ,"'S18 The University of Sheffield' ","'UK' ",25465
2008 ,"'S18 The University of Sheffield' ","'EU (excluding UK)' ",1665
2008 ,"'S18 The University of Sheffield' ","'Not EU' ",3695
2008 ,"'S21 Sheffield Hallam University' ","'UK' ",31880
2008 ,"'S21 Sheffield Hallam University' ","'EU (excluding UK)' ",555
2008 ,"'S21 Sheffield Hallam University' ","'Not EU' ",1075
2008 ,"'S22 Sheffield College' ","'UK' ",310
2008 ,"'S22 Sheffield College' ","'Not EU' ",20
2008 ,"'S23 Shrewsbury College of Arts and Technology' ","'UK' ",40
2008 ,"'S23 Shrewsbury College of Arts and Technology' ","'Not EU' ",5
2008 ,"'S26 Solihull College & University Centre' ","'UK' ",185
2008 ,"'S26 Solihull College & University Centre' ","'Not EU' ",10
