"Statistic:   Number of Applications"
"Variables:   Provider Name , Applicant Domicile (UK / EU / Not EU) , Cycle Year"
"Coverage:   Applications through the main scheme"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR4_003_03.pdf"
 
Cycle Year,Provider Name , Applicant Domicile (UK / EU / Not EU),Number of Applications,
2011 ,"'B40 Blackburn College' ","'EU (excluding UK)' ",15
2011 ,"'B40 Blackburn College' ","'Not EU' ",25
2011 ,"'B41 Blackpool and The Fylde College' ","'UK' ",1825
2011 ,"'B41 Blackpool and The Fylde College' ","'EU (excluding UK)' ",30
2011 ,"'B41 Blackpool and The Fylde College' ","'Not EU' ",20
2011 ,"'B44 University of Bolton' ","'UK' ",5895
2011 ,"'B44 University of Bolton' ","'EU (excluding UK)' ",275
2011 ,"'B44 University of Bolton' ","'Not EU' ",160
2011 ,"'B50 Bournemouth University' ","'UK' ",22955
2011 ,"'B50 Bournemouth University' ","'EU (excluding UK)' ",1270
2011 ,"'B50 Bournemouth University' ","'Not EU' ",1115
2011 ,"'B54 BPP University' ","'UK' ",575
2011 ,"'B54 BPP University' ","'EU (excluding UK)' ",20
2011 ,"'B54 BPP University' ","'Not EU' ",115
2011 ,"'B56 The University of Bradford' ","'UK' ",13285
2011 ,"'B56 The University of Bradford' ","'EU (excluding UK)' ",1380
2011 ,"'B56 The University of Bradford' ","'Not EU' ",1540
2011 ,"'B60 Bradford College' ","'UK' ",2710
2011 ,"'B60 Bradford College' ","'EU (excluding UK)' ",45
2011 ,"'B60 Bradford College' ","'Not EU' ",55
2011 ,"'B70 Bridgwater College' ","'UK' ",80
2011 ,"'B72 University of Brighton' ","'UK' ",32355
2011 ,"'B72 University of Brighton' ","'EU (excluding UK)' ",2815
2011 ,"'B72 University of Brighton' ","'Not EU' ",2285
2011 ,"'B73 British Institute of Technology & E-commerce' ","'Not EU' ",5
2011 ,"'B74 Brighton and Sussex Medical School' ","'UK' ",1705
2011 ,"'B74 Brighton and Sussex Medical School' ","'EU (excluding UK)' ",155
2011 ,"'B74 Brighton and Sussex Medical School' ","'Not EU' ",145
2011 ,"'B77 Bristol, City of Bristol College' ","'UK' ",440
2011 ,"'B77 Bristol, City of Bristol College' ","'EU (excluding UK)' ",15
2011 ,"'B77 Bristol, City of Bristol College' ","'Not EU' ",15
2011 ,"'B78 University of Bristol' ","'UK' ",29825
2011 ,"'B78 University of Bristol' ","'EU (excluding UK)' ",2875
2011 ,"'B78 University of Bristol' ","'Not EU' ",6605
2011 ,"'B79 Bristol Filton College' ","'UK' ",90
2011 ,"'B80 Bristol, University of the West of England (UWE)' ","'UK' ",31855
2011 ,"'B80 Bristol, University of the West of England (UWE)' ","'EU (excluding UK)' ",1460
2011 ,"'B80 Bristol, University of the West of England (UWE)' ","'Not EU' ",1205
2011 ,"'B81 British College of Osteopathic Medicine' ","'UK' ",65
2011 ,"'B81 British College of Osteopathic Medicine' ","'EU (excluding UK)' ",10
2011 ,"'B81 British College of Osteopathic Medicine' ","'Not EU' ",5
2011 ,"'B83 Brooklands College' ","'UK' ",20
2011 ,"'B84 Brunel University London' ","'UK' ",18920
2011 ,"'B84 Brunel University London' ","'EU (excluding UK)' ",1380
2011 ,"'B84 Brunel University London' ","'Not EU' ",2135
2011 ,"'B87 British School of Osteopathy' ","'UK' ",245
2011 ,"'B87 British School of Osteopathy' ","'EU (excluding UK)' ",40
2011 ,"'B87 British School of Osteopathy' ","'Not EU' ",15
2011 ,"'B90 The University of Buckingham' ","'UK' ",660
2011 ,"'B90 The University of Buckingham' ","'EU (excluding UK)' ",70
2011 ,"'B90 The University of Buckingham' ","'Not EU' ",285
2011 ,"'B92 Brooksby Melton College (an Associate College of UEA)' ","'UK' ",75
2011 ,"'B94 Buckinghamshire New University' ","'UK' ",10430
2011 ,"'B94 Buckinghamshire New University' ","'EU (excluding UK)' ",470
2011 ,"'B94 Buckinghamshire New University' ","'Not EU' ",215
2011 ,"'C05 University of Cambridge' ","'UK' ",9840
2011 ,"'C05 University of Cambridge' ","'EU (excluding UK)' ",2330
2011 ,"'C05 University of Cambridge' ","'Not EU' ",3310
2011 ,"'C10 Canterbury Christ Church University' ","'UK' ",16015
2011 ,"'C10 Canterbury Christ Church University' ","'EU (excluding UK)' ",1200
2011 ,"'C10 Canterbury Christ Church University' ","'Not EU' ",230
2011 ,"'C15 Cardiff University' ","'UK' ",25960
2011 ,"'C15 Cardiff University' ","'EU (excluding UK)' ",1755
2011 ,"'C15 Cardiff University' ","'Not EU' ",3910
2011 ,"'C20 Cardiff Metropolitan University' ","'UK' ",10035
2011 ,"'C20 Cardiff Metropolitan University' ","'EU (excluding UK)' ",405
2011 ,"'C20 Cardiff Metropolitan University' ","'Not EU' ",250
2011 ,"'C21 Castle College Nottingham' ","'UK' ",45
2011 ,"'C21 Castle College Nottingham' ","'Not EU' ",5
2011 ,"'C22 Coleg Sir Gar / Carmarthenshire College' ","'UK' ",335
2011 ,"'C22 Coleg Sir Gar / Carmarthenshire College' ","'EU (excluding UK)' ",20
2011 ,"'C30 University of Central Lancashire (UCLan)' ","'UK' ",27450
2011 ,"'C30 University of Central Lancashire (UCLan)' ","'EU (excluding UK)' ",1360
2011 ,"'C30 University of Central Lancashire (UCLan)' ","'Not EU' ",595
2011 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'UK' ",5290
2011 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'EU (excluding UK)' ",295
2011 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'Not EU' ",225
2011 ,"'C55 University of Chester' ","'UK' ",23940
2011 ,"'C55 University of Chester' ","'EU (excluding UK)' ",410
2011 ,"'C55 University of Chester' ","'Not EU' ",495
2011 ,"'C56 Chesterfield College' ","'UK' ",10
2011 ,"'C57 Chichester College' ","'UK' ",140
2011 ,"'C57 Chichester College' ","'EU (excluding UK)' ",5
2011 ,"'C57 Chichester College' ","'Not EU' ",5
2011 ,"'C58 University of Chichester' ","'UK' ",8405
2011 ,"'C58 University of Chichester' ","'EU (excluding UK)' ",125
2011 ,"'C58 University of Chichester' ","'Not EU' ",190
2011 ,"'C60 City, University of London' ","'UK' ",19220
2011 ,"'C60 City, University of London' ","'EU (excluding UK)' ",2565
2011 ,"'C60 City, University of London' ","'Not EU' ",4460
2011 ,"'C62 City College, Birmingham' ","'UK' ",45
2011 ,"'C62 City College, Birmingham' ","'Not EU' ",5
2011 ,"'C64 City College Coventry' ","'UK' ",85
2011 ,"'C64 City College Coventry' ","'Not EU' ",5
2011 ,"'C69 City of Sunderland College' ","'UK' ",205
2011 ,"'C69 City of Sunderland College' ","'EU (excluding UK)' ",5
2011 ,"'C71 Cleveland College of Art and Design' ","'UK' ",550
2011 ,"'C71 Cleveland College of Art and Design' ","'EU (excluding UK)' ",10
2011 ,"'C71 Cleveland College of Art and Design' ","'Not EU' ",5
2011 ,"'C72 Cliff College' ","'UK' ",15
2011 ,"'C75 University Centre Colchester at Colchester Institute' ","'UK' ",1305
2011 ,"'C75 University Centre Colchester at Colchester Institute' ","'EU (excluding UK)' ",30
2011 ,"'C75 University Centre Colchester at Colchester Institute' ","'Not EU' ",15
2011 ,"'C78 Cornwall College' ","'UK' ",910
2011 ,"'C78 Cornwall College' ","'EU (excluding UK)' ",30
2011 ,"'C78 Cornwall College' ","'Not EU' ",10
2011 ,"'C80 Courtauld Institute of Art (University of London)' ","'UK' ",240
2011 ,"'C80 Courtauld Institute of Art (University of London)' ","'EU (excluding UK)' ",65
2011 ,"'C80 Courtauld Institute of Art (University of London)' ","'Not EU' ",40
2011 ,"'C85 Coventry University' ","'UK' ",24685
2011 ,"'C85 Coventry University' ","'EU (excluding UK)' ",2055
2011 ,"'C85 Coventry University' ","'Not EU' ",1115
2011 ,"'C88 Craven College' ","'UK' ",50
2011 ,"'C92 University Centre, Croydon (Croydon College)' ","'UK' ",500
2011 ,"'C92 University Centre, Croydon (Croydon College)' ","'EU (excluding UK)' ",15
2011 ,"'C92 University Centre, Croydon (Croydon College)' ","'Not EU' ",50
2011 ,"'C93 University for the Creative Arts (UCA)' ","'UK' ",8320
2011 ,"'C93 University for the Creative Arts (UCA)' ","'EU (excluding UK)' ",825
2011 ,"'C93 University for the Creative Arts (UCA)' ","'Not EU' ",520
2011 ,"'C99 University of Cumbria' ","'UK' ",7985
2011 ,"'C99 University of Cumbria' ","'EU (excluding UK)' ",180
2011 ,"'C99 University of Cumbria' ","'Not EU' ",120
2011 ,"'D22 Dearne Valley College' ","'UK' ",115
2011 ,"'D26 De Montfort University' ","'UK' ",24650
2011 ,"'D26 De Montfort University' ","'EU (excluding UK)' ",1010
2011 ,"'D26 De Montfort University' ","'Not EU' ",805
2011 ,"'D39 University of Derby' ","'UK' ",20440
2011 ,"'D39 University of Derby' ","'EU (excluding UK)' ",935
2011 ,"'D39 University of Derby' ","'Not EU' ",390
2011 ,"'D52 Doncaster College' ","'UK' ",740
2011 ,"'D52 Doncaster College' ","'EU (excluding UK)' ",5
2011 ,"'D52 Doncaster College' ","'Not EU' ",10
2011 ,"'D55 Duchy College' ","'UK' ",425
2011 ,"'D55 Duchy College' ","'EU (excluding UK)' ",10
2011 ,"'D55 Duchy College' ","'Not EU' ",5
2011 ,"'D58 Dudley College of Technology' ","'UK' ",65
2011 ,"'D65 University of Dundee' ","'UK' ",15815
2011 ,"'D65 University of Dundee' ","'EU (excluding UK)' ",2825
2011 ,"'D65 University of Dundee' ","'Not EU' ",950
2011 ,"'D86 Durham University' ","'UK' ",19205
2011 ,"'D86 Durham University' ","'EU (excluding UK)' ",1655
2011 ,"'D86 Durham University' ","'Not EU' ",3950
2011 ,"'E10 Ealing, Hammersmith and West London College' ","'UK' ",155
2011 ,"'E10 Ealing, Hammersmith and West London College' ","'EU (excluding UK)' ",15
2011 ,"'E10 Ealing, Hammersmith and West London College' ","'Not EU' ",10
2011 ,"'E14 University of East Anglia (UEA)' ","'UK' ",20770
2011 ,"'E14 University of East Anglia (UEA)' ","'EU (excluding UK)' ",1260
2011 ,"'E14 University of East Anglia (UEA)' ","'Not EU' ",2795
2011 ,"'E28 University of East London (UEL)' ","'UK' ",19480
2011 ,"'E28 University of East London (UEL)' ","'EU (excluding UK)' ",1885
2011 ,"'E28 University of East London (UEL)' ","'Not EU' ",1245
2011 ,"'E29 East Riding College' ","'UK' ",35
2011 ,"'E30 Easton and Otley College (an Associate College of UEA)' ","'UK' ",90
2011 ,"'E32 East Surrey College (incorporating Reigate School of Art, Design and Media)' ","'UK' ",75
2011 ,"'E42 Edge Hill University' ","'UK' ",17010
2011 ,"'E42 Edge Hill University' ","'EU (excluding UK)' ",465
2011 ,"'E42 Edge Hill University' ","'Not EU' ",150
2011 ,"'E56 The University of Edinburgh' ","'UK' ",26285
2011 ,"'E56 The University of Edinburgh' ","'EU (excluding UK)' ",8315
2011 ,"'E56 The University of Edinburgh' ","'Not EU' ",6190
2011 ,"'E58 Edinburgh College of Art' ","'UK' ",3155
2011 ,"'E58 Edinburgh College of Art' ","'EU (excluding UK)' ",620
2011 ,"'E58 Edinburgh College of Art' ","'Not EU' ",250
2011 ,"'E59 Edinburgh Napier University' ","'UK' ",17465
2011 ,"'E59 Edinburgh Napier University' ","'EU (excluding UK)' ",3160
2011 ,"'E59 Edinburgh Napier University' ","'Not EU' ",465
2011 ,"'E70 The University of Essex' ","'UK' ",12065
2011 ,"'E70 The University of Essex' ","'EU (excluding UK)' ",3010
2011 ,"'E70 The University of Essex' ","'Not EU' ",2500
2011 ,"'E77 European Business School, London' ","'UK' ",165
2011 ,"'E77 European Business School, London' ","'EU (excluding UK)' ",235
2011 ,"'E77 European Business School, London' ","'Not EU' ",220
2011 ,"'E78 European School of Economics' ","'UK' ",35
2011 ,"'E78 European School of Economics' ","'EU (excluding UK)' ",45
2011 ,"'E78 European School of Economics' ","'Not EU' ",25
2011 ,"'E80 European School of Osteopathy' ","'UK' ",170
2011 ,"'E80 European School of Osteopathy' ","'EU (excluding UK)' ",45
2011 ,"'E80 European School of Osteopathy' ","'Not EU' ",15
2011 ,"'E81 Exeter College' ","'UK' ",390
2011 ,"'E81 Exeter College' ","'EU (excluding UK)' ",20
2011 ,"'E81 Exeter College' ","'Not EU' ",35
2011 ,"'E84 University of Exeter' ","'UK' ",20395
2011 ,"'E84 University of Exeter' ","'EU (excluding UK)' ",1625
2011 ,"'E84 University of Exeter' ","'Not EU' ",4170
2011 ,"'F33 Falmouth University' ","'UK' ",5905
2011 ,"'F33 Falmouth University' ","'EU (excluding UK)' ",190
2011 ,"'F33 Falmouth University' ","'Not EU' ",275
2011 ,"'F66 University Centre Farnborough' ","'UK' ",660
2011 ,"'F66 University Centre Farnborough' ","'EU (excluding UK)' ",10
2011 ,"'F66 University Centre Farnborough' ","'Not EU' ",30
2011 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'UK' ",14325
2011 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'EU (excluding UK)' ",575
2011 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'Not EU' ",375
2011 ,"'G28 University of Glasgow' ","'UK' ",21610
2011 ,"'G28 University of Glasgow' ","'EU (excluding UK)' ",4080
2011 ,"'G28 University of Glasgow' ","'Not EU' ",1730
2011 ,"'G42 Glasgow Caledonian University' ","'UK' ",20560
2011 ,"'G42 Glasgow Caledonian University' ","'EU (excluding UK)' ",1195
2011 ,"'G42 Glasgow Caledonian University' ","'Not EU' ",400
2011 ,"'G43 The Glasgow School of Art' ","'UK' ",2900
2011 ,"'G43 The Glasgow School of Art' ","'EU (excluding UK)' ",530
2011 ,"'G43 The Glasgow School of Art' ","'Not EU' ",195
2011 ,"'G45 Gloucestershire College' ","'UK' ",70
2011 ,"'G50 The University of Gloucestershire' ","'UK' ",9160
2011 ,"'G50 The University of Gloucestershire' ","'EU (excluding UK)' ",225
2011 ,"'G50 The University of Gloucestershire' ","'Not EU' ",240
2011 ,"'G53 Glyndwr University' ","'UK' ",2350
2011 ,"'G53 Glyndwr University' ","'EU (excluding UK)' ",85
2011 ,"'G53 Glyndwr University' ","'Not EU' ",50
2011 ,"'G56 Goldsmiths, University of London' ","'UK' ",9490
2011 ,"'G56 Goldsmiths, University of London' ","'EU (excluding UK)' ",1145
2011 ,"'G56 Goldsmiths, University of London' ","'Not EU' ",1015
2011 ,"'G70 University of Greenwich' ","'UK' ",31880
2011 ,"'G70 University of Greenwich' ","'EU (excluding UK)' ",2020
2011 ,"'G70 University of Greenwich' ","'Not EU' ",1590
2011 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'UK' ",335
2011 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'EU (excluding UK)' ",25
2011 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'Not EU' ",40
2011 ,"'G80 University Centre Grimsby' ","'UK' ",615
2011 ,"'G80 University Centre Grimsby' ","'EU (excluding UK)' ",10
2011 ,"'G80 University Centre Grimsby' ","'Not EU' ",5
2011 ,"'G90 Guildford College' ","'UK' ",520
2011 ,"'G90 Guildford College' ","'EU (excluding UK)' ",20
2011 ,"'G90 Guildford College' ","'Not EU' ",15
2011 ,"'H12 Harper Adams University' ","'UK' ",2515
2011 ,"'H12 Harper Adams University' ","'EU (excluding UK)' ",145
2011 ,"'H12 Harper Adams University' ","'Not EU' ",40
2011 ,"'H14 Havering College of Further and Higher Education' ","'UK' ",605
2011 ,"'H14 Havering College of Further and Higher Education' ","'Not EU' ",15
2011 ,"'H18 Hereford College of Arts' ","'UK' ",495
2011 ,"'H18 Hereford College of Arts' ","'EU (excluding UK)' ",20
2011 ,"'H18 Hereford College of Arts' ","'Not EU' ",20
2011 ,"'H24 Heriot-Watt University, Edinburgh' ","'UK' ",7535
2011 ,"'H24 Heriot-Watt University, Edinburgh' ","'EU (excluding UK)' ",1765
2011 ,"'H24 Heriot-Watt University, Edinburgh' ","'Not EU' ",815
2011 ,"'H36 University of Hertfordshire' ","'UK' ",28525
2011 ,"'H36 University of Hertfordshire' ","'EU (excluding UK)' ",1575
2011 ,"'H36 University of Hertfordshire' ","'Not EU' ",1150
2011 ,"'H39 Highbury College' ","'UK' ",60
2011 ,"'H39 Highbury College' ","'Not EU' ",10
2011 ,"'H48 Heythrop College (University of London)' ","'UK' ",575
2011 ,"'H48 Heythrop College (University of London)' ","'EU (excluding UK)' ",15
2011 ,"'H48 Heythrop College (University of London)' ","'Not EU' ",25
2011 ,"'H49 University of the Highlands and Islands' ","'UK' ",720
2011 ,"'H49 University of the Highlands and Islands' ","'EU (excluding UK)' ",55
2011 ,"'H49 University of the Highlands and Islands' ","'Not EU' ",20
2011 ,"'H50 Holborn College' ","'UK' ",50
2011 ,"'H50 Holborn College' ","'EU (excluding UK)' ",5
2011 ,"'H50 Holborn College' ","'Not EU' ",25
2011 ,"'H54 Hopwood Hall College' ","'UK' ",120
2011 ,"'H60 The University of Huddersfield' ","'UK' ",22275
2011 ,"'H60 The University of Huddersfield' ","'EU (excluding UK)' ",1250
2011 ,"'H60 The University of Huddersfield' ","'Not EU' ",640
2011 ,"'H72 The University of Hull' ","'UK' ",17625
2011 ,"'H72 The University of Hull' ","'EU (excluding UK)' ",1140
2011 ,"'H72 The University of Hull' ","'Not EU' ",1205
2011 ,"'H73 Hull College' ","'UK' ",1150
2011 ,"'H73 Hull College' ","'EU (excluding UK)' ",35
2011 ,"'H73 Hull College' ","'Not EU' ",25
2011 ,"'H75 Hull York Medical School' ","'UK' ",880
2011 ,"'H75 Hull York Medical School' ","'EU (excluding UK)' ",100
2011 ,"'H75 Hull York Medical School' ","'Not EU' ",95
2011 ,"'I50 Imperial College London' ","'UK' ",7355
2011 ,"'I50 Imperial College London' ","'EU (excluding UK)' ",2285
2011 ,"'I50 Imperial College London' ","'Not EU' ",5160
2011 ,"'I55 The London Institute of Banking & Finance (formerly ifs University College)' ","'UK' ",80
2011 ,"'I55 The London Institute of Banking & Finance (formerly ifs University College)' ","'Not EU' ",5
2011 ,"'I60 Islamic College for Advanced Studies' ","'UK' ",35
2011 ,"'I60 Islamic College for Advanced Studies' ","'Not EU' ",5
2011 ,"'K12 Keele University' ","'UK' ",17175
2011 ,"'K12 Keele University' ","'EU (excluding UK)' ",780
2011 ,"'K12 Keele University' ","'Not EU' ",1275
2011 ,"'K15 Kensington College of Business' ","'UK' ",70
2011 ,"'K15 Kensington College of Business' ","'EU (excluding UK)' ",15
2011 ,"'K15 Kensington College of Business' ","'Not EU' ",30
2011 ,"'K24 The University of Kent' ","'UK' ",21335
2011 ,"'K24 The University of Kent' ","'EU (excluding UK)' ",2620
2011 ,"'K24 The University of Kent' ","'Not EU' ",4055
2011 ,"'K60 King's College London (University of London)' ","'UK' ",27435
2011 ,"'K60 King's College London (University of London)' ","'EU (excluding UK)' ",4100
2011 ,"'K60 King's College London (University of London)' ","'Not EU' ",6465
2011 ,"'K84 Kingston University' ","'UK' ",38355
2011 ,"'K84 Kingston University' ","'EU (excluding UK)' ",3670
2011 ,"'K84 Kingston University' ","'Not EU' ",4535
2011 ,"'K90 Kirklees College' ","'UK' ",340
2011 ,"'K90 Kirklees College' ","'EU (excluding UK)' ",5
2011 ,"'L05 Lakes College - West Cumbria' ","'UK' ",25
2011 ,"'L07 The University of Wales, Lampeter' ","'Not EU' ",5
2011 ,"'L14 Lancaster University' ","'UK' ",13240
2011 ,"'L14 Lancaster University' ","'EU (excluding UK)' ",1610
2011 ,"'L14 Lancaster University' ","'Not EU' ",3050
2011 ,"'L21 Leeds City College' ","'UK' ",440
2011 ,"'L21 Leeds City College' ","'EU (excluding UK)' ",5
2011 ,"'L21 Leeds City College' ","'Not EU' ",15
2011 ,"'L23 University of Leeds' ","'UK' ",44060
2011 ,"'L23 University of Leeds' ","'EU (excluding UK)' ",2560
2011 ,"'L23 University of Leeds' ","'Not EU' ",5815
2011 ,"'L24 Leeds Trinity University' ","'UK' ",4875
2011 ,"'L24 Leeds Trinity University' ","'EU (excluding UK)' ",45
2011 ,"'L24 Leeds Trinity University' ","'Not EU' ",20
2011 ,"'L27 Leeds Beckett University' ","'UK' ",44645
2011 ,"'L27 Leeds Beckett University' ","'EU (excluding UK)' ",1125
2011 ,"'L27 Leeds Beckett University' ","'Not EU' ",830
2011 ,"'L28 Leeds College of Art' ","'UK' ",2955
2011 ,"'L28 Leeds College of Art' ","'EU (excluding UK)' ",80
2011 ,"'L28 Leeds College of Art' ","'Not EU' ",75
2011 ,"'L30 Leeds College of Music (UCAS)' ","'UK' ",1480
2011 ,"'L30 Leeds College of Music (UCAS)' ","'EU (excluding UK)' ",60
2011 ,"'L30 Leeds College of Music (UCAS)' ","'Not EU' ",35
2011 ,"'L34 University of Leicester' ","'UK' ",17845
2011 ,"'L34 University of Leicester' ","'EU (excluding UK)' ",1455
2011 ,"'L34 University of Leicester' ","'Not EU' ",3080
2011 ,"'L36 Leicester College' ","'UK' ",335
2011 ,"'L36 Leicester College' ","'EU (excluding UK)' ",15
2011 ,"'L36 Leicester College' ","'Not EU' ",10
2011 ,"'L39 University of Lincoln' ","'UK' ",13010
2011 ,"'L39 University of Lincoln' ","'EU (excluding UK)' ",405
2011 ,"'L39 University of Lincoln' ","'Not EU' ",340
2011 ,"'L41 The University of Liverpool' ","'UK' ",29290
2011 ,"'L41 The University of Liverpool' ","'EU (excluding UK)' ",2275
2011 ,"'L41 The University of Liverpool' ","'Not EU' ",4020
2011 ,"'L42 Lincoln College' ","'UK' ",115
2011 ,"'L42 Lincoln College' ","'EU (excluding UK)' ",5
2011 ,"'L42 Lincoln College' ","'Not EU' ",5
2011 ,"'L43 The City of Liverpool College' ","'UK' ",500
2011 ,"'L43 The City of Liverpool College' ","'Not EU' ",5
2011 ,"'L46 Liverpool Hope University' ","'UK' ",9055
2011 ,"'L46 Liverpool Hope University' ","'EU (excluding UK)' ",325
2011 ,"'L46 Liverpool Hope University' ","'Not EU' ",135
2011 ,"'L48 The Liverpool Institute for Performing Arts' ","'UK' ",4675
2011 ,"'L48 The Liverpool Institute for Performing Arts' ","'EU (excluding UK)' ",210
2011 ,"'L48 The Liverpool Institute for Performing Arts' ","'Not EU' ",165
2011 ,"'L51 Liverpool John Moores University (LJMU)' ","'UK' ",31285
2011 ,"'L51 Liverpool John Moores University (LJMU)' ","'EU (excluding UK)' ",1310
2011 ,"'L51 Liverpool John Moores University (LJMU)' ","'Not EU' ",835
2011 ,"'L53 Coleg Llandrillo' ","'UK' ",200
2011 ,"'L53 Coleg Llandrillo' ","'EU (excluding UK)' ",5
2011 ,"'L53 Coleg Llandrillo' ","'Not EU' ",10
2011 ,"'L54 London Electronics College' ","'UK' ",20
2011 ,"'L62 The London College, UCK' ","'UK' ",475
2011 ,"'L62 The London College, UCK' ","'EU (excluding UK)' ",125
2011 ,"'L62 The London College, UCK' ","'Not EU' ",115
2011 ,"'L63 ARU London' ","'UK' ",15
2011 ,"'L63 ARU London' ","'EU (excluding UK)' ",5
2011 ,"'L63 ARU London' ","'Not EU' ",5
2011 ,"'L68 London Metropolitan University' ","'UK' ",19560
2011 ,"'L68 London Metropolitan University' ","'EU (excluding UK)' ",3750
2011 ,"'L68 London Metropolitan University' ","'Not EU' ",2060
2011 ,"'L70 London School of Commerce' ","'UK' ",55
2011 ,"'L70 London School of Commerce' ","'EU (excluding UK)' ",20
2011 ,"'L70 London School of Commerce' ","'Not EU' ",70
2011 ,"'L71 London School of Science & Technology' ","'UK' ",30
2011 ,"'L71 London School of Science & Technology' ","'EU (excluding UK)' ",5
2011 ,"'L71 London School of Science & Technology' ","'Not EU' ",20
2011 ,"'L72 London School of Economics and Political Science (University of London)' ","'UK' ",6625
2011 ,"'L72 London School of Economics and Political Science (University of London)' ","'EU (excluding UK)' ",3345
2011 ,"'L72 London School of Economics and Political Science (University of London)' ","'Not EU' ",7720
2011 ,"'L75 London South Bank University' ","'UK' ",22315
2011 ,"'L75 London South Bank University' ","'EU (excluding UK)' ",1125
2011 ,"'L75 London South Bank University' ","'Not EU' ",960
2011 ,"'L77 Loughborough College' ","'UK' ",960
2011 ,"'L77 Loughborough College' ","'EU (excluding UK)' ",20
2011 ,"'L77 Loughborough College' ","'Not EU' ",35
2011 ,"'L79 Loughborough University' ","'UK' ",18060
2011 ,"'L79 Loughborough University' ","'EU (excluding UK)' ",1130
2011 ,"'L79 Loughborough University' ","'Not EU' ",2505
2011 ,"'M10 The Manchester College' ","'UK' ",2345
2011 ,"'M10 The Manchester College' ","'EU (excluding UK)' ",95
2011 ,"'M10 The Manchester College' ","'Not EU' ",65
2011 ,"'M20 The University of Manchester' ","'UK' ",42945
2011 ,"'M20 The University of Manchester' ","'EU (excluding UK)' ",4005
2011 ,"'M20 The University of Manchester' ","'Not EU' ",10930
2011 ,"'M40 The Manchester Metropolitan University' ","'UK' ",54965
2011 ,"'M40 The Manchester Metropolitan University' ","'EU (excluding UK)' ",2100
2011 ,"'M40 The Manchester Metropolitan University' ","'Not EU' ",1665
2011 ,"'M62 Medway School of Pharmacy' ","'UK' ",1120
2011 ,"'M62 Medway School of Pharmacy' ","'EU (excluding UK)' ",105
2011 ,"'M62 Medway School of Pharmacy' ","'Not EU' ",90
2011 ,"'M65 Coleg Menai' ","'UK' ",15
2011 ,"'M77 Mid Cheshire College' ","'UK' ",45
2011 ,"'M80 Middlesex University' ","'UK' ",27530
2011 ,"'M80 Middlesex University' ","'EU (excluding UK)' ",2235
2011 ,"'M80 Middlesex University' ","'Not EU' ",1560
2011 ,"'M93 Moulton College' ","'UK' ",305
2011 ,"'M93 Moulton College' ","'EU (excluding UK)' ",10
2011 ,"'M95 Mountview Academy of Theatre Arts' ","'UK' ",160
2011 ,"'M95 Mountview Academy of Theatre Arts' ","'Not EU' ",10
2011 ,"'M99 Myerscough College' ","'UK' ",1130
2011 ,"'M99 Myerscough College' ","'EU (excluding UK)' ",40
2011 ,"'M99 Myerscough College' ","'Not EU' ",15
2011 ,"'N11 Nazarene Theological College' ","'UK' ",35
2011 ,"'N13 NPTC Group' ","'UK' ",160
2011 ,"'N21 Newcastle University' ","'UK' ",24345
2011 ,"'N21 Newcastle University' ","'EU (excluding UK)' ",1900
2011 ,"'N21 Newcastle University' ","'Not EU' ",3545
2011 ,"'N23 Newcastle College' ","'UK' ",3180
2011 ,"'N23 Newcastle College' ","'EU (excluding UK)' ",65
2011 ,"'N23 Newcastle College' ","'Not EU' ",60
2011 ,"'N28 New College Durham' ","'UK' ",425
2011 ,"'N28 New College Durham' ","'EU (excluding UK)' ",15
2011 ,"'N28 New College Durham' ","'Not EU' ",5
2011 ,"'N30 New College Nottingham' ","'UK' ",860
2011 ,"'N30 New College Nottingham' ","'EU (excluding UK)' ",40
2011 ,"'N30 New College Nottingham' ","'Not EU' ",45
2011 ,"'N31 Newham College London' ","'UK' ",145
2011 ,"'N31 Newham College London' ","'Not EU' ",5
2011 ,"'N33 New College Stamford' ","'UK' ",50
2011 ,"'N36 Newman University, Birmingham' ","'UK' ",3955
2011 ,"'N36 Newman University, Birmingham' ","'EU (excluding UK)' ",70
2011 ,"'N36 Newman University, Birmingham' ","'Not EU' ",15
2011 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'UK' ",5650
2011 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'EU (excluding UK)' ",190
2011 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'Not EU' ",85
2011 ,"'N38 University of Northampton' ","'UK' ",18310
2011 ,"'N38 University of Northampton' ","'EU (excluding UK)' ",535
2011 ,"'N38 University of Northampton' ","'Not EU' ",365
2011 ,"'N39 Norwich University Of The Arts' ","'UK' ",2025
2011 ,"'N39 Norwich University Of The Arts' ","'EU (excluding UK)' ",55
2011 ,"'N39 Norwich University Of The Arts' ","'Not EU' ",45
