"Statistic:   Number of Applicants"
"Variables:   Achieved A-Level point score , Ethnic Group (Summary Level) , Cycle Year"
"Coverage:   Applied before June deadline, UK domiciled (excluding Scotland) 18 year olds and hold at least 3 A levels"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR2_044_06.pdf"
 
Cycle Year,Achieved A-Level point score , Ethnic Group (Summary Level),Number of Applicants,
2016 ,"'4 points' ","'Asian' ",185
2016 ,"'4 points' ","'Black' ",95
2016 ,"'4 points' ","'Mixed' ",40
2016 ,"'4 points' ","'White' ",675
2016 ,"'4 points' ","'Other' ",20
2016 ,"'4 points' ","'Unknown' ",10
2016 ,"'5 points' ","'Asian' ",390
2016 ,"'5 points' ","'Black' ",255
2016 ,"'5 points' ","'Mixed' ",110
2016 ,"'5 points' ","'White' ",1860
2016 ,"'5 points' ","'Other' ",50
2016 ,"'5 points' ","'Unknown' ",15
2016 ,"'6 points' ","'Asian' ",800
2016 ,"'6 points' ","'Black' ",410
2016 ,"'6 points' ","'Mixed' ",240
2016 ,"'6 points' ","'White' ",3700
2016 ,"'6 points' ","'Other' ",70
2016 ,"'6 points' ","'Unknown' ",35
2016 ,"'7 points' ","'Asian' ",1185
2016 ,"'7 points' ","'Black' ",570
2016 ,"'7 points' ","'Mixed' ",360
2016 ,"'7 points' ","'White' ",6400
2016 ,"'7 points' ","'Other' ",125
2016 ,"'7 points' ","'Unknown' ",55
2016 ,"'8 points' ","'Asian' ",1605
2016 ,"'8 points' ","'Black' ",720
2016 ,"'8 points' ","'Mixed' ",510
2016 ,"'8 points' ","'White' ",9195
2016 ,"'8 points' ","'Other' ",195
2016 ,"'8 points' ","'Unknown' ",75
2016 ,"'9 points' ","'Asian' ",1950
2016 ,"'9 points' ","'Black' ",910
2016 ,"'9 points' ","'Mixed' ",615
2016 ,"'9 points' ","'White' ",11970
2016 ,"'9 points' ","'Other' ",235
2016 ,"'9 points' ","'Unknown' ",90
2016 ,"'10 points' ","'Asian' ",2075
2016 ,"'10 points' ","'Black' ",825
2016 ,"'10 points' ","'Mixed' ",770
2016 ,"'10 points' ","'White' ",13820
2016 ,"'10 points' ","'Other' ",240
2016 ,"'10 points' ","'Unknown' ",95
2016 ,"'11 points' ","'Asian' ",2110
2016 ,"'11 points' ","'Black' ",900
2016 ,"'11 points' ","'Mixed' ",775
2016 ,"'11 points' ","'White' ",14805
2016 ,"'11 points' ","'Other' ",225
2016 ,"'11 points' ","'Unknown' ",110
2016 ,"'12 points' ","'Asian' ",2075
2016 ,"'12 points' ","'Black' ",720
2016 ,"'12 points' ","'Mixed' ",840
2016 ,"'12 points' ","'White' ",15470
2016 ,"'12 points' ","'Other' ",255
2016 ,"'12 points' ","'Unknown' ",110
2016 ,"'13 points' ","'Asian' ",1960
2016 ,"'13 points' ","'Black' ",600
2016 ,"'13 points' ","'Mixed' ",725
2016 ,"'13 points' ","'White' ",14220
2016 ,"'13 points' ","'Other' ",190
2016 ,"'13 points' ","'Unknown' ",120
2016 ,"'14 points' ","'Asian' ",1615
2016 ,"'14 points' ","'Black' ",505
2016 ,"'14 points' ","'Mixed' ",665
2016 ,"'14 points' ","'White' ",12615
2016 ,"'14 points' ","'Other' ",190
2016 ,"'14 points' ","'Unknown' ",110
2016 ,"'15 points' ","'Asian' ",1590
2016 ,"'15 points' ","'Black' ",370
2016 ,"'15 points' ","'Mixed' ",640
2016 ,"'15 points' ","'White' ",11275
2016 ,"'15 points' ","'Other' ",155
2016 ,"'15 points' ","'Unknown' ",120
2016 ,"'16 points' ","'Asian' ",1190
2016 ,"'16 points' ","'Black' ",235
2016 ,"'16 points' ","'Mixed' ",515
2016 ,"'16 points' ","'White' ",8920
2016 ,"'16 points' ","'Other' ",130
2016 ,"'16 points' ","'Unknown' ",85
2016 ,"'17 points' ","'Asian' ",760
2016 ,"'17 points' ","'Black' ",95
2016 ,"'17 points' ","'Mixed' ",350
2016 ,"'17 points' ","'White' ",5455
2016 ,"'17 points' ","'Other' ",80
2016 ,"'17 points' ","'Unknown' ",65
2016 ,"'18 points' ","'Asian' ",785
2016 ,"'18 points' ","'Black' ",65
2016 ,"'18 points' ","'Mixed' ",270
2016 ,"'18 points' ","'White' ",3925
2016 ,"'18 points' ","'Other' ",50
2016 ,"'18 points' ","'Unknown' ",40
