"Statistic:   Number of Acceptances"
"Variables:   Achieved A-Level point score , Ethnic Group (Summary Level) , Cycle Year"
"Coverage:   Applied before June deadline, UK domiciled (excluding Scotland) 18 year olds and hold at least 3 A levels"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR2_044_05.pdf"
 
Cycle Year,Achieved A-Level point score , Ethnic Group (Summary Level),Number of Acceptances,
2016 ,"'5 points' ","'Unknown' ",10
2016 ,"'6 points' ","'Asian' ",680
2016 ,"'6 points' ","'Black' ",355
2016 ,"'6 points' ","'Mixed' ",195
2016 ,"'6 points' ","'White' ",2810
2016 ,"'6 points' ","'Other' ",60
2016 ,"'6 points' ","'Unknown' ",30
2016 ,"'7 points' ","'Asian' ",1000
2016 ,"'7 points' ","'Black' ",505
2016 ,"'7 points' ","'Mixed' ",295
2016 ,"'7 points' ","'White' ",5100
2016 ,"'7 points' ","'Other' ",105
2016 ,"'7 points' ","'Unknown' ",45
2016 ,"'8 points' ","'Asian' ",1365
2016 ,"'8 points' ","'Black' ",650
2016 ,"'8 points' ","'Mixed' ",445
2016 ,"'8 points' ","'White' ",7605
2016 ,"'8 points' ","'Other' ",170
2016 ,"'8 points' ","'Unknown' ",60
2016 ,"'9 points' ","'Asian' ",1715
2016 ,"'9 points' ","'Black' ",855
2016 ,"'9 points' ","'Mixed' ",530
2016 ,"'9 points' ","'White' ",10255
2016 ,"'9 points' ","'Other' ",200
2016 ,"'9 points' ","'Unknown' ",80
2016 ,"'10 points' ","'Asian' ",1865
2016 ,"'10 points' ","'Black' ",765
2016 ,"'10 points' ","'Mixed' ",670
2016 ,"'10 points' ","'White' ",11940
2016 ,"'10 points' ","'Other' ",215
2016 ,"'10 points' ","'Unknown' ",85
2016 ,"'11 points' ","'Asian' ",1905
2016 ,"'11 points' ","'Black' ",830
2016 ,"'11 points' ","'Mixed' ",675
2016 ,"'11 points' ","'White' ",12975
2016 ,"'11 points' ","'Other' ",195
2016 ,"'11 points' ","'Unknown' ",95
2016 ,"'12 points' ","'Asian' ",1880
2016 ,"'12 points' ","'Black' ",675
2016 ,"'12 points' ","'Mixed' ",760
2016 ,"'12 points' ","'White' ",14010
2016 ,"'12 points' ","'Other' ",235
2016 ,"'12 points' ","'Unknown' ",100
2016 ,"'13 points' ","'Asian' ",1740
2016 ,"'13 points' ","'Black' ",555
2016 ,"'13 points' ","'Mixed' ",660
2016 ,"'13 points' ","'White' ",13095
2016 ,"'13 points' ","'Other' ",170
2016 ,"'13 points' ","'Unknown' ",110
2016 ,"'14 points' ","'Asian' ",1420
2016 ,"'14 points' ","'Black' ",465
2016 ,"'14 points' ","'Mixed' ",615
2016 ,"'14 points' ","'White' ",11655
2016 ,"'14 points' ","'Other' ",170
2016 ,"'14 points' ","'Unknown' ",95
2016 ,"'15 points' ","'Asian' ",1425
2016 ,"'15 points' ","'Black' ",335
2016 ,"'15 points' ","'Mixed' ",580
2016 ,"'15 points' ","'White' ",10450
2016 ,"'15 points' ","'Other' ",135
2016 ,"'15 points' ","'Unknown' ",110
2016 ,"'16 points' ","'Asian' ",1085
2016 ,"'16 points' ","'Black' ",210
2016 ,"'16 points' ","'Mixed' ",480
2016 ,"'16 points' ","'White' ",8280
2016 ,"'16 points' ","'Other' ",110
2016 ,"'16 points' ","'Unknown' ",70
2016 ,"'17 points' ","'Asian' ",705
2016 ,"'17 points' ","'Black' ",85
2016 ,"'17 points' ","'Mixed' ",315
2016 ,"'17 points' ","'White' ",5050
2016 ,"'17 points' ","'Other' ",75
2016 ,"'17 points' ","'Unknown' ",55
2016 ,"'18 points' ","'Asian' ",730
2016 ,"'18 points' ","'Black' ",55
2016 ,"'18 points' ","'Mixed' ",255
2016 ,"'18 points' ","'White' ",3665
2016 ,"'18 points' ","'Other' ",40
2016 ,"'18 points' ","'Unknown' ",35
