"Statistic:   Number of Acceptances"
"Variables:   Provider Name , Applicant Domicile (High Level) , Entry Year"
"Coverage:   Accepted through the main scheme, UK domiciled and direct entry or deferred by one year"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR4_020_02.pdf"
 
Entry Year,Provider Name , Applicant Domicile (High Level),Number of Acceptances,
2009 ,"'S75 The University of Stirling' ","'Northern Ireland' ",45
2009 ,"'S75 The University of Stirling' ","'Scotland' ",1245
2009 ,"'S75 The University of Stirling' ","'Wales' ",5
2009 ,"'S76 Stockport College' ","'England' ",125
2009 ,"'S78 The University of Strathclyde' ","'England' ",65
2009 ,"'S78 The University of Strathclyde' ","'Northern Ireland' ",70
2009 ,"'S78 The University of Strathclyde' ","'Scotland' ",2860
2009 ,"'S78 The University of Strathclyde' ","'Wales' ",5
2009 ,"'S79 Stranmillis University College: A College of Queen's University Belfast' ","'Northern Ireland' ",225
2009 ,"'S82 University of Suffolk' ","'England' ",960
2009 ,"'S82 University of Suffolk' ","'Scotland' ",5
2009 ,"'S84 University of Sunderland' ","'England' ",2025
2009 ,"'S84 University of Sunderland' ","'Northern Ireland' ",20
2009 ,"'S84 University of Sunderland' ","'Scotland' ",20
2009 ,"'S84 University of Sunderland' ","'Wales' ",5
2009 ,"'S85 University of Surrey' ","'England' ",1965
2009 ,"'S85 University of Surrey' ","'Northern Ireland' ",5
2009 ,"'S85 University of Surrey' ","'Scotland' ",10
2009 ,"'S85 University of Surrey' ","'Wales' ",15
2009 ,"'S90 University of Sussex' ","'England' ",2260
2009 ,"'S90 University of Sussex' ","'Northern Ireland' ",5
2009 ,"'S90 University of Sussex' ","'Scotland' ",15
2009 ,"'S90 University of Sussex' ","'Wales' ",30
2009 ,"'S93 Swansea University' ","'England' ",935
2009 ,"'S93 Swansea University' ","'Northern Ireland' ",5
2009 ,"'S93 Swansea University' ","'Scotland' ",5
2009 ,"'S93 Swansea University' ","'Wales' ",1650
2009 ,"'S94 Gower College Swansea (formerly Swansea College)' ","'Wales' ",10
2009 ,"'S96 University of Wales Trinity Saint David (UWTSD Swansea)' ","'England' ",255
2009 ,"'S96 University of Wales Trinity Saint David (UWTSD Swansea)' ","'Northern Ireland' ",5
2009 ,"'S96 University of Wales Trinity Saint David (UWTSD Swansea)' ","'Scotland' ",5
2009 ,"'S96 University of Wales Trinity Saint David (UWTSD Swansea)' ","'Wales' ",745
2009 ,"'S98 Swindon College' ","'England' ",30
2009 ,"'T20 Teesside University' ","'England' ",2520
2009 ,"'T20 Teesside University' ","'Northern Ireland' ",10
2009 ,"'T20 Teesside University' ","'Scotland' ",15
2009 ,"'T20 Teesside University' ","'Wales' ",10
2009 ,"'T40 University of West London (formerly Thames Valley University)' ","'England' ",1040
2009 ,"'T40 University of West London (formerly Thames Valley University)' ","'Northern Ireland' ",10
2009 ,"'T40 University of West London (formerly Thames Valley University)' ","'Scotland' ",5
2009 ,"'T40 University of West London (formerly Thames Valley University)' ","'Wales' ",10
2009 ,"'T80 University of Wales Trinity Saint David' ","'England' ",50
2009 ,"'T80 University of Wales Trinity Saint David' ","'Wales' ",440
2009 ,"'T85 Truro and Penwith College' ","'England' ",340
2009 ,"'T90 Tyne Metropolitan College' ","'England' ",5
2009 ,"'U20 Ulster University' ","'England' ",85
2009 ,"'U20 Ulster University' ","'Northern Ireland' ",4880
2009 ,"'U20 Ulster University' ","'Scotland' ",5
2009 ,"'U65 University of the Arts London' ","'England' ",2845
2009 ,"'U65 University of the Arts London' ","'Northern Ireland' ",25
2009 ,"'U65 University of the Arts London' ","'Scotland' ",45
2009 ,"'U65 University of the Arts London' ","'Wales' ",45
2009 ,"'U80 UCL (University College London)' ","'England' ",2220
2009 ,"'U80 UCL (University College London)' ","'Northern Ireland' ",10
2009 ,"'U80 UCL (University College London)' ","'Scotland' ",20
2009 ,"'U80 UCL (University College London)' ","'Wales' ",40
2009 ,"'W08 Wakefield College' ","'England' ",70
2009 ,"'W12 Walsall College' ","'England' ",25
2009 ,"'W20 The University of Warwick' ","'England' ",2525
2009 ,"'W20 The University of Warwick' ","'Northern Ireland' ",15
2009 ,"'W20 The University of Warwick' ","'Scotland' ",10
2009 ,"'W20 The University of Warwick' ","'Wales' ",70
2009 ,"'W25 Warwickshire College Group' ","'England' ",195
2009 ,"'W35 College of West Anglia' ","'England' ",85
2009 ,"'W36 West Cheshire College' ","'England' ",20
2009 ,"'W50 University of Westminster, London' ","'England' ",2820
2009 ,"'W50 University of Westminster, London' ","'Northern Ireland' ",10
2009 ,"'W50 University of Westminster, London' ","'Scotland' ",5
2009 ,"'W50 University of Westminster, London' ","'Wales' ",15
2009 ,"'W52 Westminster Kingsway College' ","'England' ",5
2009 ,"'W65 West Thames College' ","'England' ",90
2009 ,"'W73 Wirral Metropolitan College' ","'England' ",60
2009 ,"'W74 Wiltshire College' ","'England' ",30
2009 ,"'W75 University of Wolverhampton' ","'England' ",3280
2009 ,"'W75 University of Wolverhampton' ","'Northern Ireland' ",5
2009 ,"'W75 University of Wolverhampton' ","'Scotland' ",5
2009 ,"'W75 University of Wolverhampton' ","'Wales' ",20
2009 ,"'W76 University of Winchester' ","'England' ",1555
2009 ,"'W76 University of Winchester' ","'Northern Ireland' ",5
2009 ,"'W76 University of Winchester' ","'Wales' ",10
2009 ,"'W80 University of Worcester' ","'England' ",1715
2009 ,"'W80 University of Worcester' ","'Northern Ireland' ",5
2009 ,"'W80 University of Worcester' ","'Wales' ",45
2009 ,"'W81 Worcester College of Technology' ","'England' ",30
2009 ,"'W85 Writtle University College' ","'England' ",220
2009 ,"'W85 Writtle University College' ","'Northern Ireland' ",5
2009 ,"'W85 Writtle University College' ","'Scotland' ",5
2009 ,"'W85 Writtle University College' ","'Wales' ",5
2009 ,"'Y50 University of York' ","'England' ",2640
2009 ,"'Y50 University of York' ","'Northern Ireland' ",15
2009 ,"'Y50 University of York' ","'Scotland' ",35
2009 ,"'Y50 University of York' ","'Wales' ",55
2009 ,"'Y70 York College' ","'England' ",135
2009 ,"'Y75 York St John University' ","'England' ",1140
2009 ,"'Y75 York St John University' ","'Northern Ireland' ",5
2009 ,"'Y75 York St John University' ","'Scotland' ",5
2009 ,"'Y75 York St John University' ","'Wales' ",10
2009 ,"'Y80 Yorkshire Coast College of Further and Higher Education' ","'England' ",15
2010 ,"'A20 The University of Aberdeen' ","'England' ",475
2010 ,"'A20 The University of Aberdeen' ","'Northern Ireland' ",75
2010 ,"'A20 The University of Aberdeen' ","'Scotland' ",1635
2010 ,"'A20 The University of Aberdeen' ","'Wales' ",10
2010 ,"'A30 Abertay University' ","'England' ",75
2010 ,"'A30 Abertay University' ","'Northern Ireland' ",60
2010 ,"'A30 Abertay University' ","'Scotland' ",1125
2010 ,"'A40 Aberystwyth University' ","'England' ",1480
2010 ,"'A40 Aberystwyth University' ","'Northern Ireland' ",15
2010 ,"'A40 Aberystwyth University' ","'Scotland' ",10
2010 ,"'A40 Aberystwyth University' ","'Wales' ",800
2010 ,"'A42 ALRA (The Academy of Live and Recorded Arts)' ","'England' ",30
2010 ,"'A45 The College of Agriculture, Food and Rural Enterprise' ","'Northern Ireland' ",85
2010 ,"'A60 Anglia Ruskin University' ","'England' ",2320
2010 ,"'A60 Anglia Ruskin University' ","'Northern Ireland' ",5
2010 ,"'A60 Anglia Ruskin University' ","'Scotland' ",5
2010 ,"'A60 Anglia Ruskin University' ","'Wales' ",10
2010 ,"'A65 Anglo European College of Chiropractic' ","'England' ",45
2010 ,"'A65 Anglo European College of Chiropractic' ","'Scotland' ",5
2010 ,"'A70 Askham Bryan College' ","'England' ",100
2010 ,"'A80 Aston University, Birmingham' ","'England' ",1420
2010 ,"'A80 Aston University, Birmingham' ","'Wales' ",20
2010 ,"'B06 Bangor University' ","'England' ",1150
2010 ,"'B06 Bangor University' ","'Northern Ireland' ",15
2010 ,"'B06 Bangor University' ","'Scotland' ",5
2010 ,"'B06 Bangor University' ","'Wales' ",815
2010 ,"'B11 Barking and Dagenham College' ","'England' ",10
2010 ,"'B15 Basingstoke College of Technology' ","'England' ",20
2010 ,"'B16 University of Bath' ","'England' ",1915
2010 ,"'B16 University of Bath' ","'Northern Ireland' ",30
2010 ,"'B16 University of Bath' ","'Scotland' ",25
2010 ,"'B16 University of Bath' ","'Wales' ",120
2010 ,"'B20 Bath Spa University' ","'England' ",1770
2010 ,"'B20 Bath Spa University' ","'Northern Ireland' ",5
2010 ,"'B20 Bath Spa University' ","'Scotland' ",5
2010 ,"'B20 Bath Spa University' ","'Wales' ",115
2010 ,"'B22 University of Bedfordshire' ","'England' ",2565
2010 ,"'B22 University of Bedfordshire' ","'Northern Ireland' ",15
2010 ,"'B22 University of Bedfordshire' ","'Wales' ",10
2010 ,"'B23 Bedford College' ","'England' ",35
2010 ,"'B25 Birmingham City University' ","'England' ",3875
2010 ,"'B25 Birmingham City University' ","'Northern Ireland' ",15
2010 ,"'B25 Birmingham City University' ","'Scotland' ",5
2010 ,"'B25 Birmingham City University' ","'Wales' ",60
2010 ,"'B32 The University of Birmingham' ","'England' ",4640
2010 ,"'B32 The University of Birmingham' ","'Northern Ireland' ",10
2010 ,"'B32 The University of Birmingham' ","'Scotland' ",10
2010 ,"'B32 The University of Birmingham' ","'Wales' ",140
2010 ,"'B35 University College Birmingham' ","'England' ",810
2010 ,"'B35 University College Birmingham' ","'Northern Ireland' ",5
2010 ,"'B35 University College Birmingham' ","'Wales' ",10
2010 ,"'B37 Bishop Burton College' ","'England' ",185
2010 ,"'B38 Bishop Grosseteste University' ","'England' ",530
2010 ,"'B41 Blackpool and The Fylde College' ","'England' ",450
2010 ,"'B41 Blackpool and The Fylde College' ","'Northern Ireland' ",5
2010 ,"'B41 Blackpool and The Fylde College' ","'Scotland' ",5
2010 ,"'B44 University of Bolton' ","'England' ",750
2010 ,"'B44 University of Bolton' ","'Northern Ireland' ",5
2010 ,"'B44 University of Bolton' ","'Scotland' ",5
2010 ,"'B44 University of Bolton' ","'Wales' ",10
2010 ,"'B50 Bournemouth University' ","'England' ",3575
2010 ,"'B50 Bournemouth University' ","'Northern Ireland' ",10
2010 ,"'B50 Bournemouth University' ","'Scotland' ",5
2010 ,"'B50 Bournemouth University' ","'Wales' ",55
2010 ,"'B53 The Arts Institute at Bournemouth' ","'England' ",865
2010 ,"'B53 The Arts Institute at Bournemouth' ","'Wales' ",5
2010 ,"'B54 BPP University' ","'England' ",30
2010 ,"'B56 The University of Bradford' ","'England' ",1835
2010 ,"'B56 The University of Bradford' ","'Northern Ireland' ",5
2010 ,"'B56 The University of Bradford' ","'Scotland' ",5
2010 ,"'B56 The University of Bradford' ","'Wales' ",10
2010 ,"'B60 Bradford College' ","'England' ",540
2010 ,"'B70 Bridgwater College' ","'England' ",45
2010 ,"'B72 University of Brighton' ","'England' ",4265
2010 ,"'B72 University of Brighton' ","'Northern Ireland' ",15
2010 ,"'B72 University of Brighton' ","'Scotland' ",10
2010 ,"'B72 University of Brighton' ","'Wales' ",35
2010 ,"'B74 Brighton and Sussex Medical School' ","'England' ",120
2010 ,"'B74 Brighton and Sussex Medical School' ","'Wales' ",5
2010 ,"'B77 Bristol, City of Bristol College' ","'England' ",150
2010 ,"'B77 Bristol, City of Bristol College' ","'Wales' ",5
2010 ,"'B78 University of Bristol' ","'England' ",2870
2010 ,"'B78 University of Bristol' ","'Northern Ireland' ",30
2010 ,"'B78 University of Bristol' ","'Scotland' ",25
2010 ,"'B78 University of Bristol' ","'Wales' ",155
2010 ,"'B79 Bristol Filton College' ","'England' ",5
2010 ,"'B80 Bristol, University of the West of England (UWE)' ","'England' ",5560
2010 ,"'B80 Bristol, University of the West of England (UWE)' ","'Northern Ireland' ",30
2010 ,"'B80 Bristol, University of the West of England (UWE)' ","'Scotland' ",20
2010 ,"'B80 Bristol, University of the West of England (UWE)' ","'Wales' ",480
2010 ,"'B81 British College of Osteopathic Medicine' ","'England' ",5
2010 ,"'B84 Brunel University London' ","'England' ",2435
2010 ,"'B84 Brunel University London' ","'Northern Ireland' ",5
2010 ,"'B84 Brunel University London' ","'Scotland' ",5
2010 ,"'B84 Brunel University London' ","'Wales' ",20
2010 ,"'B87 British School of Osteopathy' ","'England' ",55
2010 ,"'B90 The University of Buckingham' ","'England' ",20
2010 ,"'B94 Buckinghamshire New University' ","'England' ",1520
2010 ,"'B94 Buckinghamshire New University' ","'Northern Ireland' ",10
2010 ,"'B94 Buckinghamshire New University' ","'Scotland' ",10
2010 ,"'B94 Buckinghamshire New University' ","'Wales' ",25
2010 ,"'C05 University of Cambridge' ","'England' ",2565
2010 ,"'C05 University of Cambridge' ","'Northern Ireland' ",65
2010 ,"'C05 University of Cambridge' ","'Scotland' ",85
2010 ,"'C05 University of Cambridge' ","'Wales' ",60
2010 ,"'C10 Canterbury Christ Church University' ","'England' ",2685
2010 ,"'C10 Canterbury Christ Church University' ","'Northern Ireland' ",10
2010 ,"'C10 Canterbury Christ Church University' ","'Scotland' ",5
2010 ,"'C10 Canterbury Christ Church University' ","'Wales' ",15
2010 ,"'C15 Cardiff University' ","'England' ",2455
2010 ,"'C15 Cardiff University' ","'Northern Ireland' ",45
2010 ,"'C15 Cardiff University' ","'Scotland' ",5
2010 ,"'C15 Cardiff University' ","'Wales' ",1470
2010 ,"'C20 Cardiff Metropolitan University' ","'England' ",790
2010 ,"'C20 Cardiff Metropolitan University' ","'Northern Ireland' ",10
2010 ,"'C20 Cardiff Metropolitan University' ","'Wales' ",1150
2010 ,"'C21 Castle College Nottingham' ","'England' ",15
2010 ,"'C22 Coleg Sir Gar / Carmarthenshire College' ","'England' ",5
2010 ,"'C22 Coleg Sir Gar / Carmarthenshire College' ","'Wales' ",80
2010 ,"'C30 University of Central Lancashire (UCLan)' ","'England' ",4580
2010 ,"'C30 University of Central Lancashire (UCLan)' ","'Northern Ireland' ",90
2010 ,"'C30 University of Central Lancashire (UCLan)' ","'Scotland' ",15
2010 ,"'C30 University of Central Lancashire (UCLan)' ","'Wales' ",60
2010 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'England' ",180
2010 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'Northern Ireland' ",5
2010 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'Scotland' ",5
2010 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'Wales' ",5
2010 ,"'C55 University of Chester' ","'England' ",2305
2010 ,"'C55 University of Chester' ","'Northern Ireland' ",30
2010 ,"'C55 University of Chester' ","'Wales' ",240
2010 ,"'C56 Chesterfield College' ","'England' ",10
2010 ,"'C57 Chichester College' ","'England' ",40
2010 ,"'C58 University of Chichester' ","'England' ",1445
2010 ,"'C58 University of Chichester' ","'Northern Ireland' ",5
2010 ,"'C58 University of Chichester' ","'Wales' ",5
2010 ,"'C60 City, University of London' ","'England' ",1555
2010 ,"'C60 City, University of London' ","'Northern Ireland' ",10
2010 ,"'C60 City, University of London' ","'Scotland' ",5
2010 ,"'C60 City, University of London' ","'Wales' ",15
2010 ,"'C64 City College Coventry' ","'England' ",20
2010 ,"'C69 City of Sunderland College' ","'England' ",75
2010 ,"'C71 Cleveland College of Art and Design' ","'England' ",155
2010 ,"'C72 Cliff College' ","'England' ",10
2010 ,"'C75 University Centre Colchester at Colchester Institute' ","'England' ",330
2010 ,"'C75 University Centre Colchester at Colchester Institute' ","'Scotland' ",5
2010 ,"'C78 Cornwall College' ","'England' ",325
2010 ,"'C78 Cornwall College' ","'Northern Ireland' ",5
2010 ,"'C78 Cornwall College' ","'Wales' ",5
2010 ,"'C80 Courtauld Institute of Art (University of London)' ","'England' ",40
2010 ,"'C80 Courtauld Institute of Art (University of London)' ","'Wales' ",5
2010 ,"'C85 Coventry University' ","'England' ",3230
2010 ,"'C85 Coventry University' ","'Northern Ireland' ",5
2010 ,"'C85 Coventry University' ","'Scotland' ",5
2010 ,"'C85 Coventry University' ","'Wales' ",40
2010 ,"'C88 Craven College' ","'England' ",20
2010 ,"'C92 University Centre, Croydon (Croydon College)' ","'England' ",160
2010 ,"'C93 University for the Creative Arts (UCA)' ","'England' ",1575
2010 ,"'C93 University for the Creative Arts (UCA)' ","'Northern Ireland' ",5
2010 ,"'C93 University for the Creative Arts (UCA)' ","'Scotland' ",5
2010 ,"'C93 University for the Creative Arts (UCA)' ","'Wales' ",20
2010 ,"'C99 University of Cumbria' ","'England' ",1615
2010 ,"'C99 University of Cumbria' ","'Northern Ireland' ",20
2010 ,"'C99 University of Cumbria' ","'Scotland' ",60
2010 ,"'C99 University of Cumbria' ","'Wales' ",15
2010 ,"'D22 Dearne Valley College' ","'England' ",20
2010 ,"'D26 De Montfort University' ","'England' ",3810
2010 ,"'D26 De Montfort University' ","'Northern Ireland' ",10
2010 ,"'D26 De Montfort University' ","'Scotland' ",5
2010 ,"'D26 De Montfort University' ","'Wales' ",40
2010 ,"'D39 University of Derby' ","'England' ",2715
2010 ,"'D39 University of Derby' ","'Northern Ireland' ",10
2010 ,"'D39 University of Derby' ","'Scotland' ",5
2010 ,"'D39 University of Derby' ","'Wales' ",30
2010 ,"'D52 Doncaster College' ","'England' ",205
2010 ,"'D55 Duchy College' ","'England' ",110
2010 ,"'D55 Duchy College' ","'Wales' ",5
2010 ,"'D58 Dudley College of Technology' ","'England' ",5
2010 ,"'D65 University of Dundee' ","'England' ",195
2010 ,"'D65 University of Dundee' ","'Northern Ireland' ",160
2010 ,"'D65 University of Dundee' ","'Scotland' ",1675
2010 ,"'D65 University of Dundee' ","'Wales' ",10
2010 ,"'D86 Durham University' ","'England' ",2910
2010 ,"'D86 Durham University' ","'Northern Ireland' ",35
2010 ,"'D86 Durham University' ","'Scotland' ",65
2010 ,"'D86 Durham University' ","'Wales' ",55
2010 ,"'E10 Ealing, Hammersmith and West London College' ","'England' ",5
2010 ,"'E14 University of East Anglia (UEA)' ","'England' ",2485
2010 ,"'E14 University of East Anglia (UEA)' ","'Northern Ireland' ",15
2010 ,"'E14 University of East Anglia (UEA)' ","'Scotland' ",5
2010 ,"'E14 University of East Anglia (UEA)' ","'Wales' ",15
2010 ,"'E28 University of East London (UEL)' ","'England' ",2220
2010 ,"'E28 University of East London (UEL)' ","'Northern Ireland' ",15
2010 ,"'E28 University of East London (UEL)' ","'Scotland' ",15
2010 ,"'E28 University of East London (UEL)' ","'Wales' ",10
2010 ,"'E32 East Surrey College (incorporating Reigate School of Art, Design and Media)' ","'England' ",15
2010 ,"'E42 Edge Hill University' ","'England' ",2390
2010 ,"'E42 Edge Hill University' ","'Northern Ireland' ",15
2010 ,"'E42 Edge Hill University' ","'Wales' ",55
2010 ,"'E56 The University of Edinburgh' ","'England' ",860
2010 ,"'E56 The University of Edinburgh' ","'Northern Ireland' ",80
2010 ,"'E56 The University of Edinburgh' ","'Scotland' ",1880
2010 ,"'E56 The University of Edinburgh' ","'Wales' ",25
2010 ,"'E58 Edinburgh College of Art' ","'England' ",120
2010 ,"'E58 Edinburgh College of Art' ","'Northern Ireland' ",5
2010 ,"'E58 Edinburgh College of Art' ","'Scotland' ",120
2010 ,"'E58 Edinburgh College of Art' ","'Wales' ",5
2010 ,"'E70 The University of Essex' ","'England' ",1510
2010 ,"'E70 The University of Essex' ","'Northern Ireland' ",10
2010 ,"'E70 The University of Essex' ","'Scotland' ",5
2010 ,"'E70 The University of Essex' ","'Wales' ",20
2010 ,"'E77 European Business School, London' ","'England' ",10
2010 ,"'E81 Exeter College' ","'England' ",45
2010 ,"'E84 University of Exeter' ","'England' ",3085
2010 ,"'E84 University of Exeter' ","'Northern Ireland' ",5
2010 ,"'E84 University of Exeter' ","'Scotland' ",30
2010 ,"'E84 University of Exeter' ","'Wales' ",130
2010 ,"'F33 Falmouth University' ","'England' ",1050
2010 ,"'F33 Falmouth University' ","'Northern Ireland' ",10
2010 ,"'F33 Falmouth University' ","'Scotland' ",10
2010 ,"'F33 Falmouth University' ","'Wales' ",30
2010 ,"'F66 University Centre Farnborough' ","'England' ",180
2010 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'England' ",725
2010 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'Northern Ireland' ",15
2010 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'Scotland' ",10
2010 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'Wales' ",1940
2010 ,"'G28 University of Glasgow' ","'England' ",430
2010 ,"'G28 University of Glasgow' ","'Northern Ireland' ",175
2010 ,"'G28 University of Glasgow' ","'Scotland' ",2880
2010 ,"'G28 University of Glasgow' ","'Wales' ",15
2010 ,"'G42 Glasgow Caledonian University' ","'England' ",40
2010 ,"'G42 Glasgow Caledonian University' ","'Northern Ireland' ",70
2010 ,"'G42 Glasgow Caledonian University' ","'Scotland' ",2860
2010 ,"'G42 Glasgow Caledonian University' ","'Wales' ",5
2010 ,"'G43 The Glasgow School of Art' ","'England' ",90
2010 ,"'G43 The Glasgow School of Art' ","'Northern Ireland' ",10
2010 ,"'G43 The Glasgow School of Art' ","'Scotland' ",190
2010 ,"'G43 The Glasgow School of Art' ","'Wales' ",5
2010 ,"'G45 Gloucestershire College' ","'England' ",30
2010 ,"'G50 The University of Gloucestershire' ","'England' ",1865
2010 ,"'G50 The University of Gloucestershire' ","'Northern Ireland' ",20
2010 ,"'G50 The University of Gloucestershire' ","'Scotland' ",5
2010 ,"'G50 The University of Gloucestershire' ","'Wales' ",70
2010 ,"'G56 Goldsmiths, University of London' ","'England' ",1145
2010 ,"'G56 Goldsmiths, University of London' ","'Northern Ireland' ",5
2010 ,"'G56 Goldsmiths, University of London' ","'Scotland' ",5
2010 ,"'G56 Goldsmiths, University of London' ","'Wales' ",25
2010 ,"'G70 University of Greenwich' ","'England' ",3945
2010 ,"'G70 University of Greenwich' ","'Northern Ireland' ",10
2010 ,"'G70 University of Greenwich' ","'Scotland' ",10
2010 ,"'G70 University of Greenwich' ","'Wales' ",25
2010 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'England' ",30
2010 ,"'G80 University Centre Grimsby' ","'England' ",185
2010 ,"'G90 Guildford College' ","'England' ",165
2010 ,"'H12 Harper Adams University' ","'England' ",580
2010 ,"'H12 Harper Adams University' ","'Northern Ireland' ",10
2010 ,"'H12 Harper Adams University' ","'Scotland' ",5
2010 ,"'H12 Harper Adams University' ","'Wales' ",60
2010 ,"'H14 Havering College of Further and Higher Education' ","'England' ",110
2010 ,"'H18 Hereford College of Arts' ","'England' ",105
2010 ,"'H18 Hereford College of Arts' ","'Northern Ireland' ",5
2010 ,"'H18 Hereford College of Arts' ","'Scotland' ",5
2010 ,"'H18 Hereford College of Arts' ","'Wales' ",15
2010 ,"'H24 Heriot-Watt University, Edinburgh' ","'England' ",115
2010 ,"'H24 Heriot-Watt University, Edinburgh' ","'Northern Ireland' ",80
2010 ,"'H24 Heriot-Watt University, Edinburgh' ","'Scotland' ",875
2010 ,"'H24 Heriot-Watt University, Edinburgh' ","'Wales' ",5
2010 ,"'H36 University of Hertfordshire' ","'England' ",4090
2010 ,"'H36 University of Hertfordshire' ","'Northern Ireland' ",10
2010 ,"'H36 University of Hertfordshire' ","'Scotland' ",10
2010 ,"'H36 University of Hertfordshire' ","'Wales' ",20
2010 ,"'H39 Highbury College' ","'England' ",15
2010 ,"'H48 Heythrop College (University of London)' ","'England' ",155
2010 ,"'H49 University of the Highlands and Islands' ","'England' ",15
2010 ,"'H49 University of the Highlands and Islands' ","'Scotland' ",105
2010 ,"'H54 Hopwood Hall College' ","'England' ",20
2010 ,"'H60 The University of Huddersfield' ","'England' ",3470
2010 ,"'H60 The University of Huddersfield' ","'Northern Ireland' ",15
2010 ,"'H60 The University of Huddersfield' ","'Scotland' ",10
2010 ,"'H60 The University of Huddersfield' ","'Wales' ",30
2010 ,"'H72 The University of Hull' ","'England' ",3135
2010 ,"'H72 The University of Hull' ","'Northern Ireland' ",5
2010 ,"'H72 The University of Hull' ","'Scotland' ",10
2010 ,"'H72 The University of Hull' ","'Wales' ",20
2010 ,"'H73 Hull College' ","'England' ",390
2010 ,"'H73 Hull College' ","'Scotland' ",10
2010 ,"'H75 Hull York Medical School' ","'England' ",130
2010 ,"'H75 Hull York Medical School' ","'Northern Ireland' ",5
2010 ,"'I50 Imperial College London' ","'England' ",1260
2010 ,"'I50 Imperial College London' ","'Northern Ireland' ",30
2010 ,"'I50 Imperial College London' ","'Scotland' ",30
2010 ,"'I50 Imperial College London' ","'Wales' ",40
2010 ,"'I60 Islamic College for Advanced Studies' ","'England' ",10
2010 ,"'K12 Keele University' ","'England' ",1625
2010 ,"'K12 Keele University' ","'Northern Ireland' ",10
2010 ,"'K12 Keele University' ","'Scotland' ",5
2010 ,"'K12 Keele University' ","'Wales' ",65
2010 ,"'K24 The University of Kent' ","'England' ",3525
2010 ,"'K24 The University of Kent' ","'Northern Ireland' ",15
2010 ,"'K24 The University of Kent' ","'Scotland' ",5
2010 ,"'K24 The University of Kent' ","'Wales' ",25
2010 ,"'K60 King's College London (University of London)' ","'England' ",2840
2010 ,"'K60 King's College London (University of London)' ","'Northern Ireland' ",30
2010 ,"'K60 King's College London (University of London)' ","'Scotland' ",35
2010 ,"'K60 King's College London (University of London)' ","'Wales' ",50
2010 ,"'K84 Kingston University' ","'England' ",5255
2010 ,"'K84 Kingston University' ","'Northern Ireland' ",20
2010 ,"'K84 Kingston University' ","'Scotland' ",15
2010 ,"'K84 Kingston University' ","'Wales' ",50
2010 ,"'L07 The University of Wales, Lampeter' ","'England' ",125
2010 ,"'L07 The University of Wales, Lampeter' ","'Northern Ireland' ",5
2010 ,"'L07 The University of Wales, Lampeter' ","'Scotland' ",5
2010 ,"'L07 The University of Wales, Lampeter' ","'Wales' ",65
2010 ,"'L14 Lancaster University' ","'England' ",2035
2010 ,"'L14 Lancaster University' ","'Northern Ireland' ",10
2010 ,"'L14 Lancaster University' ","'Scotland' ",15
2010 ,"'L14 Lancaster University' ","'Wales' ",45
2010 ,"'L21 Leeds City College' ","'England' ",80
2010 ,"'L23 University of Leeds' ","'England' ",5780
2010 ,"'L23 University of Leeds' ","'Northern Ireland' ",45
2010 ,"'L23 University of Leeds' ","'Scotland' ",45
2010 ,"'L23 University of Leeds' ","'Wales' ",100
2010 ,"'L24 Leeds Trinity University' ","'England' ",765
2010 ,"'L24 Leeds Trinity University' ","'Northern Ireland' ",5
2010 ,"'L24 Leeds Trinity University' ","'Wales' ",5
2010 ,"'L27 Leeds Beckett University' ","'England' ",6235
2010 ,"'L27 Leeds Beckett University' ","'Northern Ireland' ",60
2010 ,"'L27 Leeds Beckett University' ","'Scotland' ",20
2010 ,"'L27 Leeds Beckett University' ","'Wales' ",75
2010 ,"'L28 Leeds College of Art' ","'England' ",340
2010 ,"'L28 Leeds College of Art' ","'Northern Ireland' ",5
2010 ,"'L28 Leeds College of Art' ","'Scotland' ",5
2010 ,"'L30 Leeds College of Music (UCAS)' ","'England' ",175
2010 ,"'L30 Leeds College of Music (UCAS)' ","'Wales' ",5
2010 ,"'L34 University of Leicester' ","'England' ",2135
2010 ,"'L34 University of Leicester' ","'Northern Ireland' ",15
2010 ,"'L34 University of Leicester' ","'Scotland' ",5
2010 ,"'L34 University of Leicester' ","'Wales' ",60
2010 ,"'L36 Leicester College' ","'England' ",65
2010 ,"'L39 University of Lincoln' ","'England' ",2810
2010 ,"'L39 University of Lincoln' ","'Northern Ireland' ",5
2010 ,"'L39 University of Lincoln' ","'Scotland' ",5
2010 ,"'L39 University of Lincoln' ","'Wales' ",15
2010 ,"'L41 The University of Liverpool' ","'England' ",3140
2010 ,"'L41 The University of Liverpool' ","'Northern Ireland' ",135
2010 ,"'L41 The University of Liverpool' ","'Scotland' ",10
2010 ,"'L41 The University of Liverpool' ","'Wales' ",210
2010 ,"'L42 Lincoln College' ","'England' ",35
