"Statistic:   Number of Acceptances"
"Variables:   Provider Name , Age Band , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR4_009_01.pdf"
 
Cycle Year,Provider Name , Age Band,Number of Acceptances,
2014 ,"'L51 Liverpool John Moores University (LJMU)' ","'18' ",3200
2014 ,"'L51 Liverpool John Moores University (LJMU)' ","'19' ",1515
2014 ,"'L51 Liverpool John Moores University (LJMU)' ","'20' ",530
2014 ,"'L51 Liverpool John Moores University (LJMU)' ","'21 and over' ",1150
2014 ,"'L53 Coleg Llandrillo' ","'18' ",20
2014 ,"'L53 Coleg Llandrillo' ","'19' ",10
2014 ,"'L53 Coleg Llandrillo' ","'20' ",10
2014 ,"'L53 Coleg Llandrillo' ","'21 and over' ",25
2014 ,"'L62 The London College, UCK' ","'18' ",5
2014 ,"'L62 The London College, UCK' ","'19' ",5
2014 ,"'L62 The London College, UCK' ","'20' ",5
2014 ,"'L62 The London College, UCK' ","'21 and over' ",25
2014 ,"'L63 ARU London' ","'18' ",20
2014 ,"'L63 ARU London' ","'19' ",10
2014 ,"'L63 ARU London' ","'21 and over' ",20
2014 ,"'L68 London Metropolitan University' ","'17 and under' ",5
2014 ,"'L68 London Metropolitan University' ","'18' ",530
2014 ,"'L68 London Metropolitan University' ","'19' ",520
2014 ,"'L68 London Metropolitan University' ","'20' ",435
2014 ,"'L68 London Metropolitan University' ","'21 and over' ",2090
2014 ,"'L72 London School of Economics and Political Science (University of London)' ","'17 and under' ",15
2014 ,"'L72 London School of Economics and Political Science (University of London)' ","'18' ",640
2014 ,"'L72 London School of Economics and Political Science (University of London)' ","'19' ",165
2014 ,"'L72 London School of Economics and Political Science (University of London)' ","'20' ",20
2014 ,"'L72 London School of Economics and Political Science (University of London)' ","'21 and over' ",10
2014 ,"'L73 London School of Business and Management' ","'18' ",10
2014 ,"'L73 London School of Business and Management' ","'19' ",5
2014 ,"'L73 London School of Business and Management' ","'20' ",10
2014 ,"'L73 London School of Business and Management' ","'21 and over' ",205
2014 ,"'L75 London South Bank University' ","'17 and under' ",5
2014 ,"'L75 London South Bank University' ","'18' ",750
2014 ,"'L75 London South Bank University' ","'19' ",620
2014 ,"'L75 London South Bank University' ","'20' ",385
2014 ,"'L75 London South Bank University' ","'21 and over' ",1850
2014 ,"'L77 Loughborough College' ","'18' ",105
2014 ,"'L77 Loughborough College' ","'19' ",65
2014 ,"'L77 Loughborough College' ","'20' ",100
2014 ,"'L77 Loughborough College' ","'21 and over' ",165
2014 ,"'L79 Loughborough University' ","'17 and under' ",5
2014 ,"'L79 Loughborough University' ","'18' ",2280
2014 ,"'L79 Loughborough University' ","'19' ",605
2014 ,"'L79 Loughborough University' ","'20' ",105
2014 ,"'L79 Loughborough University' ","'21 and over' ",95
2014 ,"'M05 Macclesfield College' ","'21 and over' ",5
2014 ,"'M10 The Manchester College' ","'18' ",130
2014 ,"'M10 The Manchester College' ","'19' ",135
2014 ,"'M10 The Manchester College' ","'20' ",110
2014 ,"'M10 The Manchester College' ","'21 and over' ",325
2014 ,"'M20 The University of Manchester' ","'17 and under' ",20
2014 ,"'M20 The University of Manchester' ","'18' ",4415
2014 ,"'M20 The University of Manchester' ","'19' ",1235
2014 ,"'M20 The University of Manchester' ","'20' ",230
2014 ,"'M20 The University of Manchester' ","'21 and over' ",650
2014 ,"'M40 The Manchester Metropolitan University' ","'17 and under' ",5
2014 ,"'M40 The Manchester Metropolitan University' ","'18' ",3880
2014 ,"'M40 The Manchester Metropolitan University' ","'19' ",2305
2014 ,"'M40 The Manchester Metropolitan University' ","'20' ",800
2014 ,"'M40 The Manchester Metropolitan University' ","'21 and over' ",1395
2014 ,"'M62 Medway School of Pharmacy' ","'18' ",65
2014 ,"'M62 Medway School of Pharmacy' ","'19' ",30
2014 ,"'M62 Medway School of Pharmacy' ","'20' ",5
2014 ,"'M62 Medway School of Pharmacy' ","'21 and over' ",10
2014 ,"'M80 Middlesex University' ","'18' ",995
2014 ,"'M80 Middlesex University' ","'19' ",855
2014 ,"'M80 Middlesex University' ","'20' ",455
2014 ,"'M80 Middlesex University' ","'21 and over' ",1195
2014 ,"'M87 MidKent College' ","'18' ",30
2014 ,"'M87 MidKent College' ","'19' ",15
2014 ,"'M87 MidKent College' ","'20' ",5
2014 ,"'M87 MidKent College' ","'21 and over' ",40
2014 ,"'M89 Milton Keynes College' ","'19' ",5
2014 ,"'M89 Milton Keynes College' ","'21 and over' ",5
2014 ,"'M93 Moulton College' ","'18' ",25
2014 ,"'M93 Moulton College' ","'19' ",15
2014 ,"'M93 Moulton College' ","'20' ",5
2014 ,"'M93 Moulton College' ","'21 and over' ",30
2014 ,"'M95 Mountview Academy of Theatre Arts' ","'18' ",10
2014 ,"'M95 Mountview Academy of Theatre Arts' ","'19' ",5
2014 ,"'M95 Mountview Academy of Theatre Arts' ","'20' ",5
2014 ,"'M95 Mountview Academy of Theatre Arts' ","'21 and over' ",5
2014 ,"'M99 Myerscough College' ","'18' ",140
2014 ,"'M99 Myerscough College' ","'19' ",65
2014 ,"'M99 Myerscough College' ","'20' ",25
2014 ,"'M99 Myerscough College' ","'21 and over' ",105
2014 ,"'N11 Nazarene Theological College' ","'21 and over' ",5
2014 ,"'N13 NPTC Group' ","'18' ",20
2014 ,"'N13 NPTC Group' ","'19' ",15
2014 ,"'N13 NPTC Group' ","'20' ",10
2014 ,"'N13 NPTC Group' ","'21 and over' ",70
2014 ,"'N21 Newcastle University' ","'17 and under' ",15
2014 ,"'N21 Newcastle University' ","'18' ",3055
2014 ,"'N21 Newcastle University' ","'19' ",875
2014 ,"'N21 Newcastle University' ","'20' ",135
2014 ,"'N21 Newcastle University' ","'21 and over' ",260
2014 ,"'N23 Newcastle College' ","'18' ",320
2014 ,"'N23 Newcastle College' ","'19' ",190
2014 ,"'N23 Newcastle College' ","'20' ",230
2014 ,"'N23 Newcastle College' ","'21 and over' ",525
2014 ,"'N28 New College Durham' ","'18' ",10
2014 ,"'N28 New College Durham' ","'19' ",5
2014 ,"'N28 New College Durham' ","'20' ",5
2014 ,"'N28 New College Durham' ","'21 and over' ",60
2014 ,"'N30 New College Nottingham' ","'18' ",60
2014 ,"'N30 New College Nottingham' ","'19' ",40
2014 ,"'N30 New College Nottingham' ","'20' ",65
2014 ,"'N30 New College Nottingham' ","'21 and over' ",200
2014 ,"'N31 Newham College London' ","'20' ",5
2014 ,"'N31 Newham College London' ","'21 and over' ",20
2014 ,"'N36 Newman University, Birmingham' ","'18' ",355
2014 ,"'N36 Newman University, Birmingham' ","'19' ",115
2014 ,"'N36 Newman University, Birmingham' ","'20' ",75
2014 ,"'N36 Newman University, Birmingham' ","'21 and over' ",180
2014 ,"'N38 University of Northampton' ","'17 and under' ",5
2014 ,"'N38 University of Northampton' ","'18' ",1350
2014 ,"'N38 University of Northampton' ","'19' ",685
2014 ,"'N38 University of Northampton' ","'20' ",250
2014 ,"'N38 University of Northampton' ","'21 and over' ",945
2014 ,"'N39 Norwich University Of The Arts' ","'18' ",315
2014 ,"'N39 Norwich University Of The Arts' ","'19' ",220
2014 ,"'N39 Norwich University Of The Arts' ","'20' ",65
2014 ,"'N39 Norwich University Of The Arts' ","'21 and over' ",90
2014 ,"'N41 Northbrook College Sussex' ","'18' ",80
2014 ,"'N41 Northbrook College Sussex' ","'19' ",85
2014 ,"'N41 Northbrook College Sussex' ","'20' ",70
2014 ,"'N41 Northbrook College Sussex' ","'21 and over' ",170
2014 ,"'N49 NESCOT, Surrey' ","'18' ",5
2014 ,"'N49 NESCOT, Surrey' ","'19' ",5
2014 ,"'N49 NESCOT, Surrey' ","'21 and over' ",20
2014 ,"'N51 New College Telford' ","'18' ",10
2014 ,"'N51 New College Telford' ","'20' ",5
2014 ,"'N52 Norland College Limited' ","'18' ",45
2014 ,"'N52 Norland College Limited' ","'19' ",20
2014 ,"'N52 Norland College Limited' ","'20' ",5
2014 ,"'N52 Norland College Limited' ","'21 and over' ",5
2014 ,"'N58 North East Worcestershire College' ","'18' ",30
2014 ,"'N58 North East Worcestershire College' ","'19' ",10
2014 ,"'N58 North East Worcestershire College' ","'20' ",5
2014 ,"'N58 North East Worcestershire College' ","'21 and over' ",35
2014 ,"'N64 North Lindsey College' ","'18' ",30
2014 ,"'N64 North Lindsey College' ","'19' ",35
2014 ,"'N64 North Lindsey College' ","'20' ",25
2014 ,"'N64 North Lindsey College' ","'21 and over' ",230
2014 ,"'N77 Northumbria University' ","'18' ",3075
2014 ,"'N77 Northumbria University' ","'19' ",1245
2014 ,"'N77 Northumbria University' ","'20' ",385
2014 ,"'N77 Northumbria University' ","'21 and over' ",885
2014 ,"'N79 North Warwickshire and Hinckley College' ","'18' ",20
2014 ,"'N79 North Warwickshire and Hinckley College' ","'19' ",15
2014 ,"'N79 North Warwickshire and Hinckley College' ","'20' ",5
2014 ,"'N79 North Warwickshire and Hinckley College' ","'21 and over' ",20
2014 ,"'N81 Norton Radstock College' ","'18' ",5
2014 ,"'N81 Norton Radstock College' ","'19' ",5
2014 ,"'N81 Norton Radstock College' ","'20' ",5
2014 ,"'N82 Norwich City College of Further and Higher Education (an Associate College of UEA)' ","'18' ",80
2014 ,"'N82 Norwich City College of Further and Higher Education (an Associate College of UEA)' ","'19' ",50
2014 ,"'N82 Norwich City College of Further and Higher Education (an Associate College of UEA)' ","'20' ",35
2014 ,"'N82 Norwich City College of Further and Higher Education (an Associate College of UEA)' ","'21 and over' ",165
2014 ,"'N84 The University of Nottingham' ","'17 and under' ",10
2014 ,"'N84 The University of Nottingham' ","'18' ",3905
2014 ,"'N84 The University of Nottingham' ","'19' ",920
2014 ,"'N84 The University of Nottingham' ","'20' ",180
2014 ,"'N84 The University of Nottingham' ","'21 and over' ",685
2014 ,"'N85 North Kent College' ","'18' ",20
2014 ,"'N85 North Kent College' ","'19' ",20
2014 ,"'N85 North Kent College' ","'20' ",10
2014 ,"'N85 North Kent College' ","'21 and over' ",40
2014 ,"'N91 Nottingham Trent University' ","'17 and under' ",5
2014 ,"'N91 Nottingham Trent University' ","'18' ",4470
2014 ,"'N91 Nottingham Trent University' ","'19' ",1855
2014 ,"'N91 Nottingham Trent University' ","'20' ",455
2014 ,"'N91 Nottingham Trent University' ","'21 and over' ",725
2014 ,"'O10 University Campus Oldham' ","'18' ",40
2014 ,"'O10 University Campus Oldham' ","'19' ",25
2014 ,"'O10 University Campus Oldham' ","'20' ",15
2014 ,"'O10 University Campus Oldham' ","'21 and over' ",85
2014 ,"'O12 Oaklands College' ","'18' ",10
2014 ,"'O12 Oaklands College' ","'19' ",10
2014 ,"'O12 Oaklands College' ","'21 and over' ",5
2014 ,"'O25 Activate Learning (Oxford, Reading, Banbury & Bicester)' ","'18' ",15
2014 ,"'O25 Activate Learning (Oxford, Reading, Banbury & Bicester)' ","'19' ",10
2014 ,"'O25 Activate Learning (Oxford, Reading, Banbury & Bicester)' ","'21 and over' ",10
2014 ,"'O33 Oxford University' ","'17 and under' ",30
2014 ,"'O33 Oxford University' ","'18' ",2205
2014 ,"'O33 Oxford University' ","'19' ",305
2014 ,"'O33 Oxford University' ","'20' ",20
2014 ,"'O33 Oxford University' ","'21 and over' ",50
2014 ,"'O66 Oxford Brookes University' ","'17 and under' ",5
2014 ,"'O66 Oxford Brookes University' ","'18' ",1395
2014 ,"'O66 Oxford Brookes University' ","'19' ",865
2014 ,"'O66 Oxford Brookes University' ","'20' ",300
2014 ,"'O66 Oxford Brookes University' ","'21 and over' ",1000
2014 ,"'P26 University of London Institute in Paris' ","'18' ",30
2014 ,"'P26 University of London Institute in Paris' ","'19' ",10
2014 ,"'P34 Pearson College London (including Escape Studios)' ","'18' ",35
2014 ,"'P34 Pearson College London (including Escape Studios)' ","'19' ",15
2014 ,"'P34 Pearson College London (including Escape Studios)' ","'20' ",10
2014 ,"'P34 Pearson College London (including Escape Studios)' ","'21 and over' ",25
2014 ,"'P35 Pembrokeshire College' ","'18' ",5
2014 ,"'P35 Pembrokeshire College' ","'19' ",5
2014 ,"'P35 Pembrokeshire College' ","'20' ",5
2014 ,"'P35 Pembrokeshire College' ","'21 and over' ",10
2014 ,"'P51 Petroc' ","'18' ",35
2014 ,"'P51 Petroc' ","'19' ",30
2014 ,"'P51 Petroc' ","'20' ",5
2014 ,"'P51 Petroc' ","'21 and over' ",60
2014 ,"'P56 University Centre Peterborough' ","'18' ",45
2014 ,"'P56 University Centre Peterborough' ","'19' ",35
2014 ,"'P56 University Centre Peterborough' ","'20' ",35
2014 ,"'P56 University Centre Peterborough' ","'21 and over' ",115
2014 ,"'P59 Plumpton College' ","'18' ",30
2014 ,"'P59 Plumpton College' ","'19' ",15
2014 ,"'P59 Plumpton College' ","'20' ",10
2014 ,"'P59 Plumpton College' ","'21 and over' ",80
2014 ,"'P60 Plymouth University' ","'17 and under' ",5
2014 ,"'P60 Plymouth University' ","'18' ",2425
2014 ,"'P60 Plymouth University' ","'19' ",1215
2014 ,"'P60 Plymouth University' ","'20' ",385
2014 ,"'P60 Plymouth University' ","'21 and over' ",1280
2014 ,"'P63 University of St Mark & St John (formerly UCP Marjon)' ","'18' ",315
2014 ,"'P63 University of St Mark & St John (formerly UCP Marjon)' ","'19' ",110
2014 ,"'P63 University of St Mark & St John (formerly UCP Marjon)' ","'20' ",80
2014 ,"'P63 University of St Mark & St John (formerly UCP Marjon)' ","'21 and over' ",250
2014 ,"'P65 Plymouth College of Art' ","'18' ",110
2014 ,"'P65 Plymouth College of Art' ","'19' ",115
2014 ,"'P65 Plymouth College of Art' ","'20' ",35
2014 ,"'P65 Plymouth College of Art' ","'21 and over' ",145
2014 ,"'P80 University of Portsmouth' ","'17 and under' ",5
2014 ,"'P80 University of Portsmouth' ","'18' ",2850
2014 ,"'P80 University of Portsmouth' ","'19' ",1350
2014 ,"'P80 University of Portsmouth' ","'20' ",410
2014 ,"'P80 University of Portsmouth' ","'21 and over' ",670
2014 ,"'Q25 Queen Margaret University, Edinburgh' ","'17 and under' ",5
2014 ,"'Q25 Queen Margaret University, Edinburgh' ","'18' ",350
2014 ,"'Q25 Queen Margaret University, Edinburgh' ","'19' ",115
2014 ,"'Q25 Queen Margaret University, Edinburgh' ","'20' ",80
2014 ,"'Q25 Queen Margaret University, Edinburgh' ","'21 and over' ",265
2014 ,"'Q50 Queen Mary University of London' ","'17 and under' ",10
2014 ,"'Q50 Queen Mary University of London' ","'18' ",1760
2014 ,"'Q50 Queen Mary University of London' ","'19' ",695
2014 ,"'Q50 Queen Mary University of London' ","'20' ",175
2014 ,"'Q50 Queen Mary University of London' ","'21 and over' ",340
2014 ,"'Q75 Queen's University Belfast' ","'17 and under' ",5
2014 ,"'Q75 Queen's University Belfast' ","'18' ",2815
2014 ,"'Q75 Queen's University Belfast' ","'19' ",490
2014 ,"'Q75 Queen's University Belfast' ","'20' ",220
2014 ,"'Q75 Queen's University Belfast' ","'21 and over' ",735
2014 ,"'R06 Ravensbourne' ","'18' ",340
2014 ,"'R06 Ravensbourne' ","'19' ",245
2014 ,"'R06 Ravensbourne' ","'20' ",80
2014 ,"'R06 Ravensbourne' ","'21 and over' ",95
2014 ,"'R12 University of Reading' ","'17 and under' ",5
2014 ,"'R12 University of Reading' ","'18' ",1920
2014 ,"'R12 University of Reading' ","'19' ",535
2014 ,"'R12 University of Reading' ","'20' ",135
2014 ,"'R12 University of Reading' ","'21 and over' ",255
2014 ,"'R14 Reaseheath College' ","'18' ",40
2014 ,"'R14 Reaseheath College' ","'19' ",25
2014 ,"'R14 Reaseheath College' ","'20' ",15
2014 ,"'R14 Reaseheath College' ","'21 and over' ",40
2014 ,"'R18 Regent's University London (incorporating E77 European Business School)' ","'18' ",25
2014 ,"'R18 Regent's University London (incorporating E77 European Business School)' ","'19' ",20
2014 ,"'R18 Regent's University London (incorporating E77 European Business School)' ","'20' ",10
2014 ,"'R18 Regent's University London (incorporating E77 European Business School)' ","'21 and over' ",10
2014 ,"'R20 Richmond, The American International University in London' ","'18' ",40
2014 ,"'R20 Richmond, The American International University in London' ","'19' ",30
2014 ,"'R20 Richmond, The American International University in London' ","'20' ",15
2014 ,"'R20 Richmond, The American International University in London' ","'21 and over' ",15
2014 ,"'R36 Robert Gordon University' ","'17 and under' ",25
2014 ,"'R36 Robert Gordon University' ","'18' ",830
2014 ,"'R36 Robert Gordon University' ","'19' ",330
2014 ,"'R36 Robert Gordon University' ","'20' ",265
2014 ,"'R36 Robert Gordon University' ","'21 and over' ",540
2014 ,"'R48 University of Roehampton' ","'18' ",1025
2014 ,"'R48 University of Roehampton' ","'19' ",565
2014 ,"'R48 University of Roehampton' ","'20' ",225
2014 ,"'R48 University of Roehampton' ","'21 and over' ",440
2014 ,"'R51 Rose Bruford College' ","'18' ",85
2014 ,"'R51 Rose Bruford College' ","'19' ",55
2014 ,"'R51 Rose Bruford College' ","'20' ",15
2014 ,"'R51 Rose Bruford College' ","'21 and over' ",30
2014 ,"'R52 Rotherham College of Arts and Technology' ","'18' ",25
2014 ,"'R52 Rotherham College of Arts and Technology' ","'19' ",10
2014 ,"'R52 Rotherham College of Arts and Technology' ","'20' ",5
2014 ,"'R52 Rotherham College of Arts and Technology' ","'21 and over' ",20
2014 ,"'R54 Royal Agricultural University, Cirencester' ","'18' ",175
2014 ,"'R54 Royal Agricultural University, Cirencester' ","'19' ",85
2014 ,"'R54 Royal Agricultural University, Cirencester' ","'20' ",40
2014 ,"'R54 Royal Agricultural University, Cirencester' ","'21 and over' ",55
2014 ,"'R55 Royal Academy of Dance' ","'18' ",20
2014 ,"'R55 Royal Academy of Dance' ","'19' ",5
2014 ,"'R55 Royal Academy of Dance' ","'21 and over' ",10
2014 ,"'R72 Royal Holloway, University of London' ","'17 and under' ",5
2014 ,"'R72 Royal Holloway, University of London' ","'18' ",1260
2014 ,"'R72 Royal Holloway, University of London' ","'19' ",325
2014 ,"'R72 Royal Holloway, University of London' ","'20' ",105
2014 ,"'R72 Royal Holloway, University of London' ","'21 and over' ",145
2014 ,"'R84 Royal Veterinary College (University of London)' ","'18' ",170
2014 ,"'R84 Royal Veterinary College (University of London)' ","'19' ",100
2014 ,"'R84 Royal Veterinary College (University of London)' ","'20' ",20
2014 ,"'R84 Royal Veterinary College (University of London)' ","'21 and over' ",50
2014 ,"'R86 Royal Welsh College of Music and Drama (Coleg Brenhinol Cerdd a Drama Cymru)' ","'18' ",20
2014 ,"'R86 Royal Welsh College of Music and Drama (Coleg Brenhinol Cerdd a Drama Cymru)' ","'19' ",10
2014 ,"'R86 Royal Welsh College of Music and Drama (Coleg Brenhinol Cerdd a Drama Cymru)' ","'20' ",5
2014 ,"'R86 Royal Welsh College of Music and Drama (Coleg Brenhinol Cerdd a Drama Cymru)' ","'21 and over' ",5
2014 ,"'R90 Ruskin College Oxford' ","'21 and over' ",5
2014 ,"'S01 SRUC - Scotland's Rural College' ","'17 and under' ",25
2014 ,"'S01 SRUC - Scotland's Rural College' ","'18' ",130
2014 ,"'S01 SRUC - Scotland's Rural College' ","'19' ",35
2014 ,"'S01 SRUC - Scotland's Rural College' ","'20' ",35
2014 ,"'S01 SRUC - Scotland's Rural College' ","'21 and over' ",125
2014 ,"'S03 The University of Salford' ","'17 and under' ",5
2014 ,"'S03 The University of Salford' ","'18' ",1785
2014 ,"'S03 The University of Salford' ","'19' ",900
2014 ,"'S03 The University of Salford' ","'20' ",395
2014 ,"'S03 The University of Salford' ","'21 and over' ",1380
2014 ,"'S05 SAE Institute' ","'18' ",85
2014 ,"'S05 SAE Institute' ","'19' ",40
2014 ,"'S05 SAE Institute' ","'20' ",25
2014 ,"'S05 SAE Institute' ","'21 and over' ",65
2014 ,"'S08 Sandwell College' ","'21 and over' ",5
2014 ,"'S09 SOAS, University of London' ","'18' ",280
2014 ,"'S09 SOAS, University of London' ","'19' ",140
2014 ,"'S09 SOAS, University of London' ","'20' ",60
2014 ,"'S09 SOAS, University of London' ","'21 and over' ",155
2014 ,"'S18 The University of Sheffield' ","'17 and under' ",10
2014 ,"'S18 The University of Sheffield' ","'18' ",3325
2014 ,"'S18 The University of Sheffield' ","'19' ",730
2014 ,"'S18 The University of Sheffield' ","'20' ",140
2014 ,"'S18 The University of Sheffield' ","'21 and over' ",365
2014 ,"'S20 South & City College Birmingham' ","'18' ",15
2014 ,"'S20 South & City College Birmingham' ","'19' ",15
2014 ,"'S20 South & City College Birmingham' ","'20' ",10
2014 ,"'S20 South & City College Birmingham' ","'21 and over' ",50
2014 ,"'S21 Sheffield Hallam University' ","'18' ",4080
2014 ,"'S21 Sheffield Hallam University' ","'19' ",1550
2014 ,"'S21 Sheffield Hallam University' ","'20' ",530
2014 ,"'S21 Sheffield Hallam University' ","'21 and over' ",1360
2014 ,"'S22 Sheffield College' ","'18' ",85
2014 ,"'S22 Sheffield College' ","'19' ",50
2014 ,"'S22 Sheffield College' ","'20' ",25
2014 ,"'S22 Sheffield College' ","'21 and over' ",35
2014 ,"'S26 Solihull College & University Centre' ","'18' ",50
2014 ,"'S26 Solihull College & University Centre' ","'19' ",30
2014 ,"'S26 Solihull College & University Centre' ","'20' ",30
2014 ,"'S26 Solihull College & University Centre' ","'21 and over' ",45
2014 ,"'S27 University of Southampton' ","'17 and under' ",15
2014 ,"'S27 University of Southampton' ","'18' ",2815
2014 ,"'S27 University of Southampton' ","'19' ",640
2014 ,"'S27 University of Southampton' ","'20' ",135
2014 ,"'S27 University of Southampton' ","'21 and over' ",560
2014 ,"'S28 Somerset College' ","'18' ",15
2014 ,"'S28 Somerset College' ","'19' ",20
2014 ,"'S28 Somerset College' ","'20' ",5
2014 ,"'S28 Somerset College' ","'21 and over' ",25
2014 ,"'S30 Southampton Solent University' ","'18' ",1435
2014 ,"'S30 Southampton Solent University' ","'19' ",820
2014 ,"'S30 Southampton Solent University' ","'20' ",345
2014 ,"'S30 Southampton Solent University' ","'21 and over' ",560
2014 ,"'S32 South Devon College' ","'18' ",55
2014 ,"'S32 South Devon College' ","'19' ",30
2014 ,"'S32 South Devon College' ","'20' ",25
2014 ,"'S32 South Devon College' ","'21 and over' ",120
2014 ,"'S34 Sparsholt College Hampshire' ","'18' ",50
2014 ,"'S34 Sparsholt College Hampshire' ","'19' ",25
2014 ,"'S34 Sparsholt College Hampshire' ","'20' ",15
2014 ,"'S34 Sparsholt College Hampshire' ","'21 and over' ",60
2014 ,"'S36 University of St Andrews' ","'17 and under' ",20
2014 ,"'S36 University of St Andrews' ","'18' ",1060
2014 ,"'S36 University of St Andrews' ","'19' ",240
2014 ,"'S36 University of St Andrews' ","'20' ",30
2014 ,"'S36 University of St Andrews' ","'21 and over' ",50
2014 ,"'S42 South Downs College' ","'18' ",5
2014 ,"'S42 South Downs College' ","'19' ",5
2014 ,"'S43 South Essex College, University Centre Southend and Thurrock' ","'18' ",125
2014 ,"'S43 South Essex College, University Centre Southend and Thurrock' ","'19' ",65
2014 ,"'S43 South Essex College, University Centre Southend and Thurrock' ","'20' ",35
2014 ,"'S43 South Essex College, University Centre Southend and Thurrock' ","'21 and over' ",120
2014 ,"'S49 St George's, University of London' ","'17 and under' ",5
2014 ,"'S49 St George's, University of London' ","'18' ",320
2014 ,"'S49 St George's, University of London' ","'19' ",120
2014 ,"'S49 St George's, University of London' ","'20' ",20
2014 ,"'S49 St George's, University of London' ","'21 and over' ",190
2014 ,"'S51 University Centre St Helens' ","'18' ",45
2014 ,"'S51 University Centre St Helens' ","'19' ",20
2014 ,"'S51 University Centre St Helens' ","'20' ",30
2014 ,"'S51 University Centre St Helens' ","'21 and over' ",85
2014 ,"'S52 South Tyneside College' ","'18' ",5
2014 ,"'S52 South Tyneside College' ","'21 and over' ",10
2014 ,"'S55 South Gloucestershire and Stroud College' ","'18' ",15
2014 ,"'S55 South Gloucestershire and Stroud College' ","'19' ",15
2014 ,"'S55 South Gloucestershire and Stroud College' ","'20' ",5
2014 ,"'S55 South Gloucestershire and Stroud College' ","'21 and over' ",20
2014 ,"'S57 Spurgeon's College' ","'21 and over' ",15
2014 ,"'S62 St Mary's College, Blackburn' ","'21 and over' ",15
2014 ,"'S64 St Mary's University, Twickenham, London' ","'18' ",705
2014 ,"'S64 St Mary's University, Twickenham, London' ","'19' ",315
2014 ,"'S64 St Mary's University, Twickenham, London' ","'20' ",140
2014 ,"'S64 St Mary's University, Twickenham, London' ","'21 and over' ",220
2014 ,"'S72 Staffordshire University' ","'17 and under' ",5
2014 ,"'S72 Staffordshire University' ","'18' ",1240
2014 ,"'S72 Staffordshire University' ","'19' ",635
2014 ,"'S72 Staffordshire University' ","'20' ",345
2014 ,"'S72 Staffordshire University' ","'21 and over' ",1015
2014 ,"'S74 Stratford upon Avon College' ","'18' ",10
2014 ,"'S74 Stratford upon Avon College' ","'19' ",5
2014 ,"'S75 The University of Stirling' ","'17 and under' ",25
2014 ,"'S75 The University of Stirling' ","'18' ",1030
2014 ,"'S75 The University of Stirling' ","'19' ",325
2014 ,"'S75 The University of Stirling' ","'20' ",190
2014 ,"'S75 The University of Stirling' ","'21 and over' ",620
2014 ,"'S76 Stockport College' ","'18' ",25
2014 ,"'S76 Stockport College' ","'19' ",30
2014 ,"'S76 Stockport College' ","'20' ",10
2014 ,"'S76 Stockport College' ","'21 and over' ",25
2014 ,"'S78 The University of Strathclyde' ","'17 and under' ",45
2014 ,"'S78 The University of Strathclyde' ","'18' ",2060
2014 ,"'S78 The University of Strathclyde' ","'19' ",325
2014 ,"'S78 The University of Strathclyde' ","'20' ",155
2014 ,"'S78 The University of Strathclyde' ","'21 and over' ",475
2014 ,"'S79 Stranmillis University College: A College of Queen's University Belfast' ","'18' ",180
2014 ,"'S79 Stranmillis University College: A College of Queen's University Belfast' ","'19' ",40
2014 ,"'S79 Stranmillis University College: A College of Queen's University Belfast' ","'20' ",25
2014 ,"'S79 Stranmillis University College: A College of Queen's University Belfast' ","'21 and over' ",30
2014 ,"'S82 University of Suffolk' ","'18' ",285
2014 ,"'S82 University of Suffolk' ","'19' ",180
2014 ,"'S82 University of Suffolk' ","'20' ",150
2014 ,"'S82 University of Suffolk' ","'21 and over' ",805
2014 ,"'S83 Sussex Coast College Hastings' ","'21 and over' ",5
2014 ,"'S84 University of Sunderland' ","'17 and under' ",15
2014 ,"'S84 University of Sunderland' ","'18' ",1190
2014 ,"'S84 University of Sunderland' ","'19' ",430
2014 ,"'S84 University of Sunderland' ","'20' ",225
2014 ,"'S84 University of Sunderland' ","'21 and over' ",615
2014 ,"'S85 University of Surrey' ","'17 and under' ",5
2014 ,"'S85 University of Surrey' ","'18' ",1630
2014 ,"'S85 University of Surrey' ","'19' ",495
2014 ,"'S85 University of Surrey' ","'20' ",140
2014 ,"'S85 University of Surrey' ","'21 and over' ",340
2014 ,"'S89 Sussex Downs College' ","'18' ",20
2014 ,"'S89 Sussex Downs College' ","'19' ",10
2014 ,"'S89 Sussex Downs College' ","'20' ",20
2014 ,"'S89 Sussex Downs College' ","'21 and over' ",75
2014 ,"'S90 University of Sussex' ","'17 and under' ",5
2014 ,"'S90 University of Sussex' ","'18' ",1520
2014 ,"'S90 University of Sussex' ","'19' ",565
2014 ,"'S90 University of Sussex' ","'20' ",155
2014 ,"'S90 University of Sussex' ","'21 and over' ",280
2014 ,"'S93 Swansea University' ","'17 and under' ",5
2014 ,"'S93 Swansea University' ","'18' ",2350
2014 ,"'S93 Swansea University' ","'19' ",680
2014 ,"'S93 Swansea University' ","'20' ",145
2014 ,"'S93 Swansea University' ","'21 and over' ",560
2014 ,"'S96 University of Wales Trinity Saint David (UWTSD Swansea)' ","'18' ",305
2014 ,"'S96 University of Wales Trinity Saint David (UWTSD Swansea)' ","'19' ",240
2014 ,"'S96 University of Wales Trinity Saint David (UWTSD Swansea)' ","'20' ",105
