"Statistic:   Number of Acceptances"
"Variables:   Provider Name , Applicant Domicile (Region) , Cycle Year"
"Coverage:   Accepted through the main scheme and UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR4_005_02.pdf"
 
Cycle Year,Provider Name , Applicant Domicile (Region),Number of Acceptances,
2008 ,"'O33 Oxford University' ","'Yorkshire and The Humber' ",145
2008 ,"'O33 Oxford University' ","'North West' ",230
2008 ,"'O33 Oxford University' ","'East Midlands' ",115
2008 ,"'O33 Oxford University' ","'West Midlands' ",205
2008 ,"'O33 Oxford University' ","'East of England' ",250
2008 ,"'O33 Oxford University' ","'London' ",615
2008 ,"'O33 Oxford University' ","'South East' ",660
2008 ,"'O33 Oxford University' ","'South West' ",315
2008 ,"'O33 Oxford University' ","'Wales' ",85
2008 ,"'O33 Oxford University' ","'Scotland' ",55
2008 ,"'O33 Oxford University' ","'Northern Ireland' ",30
2008 ,"'O66 Oxford Brookes University' ","'North East' ",10
2008 ,"'O66 Oxford Brookes University' ","'Yorkshire and The Humber' ",55
2008 ,"'O66 Oxford Brookes University' ","'North West' ",65
2008 ,"'O66 Oxford Brookes University' ","'East Midlands' ",110
2008 ,"'O66 Oxford Brookes University' ","'West Midlands' ",200
2008 ,"'O66 Oxford Brookes University' ","'East of England' ",195
2008 ,"'O66 Oxford Brookes University' ","'London' ",275
2008 ,"'O66 Oxford Brookes University' ","'South East' ",1300
2008 ,"'O66 Oxford Brookes University' ","'South West' ",500
2008 ,"'O66 Oxford Brookes University' ","'Wales' ",45
2008 ,"'O66 Oxford Brookes University' ","'Scotland' ",20
2008 ,"'O66 Oxford Brookes University' ","'Northern Ireland' ",15
2008 ,"'P20 University of Paisley' ","'North East' ",5
2008 ,"'P20 University of Paisley' ","'Yorkshire and The Humber' ",5
2008 ,"'P20 University of Paisley' ","'Scotland' ",1440
2008 ,"'P20 University of Paisley' ","'Northern Ireland' ",15
2008 ,"'P26 University of London Institute in Paris' ","'Yorkshire and The Humber' ",5
2008 ,"'P26 University of London Institute in Paris' ","'North West' ",5
2008 ,"'P26 University of London Institute in Paris' ","'East Midlands' ",5
2008 ,"'P26 University of London Institute in Paris' ","'East of England' ",5
2008 ,"'P26 University of London Institute in Paris' ","'London' ",5
2008 ,"'P26 University of London Institute in Paris' ","'South East' ",5
2008 ,"'P26 University of London Institute in Paris' ","'South West' ",5
2008 ,"'P26 University of London Institute in Paris' ","'Wales' ",5
2008 ,"'P35 Pembrokeshire College' ","'Wales' ",45
2008 ,"'P37 Peninsula College of Medicine & Dentistry' ","'North West' ",10
2008 ,"'P37 Peninsula College of Medicine & Dentistry' ","'East Midlands' ",20
2008 ,"'P37 Peninsula College of Medicine & Dentistry' ","'West Midlands' ",15
2008 ,"'P37 Peninsula College of Medicine & Dentistry' ","'East of England' ",15
2008 ,"'P37 Peninsula College of Medicine & Dentistry' ","'London' ",45
2008 ,"'P37 Peninsula College of Medicine & Dentistry' ","'South East' ",35
2008 ,"'P37 Peninsula College of Medicine & Dentistry' ","'South West' ",65
2008 ,"'P37 Peninsula College of Medicine & Dentistry' ","'Wales' ",15
2008 ,"'P37 Peninsula College of Medicine & Dentistry' ","'Scotland' ",5
2008 ,"'P37 Peninsula College of Medicine & Dentistry' ","'Northern Ireland' ",5
2008 ,"'P55 Peterborough Regional College' ","'East Midlands' ",10
2008 ,"'P55 Peterborough Regional College' ","'East of England' ",45
2008 ,"'P60 Plymouth University' ","'North East' ",10
2008 ,"'P60 Plymouth University' ","'Yorkshire and The Humber' ",30
2008 ,"'P60 Plymouth University' ","'North West' ",50
2008 ,"'P60 Plymouth University' ","'East Midlands' ",95
2008 ,"'P60 Plymouth University' ","'West Midlands' ",230
2008 ,"'P60 Plymouth University' ","'East of England' ",240
2008 ,"'P60 Plymouth University' ","'London' ",145
2008 ,"'P60 Plymouth University' ","'South East' ",655
2008 ,"'P60 Plymouth University' ","'South West' ",2710
2008 ,"'P60 Plymouth University' ","'Wales' ",110
2008 ,"'P60 Plymouth University' ","'Scotland' ",5
2008 ,"'P60 Plymouth University' ","'Northern Ireland' ",15
2008 ,"'P65 Plymouth College of Art' ","'West Midlands' ",5
2008 ,"'P65 Plymouth College of Art' ","'East of England' ",5
2008 ,"'P65 Plymouth College of Art' ","'London' ",5
2008 ,"'P65 Plymouth College of Art' ","'South East' ",15
2008 ,"'P65 Plymouth College of Art' ","'South West' ",165
2008 ,"'P65 Plymouth College of Art' ","'Wales' ",5
2008 ,"'P80 University of Portsmouth' ","'North East' ",15
2008 ,"'P80 University of Portsmouth' ","'Yorkshire and The Humber' ",20
2008 ,"'P80 University of Portsmouth' ","'North West' ",25
2008 ,"'P80 University of Portsmouth' ","'East Midlands' ",105
2008 ,"'P80 University of Portsmouth' ","'West Midlands' ",140
2008 ,"'P80 University of Portsmouth' ","'East of England' ",480
2008 ,"'P80 University of Portsmouth' ","'London' ",640
2008 ,"'P80 University of Portsmouth' ","'South East' ",2270
2008 ,"'P80 University of Portsmouth' ","'South West' ",455
2008 ,"'P80 University of Portsmouth' ","'Wales' ",50
2008 ,"'P80 University of Portsmouth' ","'Scotland' ",5
2008 ,"'P80 University of Portsmouth' ","'Northern Ireland' ",15
2008 ,"'Q25 Queen Margaret University, Edinburgh' ","'North East' ",20
2008 ,"'Q25 Queen Margaret University, Edinburgh' ","'Yorkshire and The Humber' ",5
2008 ,"'Q25 Queen Margaret University, Edinburgh' ","'North West' ",10
2008 ,"'Q25 Queen Margaret University, Edinburgh' ","'East Midlands' ",5
2008 ,"'Q25 Queen Margaret University, Edinburgh' ","'West Midlands' ",10
2008 ,"'Q25 Queen Margaret University, Edinburgh' ","'London' ",5
2008 ,"'Q25 Queen Margaret University, Edinburgh' ","'South East' ",10
2008 ,"'Q25 Queen Margaret University, Edinburgh' ","'South West' ",5
2008 ,"'Q25 Queen Margaret University, Edinburgh' ","'Scotland' ",510
2008 ,"'Q25 Queen Margaret University, Edinburgh' ","'Northern Ireland' ",60
2008 ,"'Q50 Queen Mary University of London' ","'North East' ",15
2008 ,"'Q50 Queen Mary University of London' ","'Yorkshire and The Humber' ",35
2008 ,"'Q50 Queen Mary University of London' ","'North West' ",60
2008 ,"'Q50 Queen Mary University of London' ","'East Midlands' ",40
2008 ,"'Q50 Queen Mary University of London' ","'West Midlands' ",50
2008 ,"'Q50 Queen Mary University of London' ","'East of England' ",215
2008 ,"'Q50 Queen Mary University of London' ","'London' ",1485
2008 ,"'Q50 Queen Mary University of London' ","'South East' ",260
2008 ,"'Q50 Queen Mary University of London' ","'South West' ",105
2008 ,"'Q50 Queen Mary University of London' ","'Wales' ",30
2008 ,"'Q50 Queen Mary University of London' ","'Scotland' ",10
2008 ,"'Q50 Queen Mary University of London' ","'Northern Ireland' ",10
2008 ,"'Q75 Queen's University Belfast' ","'North East' ",10
2008 ,"'Q75 Queen's University Belfast' ","'Yorkshire and The Humber' ",15
2008 ,"'Q75 Queen's University Belfast' ","'North West' ",20
2008 ,"'Q75 Queen's University Belfast' ","'East Midlands' ",10
2008 ,"'Q75 Queen's University Belfast' ","'West Midlands' ",10
2008 ,"'Q75 Queen's University Belfast' ","'East of England' ",10
2008 ,"'Q75 Queen's University Belfast' ","'London' ",15
2008 ,"'Q75 Queen's University Belfast' ","'South East' ",20
2008 ,"'Q75 Queen's University Belfast' ","'South West' ",10
2008 ,"'Q75 Queen's University Belfast' ","'Wales' ",5
2008 ,"'Q75 Queen's University Belfast' ","'Scotland' ",10
2008 ,"'Q75 Queen's University Belfast' ","'Northern Ireland' ",3125
2008 ,"'Q75 Queen's University Belfast' ","'Unknown' ",20
2008 ,"'R06 Ravensbourne' ","'North East' ",5
2008 ,"'R06 Ravensbourne' ","'Yorkshire and The Humber' ",5
2008 ,"'R06 Ravensbourne' ","'North West' ",5
2008 ,"'R06 Ravensbourne' ","'East Midlands' ",5
2008 ,"'R06 Ravensbourne' ","'West Midlands' ",5
2008 ,"'R06 Ravensbourne' ","'East of England' ",25
2008 ,"'R06 Ravensbourne' ","'London' ",210
2008 ,"'R06 Ravensbourne' ","'South East' ",95
2008 ,"'R06 Ravensbourne' ","'South West' ",15
2008 ,"'R06 Ravensbourne' ","'Wales' ",5
2008 ,"'R06 Ravensbourne' ","'Scotland' ",5
2008 ,"'R06 Ravensbourne' ","'Northern Ireland' ",5
2008 ,"'R12 University of Reading' ","'North East' ",15
2008 ,"'R12 University of Reading' ","'Yorkshire and The Humber' ",45
2008 ,"'R12 University of Reading' ","'North West' ",50
2008 ,"'R12 University of Reading' ","'East Midlands' ",100
2008 ,"'R12 University of Reading' ","'West Midlands' ",125
2008 ,"'R12 University of Reading' ","'East of England' ",345
2008 ,"'R12 University of Reading' ","'London' ",425
2008 ,"'R12 University of Reading' ","'South East' ",845
2008 ,"'R12 University of Reading' ","'South West' ",325
2008 ,"'R12 University of Reading' ","'Wales' ",95
2008 ,"'R12 University of Reading' ","'Scotland' ",10
2008 ,"'R12 University of Reading' ","'Northern Ireland' ",10
2008 ,"'R30 Riverside College Halton' ","'North West' ",10
2008 ,"'R36 Robert Gordon University' ","'North East' ",5
2008 ,"'R36 Robert Gordon University' ","'Yorkshire and The Humber' ",5
2008 ,"'R36 Robert Gordon University' ","'North West' ",5
2008 ,"'R36 Robert Gordon University' ","'South East' ",5
2008 ,"'R36 Robert Gordon University' ","'Scotland' ",1520
2008 ,"'R36 Robert Gordon University' ","'Northern Ireland' ",10
2008 ,"'R48 University of Roehampton' ","'North East' ",10
2008 ,"'R48 University of Roehampton' ","'Yorkshire and The Humber' ",15
2008 ,"'R48 University of Roehampton' ","'North West' ",15
2008 ,"'R48 University of Roehampton' ","'East Midlands' ",30
2008 ,"'R48 University of Roehampton' ","'West Midlands' ",35
2008 ,"'R48 University of Roehampton' ","'East of England' ",150
2008 ,"'R48 University of Roehampton' ","'London' ",1165
2008 ,"'R48 University of Roehampton' ","'South East' ",425
2008 ,"'R48 University of Roehampton' ","'South West' ",70
2008 ,"'R48 University of Roehampton' ","'Wales' ",10
2008 ,"'R48 University of Roehampton' ","'Scotland' ",5
2008 ,"'R51 Rose Bruford College' ","'Yorkshire and The Humber' ",10
2008 ,"'R51 Rose Bruford College' ","'North West' ",10
2008 ,"'R51 Rose Bruford College' ","'East Midlands' ",10
2008 ,"'R51 Rose Bruford College' ","'West Midlands' ",10
2008 ,"'R51 Rose Bruford College' ","'East of England' ",25
2008 ,"'R51 Rose Bruford College' ","'London' ",55
2008 ,"'R51 Rose Bruford College' ","'South East' ",55
2008 ,"'R51 Rose Bruford College' ","'South West' ",20
2008 ,"'R51 Rose Bruford College' ","'Wales' ",5
2008 ,"'R51 Rose Bruford College' ","'Scotland' ",5
2008 ,"'R52 Rotherham College of Arts and Technology' ","'Yorkshire and The Humber' ",10
2008 ,"'R54 Royal Agricultural University, Cirencester' ","'North East' ",5
2008 ,"'R54 Royal Agricultural University, Cirencester' ","'Yorkshire and The Humber' ",20
2008 ,"'R54 Royal Agricultural University, Cirencester' ","'North West' ",10
2008 ,"'R54 Royal Agricultural University, Cirencester' ","'East Midlands' ",20
2008 ,"'R54 Royal Agricultural University, Cirencester' ","'West Midlands' ",20
2008 ,"'R54 Royal Agricultural University, Cirencester' ","'East of England' ",40
2008 ,"'R54 Royal Agricultural University, Cirencester' ","'London' ",5
2008 ,"'R54 Royal Agricultural University, Cirencester' ","'South East' ",65
2008 ,"'R54 Royal Agricultural University, Cirencester' ","'South West' ",80
2008 ,"'R54 Royal Agricultural University, Cirencester' ","'Wales' ",15
2008 ,"'R54 Royal Agricultural University, Cirencester' ","'Scotland' ",10
2008 ,"'R55 Royal Academy of Dance' ","'North West' ",5
2008 ,"'R55 Royal Academy of Dance' ","'West Midlands' ",5
2008 ,"'R55 Royal Academy of Dance' ","'East of England' ",5
2008 ,"'R55 Royal Academy of Dance' ","'London' ",5
2008 ,"'R55 Royal Academy of Dance' ","'South East' ",10
2008 ,"'R72 Royal Holloway, University of London' ","'North East' ",5
2008 ,"'R72 Royal Holloway, University of London' ","'Yorkshire and The Humber' ",20
2008 ,"'R72 Royal Holloway, University of London' ","'North West' ",40
2008 ,"'R72 Royal Holloway, University of London' ","'East Midlands' ",40
2008 ,"'R72 Royal Holloway, University of London' ","'West Midlands' ",55
2008 ,"'R72 Royal Holloway, University of London' ","'East of England' ",185
2008 ,"'R72 Royal Holloway, University of London' ","'London' ",555
2008 ,"'R72 Royal Holloway, University of London' ","'South East' ",550
2008 ,"'R72 Royal Holloway, University of London' ","'South West' ",130
2008 ,"'R72 Royal Holloway, University of London' ","'Wales' ",30
2008 ,"'R72 Royal Holloway, University of London' ","'Scotland' ",5
2008 ,"'R72 Royal Holloway, University of London' ","'Northern Ireland' ",5
2008 ,"'R84 Royal Veterinary College (University of London)' ","'North East' ",5
2008 ,"'R84 Royal Veterinary College (University of London)' ","'Yorkshire and The Humber' ",15
2008 ,"'R84 Royal Veterinary College (University of London)' ","'North West' ",10
2008 ,"'R84 Royal Veterinary College (University of London)' ","'East Midlands' ",30
2008 ,"'R84 Royal Veterinary College (University of London)' ","'West Midlands' ",30
2008 ,"'R84 Royal Veterinary College (University of London)' ","'East of England' ",65
2008 ,"'R84 Royal Veterinary College (University of London)' ","'London' ",50
2008 ,"'R84 Royal Veterinary College (University of London)' ","'South East' ",70
2008 ,"'R84 Royal Veterinary College (University of London)' ","'South West' ",30
2008 ,"'R84 Royal Veterinary College (University of London)' ","'Wales' ",10
2008 ,"'R84 Royal Veterinary College (University of London)' ","'Scotland' ",5
2008 ,"'R84 Royal Veterinary College (University of London)' ","'Northern Ireland' ",5
2008 ,"'R86 Royal Welsh College of Music and Drama (Coleg Brenhinol Cerdd a Drama Cymru)' ","'West Midlands' ",5
2008 ,"'R86 Royal Welsh College of Music and Drama (Coleg Brenhinol Cerdd a Drama Cymru)' ","'East of England' ",5
2008 ,"'R86 Royal Welsh College of Music and Drama (Coleg Brenhinol Cerdd a Drama Cymru)' ","'London' ",5
2008 ,"'R86 Royal Welsh College of Music and Drama (Coleg Brenhinol Cerdd a Drama Cymru)' ","'South East' ",5
2008 ,"'R86 Royal Welsh College of Music and Drama (Coleg Brenhinol Cerdd a Drama Cymru)' ","'South West' ",15
2008 ,"'R86 Royal Welsh College of Music and Drama (Coleg Brenhinol Cerdd a Drama Cymru)' ","'Wales' ",15
2008 ,"'R86 Royal Welsh College of Music and Drama (Coleg Brenhinol Cerdd a Drama Cymru)' ","'Scotland' ",5
2008 ,"'S01 SRUC - Scotland's Rural College' ","'North East' ",5
2008 ,"'S01 SRUC - Scotland's Rural College' ","'Yorkshire and The Humber' ",5
2008 ,"'S01 SRUC - Scotland's Rural College' ","'North West' ",5
2008 ,"'S01 SRUC - Scotland's Rural College' ","'East of England' ",5
2008 ,"'S01 SRUC - Scotland's Rural College' ","'London' ",5
2008 ,"'S01 SRUC - Scotland's Rural College' ","'Scotland' ",170
2008 ,"'S01 SRUC - Scotland's Rural College' ","'Northern Ireland' ",5
2008 ,"'S03 The University of Salford' ","'North East' ",35
2008 ,"'S03 The University of Salford' ","'Yorkshire and The Humber' ",180
2008 ,"'S03 The University of Salford' ","'North West' ",3150
2008 ,"'S03 The University of Salford' ","'East Midlands' ",125
2008 ,"'S03 The University of Salford' ","'West Midlands' ",100
2008 ,"'S03 The University of Salford' ","'East of England' ",50
2008 ,"'S03 The University of Salford' ","'London' ",50
2008 ,"'S03 The University of Salford' ","'South East' ",55
2008 ,"'S03 The University of Salford' ","'South West' ",35
2008 ,"'S03 The University of Salford' ","'Wales' ",55
2008 ,"'S03 The University of Salford' ","'Scotland' ",15
2008 ,"'S03 The University of Salford' ","'Northern Ireland' ",30
2008 ,"'S05 SAE Institute' ","'East of England' ",5
2008 ,"'S05 SAE Institute' ","'London' ",15
2008 ,"'S05 SAE Institute' ","'South West' ",5
2008 ,"'S07 Wiltshire College Salisbury (formerly Salisbury College)' ","'South East' ",10
2008 ,"'S07 Wiltshire College Salisbury (formerly Salisbury College)' ","'South West' ",20
2008 ,"'S09 SOAS, University of London' ","'North East' ",5
2008 ,"'S09 SOAS, University of London' ","'Yorkshire and The Humber' ",15
2008 ,"'S09 SOAS, University of London' ","'North West' ",15
2008 ,"'S09 SOAS, University of London' ","'East Midlands' ",15
2008 ,"'S09 SOAS, University of London' ","'West Midlands' ",25
2008 ,"'S09 SOAS, University of London' ","'East of England' ",55
2008 ,"'S09 SOAS, University of London' ","'London' ",290
2008 ,"'S09 SOAS, University of London' ","'South East' ",85
2008 ,"'S09 SOAS, University of London' ","'South West' ",40
2008 ,"'S09 SOAS, University of London' ","'Wales' ",10
2008 ,"'S09 SOAS, University of London' ","'Scotland' ",10
2008 ,"'S12 The School of Pharmacy (University of London)' ","'North West' ",5
2008 ,"'S12 The School of Pharmacy (University of London)' ","'East Midlands' ",5
2008 ,"'S12 The School of Pharmacy (University of London)' ","'East of England' ",10
2008 ,"'S12 The School of Pharmacy (University of London)' ","'London' ",115
2008 ,"'S12 The School of Pharmacy (University of London)' ","'South East' ",5
2008 ,"'S12 The School of Pharmacy (University of London)' ","'South West' ",5
2008 ,"'S18 The University of Sheffield' ","'North East' ",150
2008 ,"'S18 The University of Sheffield' ","'Yorkshire and The Humber' ",760
2008 ,"'S18 The University of Sheffield' ","'North West' ",740
2008 ,"'S18 The University of Sheffield' ","'East Midlands' ",610
2008 ,"'S18 The University of Sheffield' ","'West Midlands' ",455
2008 ,"'S18 The University of Sheffield' ","'East of England' ",465
2008 ,"'S18 The University of Sheffield' ","'London' ",235
2008 ,"'S18 The University of Sheffield' ","'South East' ",360
2008 ,"'S18 The University of Sheffield' ","'South West' ",200
2008 ,"'S18 The University of Sheffield' ","'Wales' ",60
2008 ,"'S18 The University of Sheffield' ","'Scotland' ",15
2008 ,"'S18 The University of Sheffield' ","'Northern Ireland' ",15
2008 ,"'S21 Sheffield Hallam University' ","'North East' ",165
2008 ,"'S21 Sheffield Hallam University' ","'Yorkshire and The Humber' ",2775
2008 ,"'S21 Sheffield Hallam University' ","'North West' ",845
2008 ,"'S21 Sheffield Hallam University' ","'East Midlands' ",1480
2008 ,"'S21 Sheffield Hallam University' ","'West Midlands' ",415
2008 ,"'S21 Sheffield Hallam University' ","'East of England' ",405
2008 ,"'S21 Sheffield Hallam University' ","'London' ",65
2008 ,"'S21 Sheffield Hallam University' ","'South East' ",195
2008 ,"'S21 Sheffield Hallam University' ","'South West' ",105
2008 ,"'S21 Sheffield Hallam University' ","'Wales' ",50
2008 ,"'S21 Sheffield Hallam University' ","'Scotland' ",5
2008 ,"'S21 Sheffield Hallam University' ","'Northern Ireland' ",15
2008 ,"'S22 Sheffield College' ","'Yorkshire and The Humber' ",95
2008 ,"'S22 Sheffield College' ","'East Midlands' ",10
2008 ,"'S26 Solihull College & University Centre' ","'West Midlands' ",60
2008 ,"'S27 University of Southampton' ","'North East' ",15
2008 ,"'S27 University of Southampton' ","'Yorkshire and The Humber' ",50
2008 ,"'S27 University of Southampton' ","'North West' ",65
2008 ,"'S27 University of Southampton' ","'East Midlands' ",105
2008 ,"'S27 University of Southampton' ","'West Midlands' ",160
2008 ,"'S27 University of Southampton' ","'East of England' ",430
2008 ,"'S27 University of Southampton' ","'London' ",520
2008 ,"'S27 University of Southampton' ","'South East' ",1910
2008 ,"'S27 University of Southampton' ","'South West' ",735
2008 ,"'S27 University of Southampton' ","'Wales' ",95
2008 ,"'S27 University of Southampton' ","'Scotland' ",5
2008 ,"'S27 University of Southampton' ","'Northern Ireland' ",15
2008 ,"'S28 Somerset College' ","'West Midlands' ",5
2008 ,"'S28 Somerset College' ","'East of England' ",5
2008 ,"'S28 Somerset College' ","'London' ",5
2008 ,"'S28 Somerset College' ","'South East' ",10
2008 ,"'S28 Somerset College' ","'South West' ",155
2008 ,"'S28 Somerset College' ","'Wales' ",5
2008 ,"'S30 Southampton Solent University' ","'North East' ",10
2008 ,"'S30 Southampton Solent University' ","'Yorkshire and The Humber' ",25
2008 ,"'S30 Southampton Solent University' ","'North West' ",25
2008 ,"'S30 Southampton Solent University' ","'East Midlands' ",65
2008 ,"'S30 Southampton Solent University' ","'West Midlands' ",95
2008 ,"'S30 Southampton Solent University' ","'East of England' ",320
2008 ,"'S30 Southampton Solent University' ","'London' ",380
2008 ,"'S30 Southampton Solent University' ","'South East' ",1410
2008 ,"'S30 Southampton Solent University' ","'South West' ",465
2008 ,"'S30 Southampton Solent University' ","'Wales' ",50
2008 ,"'S30 Southampton Solent University' ","'Scotland' ",10
2008 ,"'S30 Southampton Solent University' ","'Northern Ireland' ",10
2008 ,"'S32 South Devon College' ","'South West' ",10
2008 ,"'S34 Sparsholt College Hampshire' ","'London' ",5
2008 ,"'S34 Sparsholt College Hampshire' ","'South East' ",80
2008 ,"'S34 Sparsholt College Hampshire' ","'South West' ",25
2008 ,"'S36 University of St Andrews' ","'North East' ",40
2008 ,"'S36 University of St Andrews' ","'Yorkshire and The Humber' ",50
2008 ,"'S36 University of St Andrews' ","'North West' ",105
2008 ,"'S36 University of St Andrews' ","'East Midlands' ",40
2008 ,"'S36 University of St Andrews' ","'West Midlands' ",30
2008 ,"'S36 University of St Andrews' ","'East of England' ",65
2008 ,"'S36 University of St Andrews' ","'London' ",75
2008 ,"'S36 University of St Andrews' ","'South East' ",140
2008 ,"'S36 University of St Andrews' ","'South West' ",40
2008 ,"'S36 University of St Andrews' ","'Wales' ",20
2008 ,"'S36 University of St Andrews' ","'Scotland' ",565
2008 ,"'S36 University of St Andrews' ","'Northern Ireland' ",55
2008 ,"'S42 South Downs College' ","'South East' ",15
2008 ,"'S43 South Essex College, University Centre Southend and Thurrock' ","'East of England' ",220
2008 ,"'S43 South Essex College, University Centre Southend and Thurrock' ","'London' ",15
2008 ,"'S46 South Nottingham College (Central College, Nottingham)' ","'East Midlands' ",25
2008 ,"'S49 St George's, University of London' ","'North East' ",5
2008 ,"'S49 St George's, University of London' ","'Yorkshire and The Humber' ",5
2008 ,"'S49 St George's, University of London' ","'North West' ",15
2008 ,"'S49 St George's, University of London' ","'East Midlands' ",10
2008 ,"'S49 St George's, University of London' ","'West Midlands' ",10
2008 ,"'S49 St George's, University of London' ","'East of England' ",65
2008 ,"'S49 St George's, University of London' ","'London' ",270
2008 ,"'S49 St George's, University of London' ","'South East' ",130
2008 ,"'S49 St George's, University of London' ","'South West' ",20
2008 ,"'S49 St George's, University of London' ","'Wales' ",10
2008 ,"'S51 University Centre St Helens' ","'North West' ",105
2008 ,"'S52 South Tyneside College' ","'North East' ",10
2008 ,"'S64 St Mary's University, Twickenham, London' ","'Yorkshire and The Humber' ",10
2008 ,"'S64 St Mary's University, Twickenham, London' ","'North West' ",10
2008 ,"'S64 St Mary's University, Twickenham, London' ","'East Midlands' ",10
2008 ,"'S64 St Mary's University, Twickenham, London' ","'West Midlands' ",20
2008 ,"'S64 St Mary's University, Twickenham, London' ","'East of England' ",115
2008 ,"'S64 St Mary's University, Twickenham, London' ","'London' ",490
2008 ,"'S64 St Mary's University, Twickenham, London' ","'South East' ",280
2008 ,"'S64 St Mary's University, Twickenham, London' ","'South West' ",50
2008 ,"'S64 St Mary's University, Twickenham, London' ","'Scotland' ",5
2008 ,"'S64 St Mary's University, Twickenham, London' ","'Northern Ireland' ",10
2008 ,"'S72 Staffordshire University' ","'North East' ",30
2008 ,"'S72 Staffordshire University' ","'Yorkshire and The Humber' ",70
2008 ,"'S72 Staffordshire University' ","'North West' ",255
2008 ,"'S72 Staffordshire University' ","'East Midlands' ",150
2008 ,"'S72 Staffordshire University' ","'West Midlands' ",1395
2008 ,"'S72 Staffordshire University' ","'East of England' ",130
2008 ,"'S72 Staffordshire University' ","'London' ",105
2008 ,"'S72 Staffordshire University' ","'South East' ",155
2008 ,"'S72 Staffordshire University' ","'South West' ",95
2008 ,"'S72 Staffordshire University' ","'Wales' ",50
2008 ,"'S72 Staffordshire University' ","'Scotland' ",5
2008 ,"'S72 Staffordshire University' ","'Northern Ireland' ",10
2008 ,"'S73 Staffordshire University Regional Federation' ","'North West' ",5
2008 ,"'S73 Staffordshire University Regional Federation' ","'East Midlands' ",20
2008 ,"'S73 Staffordshire University Regional Federation' ","'West Midlands' ",135
2008 ,"'S73 Staffordshire University Regional Federation' ","'London' ",5
2008 ,"'S73 Staffordshire University Regional Federation' ","'South East' ",5
2008 ,"'S74 Stratford upon Avon College' ","'West Midlands' ",20
2008 ,"'S75 The University of Stirling' ","'North East' ",25
2008 ,"'S75 The University of Stirling' ","'Yorkshire and The Humber' ",20
2008 ,"'S75 The University of Stirling' ","'North West' ",30
2008 ,"'S75 The University of Stirling' ","'East Midlands' ",25
2008 ,"'S75 The University of Stirling' ","'West Midlands' ",10
2008 ,"'S75 The University of Stirling' ","'East of England' ",5
2008 ,"'S75 The University of Stirling' ","'London' ",10
2008 ,"'S75 The University of Stirling' ","'South East' ",35
2008 ,"'S75 The University of Stirling' ","'South West' ",15
2008 ,"'S75 The University of Stirling' ","'Wales' ",5
2008 ,"'S75 The University of Stirling' ","'Scotland' ",1090
2008 ,"'S75 The University of Stirling' ","'Northern Ireland' ",35
2008 ,"'S76 Stockport College' ","'Yorkshire and The Humber' ",5
2008 ,"'S76 Stockport College' ","'North West' ",110
2008 ,"'S76 Stockport College' ","'East Midlands' ",5
2008 ,"'S78 The University of Strathclyde' ","'North East' ",5
2008 ,"'S78 The University of Strathclyde' ","'North West' ",15
2008 ,"'S78 The University of Strathclyde' ","'East Midlands' ",5
2008 ,"'S78 The University of Strathclyde' ","'West Midlands' ",5
2008 ,"'S78 The University of Strathclyde' ","'East of England' ",5
2008 ,"'S78 The University of Strathclyde' ","'London' ",5
2008 ,"'S78 The University of Strathclyde' ","'South East' ",15
2008 ,"'S78 The University of Strathclyde' ","'South West' ",5
2008 ,"'S78 The University of Strathclyde' ","'Scotland' ",2825
2008 ,"'S78 The University of Strathclyde' ","'Northern Ireland' ",70
2008 ,"'S79 Stranmillis University College: A College of Queen's University Belfast' ","'Northern Ireland' ",200
2008 ,"'S82 University of Suffolk' ","'Yorkshire and The Humber' ",5
2008 ,"'S82 University of Suffolk' ","'East Midlands' ",5
2008 ,"'S82 University of Suffolk' ","'West Midlands' ",5
2008 ,"'S82 University of Suffolk' ","'East of England' ",785
2008 ,"'S82 University of Suffolk' ","'London' ",10
2008 ,"'S82 University of Suffolk' ","'South East' ",15
2008 ,"'S84 University of Sunderland' ","'North East' ",1515
2008 ,"'S84 University of Sunderland' ","'Yorkshire and The Humber' ",110
2008 ,"'S84 University of Sunderland' ","'North West' ",55
2008 ,"'S84 University of Sunderland' ","'East Midlands' ",45
2008 ,"'S84 University of Sunderland' ","'West Midlands' ",20
2008 ,"'S84 University of Sunderland' ","'East of England' ",30
2008 ,"'S84 University of Sunderland' ","'London' ",15
2008 ,"'S84 University of Sunderland' ","'South East' ",25
2008 ,"'S84 University of Sunderland' ","'South West' ",15
2008 ,"'S84 University of Sunderland' ","'Wales' ",5
2008 ,"'S84 University of Sunderland' ","'Scotland' ",30
2008 ,"'S84 University of Sunderland' ","'Northern Ireland' ",20
2008 ,"'S85 University of Surrey' ","'North East' ",5
2008 ,"'S85 University of Surrey' ","'Yorkshire and The Humber' ",20
2008 ,"'S85 University of Surrey' ","'North West' ",20
2008 ,"'S85 University of Surrey' ","'East Midlands' ",35
2008 ,"'S85 University of Surrey' ","'West Midlands' ",50
2008 ,"'S85 University of Surrey' ","'East of England' ",205
2008 ,"'S85 University of Surrey' ","'London' ",455
2008 ,"'S85 University of Surrey' ","'South East' ",1005
2008 ,"'S85 University of Surrey' ","'South West' ",155
2008 ,"'S85 University of Surrey' ","'Wales' ",20
2008 ,"'S85 University of Surrey' ","'Scotland' ",5
