"Statistic:   Number of Acceptances"
"Variables:   Provider Name , Ethnic Group (Summary Level) , Cycle Year"
"Coverage:   Accepted through the main scheme and UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR4_012_02.pdf"
 
Cycle Year,Provider Name , Ethnic Group (Summary Level),Number of Acceptances,
2008 ,"'E58 Edinburgh College of Art' ","'Asian' ",5
2008 ,"'E58 Edinburgh College of Art' ","'Mixed' ",10
2008 ,"'E58 Edinburgh College of Art' ","'White' ",250
2008 ,"'E58 Edinburgh College of Art' ","'Unknown' ",5
2008 ,"'E70 The University of Essex' ","'Asian' ",90
2008 ,"'E70 The University of Essex' ","'Black' ",150
2008 ,"'E70 The University of Essex' ","'Mixed' ",60
2008 ,"'E70 The University of Essex' ","'White' ",1060
2008 ,"'E70 The University of Essex' ","'Other' ",15
2008 ,"'E70 The University of Essex' ","'Unknown' ",25
2008 ,"'E81 Exeter College' ","'White' ",65
2008 ,"'E84 University of Exeter' ","'Asian' ",40
2008 ,"'E84 University of Exeter' ","'Black' ",20
2008 ,"'E84 University of Exeter' ","'Mixed' ",80
2008 ,"'E84 University of Exeter' ","'White' ",3025
2008 ,"'E84 University of Exeter' ","'Other' ",10
2008 ,"'E84 University of Exeter' ","'Unknown' ",45
2008 ,"'F33 Falmouth University' ","'Asian' ",10
2008 ,"'F33 Falmouth University' ","'Mixed' ",20
2008 ,"'F33 Falmouth University' ","'White' ",745
2008 ,"'F33 Falmouth University' ","'Other' ",5
2008 ,"'F33 Falmouth University' ","'Unknown' ",10
2008 ,"'F66 University Centre Farnborough' ","'Asian' ",10
2008 ,"'F66 University Centre Farnborough' ","'Black' ",5
2008 ,"'F66 University Centre Farnborough' ","'White' ",100
2008 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'Asian' ",80
2008 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'Black' ",35
2008 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'Mixed' ",50
2008 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'White' ",2185
2008 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'Other' ",10
2008 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'Unknown' ",10
2008 ,"'G28 University of Glasgow' ","'Asian' ",115
2008 ,"'G28 University of Glasgow' ","'Black' ",20
2008 ,"'G28 University of Glasgow' ","'Mixed' ",45
2008 ,"'G28 University of Glasgow' ","'White' ",3295
2008 ,"'G28 University of Glasgow' ","'Other' ",10
2008 ,"'G28 University of Glasgow' ","'Unknown' ",40
2008 ,"'G42 Glasgow Caledonian University' ","'Asian' ",195
2008 ,"'G42 Glasgow Caledonian University' ","'Black' ",35
2008 ,"'G42 Glasgow Caledonian University' ","'Mixed' ",25
2008 ,"'G42 Glasgow Caledonian University' ","'White' ",2320
2008 ,"'G42 Glasgow Caledonian University' ","'Other' ",5
2008 ,"'G42 Glasgow Caledonian University' ","'Unknown' ",20
2008 ,"'G43 The Glasgow School of Art' ","'Asian' ",5
2008 ,"'G43 The Glasgow School of Art' ","'Mixed' ",10
2008 ,"'G43 The Glasgow School of Art' ","'White' ",250
2008 ,"'G43 The Glasgow School of Art' ","'Unknown' ",5
2008 ,"'G45 Gloucestershire College' ","'White' ",20
2008 ,"'G50 The University of Gloucestershire' ","'Asian' ",20
2008 ,"'G50 The University of Gloucestershire' ","'Black' ",35
2008 ,"'G50 The University of Gloucestershire' ","'Mixed' ",40
2008 ,"'G50 The University of Gloucestershire' ","'White' ",1760
2008 ,"'G50 The University of Gloucestershire' ","'Other' ",5
2008 ,"'G50 The University of Gloucestershire' ","'Unknown' ",15
2008 ,"'G56 Goldsmiths, University of London' ","'Asian' ",125
2008 ,"'G56 Goldsmiths, University of London' ","'Black' ",150
2008 ,"'G56 Goldsmiths, University of London' ","'Mixed' ",90
2008 ,"'G56 Goldsmiths, University of London' ","'White' ",840
2008 ,"'G56 Goldsmiths, University of London' ","'Other' ",20
2008 ,"'G56 Goldsmiths, University of London' ","'Unknown' ",25
2008 ,"'G70 University of Greenwich' ","'Asian' ",295
2008 ,"'G70 University of Greenwich' ","'Black' ",525
2008 ,"'G70 University of Greenwich' ","'Mixed' ",115
2008 ,"'G70 University of Greenwich' ","'White' ",1250
2008 ,"'G70 University of Greenwich' ","'Other' ",75
2008 ,"'G70 University of Greenwich' ","'Unknown' ",45
2008 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'Asian' ",5
2008 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'White' ",5
2008 ,"'G80 University Centre Grimsby' ","'Asian' ",5
2008 ,"'G80 University Centre Grimsby' ","'White' ",120
2008 ,"'G90 Guildford College' ","'Asian' ",5
2008 ,"'G90 Guildford College' ","'Black' ",5
2008 ,"'G90 Guildford College' ","'White' ",125
2008 ,"'H12 Harper Adams University' ","'White' ",435
2008 ,"'H14 Havering College of Further and Higher Education' ","'Asian' ",5
2008 ,"'H14 Havering College of Further and Higher Education' ","'Black' ",25
2008 ,"'H14 Havering College of Further and Higher Education' ","'White' ",75
2008 ,"'H18 Hereford College of Arts' ","'White' ",115
2008 ,"'H24 Heriot-Watt University, Edinburgh' ","'Asian' ",55
2008 ,"'H24 Heriot-Watt University, Edinburgh' ","'Black' ",25
2008 ,"'H24 Heriot-Watt University, Edinburgh' ","'Mixed' ",20
2008 ,"'H24 Heriot-Watt University, Edinburgh' ","'White' ",1065
2008 ,"'H24 Heriot-Watt University, Edinburgh' ","'Unknown' ",10
2008 ,"'H36 University of Hertfordshire' ","'Asian' ",715
2008 ,"'H36 University of Hertfordshire' ","'Black' ",735
2008 ,"'H36 University of Hertfordshire' ","'Mixed' ",180
2008 ,"'H36 University of Hertfordshire' ","'White' ",2180
2008 ,"'H36 University of Hertfordshire' ","'Other' ",135
2008 ,"'H36 University of Hertfordshire' ","'Unknown' ",35
2008 ,"'H39 Highbury College' ","'White' ",20
2008 ,"'H48 Heythrop College (University of London)' ","'Asian' ",10
2008 ,"'H48 Heythrop College (University of London)' ","'Black' ",5
2008 ,"'H48 Heythrop College (University of London)' ","'Mixed' ",5
2008 ,"'H48 Heythrop College (University of London)' ","'White' ",115
2008 ,"'H48 Heythrop College (University of London)' ","'Unknown' ",5
2008 ,"'H49 University of the Highlands and Islands' ","'White' ",95
2008 ,"'H54 Hopwood Hall College' ","'Asian' ",10
2008 ,"'H54 Hopwood Hall College' ","'White' ",10
2008 ,"'H60 The University of Huddersfield' ","'Asian' ",410
2008 ,"'H60 The University of Huddersfield' ","'Black' ",155
2008 ,"'H60 The University of Huddersfield' ","'Mixed' ",80
2008 ,"'H60 The University of Huddersfield' ","'White' ",2590
2008 ,"'H60 The University of Huddersfield' ","'Other' ",10
2008 ,"'H60 The University of Huddersfield' ","'Unknown' ",25
2008 ,"'H72 The University of Hull' ","'Asian' ",75
2008 ,"'H72 The University of Hull' ","'Black' ",120
2008 ,"'H72 The University of Hull' ","'Mixed' ",50
2008 ,"'H72 The University of Hull' ","'White' ",2700
2008 ,"'H72 The University of Hull' ","'Other' ",15
2008 ,"'H72 The University of Hull' ","'Unknown' ",30
2008 ,"'H73 Hull College' ","'Mixed' ",5
2008 ,"'H73 Hull College' ","'White' ",310
2008 ,"'H73 Hull College' ","'Unknown' ",5
2008 ,"'H75 Hull York Medical School' ","'Asian' ",20
2008 ,"'H75 Hull York Medical School' ","'Black' ",5
2008 ,"'H75 Hull York Medical School' ","'White' ",100
2008 ,"'H75 Hull York Medical School' ","'Other' ",5
2008 ,"'H75 Hull York Medical School' ","'Unknown' ",5
2008 ,"'I50 Imperial College London' ","'Asian' ",400
2008 ,"'I50 Imperial College London' ","'Black' ",30
2008 ,"'I50 Imperial College London' ","'Mixed' ",90
2008 ,"'I50 Imperial College London' ","'White' ",805
2008 ,"'I50 Imperial College London' ","'Other' ",25
2008 ,"'I50 Imperial College London' ","'Unknown' ",35
2008 ,"'I60 Islamic College for Advanced Studies' ","'Asian' ",5
2008 ,"'K12 Keele University' ","'Asian' ",140
2008 ,"'K12 Keele University' ","'Black' ",60
2008 ,"'K12 Keele University' ","'Mixed' ",30
2008 ,"'K12 Keele University' ","'White' ",1270
2008 ,"'K12 Keele University' ","'Other' ",5
2008 ,"'K12 Keele University' ","'Unknown' ",15
2008 ,"'K24 The University of Kent' ","'Asian' ",180
2008 ,"'K24 The University of Kent' ","'Black' ",250
2008 ,"'K24 The University of Kent' ","'Mixed' ",105
2008 ,"'K24 The University of Kent' ","'White' ",2510
2008 ,"'K24 The University of Kent' ","'Other' ",30
2008 ,"'K24 The University of Kent' ","'Unknown' ",35
2008 ,"'K60 King's College London (University of London)' ","'Asian' ",730
2008 ,"'K60 King's College London (University of London)' ","'Black' ",185
2008 ,"'K60 King's College London (University of London)' ","'Mixed' ",170
2008 ,"'K60 King's College London (University of London)' ","'White' ",1470
2008 ,"'K60 King's College London (University of London)' ","'Other' ",70
2008 ,"'K60 King's College London (University of London)' ","'Unknown' ",75
2008 ,"'K84 Kingston University' ","'Asian' ",985
2008 ,"'K84 Kingston University' ","'Black' ",855
2008 ,"'K84 Kingston University' ","'Mixed' ",265
2008 ,"'K84 Kingston University' ","'White' ",2105
2008 ,"'K84 Kingston University' ","'Other' ",165
2008 ,"'K84 Kingston University' ","'Unknown' ",85
2008 ,"'L07 The University of Wales, Lampeter' ","'Asian' ",5
2008 ,"'L07 The University of Wales, Lampeter' ","'White' ",120
2008 ,"'L14 Lancaster University' ","'Asian' ",75
2008 ,"'L14 Lancaster University' ","'Black' ",20
2008 ,"'L14 Lancaster University' ","'Mixed' ",35
2008 ,"'L14 Lancaster University' ","'White' ",2230
2008 ,"'L14 Lancaster University' ","'Other' ",5
2008 ,"'L14 Lancaster University' ","'Unknown' ",25
2008 ,"'L21 Leeds City College' ","'Black' ",5
2008 ,"'L21 Leeds City College' ","'White' ",25
2008 ,"'L23 University of Leeds' ","'Asian' ",255
2008 ,"'L23 University of Leeds' ","'Black' ",85
2008 ,"'L23 University of Leeds' ","'Mixed' ",210
2008 ,"'L23 University of Leeds' ","'White' ",5690
2008 ,"'L23 University of Leeds' ","'Other' ",35
2008 ,"'L23 University of Leeds' ","'Unknown' ",75
2008 ,"'L24 Leeds Trinity University' ","'Asian' ",35
2008 ,"'L24 Leeds Trinity University' ","'Black' ",10
2008 ,"'L24 Leeds Trinity University' ","'Mixed' ",25
2008 ,"'L24 Leeds Trinity University' ","'White' ",645
2008 ,"'L24 Leeds Trinity University' ","'Unknown' ",5
2008 ,"'L27 Leeds Beckett University' ","'Asian' ",400
2008 ,"'L27 Leeds Beckett University' ","'Black' ",170
2008 ,"'L27 Leeds Beckett University' ","'Mixed' ",180
2008 ,"'L27 Leeds Beckett University' ","'White' ",5250
2008 ,"'L27 Leeds Beckett University' ","'Other' ",20
2008 ,"'L27 Leeds Beckett University' ","'Unknown' ",35
2008 ,"'L28 Leeds College of Art' ","'Asian' ",15
2008 ,"'L28 Leeds College of Art' ","'Mixed' ",15
2008 ,"'L28 Leeds College of Art' ","'White' ",385
2008 ,"'L30 Leeds College of Music (UCAS)' ","'Black' ",5
2008 ,"'L30 Leeds College of Music (UCAS)' ","'Mixed' ",5
2008 ,"'L30 Leeds College of Music (UCAS)' ","'White' ",200
2008 ,"'L30 Leeds College of Music (UCAS)' ","'Unknown' ",5
2008 ,"'L34 University of Leicester' ","'Asian' ",400
2008 ,"'L34 University of Leicester' ","'Black' ",120
2008 ,"'L34 University of Leicester' ","'Mixed' ",75
2008 ,"'L34 University of Leicester' ","'White' ",1695
2008 ,"'L34 University of Leicester' ","'Other' ",15
2008 ,"'L34 University of Leicester' ","'Unknown' ",30
2008 ,"'L36 Leicester College' ","'Asian' ",5
2008 ,"'L36 Leicester College' ","'White' ",20
2008 ,"'L39 University of Lincoln' ","'Asian' ",45
2008 ,"'L39 University of Lincoln' ","'Black' ",35
2008 ,"'L39 University of Lincoln' ","'Mixed' ",60
2008 ,"'L39 University of Lincoln' ","'White' ",2300
2008 ,"'L39 University of Lincoln' ","'Other' ",5
2008 ,"'L39 University of Lincoln' ","'Unknown' ",10
2008 ,"'L41 The University of Liverpool' ","'Asian' ",195
2008 ,"'L41 The University of Liverpool' ","'Black' ",50
2008 ,"'L41 The University of Liverpool' ","'Mixed' ",90
2008 ,"'L41 The University of Liverpool' ","'White' ",2990
2008 ,"'L41 The University of Liverpool' ","'Other' ",30
2008 ,"'L41 The University of Liverpool' ","'Unknown' ",40
2008 ,"'L42 Lincoln College' ","'White' ",20
2008 ,"'L43 The City of Liverpool College' ","'White' ",70
2008 ,"'L46 Liverpool Hope University' ","'Asian' ",20
2008 ,"'L46 Liverpool Hope University' ","'Black' ",15
2008 ,"'L46 Liverpool Hope University' ","'Mixed' ",30
2008 ,"'L46 Liverpool Hope University' ","'White' ",1240
2008 ,"'L46 Liverpool Hope University' ","'Unknown' ",5
2008 ,"'L48 The Liverpool Institute for Performing Arts' ","'Black' ",5
2008 ,"'L48 The Liverpool Institute for Performing Arts' ","'Mixed' ",5
2008 ,"'L48 The Liverpool Institute for Performing Arts' ","'White' ",150
2008 ,"'L48 The Liverpool Institute for Performing Arts' ","'Unknown' ",5
2008 ,"'L51 Liverpool John Moores University (LJMU)' ","'Asian' ",235
2008 ,"'L51 Liverpool John Moores University (LJMU)' ","'Black' ",120
2008 ,"'L51 Liverpool John Moores University (LJMU)' ","'Mixed' ",125
2008 ,"'L51 Liverpool John Moores University (LJMU)' ","'White' ",4715
2008 ,"'L51 Liverpool John Moores University (LJMU)' ","'Other' ",30
2008 ,"'L51 Liverpool John Moores University (LJMU)' ","'Unknown' ",30
2008 ,"'L53 Coleg Llandrillo' ","'White' ",55
2008 ,"'L68 London Metropolitan University' ","'Asian' ",295
2008 ,"'L68 London Metropolitan University' ","'Black' ",430
2008 ,"'L68 London Metropolitan University' ","'Mixed' ",135
2008 ,"'L68 London Metropolitan University' ","'White' ",960
2008 ,"'L68 London Metropolitan University' ","'Other' ",65
2008 ,"'L68 London Metropolitan University' ","'Unknown' ",50
2008 ,"'L70 London School of Commerce' ","'Black' ",5
2008 ,"'L72 London School of Economics and Political Science (University of London)' ","'Asian' ",245
2008 ,"'L72 London School of Economics and Political Science (University of London)' ","'Black' ",30
2008 ,"'L72 London School of Economics and Political Science (University of London)' ","'Mixed' ",50
2008 ,"'L72 London School of Economics and Political Science (University of London)' ","'White' ",350
2008 ,"'L72 London School of Economics and Political Science (University of London)' ","'Other' ",20
2008 ,"'L72 London School of Economics and Political Science (University of London)' ","'Unknown' ",10
2008 ,"'L75 London South Bank University' ","'Asian' ",280
2008 ,"'L75 London South Bank University' ","'Black' ",720
2008 ,"'L75 London South Bank University' ","'Mixed' ",115
2008 ,"'L75 London South Bank University' ","'White' ",710
2008 ,"'L75 London South Bank University' ","'Other' ",75
2008 ,"'L75 London South Bank University' ","'Unknown' ",40
2008 ,"'L77 Loughborough College' ","'Asian' ",10
2008 ,"'L77 Loughborough College' ","'Black' ",10
2008 ,"'L77 Loughborough College' ","'Mixed' ",5
2008 ,"'L77 Loughborough College' ","'White' ",155
2008 ,"'L79 Loughborough University' ","'Asian' ",265
2008 ,"'L79 Loughborough University' ","'Black' ",115
2008 ,"'L79 Loughborough University' ","'Mixed' ",90
2008 ,"'L79 Loughborough University' ","'White' ",2780
2008 ,"'L79 Loughborough University' ","'Other' ",15
2008 ,"'L79 Loughborough University' ","'Unknown' ",35
2008 ,"'M10 The Manchester College' ","'Asian' ",5
2008 ,"'M10 The Manchester College' ","'Black' ",10
2008 ,"'M10 The Manchester College' ","'White' ",45
2008 ,"'M20 The University of Manchester' ","'Asian' ",760
2008 ,"'M20 The University of Manchester' ","'Black' ",205
2008 ,"'M20 The University of Manchester' ","'Mixed' ",245
2008 ,"'M20 The University of Manchester' ","'White' ",5440
2008 ,"'M20 The University of Manchester' ","'Other' ",60
2008 ,"'M20 The University of Manchester' ","'Unknown' ",90
2008 ,"'M40 The Manchester Metropolitan University' ","'Asian' ",855
2008 ,"'M40 The Manchester Metropolitan University' ","'Black' ",315
2008 ,"'M40 The Manchester Metropolitan University' ","'Mixed' ",225
2008 ,"'M40 The Manchester Metropolitan University' ","'White' ",5035
2008 ,"'M40 The Manchester Metropolitan University' ","'Other' ",55
2008 ,"'M40 The Manchester Metropolitan University' ","'Unknown' ",45
2008 ,"'M50 UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)' ","'Asian' ",5
2008 ,"'M50 UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)' ","'Mixed' ",5
2008 ,"'M50 UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)' ","'White' ",550
2008 ,"'M60 Matthew Boulton College of Further and Higher Education' ","'Asian' ",5
2008 ,"'M60 Matthew Boulton College of Further and Higher Education' ","'White' ",10
2008 ,"'M62 Medway School of Pharmacy' ","'Asian' ",30
2008 ,"'M62 Medway School of Pharmacy' ","'Black' ",35
2008 ,"'M62 Medway School of Pharmacy' ","'Mixed' ",5
2008 ,"'M62 Medway School of Pharmacy' ","'White' ",15
2008 ,"'M62 Medway School of Pharmacy' ","'Other' ",5
2008 ,"'M62 Medway School of Pharmacy' ","'Unknown' ",5
2008 ,"'M77 Mid Cheshire College' ","'White' ",5
2008 ,"'M80 Middlesex University' ","'Asian' ",460
2008 ,"'M80 Middlesex University' ","'Black' ",770
2008 ,"'M80 Middlesex University' ","'Mixed' ",170
2008 ,"'M80 Middlesex University' ","'White' ",960
2008 ,"'M80 Middlesex University' ","'Other' ",105
2008 ,"'M80 Middlesex University' ","'Unknown' ",45
2008 ,"'M95 Mountview Academy of Theatre Arts' ","'White' ",25
2008 ,"'M99 Myerscough College' ","'Mixed' ",5
2008 ,"'M99 Myerscough College' ","'White' ",210
2008 ,"'N07 Napier University, Edinburgh' ","'Asian' ",40
2008 ,"'N07 Napier University, Edinburgh' ","'Black' ",30
2008 ,"'N07 Napier University, Edinburgh' ","'Mixed' ",20
2008 ,"'N07 Napier University, Edinburgh' ","'White' ",1545
2008 ,"'N07 Napier University, Edinburgh' ","'Other' ",5
2008 ,"'N07 Napier University, Edinburgh' ","'Unknown' ",25
2008 ,"'N11 Nazarene Theological College' ","'White' ",15
2008 ,"'N13 NPTC Group' ","'White' ",35
2008 ,"'N21 Newcastle University' ","'Asian' ",125
2008 ,"'N21 Newcastle University' ","'Black' ",40
2008 ,"'N21 Newcastle University' ","'Mixed' ",60
2008 ,"'N21 Newcastle University' ","'White' ",3275
2008 ,"'N21 Newcastle University' ","'Other' ",10
2008 ,"'N21 Newcastle University' ","'Unknown' ",35
2008 ,"'N23 Newcastle College' ","'Asian' ",25
2008 ,"'N23 Newcastle College' ","'Black' ",5
2008 ,"'N23 Newcastle College' ","'Mixed' ",15
2008 ,"'N23 Newcastle College' ","'White' ",715
2008 ,"'N23 Newcastle College' ","'Unknown' ",5
2008 ,"'N28 New College Durham' ","'White' ",75
2008 ,"'N30 New College Nottingham' ","'Asian' ",15
2008 ,"'N30 New College Nottingham' ","'Black' ",10
2008 ,"'N30 New College Nottingham' ","'Mixed' ",10
2008 ,"'N30 New College Nottingham' ","'White' ",140
2008 ,"'N33 New College Stamford' ","'White' ",25
2008 ,"'N36 Newman University, Birmingham' ","'Asian' ",60
2008 ,"'N36 Newman University, Birmingham' ","'Black' ",25
2008 ,"'N36 Newman University, Birmingham' ","'Mixed' ",30
2008 ,"'N36 Newman University, Birmingham' ","'White' ",450
2008 ,"'N36 Newman University, Birmingham' ","'Unknown' ",5
2008 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'Asian' ",10
2008 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'Black' ",5
2008 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'Mixed' ",15
2008 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'White' ",850
2008 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'Unknown' ",5
2008 ,"'N38 University of Northampton' ","'Asian' ",135
2008 ,"'N38 University of Northampton' ","'Black' ",225
2008 ,"'N38 University of Northampton' ","'Mixed' ",60
2008 ,"'N38 University of Northampton' ","'White' ",1540
2008 ,"'N38 University of Northampton' ","'Other' ",10
2008 ,"'N38 University of Northampton' ","'Unknown' ",15
2008 ,"'N39 Norwich University Of The Arts' ","'Asian' ",5
2008 ,"'N39 Norwich University Of The Arts' ","'Black' ",5
2008 ,"'N39 Norwich University Of The Arts' ","'Mixed' ",10
2008 ,"'N39 Norwich University Of The Arts' ","'White' ",425
2008 ,"'N39 Norwich University Of The Arts' ","'Other' ",5
2008 ,"'N39 Norwich University Of The Arts' ","'Unknown' ",5
2008 ,"'N41 Northbrook College Sussex' ","'Mixed' ",5
2008 ,"'N41 Northbrook College Sussex' ","'White' ",70
2008 ,"'N49 NESCOT, Surrey' ","'White' ",5
2008 ,"'N51 New College Telford' ","'White' ",10
2008 ,"'N56 Glyndwr University (Formerly The North East Wales Institute of Higher Education)' ","'White' ",315
2008 ,"'N58 North East Worcestershire College' ","'Mixed' ",5
2008 ,"'N58 North East Worcestershire College' ","'White' ",60
2008 ,"'N64 North Lindsey College' ","'White' ",55
2008 ,"'N77 Northumbria University' ","'Asian' ",120
2008 ,"'N77 Northumbria University' ","'Black' ",45
2008 ,"'N77 Northumbria University' ","'Mixed' ",80
2008 ,"'N77 Northumbria University' ","'White' ",4770
2008 ,"'N77 Northumbria University' ","'Other' ",10
2008 ,"'N77 Northumbria University' ","'Unknown' ",25
2008 ,"'N82 Norwich City College of Further and Higher Education (an Associate College of UEA)' ","'Asian' ",5
2008 ,"'N82 Norwich City College of Further and Higher Education (an Associate College of UEA)' ","'Black' ",5
2008 ,"'N82 Norwich City College of Further and Higher Education (an Associate College of UEA)' ","'White' ",195
2008 ,"'N84 The University of Nottingham' ","'Asian' ",485
2008 ,"'N84 The University of Nottingham' ","'Black' ",160
2008 ,"'N84 The University of Nottingham' ","'Mixed' ",190
2008 ,"'N84 The University of Nottingham' ","'White' ",4765
2008 ,"'N84 The University of Nottingham' ","'Other' ",30
2008 ,"'N84 The University of Nottingham' ","'Unknown' ",70
2008 ,"'N91 Nottingham Trent University' ","'Asian' ",655
2008 ,"'N91 Nottingham Trent University' ","'Black' ",285
2008 ,"'N91 Nottingham Trent University' ","'Mixed' ",215
2008 ,"'N91 Nottingham Trent University' ","'White' ",4455
2008 ,"'N91 Nottingham Trent University' ","'Other' ",35
2008 ,"'N91 Nottingham Trent University' ","'Unknown' ",35
2008 ,"'O25 Activate Learning (Oxford, Reading, Banbury & Bicester)' ","'White' ",5
2008 ,"'O33 Oxford University' ","'Asian' ",145
2008 ,"'O33 Oxford University' ","'Black' ",30
2008 ,"'O33 Oxford University' ","'Mixed' ",125
2008 ,"'O33 Oxford University' ","'White' ",2360
2008 ,"'O33 Oxford University' ","'Other' ",30
2008 ,"'O33 Oxford University' ","'Unknown' ",75
2008 ,"'O66 Oxford Brookes University' ","'Asian' ",110
2008 ,"'O66 Oxford Brookes University' ","'Black' ",110
2008 ,"'O66 Oxford Brookes University' ","'Mixed' ",70
2008 ,"'O66 Oxford Brookes University' ","'White' ",2455
2008 ,"'O66 Oxford Brookes University' ","'Other' ",15
2008 ,"'O66 Oxford Brookes University' ","'Unknown' ",35
2008 ,"'P20 University of Paisley' ","'Asian' ",45
2008 ,"'P20 University of Paisley' ","'Black' ",30
2008 ,"'P20 University of Paisley' ","'Mixed' ",10
2008 ,"'P20 University of Paisley' ","'White' ",1365
2008 ,"'P20 University of Paisley' ","'Other' ",5
2008 ,"'P20 University of Paisley' ","'Unknown' ",5
2008 ,"'P26 University of London Institute in Paris' ","'White' ",40
2008 ,"'P35 Pembrokeshire College' ","'White' ",45
2008 ,"'P37 Peninsula College of Medicine & Dentistry' ","'Asian' ",45
2008 ,"'P37 Peninsula College of Medicine & Dentistry' ","'Black' ",10
2008 ,"'P37 Peninsula College of Medicine & Dentistry' ","'Mixed' ",5
2008 ,"'P37 Peninsula College of Medicine & Dentistry' ","'White' ",155
2008 ,"'P37 Peninsula College of Medicine & Dentistry' ","'Other' ",5
2008 ,"'P37 Peninsula College of Medicine & Dentistry' ","'Unknown' ",10
2008 ,"'P55 Peterborough Regional College' ","'White' ",50
2008 ,"'P60 Plymouth University' ","'Asian' ",35
2008 ,"'P60 Plymouth University' ","'Black' ",35
2008 ,"'P60 Plymouth University' ","'Mixed' ",90
2008 ,"'P60 Plymouth University' ","'White' ",4075
2008 ,"'P60 Plymouth University' ","'Other' ",15
2008 ,"'P60 Plymouth University' ","'Unknown' ",50
2008 ,"'P65 Plymouth College of Art' ","'Mixed' ",5
2008 ,"'P65 Plymouth College of Art' ","'White' ",185
2008 ,"'P80 University of Portsmouth' ","'Asian' ",225
2008 ,"'P80 University of Portsmouth' ","'Black' ",205
2008 ,"'P80 University of Portsmouth' ","'Mixed' ",115
2008 ,"'P80 University of Portsmouth' ","'White' ",3625
2008 ,"'P80 University of Portsmouth' ","'Other' ",15
2008 ,"'P80 University of Portsmouth' ","'Unknown' ",35
2008 ,"'Q25 Queen Margaret University, Edinburgh' ","'Asian' ",10
2008 ,"'Q25 Queen Margaret University, Edinburgh' ","'Black' ",5
2008 ,"'Q25 Queen Margaret University, Edinburgh' ","'Mixed' ",5
2008 ,"'Q25 Queen Margaret University, Edinburgh' ","'White' ",615
2008 ,"'Q25 Queen Margaret University, Edinburgh' ","'Unknown' ",5
2008 ,"'Q50 Queen Mary University of London' ","'Asian' ",965
2008 ,"'Q50 Queen Mary University of London' ","'Black' ",210
2008 ,"'Q50 Queen Mary University of London' ","'Mixed' ",115
2008 ,"'Q50 Queen Mary University of London' ","'White' ",880
2008 ,"'Q50 Queen Mary University of London' ","'Other' ",105
2008 ,"'Q50 Queen Mary University of London' ","'Unknown' ",45
2008 ,"'Q75 Queen's University Belfast' ","'Asian' ",20
2008 ,"'Q75 Queen's University Belfast' ","'Black' ",5
2008 ,"'Q75 Queen's University Belfast' ","'Mixed' ",30
2008 ,"'Q75 Queen's University Belfast' ","'White' ",3205
2008 ,"'Q75 Queen's University Belfast' ","'Other' ",5
2008 ,"'Q75 Queen's University Belfast' ","'Unknown' ",15
2008 ,"'R06 Ravensbourne' ","'Asian' ",25
2008 ,"'R06 Ravensbourne' ","'Black' ",45
2008 ,"'R06 Ravensbourne' ","'Mixed' ",20
2008 ,"'R06 Ravensbourne' ","'White' ",280
2008 ,"'R06 Ravensbourne' ","'Other' ",10
2008 ,"'R06 Ravensbourne' ","'Unknown' ",5
2008 ,"'R12 University of Reading' ","'Asian' ",180
2008 ,"'R12 University of Reading' ","'Black' ",85
2008 ,"'R12 University of Reading' ","'Mixed' ",65
2008 ,"'R12 University of Reading' ","'White' ",2000
2008 ,"'R12 University of Reading' ","'Other' ",20
2008 ,"'R12 University of Reading' ","'Unknown' ",45
2008 ,"'R30 Riverside College Halton' ","'White' ",10
2008 ,"'R36 Robert Gordon University' ","'Asian' ",30
2008 ,"'R36 Robert Gordon University' ","'Black' ",15
2008 ,"'R36 Robert Gordon University' ","'Mixed' ",15
2008 ,"'R36 Robert Gordon University' ","'White' ",1480
2008 ,"'R36 Robert Gordon University' ","'Other' ",5
2008 ,"'R36 Robert Gordon University' ","'Unknown' ",10
2008 ,"'R48 University of Roehampton' ","'Asian' ",200
2008 ,"'R48 University of Roehampton' ","'Black' ",375
2008 ,"'R48 University of Roehampton' ","'Mixed' ",130
2008 ,"'R48 University of Roehampton' ","'White' ",1140
2008 ,"'R48 University of Roehampton' ","'Other' ",50
2008 ,"'R48 University of Roehampton' ","'Unknown' ",25
2008 ,"'R51 Rose Bruford College' ","'Black' ",10
2008 ,"'R51 Rose Bruford College' ","'Mixed' ",10
2008 ,"'R51 Rose Bruford College' ","'White' ",185
