"Statistic:   Number of Acceptances"
"Variables:   Provider Name , Ethnic Group (Summary Level) , Cycle Year"
"Coverage:   Accepted through the main scheme and UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR4_012_02.pdf"
 
Cycle Year,Provider Name , Ethnic Group (Summary Level),Number of Acceptances,
2012 ,"'R90 Ruskin College Oxford' ","'White' ",5
2012 ,"'S01 SRUC - Scotland's Rural College' ","'Asian' ",5
2012 ,"'S01 SRUC - Scotland's Rural College' ","'Mixed' ",5
2012 ,"'S01 SRUC - Scotland's Rural College' ","'White' ",205
2012 ,"'S03 The University of Salford' ","'Asian' ",315
2012 ,"'S03 The University of Salford' ","'Black' ",225
2012 ,"'S03 The University of Salford' ","'Mixed' ",115
2012 ,"'S03 The University of Salford' ","'White' ",2375
2012 ,"'S03 The University of Salford' ","'Other' ",30
2012 ,"'S03 The University of Salford' ","'Unknown' ",20
2012 ,"'S05 SAE Institute' ","'Black' ",10
2012 ,"'S05 SAE Institute' ","'Mixed' ",10
2012 ,"'S05 SAE Institute' ","'White' ",60
2012 ,"'S05 SAE Institute' ","'Other' ",5
2012 ,"'S09 SOAS, University of London' ","'Asian' ",135
2012 ,"'S09 SOAS, University of London' ","'Black' ",50
2012 ,"'S09 SOAS, University of London' ","'Mixed' ",45
2012 ,"'S09 SOAS, University of London' ","'White' ",220
2012 ,"'S09 SOAS, University of London' ","'Other' ",35
2012 ,"'S09 SOAS, University of London' ","'Unknown' ",10
2012 ,"'S18 The University of Sheffield' ","'Asian' ",200
2012 ,"'S18 The University of Sheffield' ","'Black' ",70
2012 ,"'S18 The University of Sheffield' ","'Mixed' ",125
2012 ,"'S18 The University of Sheffield' ","'White' ",2980
2012 ,"'S18 The University of Sheffield' ","'Other' ",30
2012 ,"'S18 The University of Sheffield' ","'Unknown' ",20
2012 ,"'S21 Sheffield Hallam University' ","'Asian' ",345
2012 ,"'S21 Sheffield Hallam University' ","'Black' ",195
2012 ,"'S21 Sheffield Hallam University' ","'Mixed' ",170
2012 ,"'S21 Sheffield Hallam University' ","'White' ",5160
2012 ,"'S21 Sheffield Hallam University' ","'Other' ",45
2012 ,"'S21 Sheffield Hallam University' ","'Unknown' ",20
2012 ,"'S22 Sheffield College' ","'Asian' ",10
2012 ,"'S22 Sheffield College' ","'Mixed' ",10
2012 ,"'S22 Sheffield College' ","'White' ",100
2012 ,"'S26 Solihull College & University Centre' ","'Asian' ",10
2012 ,"'S26 Solihull College & University Centre' ","'Black' ",10
2012 ,"'S26 Solihull College & University Centre' ","'Mixed' ",5
2012 ,"'S26 Solihull College & University Centre' ","'White' ",75
2012 ,"'S27 University of Southampton' ","'Asian' ",220
2012 ,"'S27 University of Southampton' ","'Black' ",110
2012 ,"'S27 University of Southampton' ","'Mixed' ",125
2012 ,"'S27 University of Southampton' ","'White' ",2770
2012 ,"'S27 University of Southampton' ","'Other' ",30
2012 ,"'S27 University of Southampton' ","'Unknown' ",25
2012 ,"'S28 Somerset College' ","'Mixed' ",5
2012 ,"'S28 Somerset College' ","'White' ",150
2012 ,"'S30 Southampton Solent University' ","'Asian' ",110
2012 ,"'S30 Southampton Solent University' ","'Black' ",235
2012 ,"'S30 Southampton Solent University' ","'Mixed' ",140
2012 ,"'S30 Southampton Solent University' ","'White' ",2310
2012 ,"'S30 Southampton Solent University' ","'Other' ",20
2012 ,"'S30 Southampton Solent University' ","'Unknown' ",15
2012 ,"'S32 South Devon College' ","'White' ",20
2012 ,"'S34 Sparsholt College Hampshire' ","'Mixed' ",5
2012 ,"'S34 Sparsholt College Hampshire' ","'White' ",130
2012 ,"'S36 University of St Andrews' ","'Asian' ",40
2012 ,"'S36 University of St Andrews' ","'Black' ",5
2012 ,"'S36 University of St Andrews' ","'Mixed' ",25
2012 ,"'S36 University of St Andrews' ","'White' ",840
2012 ,"'S36 University of St Andrews' ","'Other' ",10
2012 ,"'S36 University of St Andrews' ","'Unknown' ",10
2012 ,"'S41 South Cheshire College' ","'White' ",5
2012 ,"'S42 South Downs College' ","'White' ",10
2012 ,"'S43 South Essex College, University Centre Southend and Thurrock' ","'Asian' ",10
2012 ,"'S43 South Essex College, University Centre Southend and Thurrock' ","'Black' ",25
2012 ,"'S43 South Essex College, University Centre Southend and Thurrock' ","'Mixed' ",15
2012 ,"'S43 South Essex College, University Centre Southend and Thurrock' ","'White' ",240
2012 ,"'S46 South Nottingham College (Central College, Nottingham)' ","'Asian' ",5
2012 ,"'S46 South Nottingham College (Central College, Nottingham)' ","'Black' ",5
2012 ,"'S46 South Nottingham College (Central College, Nottingham)' ","'White' ",55
2012 ,"'S49 St George's, University of London' ","'Asian' ",150
2012 ,"'S49 St George's, University of London' ","'Black' ",50
2012 ,"'S49 St George's, University of London' ","'Mixed' ",30
2012 ,"'S49 St George's, University of London' ","'White' ",250
2012 ,"'S49 St George's, University of London' ","'Other' ",15
2012 ,"'S49 St George's, University of London' ","'Unknown' ",15
2012 ,"'S51 University Centre St Helens' ","'Black' ",5
2012 ,"'S51 University Centre St Helens' ","'White' ",120
2012 ,"'S51 University Centre St Helens' ","'Unknown' ",5
2012 ,"'S52 South Tyneside College' ","'White' ",5
2012 ,"'S64 St Mary's University, Twickenham, London' ","'Asian' ",75
2012 ,"'S64 St Mary's University, Twickenham, London' ","'Black' ",105
2012 ,"'S64 St Mary's University, Twickenham, London' ","'Mixed' ",60
2012 ,"'S64 St Mary's University, Twickenham, London' ","'White' ",860
2012 ,"'S64 St Mary's University, Twickenham, London' ","'Other' ",25
2012 ,"'S64 St Mary's University, Twickenham, London' ","'Unknown' ",10
2012 ,"'S69 Stephenson College Coalville' ","'White' ",10
2012 ,"'S72 Staffordshire University' ","'Asian' ",230
2012 ,"'S72 Staffordshire University' ","'Black' ",170
2012 ,"'S72 Staffordshire University' ","'Mixed' ",100
2012 ,"'S72 Staffordshire University' ","'White' ",2230
2012 ,"'S72 Staffordshire University' ","'Other' ",25
2012 ,"'S72 Staffordshire University' ","'Unknown' ",10
2012 ,"'S74 Stratford upon Avon College' ","'White' ",20
2012 ,"'S75 The University of Stirling' ","'Asian' ",25
2012 ,"'S75 The University of Stirling' ","'Black' ",15
2012 ,"'S75 The University of Stirling' ","'Mixed' ",20
2012 ,"'S75 The University of Stirling' ","'White' ",1465
2012 ,"'S75 The University of Stirling' ","'Other' ",5
2012 ,"'S75 The University of Stirling' ","'Unknown' ",5
2012 ,"'S76 Stockport College' ","'Asian' ",15
2012 ,"'S76 Stockport College' ","'Black' ",5
2012 ,"'S76 Stockport College' ","'White' ",90
2012 ,"'S77 Stourbridge College' ","'White' ",25
2012 ,"'S78 The University of Strathclyde' ","'Asian' ",115
2012 ,"'S78 The University of Strathclyde' ","'Black' ",15
2012 ,"'S78 The University of Strathclyde' ","'Mixed' ",30
2012 ,"'S78 The University of Strathclyde' ","'White' ",2290
2012 ,"'S78 The University of Strathclyde' ","'Other' ",5
2012 ,"'S78 The University of Strathclyde' ","'Unknown' ",5
2012 ,"'S79 Stranmillis University College: A College of Queen's University Belfast' ","'White' ",200
2012 ,"'S82 University of Suffolk' ","'Asian' ",15
2012 ,"'S82 University of Suffolk' ","'Black' ",55
2012 ,"'S82 University of Suffolk' ","'Mixed' ",30
2012 ,"'S82 University of Suffolk' ","'White' ",830
2012 ,"'S82 University of Suffolk' ","'Other' ",5
2012 ,"'S82 University of Suffolk' ","'Unknown' ",5
2012 ,"'S84 University of Sunderland' ","'Asian' ",110
2012 ,"'S84 University of Sunderland' ","'Black' ",45
2012 ,"'S84 University of Sunderland' ","'Mixed' ",20
2012 ,"'S84 University of Sunderland' ","'White' ",1680
2012 ,"'S84 University of Sunderland' ","'Other' ",15
2012 ,"'S84 University of Sunderland' ","'Unknown' ",5
2012 ,"'S85 University of Surrey' ","'Asian' ",155
2012 ,"'S85 University of Surrey' ","'Black' ",125
2012 ,"'S85 University of Surrey' ","'Mixed' ",45
2012 ,"'S85 University of Surrey' ","'White' ",1100
2012 ,"'S85 University of Surrey' ","'Other' ",30
2012 ,"'S85 University of Surrey' ","'Unknown' ",5
2012 ,"'S90 University of Sussex' ","'Asian' ",90
2012 ,"'S90 University of Sussex' ","'Black' ",80
2012 ,"'S90 University of Sussex' ","'Mixed' ",130
2012 ,"'S90 University of Sussex' ","'White' ",1765
2012 ,"'S90 University of Sussex' ","'Other' ",30
2012 ,"'S90 University of Sussex' ","'Unknown' ",25
2012 ,"'S93 Swansea University' ","'Asian' ",45
2012 ,"'S93 Swansea University' ","'Black' ",30
2012 ,"'S93 Swansea University' ","'Mixed' ",30
2012 ,"'S93 Swansea University' ","'White' ",1735
2012 ,"'S93 Swansea University' ","'Other' ",10
2012 ,"'S93 Swansea University' ","'Unknown' ",5
2012 ,"'S96 University of Wales Trinity Saint David (UWTSD Swansea)' ","'Asian' ",30
2012 ,"'S96 University of Wales Trinity Saint David (UWTSD Swansea)' ","'Black' ",20
2012 ,"'S96 University of Wales Trinity Saint David (UWTSD Swansea)' ","'Mixed' ",20
2012 ,"'S96 University of Wales Trinity Saint David (UWTSD Swansea)' ","'White' ",855
2012 ,"'S96 University of Wales Trinity Saint David (UWTSD Swansea)' ","'Other' ",5
2012 ,"'S96 University of Wales Trinity Saint David (UWTSD Swansea)' ","'Unknown' ",5
2012 ,"'S98 Swindon College' ","'White' ",35
2012 ,"'T20 Teesside University' ","'Asian' ",120
2012 ,"'T20 Teesside University' ","'Black' ",70
2012 ,"'T20 Teesside University' ","'Mixed' ",55
2012 ,"'T20 Teesside University' ","'White' ",2560
2012 ,"'T20 Teesside University' ","'Other' ",20
2012 ,"'T20 Teesside University' ","'Unknown' ",15
2012 ,"'T60 Tottenham Hotspur Foundation' ","'White' ",5
2012 ,"'T80 University of Wales Trinity Saint David' ","'Asian' ",5
2012 ,"'T80 University of Wales Trinity Saint David' ","'Black' ",5
2012 ,"'T80 University of Wales Trinity Saint David' ","'Mixed' ",5
2012 ,"'T80 University of Wales Trinity Saint David' ","'White' ",555
2012 ,"'T80 University of Wales Trinity Saint David' ","'Unknown' ",10
2012 ,"'T85 Truro and Penwith College' ","'Mixed' ",5
2012 ,"'T85 Truro and Penwith College' ","'White' ",285
2012 ,"'T85 Truro and Penwith College' ","'Unknown' ",5
2012 ,"'T90 Tyne Metropolitan College' ","'White' ",20
2012 ,"'U20 Ulster University' ","'Asian' ",45
2012 ,"'U20 Ulster University' ","'Black' ",10
2012 ,"'U20 Ulster University' ","'Mixed' ",15
2012 ,"'U20 Ulster University' ","'White' ",4720
2012 ,"'U20 Ulster University' ","'Other' ",5
2012 ,"'U20 Ulster University' ","'Unknown' ",5
2012 ,"'U40 University of the West of Scotland' ","'Asian' ",140
2012 ,"'U40 University of the West of Scotland' ","'Black' ",65
2012 ,"'U40 University of the West of Scotland' ","'Mixed' ",30
2012 ,"'U40 University of the West of Scotland' ","'White' ",2920
2012 ,"'U40 University of the West of Scotland' ","'Other' ",10
2012 ,"'U40 University of the West of Scotland' ","'Unknown' ",10
2012 ,"'U65 University of the Arts London' ","'Asian' ",230
2012 ,"'U65 University of the Arts London' ","'Black' ",210
2012 ,"'U65 University of the Arts London' ","'Mixed' ",210
2012 ,"'U65 University of the Arts London' ","'White' ",1875
2012 ,"'U65 University of the Arts London' ","'Other' ",65
2012 ,"'U65 University of the Arts London' ","'Unknown' ",35
2012 ,"'U80 UCL (University College London)' ","'Asian' ",640
2012 ,"'U80 UCL (University College London)' ","'Black' ",80
2012 ,"'U80 UCL (University College London)' ","'Mixed' ",195
2012 ,"'U80 UCL (University College London)' ","'White' ",1485
2012 ,"'U80 UCL (University College London)' ","'Other' ",75
2012 ,"'U80 UCL (University College London)' ","'Unknown' ",25
2012 ,"'W05 The University of West London' ","'Asian' ",200
2012 ,"'W05 The University of West London' ","'Black' ",335
2012 ,"'W05 The University of West London' ","'Mixed' ",110
2012 ,"'W05 The University of West London' ","'White' ",735
2012 ,"'W05 The University of West London' ","'Other' ",45
2012 ,"'W05 The University of West London' ","'Unknown' ",15
2012 ,"'W08 Wakefield College' ","'Asian' ",5
2012 ,"'W08 Wakefield College' ","'Black' ",5
2012 ,"'W08 Wakefield College' ","'White' ",60
2012 ,"'W12 Walsall College' ","'Asian' ",5
2012 ,"'W12 Walsall College' ","'White' ",20
2012 ,"'W20 The University of Warwick' ","'Asian' ",355
2012 ,"'W20 The University of Warwick' ","'Black' ",85
2012 ,"'W20 The University of Warwick' ","'Mixed' ",110
2012 ,"'W20 The University of Warwick' ","'White' ",1840
2012 ,"'W20 The University of Warwick' ","'Other' ",35
2012 ,"'W20 The University of Warwick' ","'Unknown' ",25
2012 ,"'W25 Warwickshire College Group' ","'Asian' ",5
2012 ,"'W25 Warwickshire College Group' ","'Black' ",5
2012 ,"'W25 Warwickshire College Group' ","'Mixed' ",5
2012 ,"'W25 Warwickshire College Group' ","'White' ",165
2012 ,"'W35 College of West Anglia' ","'White' ",80
2012 ,"'W36 West Cheshire College' ","'White' ",10
2012 ,"'W50 University of Westminster, London' ","'Asian' ",765
2012 ,"'W50 University of Westminster, London' ","'Black' ",360
2012 ,"'W50 University of Westminster, London' ","'Mixed' ",140
2012 ,"'W50 University of Westminster, London' ","'White' ",1095
2012 ,"'W50 University of Westminster, London' ","'Other' ",180
2012 ,"'W50 University of Westminster, London' ","'Unknown' ",25
2012 ,"'W51 City of Westminster College' ","'Black' ",5
2012 ,"'W51 City of Westminster College' ","'White' ",5
2012 ,"'W65 West Thames College' ","'Asian' ",10
2012 ,"'W65 West Thames College' ","'Mixed' ",5
2012 ,"'W65 West Thames College' ","'White' ",55
2012 ,"'W65 West Thames College' ","'Other' ",5
2012 ,"'W67 Wigan and Leigh College' ","'White' ",125
2012 ,"'W73 Wirral Metropolitan College' ","'Asian' ",5
2012 ,"'W73 Wirral Metropolitan College' ","'White' ",65
2012 ,"'W74 Wiltshire College' ","'White' ",75
2012 ,"'W75 University of Wolverhampton' ","'Asian' ",825
2012 ,"'W75 University of Wolverhampton' ","'Black' ",450
2012 ,"'W75 University of Wolverhampton' ","'Mixed' ",150
2012 ,"'W75 University of Wolverhampton' ","'White' ",2075
2012 ,"'W75 University of Wolverhampton' ","'Other' ",45
2012 ,"'W75 University of Wolverhampton' ","'Unknown' ",25
2012 ,"'W76 University of Winchester' ","'Asian' ",45
2012 ,"'W76 University of Winchester' ","'Black' ",65
2012 ,"'W76 University of Winchester' ","'Mixed' ",45
2012 ,"'W76 University of Winchester' ","'White' ",1535
2012 ,"'W76 University of Winchester' ","'Other' ",15
2012 ,"'W76 University of Winchester' ","'Unknown' ",5
2012 ,"'W80 University of Worcester' ","'Asian' ",65
2012 ,"'W80 University of Worcester' ","'Black' ",65
2012 ,"'W80 University of Worcester' ","'Mixed' ",60
2012 ,"'W80 University of Worcester' ","'White' ",1850
2012 ,"'W80 University of Worcester' ","'Other' ",5
2012 ,"'W80 University of Worcester' ","'Unknown' ",10
2012 ,"'W81 Worcester College of Technology' ","'White' ",5
2012 ,"'W85 Writtle University College' ","'Black' ",5
2012 ,"'W85 Writtle University College' ","'Mixed' ",5
2012 ,"'W85 Writtle University College' ","'White' ",190
2012 ,"'Y50 University of York' ","'Asian' ",75
2012 ,"'Y50 University of York' ","'Black' ",45
2012 ,"'Y50 University of York' ","'Mixed' ",65
2012 ,"'Y50 University of York' ","'White' ",2535
2012 ,"'Y50 University of York' ","'Other' ",10
2012 ,"'Y50 University of York' ","'Unknown' ",30
2012 ,"'Y70 York College' ","'Asian' ",5
2012 ,"'Y70 York College' ","'White' ",135
2012 ,"'Y75 York St John University' ","'Asian' ",20
2012 ,"'Y75 York St John University' ","'Black' ",15
2012 ,"'Y75 York St John University' ","'Mixed' ",25
2012 ,"'Y75 York St John University' ","'White' ",1345
2012 ,"'Y80 Yorkshire Coast College of Further and Higher Education' ","'White' ",15
2013 ,"'A20 The University of Aberdeen' ","'Asian' ",50
2013 ,"'A20 The University of Aberdeen' ","'Black' ",15
2013 ,"'A20 The University of Aberdeen' ","'Mixed' ",25
2013 ,"'A20 The University of Aberdeen' ","'White' ",1040
2013 ,"'A20 The University of Aberdeen' ","'Other' ",5
2013 ,"'A20 The University of Aberdeen' ","'Unknown' ",5
2013 ,"'A30 Abertay University' ","'Asian' ",30
2013 ,"'A30 Abertay University' ","'Black' ",10
2013 ,"'A30 Abertay University' ","'Mixed' ",15
2013 ,"'A30 Abertay University' ","'White' ",820
2013 ,"'A30 Abertay University' ","'Unknown' ",5
2013 ,"'A40 Aberystwyth University' ","'Asian' ",30
2013 ,"'A40 Aberystwyth University' ","'Black' ",20
2013 ,"'A40 Aberystwyth University' ","'Mixed' ",30
2013 ,"'A40 Aberystwyth University' ","'White' ",1720
2013 ,"'A40 Aberystwyth University' ","'Other' ",5
2013 ,"'A40 Aberystwyth University' ","'Unknown' ",10
2013 ,"'A44 Accrington & Rossendale College' ","'Asian' ",5
2013 ,"'A44 Accrington & Rossendale College' ","'White' ",55
2013 ,"'A45 The College of Agriculture, Food and Rural Enterprise' ","'White' ",125
2013 ,"'A50 American InterContinental University - London' ","'Asian' ",5
2013 ,"'A50 American InterContinental University - London' ","'Black' ",5
2013 ,"'A50 American InterContinental University - London' ","'White' ",10
2013 ,"'A55 Amersham & Wycombe College' ","'White' ",20
2013 ,"'A60 Anglia Ruskin University' ","'Asian' ",210
2013 ,"'A60 Anglia Ruskin University' ","'Black' ",285
2013 ,"'A60 Anglia Ruskin University' ","'Mixed' ",120
2013 ,"'A60 Anglia Ruskin University' ","'White' ",2115
2013 ,"'A60 Anglia Ruskin University' ","'Other' ",25
2013 ,"'A60 Anglia Ruskin University' ","'Unknown' ",15
2013 ,"'A65 Anglo European College of Chiropractic' ","'Asian' ",5
2013 ,"'A65 Anglo European College of Chiropractic' ","'White' ",30
2013 ,"'A66 Arts University Bournemouth (formerly University College)' ","'Asian' ",30
2013 ,"'A66 Arts University Bournemouth (formerly University College)' ","'Black' ",20
2013 ,"'A66 Arts University Bournemouth (formerly University College)' ","'Mixed' ",40
2013 ,"'A66 Arts University Bournemouth (formerly University College)' ","'White' ",855
2013 ,"'A66 Arts University Bournemouth (formerly University College)' ","'Other' ",10
2013 ,"'A66 Arts University Bournemouth (formerly University College)' ","'Unknown' ",5
2013 ,"'A70 Askham Bryan College' ","'White' ",170
2013 ,"'A80 Aston University, Birmingham' ","'Asian' ",860
2013 ,"'A80 Aston University, Birmingham' ","'Black' ",185
2013 ,"'A80 Aston University, Birmingham' ","'Mixed' ",55
2013 ,"'A80 Aston University, Birmingham' ","'White' ",665
2013 ,"'A80 Aston University, Birmingham' ","'Other' ",30
2013 ,"'A80 Aston University, Birmingham' ","'Unknown' ",15
2013 ,"'B06 Bangor University' ","'Asian' ",35
2013 ,"'B06 Bangor University' ","'Black' ",15
2013 ,"'B06 Bangor University' ","'Mixed' ",40
2013 ,"'B06 Bangor University' ","'White' ",1820
2013 ,"'B06 Bangor University' ","'Other' ",5
2013 ,"'B06 Bangor University' ","'Unknown' ",10
2013 ,"'B09 Barnfield College, Luton' ","'Asian' ",15
2013 ,"'B09 Barnfield College, Luton' ","'Black' ",15
2013 ,"'B09 Barnfield College, Luton' ","'Mixed' ",5
2013 ,"'B09 Barnfield College, Luton' ","'White' ",35
2013 ,"'B11 Barking and Dagenham College' ","'Asian' ",5
2013 ,"'B11 Barking and Dagenham College' ","'Black' ",5
2013 ,"'B11 Barking and Dagenham College' ","'White' ",35
2013 ,"'B11 Barking and Dagenham College' ","'Unknown' ",5
2013 ,"'B15 Basingstoke College of Technology' ","'White' ",5
2013 ,"'B16 University of Bath' ","'Asian' ",125
2013 ,"'B16 University of Bath' ","'Black' ",40
2013 ,"'B16 University of Bath' ","'Mixed' ",95
2013 ,"'B16 University of Bath' ","'White' ",2075
2013 ,"'B16 University of Bath' ","'Other' ",20
2013 ,"'B16 University of Bath' ","'Unknown' ",15
2013 ,"'B20 Bath Spa University' ","'Asian' ",35
2013 ,"'B20 Bath Spa University' ","'Black' ",25
2013 ,"'B20 Bath Spa University' ","'Mixed' ",50
2013 ,"'B20 Bath Spa University' ","'White' ",1560
2013 ,"'B20 Bath Spa University' ","'Other' ",10
2013 ,"'B20 Bath Spa University' ","'Unknown' ",15
2013 ,"'B21 Bath College' ","'White' ",10
2013 ,"'B22 University of Bedfordshire' ","'Asian' ",300
2013 ,"'B22 University of Bedfordshire' ","'Black' ",595
2013 ,"'B22 University of Bedfordshire' ","'Mixed' ",95
2013 ,"'B22 University of Bedfordshire' ","'White' ",985
2013 ,"'B22 University of Bedfordshire' ","'Other' ",25
2013 ,"'B22 University of Bedfordshire' ","'Unknown' ",15
2013 ,"'B23 Bedford College' ","'Asian' ",5
2013 ,"'B23 Bedford College' ","'Black' ",10
2013 ,"'B23 Bedford College' ","'Mixed' ",5
2013 ,"'B23 Bedford College' ","'White' ",85
2013 ,"'B24 Birkbeck, University of London' ","'Asian' ",55
2013 ,"'B24 Birkbeck, University of London' ","'Black' ",140
2013 ,"'B24 Birkbeck, University of London' ","'Mixed' ",35
2013 ,"'B24 Birkbeck, University of London' ","'White' ",235
2013 ,"'B24 Birkbeck, University of London' ","'Other' ",30
2013 ,"'B24 Birkbeck, University of London' ","'Unknown' ",15
2013 ,"'B25 Birmingham City University' ","'Asian' ",1055
2013 ,"'B25 Birmingham City University' ","'Black' ",560
2013 ,"'B25 Birmingham City University' ","'Mixed' ",225
2013 ,"'B25 Birmingham City University' ","'White' ",2475
2013 ,"'B25 Birmingham City University' ","'Other' ",55
2013 ,"'B25 Birmingham City University' ","'Unknown' ",30
2013 ,"'B30 Birmingham Metropolitan College' ","'Asian' ",10
2013 ,"'B30 Birmingham Metropolitan College' ","'Black' ",5
2013 ,"'B30 Birmingham Metropolitan College' ","'Mixed' ",5
2013 ,"'B30 Birmingham Metropolitan College' ","'White' ",30
2013 ,"'B32 The University of Birmingham' ","'Asian' ",815
2013 ,"'B32 The University of Birmingham' ","'Black' ",225
2013 ,"'B32 The University of Birmingham' ","'Mixed' ",230
2013 ,"'B32 The University of Birmingham' ","'White' ",3625
2013 ,"'B32 The University of Birmingham' ","'Other' ",40
2013 ,"'B32 The University of Birmingham' ","'Unknown' ",30
2013 ,"'B35 University College Birmingham' ","'Asian' ",150
2013 ,"'B35 University College Birmingham' ","'Black' ",150
2013 ,"'B35 University College Birmingham' ","'Mixed' ",50
2013 ,"'B35 University College Birmingham' ","'White' ",505
2013 ,"'B35 University College Birmingham' ","'Other' ",15
2013 ,"'B35 University College Birmingham' ","'Unknown' ",5
2013 ,"'B36 Bexley College' ","'Black' ",20
2013 ,"'B36 Bexley College' ","'White' ",5
2013 ,"'B37 Bishop Burton College' ","'Mixed' ",5
2013 ,"'B37 Bishop Burton College' ","'White' ",190
2013 ,"'B38 Bishop Grosseteste University' ","'Asian' ",5
2013 ,"'B38 Bishop Grosseteste University' ","'Mixed' ",5
2013 ,"'B38 Bishop Grosseteste University' ","'White' ",525
2013 ,"'B39 BIMM' ","'Asian' ",5
2013 ,"'B39 BIMM' ","'Black' ",15
2013 ,"'B39 BIMM' ","'Mixed' ",45
2013 ,"'B39 BIMM' ","'White' ",740
2013 ,"'B39 BIMM' ","'Unknown' ",5
2013 ,"'B40 Blackburn College' ","'Asian' ",145
2013 ,"'B40 Blackburn College' ","'Black' ",20
2013 ,"'B40 Blackburn College' ","'Mixed' ",5
2013 ,"'B40 Blackburn College' ","'White' ",350
2013 ,"'B40 Blackburn College' ","'Other' ",10
2013 ,"'B40 Blackburn College' ","'Unknown' ",5
2013 ,"'B41 Blackpool and The Fylde College' ","'Asian' ",5
2013 ,"'B41 Blackpool and The Fylde College' ","'Mixed' ",5
2013 ,"'B41 Blackpool and The Fylde College' ","'White' ",560
2013 ,"'B41 Blackpool and The Fylde College' ","'Other' ",5
2013 ,"'B44 University of Bolton' ","'Asian' ",90
2013 ,"'B44 University of Bolton' ","'Black' ",105
2013 ,"'B44 University of Bolton' ","'Mixed' ",25
2013 ,"'B44 University of Bolton' ","'White' ",585
2013 ,"'B44 University of Bolton' ","'Other' ",20
2013 ,"'B44 University of Bolton' ","'Unknown' ",5
2013 ,"'B48 Bournville College' ","'Black' ",5
2013 ,"'B48 Bournville College' ","'White' ",15
2013 ,"'B49 Bournemouth and Poole College' ","'Asian' ",10
2013 ,"'B49 Bournemouth and Poole College' ","'Mixed' ",5
2013 ,"'B49 Bournemouth and Poole College' ","'White' ",85
2013 ,"'B50 Bournemouth University' ","'Asian' ",135
2013 ,"'B50 Bournemouth University' ","'Black' ",135
2013 ,"'B50 Bournemouth University' ","'Mixed' ",145
2013 ,"'B50 Bournemouth University' ","'White' ",3130
2013 ,"'B50 Bournemouth University' ","'Other' ",25
2013 ,"'B50 Bournemouth University' ","'Unknown' ",10
2013 ,"'B54 BPP University' ","'Asian' ",130
2013 ,"'B54 BPP University' ","'Black' ",65
2013 ,"'B54 BPP University' ","'Mixed' ",20
2013 ,"'B54 BPP University' ","'White' ",145
2013 ,"'B54 BPP University' ","'Other' ",30
2013 ,"'B54 BPP University' ","'Unknown' ",15
2013 ,"'B56 The University of Bradford' ","'Asian' ",950
2013 ,"'B56 The University of Bradford' ","'Black' ",175
2013 ,"'B56 The University of Bradford' ","'Mixed' ",45
2013 ,"'B56 The University of Bradford' ","'White' ",595
2013 ,"'B56 The University of Bradford' ","'Other' ",25
2013 ,"'B56 The University of Bradford' ","'Unknown' ",20
2013 ,"'B60 Bradford College' ","'Asian' ",235
2013 ,"'B60 Bradford College' ","'Black' ",35
2013 ,"'B60 Bradford College' ","'Mixed' ",15
2013 ,"'B60 Bradford College' ","'White' ",260
2013 ,"'B60 Bradford College' ","'Other' ",5
2013 ,"'B60 Bradford College' ","'Unknown' ",5
2013 ,"'B70 Bridgwater College' ","'White' ",75
2013 ,"'B72 University of Brighton' ","'Asian' ",145
2013 ,"'B72 University of Brighton' ","'Black' ",195
2013 ,"'B72 University of Brighton' ","'Mixed' ",150
2013 ,"'B72 University of Brighton' ","'White' ",2790
2013 ,"'B72 University of Brighton' ","'Other' ",55
2013 ,"'B72 University of Brighton' ","'Unknown' ",30
2013 ,"'B74 Brighton and Sussex Medical School' ","'Asian' ",15
2013 ,"'B74 Brighton and Sussex Medical School' ","'Black' ",5
2013 ,"'B74 Brighton and Sussex Medical School' ","'Mixed' ",10
2013 ,"'B74 Brighton and Sussex Medical School' ","'White' ",80
2013 ,"'B74 Brighton and Sussex Medical School' ","'Other' ",5
2013 ,"'B77 Bristol, City of Bristol College' ","'Asian' ",5
2013 ,"'B77 Bristol, City of Bristol College' ","'Black' ",5
2013 ,"'B77 Bristol, City of Bristol College' ","'Mixed' ",5
2013 ,"'B77 Bristol, City of Bristol College' ","'White' ",105
2013 ,"'B78 University of Bristol' ","'Asian' ",205
2013 ,"'B78 University of Bristol' ","'Black' ",40
2013 ,"'B78 University of Bristol' ","'Mixed' ",175
2013 ,"'B78 University of Bristol' ","'White' ",3365
2013 ,"'B78 University of Bristol' ","'Other' ",25
2013 ,"'B78 University of Bristol' ","'Unknown' ",35
2013 ,"'B80 Bristol, University of the West of England (UWE)' ","'Asian' ",245
2013 ,"'B80 Bristol, University of the West of England (UWE)' ","'Black' ",240
2013 ,"'B80 Bristol, University of the West of England (UWE)' ","'Mixed' ",200
2013 ,"'B80 Bristol, University of the West of England (UWE)' ","'White' ",4695
2013 ,"'B80 Bristol, University of the West of England (UWE)' ","'Other' ",40
2013 ,"'B80 Bristol, University of the West of England (UWE)' ","'Unknown' ",25
2013 ,"'B81 British College of Osteopathic Medicine' ","'White' ",15
2013 ,"'B83 Brooklands College' ","'White' ",15
2013 ,"'B84 Brunel University London' ","'Asian' ",605
2013 ,"'B84 Brunel University London' ","'Black' ",370
