"Statistic:   Number of Applicants"
"Variables:   Achieved A-Level point score , POLAR3 Quintile , Cycle Year"
"Coverage:   Applied before June deadline, UK domiciled (excluding Scotland) 18 year olds and hold at least 3 A levels"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR2_042_06.pdf"
 
Cycle Year,Achieved A-Level point score , POLAR3 Quintile,Number of Applicants,
2014 ,"'12 points' ","'POLAR3 Quintile 3' ",3450
2014 ,"'12 points' ","'POLAR3 Quintile 4' ",4635
2014 ,"'12 points' ","'POLAR3 Quintile 5' ",6370
2014 ,"'12 points' ","'Not assigned' ",25
2014 ,"'13 points' ","'POLAR3 Quintile 1' ",1260
2014 ,"'13 points' ","'POLAR3 Quintile 2' ",2155
2014 ,"'13 points' ","'POLAR3 Quintile 3' ",3045
2014 ,"'13 points' ","'POLAR3 Quintile 4' ",4230
2014 ,"'13 points' ","'POLAR3 Quintile 5' ",6465
2014 ,"'13 points' ","'Not assigned' ",15
2014 ,"'14 points' ","'POLAR3 Quintile 1' ",1020
2014 ,"'14 points' ","'POLAR3 Quintile 2' ",1780
2014 ,"'14 points' ","'POLAR3 Quintile 3' ",2570
2014 ,"'14 points' ","'POLAR3 Quintile 4' ",3820
2014 ,"'14 points' ","'POLAR3 Quintile 5' ",6175
2014 ,"'14 points' ","'Not assigned' ",30
2014 ,"'15 points' ","'POLAR3 Quintile 1' ",830
2014 ,"'15 points' ","'POLAR3 Quintile 2' ",1515
2014 ,"'15 points' ","'POLAR3 Quintile 3' ",2195
2014 ,"'15 points' ","'POLAR3 Quintile 4' ",3495
2014 ,"'15 points' ","'POLAR3 Quintile 5' ",6190
2014 ,"'15 points' ","'Not assigned' ",15
2014 ,"'16 points' ","'POLAR3 Quintile 1' ",570
2014 ,"'16 points' ","'POLAR3 Quintile 2' ",1005
2014 ,"'16 points' ","'POLAR3 Quintile 3' ",1580
2014 ,"'16 points' ","'POLAR3 Quintile 4' ",2695
2014 ,"'16 points' ","'POLAR3 Quintile 5' ",5020
2014 ,"'16 points' ","'Not assigned' ",20
2014 ,"'17 points' ","'POLAR3 Quintile 1' ",260
2014 ,"'17 points' ","'POLAR3 Quintile 2' ",645
2014 ,"'17 points' ","'POLAR3 Quintile 3' ",1000
2014 ,"'17 points' ","'POLAR3 Quintile 4' ",1625
2014 ,"'17 points' ","'POLAR3 Quintile 5' ",3420
2014 ,"'17 points' ","'Not assigned' ",5
2014 ,"'18 points' ","'POLAR3 Quintile 1' ",230
2014 ,"'18 points' ","'POLAR3 Quintile 2' ",450
2014 ,"'18 points' ","'POLAR3 Quintile 3' ",735
2014 ,"'18 points' ","'POLAR3 Quintile 4' ",1300
2014 ,"'18 points' ","'POLAR3 Quintile 5' ",2855
2014 ,"'18 points' ","'Not assigned' ",10
2015 ,"'3 points' ","'POLAR3 Quintile 1' ",35
2015 ,"'3 points' ","'POLAR3 Quintile 2' ",45
2015 ,"'3 points' ","'POLAR3 Quintile 3' ",50
2015 ,"'3 points' ","'POLAR3 Quintile 4' ",65
2015 ,"'3 points' ","'POLAR3 Quintile 5' ",55
2015 ,"'4 points' ","'POLAR3 Quintile 1' ",130
2015 ,"'4 points' ","'POLAR3 Quintile 2' ",170
2015 ,"'4 points' ","'POLAR3 Quintile 3' ",245
2015 ,"'4 points' ","'POLAR3 Quintile 4' ",250
2015 ,"'4 points' ","'POLAR3 Quintile 5' ",235
2015 ,"'5 points' ","'POLAR3 Quintile 1' ",340
2015 ,"'5 points' ","'POLAR3 Quintile 2' ",480
2015 ,"'5 points' ","'POLAR3 Quintile 3' ",595
2015 ,"'5 points' ","'POLAR3 Quintile 4' ",590
2015 ,"'5 points' ","'POLAR3 Quintile 5' ",635
2015 ,"'5 points' ","'Not assigned' ",10
2015 ,"'6 points' ","'POLAR3 Quintile 1' ",630
2015 ,"'6 points' ","'POLAR3 Quintile 2' ",945
2015 ,"'6 points' ","'POLAR3 Quintile 3' ",1145
2015 ,"'6 points' ","'POLAR3 Quintile 4' ",1200
2015 ,"'6 points' ","'POLAR3 Quintile 5' ",1370
2015 ,"'6 points' ","'Not assigned' ",10
2015 ,"'7 points' ","'POLAR3 Quintile 1' ",1040
2015 ,"'7 points' ","'POLAR3 Quintile 2' ",1485
2015 ,"'7 points' ","'POLAR3 Quintile 3' ",1855
2015 ,"'7 points' ","'POLAR3 Quintile 4' ",2035
2015 ,"'7 points' ","'POLAR3 Quintile 5' ",2215
2015 ,"'7 points' ","'Not assigned' ",15
2015 ,"'8 points' ","'POLAR3 Quintile 1' ",1415
2015 ,"'8 points' ","'POLAR3 Quintile 2' ",2130
2015 ,"'8 points' ","'POLAR3 Quintile 3' ",2585
2015 ,"'8 points' ","'POLAR3 Quintile 4' ",2885
2015 ,"'8 points' ","'POLAR3 Quintile 5' ",3280
2015 ,"'8 points' ","'Not assigned' ",25
2015 ,"'9 points' ","'POLAR3 Quintile 1' ",1775
2015 ,"'9 points' ","'POLAR3 Quintile 2' ",2445
2015 ,"'9 points' ","'POLAR3 Quintile 3' ",3230
2015 ,"'9 points' ","'POLAR3 Quintile 4' ",3825
2015 ,"'9 points' ","'POLAR3 Quintile 5' ",4475
2015 ,"'9 points' ","'Not assigned' ",25
2015 ,"'10 points' ","'POLAR3 Quintile 1' ",1875
2015 ,"'10 points' ","'POLAR3 Quintile 2' ",2760
2015 ,"'10 points' ","'POLAR3 Quintile 3' ",3550
2015 ,"'10 points' ","'POLAR3 Quintile 4' ",4445
2015 ,"'10 points' ","'POLAR3 Quintile 5' ",5270
2015 ,"'10 points' ","'Not assigned' ",40
2015 ,"'11 points' ","'POLAR3 Quintile 1' ",1740
2015 ,"'11 points' ","'POLAR3 Quintile 2' ",2665
2015 ,"'11 points' ","'POLAR3 Quintile 3' ",3670
2015 ,"'11 points' ","'POLAR3 Quintile 4' ",4720
2015 ,"'11 points' ","'POLAR3 Quintile 5' ",6045
2015 ,"'11 points' ","'Not assigned' ",35
2015 ,"'12 points' ","'POLAR3 Quintile 1' ",1605
2015 ,"'12 points' ","'POLAR3 Quintile 2' ",2550
2015 ,"'12 points' ","'POLAR3 Quintile 3' ",3570
2015 ,"'12 points' ","'POLAR3 Quintile 4' ",4765
2015 ,"'12 points' ","'POLAR3 Quintile 5' ",6710
2015 ,"'12 points' ","'Not assigned' ",50
2015 ,"'13 points' ","'POLAR3 Quintile 1' ",1310
2015 ,"'13 points' ","'POLAR3 Quintile 2' ",2235
2015 ,"'13 points' ","'POLAR3 Quintile 3' ",3195
2015 ,"'13 points' ","'POLAR3 Quintile 4' ",4370
2015 ,"'13 points' ","'POLAR3 Quintile 5' ",6655
2015 ,"'13 points' ","'Not assigned' ",35
2015 ,"'14 points' ","'POLAR3 Quintile 1' ",990
2015 ,"'14 points' ","'POLAR3 Quintile 2' ",1770
2015 ,"'14 points' ","'POLAR3 Quintile 3' ",2620
2015 ,"'14 points' ","'POLAR3 Quintile 4' ",3940
2015 ,"'14 points' ","'POLAR3 Quintile 5' ",6240
2015 ,"'14 points' ","'Not assigned' ",35
2015 ,"'15 points' ","'POLAR3 Quintile 1' ",855
2015 ,"'15 points' ","'POLAR3 Quintile 2' ",1490
2015 ,"'15 points' ","'POLAR3 Quintile 3' ",2215
2015 ,"'15 points' ","'POLAR3 Quintile 4' ",3610
2015 ,"'15 points' ","'POLAR3 Quintile 5' ",6010
2015 ,"'15 points' ","'Not assigned' ",25
2015 ,"'16 points' ","'POLAR3 Quintile 1' ",505
2015 ,"'16 points' ","'POLAR3 Quintile 2' ",1100
2015 ,"'16 points' ","'POLAR3 Quintile 3' ",1605
2015 ,"'16 points' ","'POLAR3 Quintile 4' ",2685
2015 ,"'16 points' ","'POLAR3 Quintile 5' ",5120
2015 ,"'16 points' ","'Not assigned' ",25
2015 ,"'17 points' ","'POLAR3 Quintile 1' ",315
2015 ,"'17 points' ","'POLAR3 Quintile 2' ",615
2015 ,"'17 points' ","'POLAR3 Quintile 3' ",985
2015 ,"'17 points' ","'POLAR3 Quintile 4' ",1725
2015 ,"'17 points' ","'POLAR3 Quintile 5' ",3500
2015 ,"'17 points' ","'Not assigned' ",15
2015 ,"'18 points' ","'POLAR3 Quintile 1' ",205
2015 ,"'18 points' ","'POLAR3 Quintile 2' ",435
2015 ,"'18 points' ","'POLAR3 Quintile 3' ",740
2015 ,"'18 points' ","'POLAR3 Quintile 4' ",1345
2015 ,"'18 points' ","'POLAR3 Quintile 5' ",2930
2015 ,"'18 points' ","'Not assigned' ",10
2016 ,"'3 points' ","'POLAR3 Quintile 1' ",30
2016 ,"'3 points' ","'POLAR3 Quintile 2' ",45
2016 ,"'3 points' ","'POLAR3 Quintile 3' ",60
2016 ,"'3 points' ","'POLAR3 Quintile 4' ",50
2016 ,"'3 points' ","'POLAR3 Quintile 5' ",60
2016 ,"'4 points' ","'POLAR3 Quintile 1' ",145
2016 ,"'4 points' ","'POLAR3 Quintile 2' ",210
2016 ,"'4 points' ","'POLAR3 Quintile 3' ",205
2016 ,"'4 points' ","'POLAR3 Quintile 4' ",230
2016 ,"'4 points' ","'POLAR3 Quintile 5' ",235
2016 ,"'4 points' ","'Not assigned' ",5
2016 ,"'5 points' ","'POLAR3 Quintile 1' ",360
2016 ,"'5 points' ","'POLAR3 Quintile 2' ",485
2016 ,"'5 points' ","'POLAR3 Quintile 3' ",590
2016 ,"'5 points' ","'POLAR3 Quintile 4' ",570
2016 ,"'5 points' ","'POLAR3 Quintile 5' ",665
2016 ,"'5 points' ","'Not assigned' ",15
2016 ,"'6 points' ","'POLAR3 Quintile 1' ",665
2016 ,"'6 points' ","'POLAR3 Quintile 2' ",900
2016 ,"'6 points' ","'POLAR3 Quintile 3' ",1120
2016 ,"'6 points' ","'POLAR3 Quintile 4' ",1175
2016 ,"'6 points' ","'POLAR3 Quintile 5' ",1380
2016 ,"'6 points' ","'Not assigned' ",15
2016 ,"'7 points' ","'POLAR3 Quintile 1' ",1095
2016 ,"'7 points' ","'POLAR3 Quintile 2' ",1455
2016 ,"'7 points' ","'POLAR3 Quintile 3' ",1840
2016 ,"'7 points' ","'POLAR3 Quintile 4' ",2010
2016 ,"'7 points' ","'POLAR3 Quintile 5' ",2260
2016 ,"'7 points' ","'Not assigned' ",30
2016 ,"'8 points' ","'POLAR3 Quintile 1' ",1430
2016 ,"'8 points' ","'POLAR3 Quintile 2' ",2030
2016 ,"'8 points' ","'POLAR3 Quintile 3' ",2480
2016 ,"'8 points' ","'POLAR3 Quintile 4' ",3015
2016 ,"'8 points' ","'POLAR3 Quintile 5' ",3295
2016 ,"'8 points' ","'Not assigned' ",50
2016 ,"'9 points' ","'POLAR3 Quintile 1' ",1740
2016 ,"'9 points' ","'POLAR3 Quintile 2' ",2510
2016 ,"'9 points' ","'POLAR3 Quintile 3' ",3215
2016 ,"'9 points' ","'POLAR3 Quintile 4' ",3765
2016 ,"'9 points' ","'POLAR3 Quintile 5' ",4480
2016 ,"'9 points' ","'Not assigned' ",60
2016 ,"'10 points' ","'POLAR3 Quintile 1' ",1865
2016 ,"'10 points' ","'POLAR3 Quintile 2' ",2710
2016 ,"'10 points' ","'POLAR3 Quintile 3' ",3510
2016 ,"'10 points' ","'POLAR3 Quintile 4' ",4315
2016 ,"'10 points' ","'POLAR3 Quintile 5' ",5360
2016 ,"'10 points' ","'Not assigned' ",65
2016 ,"'11 points' ","'POLAR3 Quintile 1' ",1725
2016 ,"'11 points' ","'POLAR3 Quintile 2' ",2780
2016 ,"'11 points' ","'POLAR3 Quintile 3' ",3635
2016 ,"'11 points' ","'POLAR3 Quintile 4' ",4670
2016 ,"'11 points' ","'POLAR3 Quintile 5' ",6055
2016 ,"'11 points' ","'Not assigned' ",65
2016 ,"'12 points' ","'POLAR3 Quintile 1' ",1630
2016 ,"'12 points' ","'POLAR3 Quintile 2' ",2570
2016 ,"'12 points' ","'POLAR3 Quintile 3' ",3655
2016 ,"'12 points' ","'POLAR3 Quintile 4' ",4830
2016 ,"'12 points' ","'POLAR3 Quintile 5' ",6715
2016 ,"'12 points' ","'Not assigned' ",75
2016 ,"'13 points' ","'POLAR3 Quintile 1' ",1300
2016 ,"'13 points' ","'POLAR3 Quintile 2' ",2290
2016 ,"'13 points' ","'POLAR3 Quintile 3' ",3120
2016 ,"'13 points' ","'POLAR3 Quintile 4' ",4470
2016 ,"'13 points' ","'POLAR3 Quintile 5' ",6575
2016 ,"'13 points' ","'Not assigned' ",60
2016 ,"'14 points' ","'POLAR3 Quintile 1' ",1055
2016 ,"'14 points' ","'POLAR3 Quintile 2' ",1800
2016 ,"'14 points' ","'POLAR3 Quintile 3' ",2680
2016 ,"'14 points' ","'POLAR3 Quintile 4' ",3790
2016 ,"'14 points' ","'POLAR3 Quintile 5' ",6315
2016 ,"'14 points' ","'Not assigned' ",55
2016 ,"'15 points' ","'POLAR3 Quintile 1' ",785
2016 ,"'15 points' ","'POLAR3 Quintile 2' ",1530
2016 ,"'15 points' ","'POLAR3 Quintile 3' ",2260
2016 ,"'15 points' ","'POLAR3 Quintile 4' ",3440
2016 ,"'15 points' ","'POLAR3 Quintile 5' ",6090
2016 ,"'15 points' ","'Not assigned' ",50
2016 ,"'16 points' ","'POLAR3 Quintile 1' ",530
2016 ,"'16 points' ","'POLAR3 Quintile 2' ",1025
2016 ,"'16 points' ","'POLAR3 Quintile 3' ",1680
2016 ,"'16 points' ","'POLAR3 Quintile 4' ",2720
2016 ,"'16 points' ","'POLAR3 Quintile 5' ",5070
2016 ,"'16 points' ","'Not assigned' ",40
2016 ,"'17 points' ","'POLAR3 Quintile 1' ",305
2016 ,"'17 points' ","'POLAR3 Quintile 2' ",580
2016 ,"'17 points' ","'POLAR3 Quintile 3' ",945
2016 ,"'17 points' ","'POLAR3 Quintile 4' ",1595
2016 ,"'17 points' ","'POLAR3 Quintile 5' ",3360
2016 ,"'17 points' ","'Not assigned' ",20
2016 ,"'18 points' ","'POLAR3 Quintile 1' ",185
2016 ,"'18 points' ","'POLAR3 Quintile 2' ",390
2016 ,"'18 points' ","'POLAR3 Quintile 3' ",645
2016 ,"'18 points' ","'POLAR3 Quintile 4' ",1150
2016 ,"'18 points' ","'POLAR3 Quintile 5' ",2755
2016 ,"'18 points' ","'Not assigned' ",15
