"Statistic:   Number of Acceptances"
"Variables:   Apply Centre Type , Age Band , Sex , Applicant Domicile (High Level) , Cycle Year"
"Coverage:   Applied before June deadline and UK domiciled 18/19 year olds"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR2_031_05.pdf"
 
Cycle Year,Apply Centre Type , Age Band , Sex , Applicant Domicile (High Level),Number of Acceptances,
2011 ,"'Academy' ","'18' ","'Women' ","'Scotland' ",10
2011 ,"'Academy' ","'18' ","'Women' ","'Wales' ",20
2011 ,"'Academy' ","'19' ","'Men' ","'England' ",5985
2011 ,"'Academy' ","'19' ","'Men' ","'Scotland' ",5
2011 ,"'Academy' ","'19' ","'Men' ","'Wales' ",5
2011 ,"'Academy' ","'19' ","'Women' ","'England' ",5725
2011 ,"'Academy' ","'19' ","'Women' ","'Scotland' ",5
2011 ,"'Further education' ","'18' ","'Men' ","'England' ",7745
2011 ,"'Further education' ","'18' ","'Men' ","'Northern Ireland' ",215
2011 ,"'Further education' ","'18' ","'Men' ","'Scotland' ",60
2011 ,"'Further education' ","'18' ","'Men' ","'Wales' ",505
2011 ,"'Further education' ","'18' ","'Women' ","'England' ",9520
2011 ,"'Further education' ","'18' ","'Women' ","'Northern Ireland' ",240
2011 ,"'Further education' ","'18' ","'Women' ","'Scotland' ",125
2011 ,"'Further education' ","'18' ","'Women' ","'Wales' ",720
2011 ,"'Further education' ","'19' ","'Men' ","'England' ",6685
2011 ,"'Further education' ","'19' ","'Men' ","'Northern Ireland' ",275
2011 ,"'Further education' ","'19' ","'Men' ","'Scotland' ",385
2011 ,"'Further education' ","'19' ","'Men' ","'Wales' ",400
2011 ,"'Further education' ","'19' ","'Women' ","'England' ",7635
2011 ,"'Further education' ","'19' ","'Women' ","'Northern Ireland' ",250
2011 ,"'Further education' ","'19' ","'Women' ","'Scotland' ",595
2011 ,"'Further education' ","'19' ","'Women' ","'Wales' ",510
2011 ,"'Grammar' ","'18' ","'Men' ","'England' ",1670
2011 ,"'Grammar' ","'18' ","'Men' ","'Northern Ireland' ",2800
2011 ,"'Grammar' ","'18' ","'Women' ","'England' ",1690
2011 ,"'Grammar' ","'18' ","'Women' ","'Northern Ireland' ",3245
2011 ,"'Grammar' ","'19' ","'Men' ","'England' ",290
2011 ,"'Grammar' ","'19' ","'Men' ","'Northern Ireland' ",365
2011 ,"'Grammar' ","'19' ","'Women' ","'England' ",320
2011 ,"'Grammar' ","'19' ","'Women' ","'Northern Ireland' ",360
2011 ,"'Independent' ","'18' ","'Men' ","'England' ",10565
2011 ,"'Independent' ","'18' ","'Men' ","'Northern Ireland' ",35
2011 ,"'Independent' ","'18' ","'Men' ","'Scotland' ",835
2011 ,"'Independent' ","'18' ","'Men' ","'Wales' ",215
2011 ,"'Independent' ","'18' ","'Women' ","'England' ",10350
2011 ,"'Independent' ","'18' ","'Women' ","'Northern Ireland' ",55
2011 ,"'Independent' ","'18' ","'Women' ","'Scotland' ",950
2011 ,"'Independent' ","'18' ","'Women' ","'Wales' ",240
2011 ,"'Independent' ","'19' ","'Men' ","'England' ",3425
2011 ,"'Independent' ","'19' ","'Men' ","'Northern Ireland' ",5
2011 ,"'Independent' ","'19' ","'Men' ","'Scotland' ",285
2011 ,"'Independent' ","'19' ","'Men' ","'Wales' ",65
2011 ,"'Independent' ","'19' ","'Women' ","'England' ",2840
2011 ,"'Independent' ","'19' ","'Women' ","'Northern Ireland' ",5
2011 ,"'Independent' ","'19' ","'Women' ","'Scotland' ",265
2011 ,"'Independent' ","'19' ","'Women' ","'Wales' ",60
2011 ,"'Sixth form college' ","'18' ","'Men' ","'England' ",17655
2011 ,"'Sixth form college' ","'18' ","'Men' ","'Northern Ireland' ",15
2011 ,"'Sixth form college' ","'18' ","'Men' ","'Wales' ",350
2011 ,"'Sixth form college' ","'18' ","'Women' ","'England' ",23900
2011 ,"'Sixth form college' ","'18' ","'Women' ","'Northern Ireland' ",20
2011 ,"'Sixth form college' ","'18' ","'Women' ","'Scotland' ",5
2011 ,"'Sixth form college' ","'18' ","'Women' ","'Wales' ",485
2011 ,"'Sixth form college' ","'19' ","'Men' ","'England' ",6945
2011 ,"'Sixth form college' ","'19' ","'Men' ","'Northern Ireland' ",30
2011 ,"'Sixth form college' ","'19' ","'Men' ","'Scotland' ",5
2011 ,"'Sixth form college' ","'19' ","'Men' ","'Wales' ",250
2011 ,"'Sixth form college' ","'19' ","'Women' ","'England' ",7785
2011 ,"'Sixth form college' ","'19' ","'Women' ","'Northern Ireland' ",25
2011 ,"'Sixth form college' ","'19' ","'Women' ","'Wales' ",280
2011 ,"'State' ","'18' ","'Men' ","'England' ",16405
2011 ,"'State' ","'18' ","'Men' ","'Northern Ireland' ",720
2011 ,"'State' ","'18' ","'Men' ","'Scotland' ",5125
2011 ,"'State' ","'18' ","'Men' ","'Wales' ",2945
2011 ,"'State' ","'18' ","'Women' ","'England' ",20210
2011 ,"'State' ","'18' ","'Women' ","'Northern Ireland' ",1160
2011 ,"'State' ","'18' ","'Women' ","'Scotland' ",6685
2011 ,"'State' ","'18' ","'Women' ","'Wales' ",3830
2011 ,"'State' ","'19' ","'Men' ","'England' ",5100
2011 ,"'State' ","'19' ","'Men' ","'Northern Ireland' ",115
2011 ,"'State' ","'19' ","'Men' ","'Scotland' ",475
2011 ,"'State' ","'19' ","'Men' ","'Wales' ",475
2011 ,"'State' ","'19' ","'Women' ","'England' ",4720
2011 ,"'State' ","'19' ","'Women' ","'Northern Ireland' ",165
2011 ,"'State' ","'19' ","'Women' ","'Scotland' ",500
2011 ,"'State' ","'19' ","'Women' ","'Wales' ",485
2011 ,"'Other' ","'18' ","'Men' ","'England' ",2480
2011 ,"'Other' ","'18' ","'Men' ","'Northern Ireland' ",25
2011 ,"'Other' ","'18' ","'Men' ","'Scotland' ",95
2011 ,"'Other' ","'18' ","'Men' ","'Wales' ",70
2011 ,"'Other' ","'18' ","'Women' ","'England' ",3460
2011 ,"'Other' ","'18' ","'Women' ","'Northern Ireland' ",55
2011 ,"'Other' ","'18' ","'Women' ","'Scotland' ",155
2011 ,"'Other' ","'18' ","'Women' ","'Wales' ",65
2011 ,"'Other' ","'19' ","'Men' ","'England' ",7805
2011 ,"'Other' ","'19' ","'Men' ","'Northern Ireland' ",230
2011 ,"'Other' ","'19' ","'Men' ","'Scotland' ",490
2011 ,"'Other' ","'19' ","'Men' ","'Wales' ",325
2011 ,"'Other' ","'19' ","'Women' ","'England' ",11245
2011 ,"'Other' ","'19' ","'Women' ","'Northern Ireland' ",355
2011 ,"'Other' ","'19' ","'Women' ","'Scotland' ",770
2011 ,"'Other' ","'19' ","'Women' ","'Wales' ",530
2012 ,"'Academy' ","'18' ","'Men' ","'England' ",25470
2012 ,"'Academy' ","'18' ","'Men' ","'Scotland' ",10
2012 ,"'Academy' ","'18' ","'Men' ","'Wales' ",45
2012 ,"'Academy' ","'18' ","'Women' ","'England' ",31845
2012 ,"'Academy' ","'18' ","'Women' ","'Scotland' ",15
2012 ,"'Academy' ","'18' ","'Women' ","'Wales' ",25
2012 ,"'Academy' ","'19' ","'Men' ","'England' ",4445
2012 ,"'Academy' ","'19' ","'Men' ","'Scotland' ",5
2012 ,"'Academy' ","'19' ","'Men' ","'Wales' ",5
2012 ,"'Academy' ","'19' ","'Women' ","'England' ",4665
2012 ,"'Academy' ","'19' ","'Women' ","'Scotland' ",5
2012 ,"'Academy' ","'19' ","'Women' ","'Wales' ",5
2012 ,"'Further education' ","'18' ","'Men' ","'England' ",7135
2012 ,"'Further education' ","'18' ","'Men' ","'Northern Ireland' ",185
2012 ,"'Further education' ","'18' ","'Men' ","'Scotland' ",45
2012 ,"'Further education' ","'18' ","'Men' ","'Wales' ",510
2012 ,"'Further education' ","'18' ","'Women' ","'England' ",8990
2012 ,"'Further education' ","'18' ","'Women' ","'Northern Ireland' ",175
2012 ,"'Further education' ","'18' ","'Women' ","'Scotland' ",115
2012 ,"'Further education' ","'18' ","'Women' ","'Wales' ",720
2012 ,"'Further education' ","'19' ","'Men' ","'England' ",5795
2012 ,"'Further education' ","'19' ","'Men' ","'Northern Ireland' ",225
2012 ,"'Further education' ","'19' ","'Men' ","'Scotland' ",415
2012 ,"'Further education' ","'19' ","'Men' ","'Wales' ",395
2012 ,"'Further education' ","'19' ","'Women' ","'England' ",6635
2012 ,"'Further education' ","'19' ","'Women' ","'Northern Ireland' ",235
2012 ,"'Further education' ","'19' ","'Women' ","'Scotland' ",675
2012 ,"'Further education' ","'19' ","'Women' ","'Wales' ",535
2012 ,"'Grammar' ","'18' ","'Men' ","'England' ",1560
2012 ,"'Grammar' ","'18' ","'Men' ","'Northern Ireland' ",2710
2012 ,"'Grammar' ","'18' ","'Women' ","'England' ",1625
2012 ,"'Grammar' ","'18' ","'Women' ","'Northern Ireland' ",3260
2012 ,"'Grammar' ","'19' ","'Men' ","'England' ",220
2012 ,"'Grammar' ","'19' ","'Men' ","'Northern Ireland' ",270
2012 ,"'Grammar' ","'19' ","'Women' ","'England' ",180
2012 ,"'Grammar' ","'19' ","'Women' ","'Northern Ireland' ",265
2012 ,"'Independent' ","'18' ","'Men' ","'England' ",10520
2012 ,"'Independent' ","'18' ","'Men' ","'Northern Ireland' ",40
2012 ,"'Independent' ","'18' ","'Men' ","'Scotland' ",835
2012 ,"'Independent' ","'18' ","'Men' ","'Wales' ",240
2012 ,"'Independent' ","'18' ","'Women' ","'England' ",10750
2012 ,"'Independent' ","'18' ","'Women' ","'Northern Ireland' ",50
2012 ,"'Independent' ","'18' ","'Women' ","'Scotland' ",915
2012 ,"'Independent' ","'18' ","'Women' ","'Wales' ",285
2012 ,"'Independent' ","'19' ","'Men' ","'England' ",2725
2012 ,"'Independent' ","'19' ","'Men' ","'Northern Ireland' ",5
2012 ,"'Independent' ","'19' ","'Men' ","'Scotland' ",320
2012 ,"'Independent' ","'19' ","'Men' ","'Wales' ",70
2012 ,"'Independent' ","'19' ","'Women' ","'England' ",2170
2012 ,"'Independent' ","'19' ","'Women' ","'Northern Ireland' ",5
2012 ,"'Independent' ","'19' ","'Women' ","'Scotland' ",260
2012 ,"'Independent' ","'19' ","'Women' ","'Wales' ",70
2012 ,"'Sixth form college' ","'18' ","'Men' ","'England' ",16755
2012 ,"'Sixth form college' ","'18' ","'Men' ","'Northern Ireland' ",10
2012 ,"'Sixth form college' ","'18' ","'Men' ","'Scotland' ",5
2012 ,"'Sixth form college' ","'18' ","'Men' ","'Wales' ",355
2012 ,"'Sixth form college' ","'18' ","'Women' ","'England' ",22820
2012 ,"'Sixth form college' ","'18' ","'Women' ","'Northern Ireland' ",15
2012 ,"'Sixth form college' ","'18' ","'Women' ","'Wales' ",500
2012 ,"'Sixth form college' ","'19' ","'Men' ","'England' ",6165
2012 ,"'Sixth form college' ","'19' ","'Men' ","'Northern Ireland' ",30
2012 ,"'Sixth form college' ","'19' ","'Men' ","'Scotland' ",5
2012 ,"'Sixth form college' ","'19' ","'Men' ","'Wales' ",245
2012 ,"'Sixth form college' ","'19' ","'Women' ","'England' ",6565
2012 ,"'Sixth form college' ","'19' ","'Women' ","'Northern Ireland' ",20
2012 ,"'Sixth form college' ","'19' ","'Women' ","'Scotland' ",5
2012 ,"'Sixth form college' ","'19' ","'Women' ","'Wales' ",250
2012 ,"'State' ","'18' ","'Men' ","'England' ",15060
2012 ,"'State' ","'18' ","'Men' ","'Northern Ireland' ",700
2012 ,"'State' ","'18' ","'Men' ","'Scotland' ",5035
2012 ,"'State' ","'18' ","'Men' ","'Wales' ",2900
2012 ,"'State' ","'18' ","'Women' ","'England' ",19220
2012 ,"'State' ","'18' ","'Women' ","'Northern Ireland' ",1180
2012 ,"'State' ","'18' ","'Women' ","'Scotland' ",6915
2012 ,"'State' ","'18' ","'Women' ","'Wales' ",3970
2012 ,"'State' ","'19' ","'Men' ","'England' ",3930
2012 ,"'State' ","'19' ","'Men' ","'Northern Ireland' ",115
2012 ,"'State' ","'19' ","'Men' ","'Scotland' ",525
2012 ,"'State' ","'19' ","'Men' ","'Wales' ",525
2012 ,"'State' ","'19' ","'Women' ","'England' ",3685
2012 ,"'State' ","'19' ","'Women' ","'Northern Ireland' ",165
2012 ,"'State' ","'19' ","'Women' ","'Scotland' ",515
2012 ,"'State' ","'19' ","'Women' ","'Wales' ",500
2012 ,"'Other' ","'18' ","'Men' ","'England' ",2330
2012 ,"'Other' ","'18' ","'Men' ","'Northern Ireland' ",20
2012 ,"'Other' ","'18' ","'Men' ","'Scotland' ",70
2012 ,"'Other' ","'18' ","'Men' ","'Wales' ",55
2012 ,"'Other' ","'18' ","'Women' ","'England' ",3255
2012 ,"'Other' ","'18' ","'Women' ","'Northern Ireland' ",60
2012 ,"'Other' ","'18' ","'Women' ","'Scotland' ",145
2012 ,"'Other' ","'18' ","'Women' ","'Wales' ",80
2012 ,"'Other' ","'19' ","'Men' ","'England' ",6600
2012 ,"'Other' ","'19' ","'Men' ","'Northern Ireland' ",250
2012 ,"'Other' ","'19' ","'Men' ","'Scotland' ",475
2012 ,"'Other' ","'19' ","'Men' ","'Wales' ",340
2012 ,"'Other' ","'19' ","'Women' ","'England' ",9405
2012 ,"'Other' ","'19' ","'Women' ","'Northern Ireland' ",320
2012 ,"'Other' ","'19' ","'Women' ","'Scotland' ",785
2012 ,"'Other' ","'19' ","'Women' ","'Wales' ",510
2013 ,"'Academy' ","'18' ","'Men' ","'England' ",27240
2013 ,"'Academy' ","'18' ","'Men' ","'Scotland' ",5
2013 ,"'Academy' ","'18' ","'Men' ","'Wales' ",25
2013 ,"'Academy' ","'18' ","'Women' ","'England' ",34020
2013 ,"'Academy' ","'18' ","'Women' ","'Scotland' ",10
2013 ,"'Academy' ","'18' ","'Women' ","'Wales' ",25
2013 ,"'Academy' ","'19' ","'Men' ","'England' ",5880
2013 ,"'Academy' ","'19' ","'Men' ","'Scotland' ",5
2013 ,"'Academy' ","'19' ","'Men' ","'Wales' ",5
2013 ,"'Academy' ","'19' ","'Women' ","'England' ",5985
2013 ,"'Academy' ","'19' ","'Women' ","'Scotland' ",5
2013 ,"'Academy' ","'19' ","'Women' ","'Wales' ",5
2013 ,"'Further education' ","'18' ","'Men' ","'England' ",7685
2013 ,"'Further education' ","'18' ","'Men' ","'Northern Ireland' ",195
2013 ,"'Further education' ","'18' ","'Men' ","'Scotland' ",40
2013 ,"'Further education' ","'18' ","'Men' ","'Wales' ",520
2013 ,"'Further education' ","'18' ","'Women' ","'England' ",9895
2013 ,"'Further education' ","'18' ","'Women' ","'Northern Ireland' ",155
2013 ,"'Further education' ","'18' ","'Women' ","'Scotland' ",80
2013 ,"'Further education' ","'18' ","'Women' ","'Wales' ",750
2013 ,"'Further education' ","'19' ","'Men' ","'England' ",6755
2013 ,"'Further education' ","'19' ","'Men' ","'Northern Ireland' ",280
2013 ,"'Further education' ","'19' ","'Men' ","'Scotland' ",295
2013 ,"'Further education' ","'19' ","'Men' ","'Wales' ",440
2013 ,"'Further education' ","'19' ","'Women' ","'England' ",7585
2013 ,"'Further education' ","'19' ","'Women' ","'Northern Ireland' ",305
2013 ,"'Further education' ","'19' ","'Women' ","'Scotland' ",570
2013 ,"'Further education' ","'19' ","'Women' ","'Wales' ",570
2013 ,"'Grammar' ","'18' ","'Men' ","'England' ",1700
2013 ,"'Grammar' ","'18' ","'Men' ","'Northern Ireland' ",2835
2013 ,"'Grammar' ","'18' ","'Women' ","'England' ",1670
2013 ,"'Grammar' ","'18' ","'Women' ","'Northern Ireland' ",3345
2013 ,"'Grammar' ","'19' ","'Men' ","'England' ",260
2013 ,"'Grammar' ","'19' ","'Men' ","'Northern Ireland' ",320
2013 ,"'Grammar' ","'19' ","'Women' ","'England' ",215
2013 ,"'Grammar' ","'19' ","'Women' ","'Northern Ireland' ",315
2013 ,"'Independent' ","'18' ","'Men' ","'England' ",10485
2013 ,"'Independent' ","'18' ","'Men' ","'Northern Ireland' ",40
2013 ,"'Independent' ","'18' ","'Men' ","'Scotland' ",850
2013 ,"'Independent' ","'18' ","'Men' ","'Wales' ",220
2013 ,"'Independent' ","'18' ","'Women' ","'England' ",10390
2013 ,"'Independent' ","'18' ","'Women' ","'Northern Ireland' ",55
2013 ,"'Independent' ","'18' ","'Women' ","'Scotland' ",935
2013 ,"'Independent' ","'18' ","'Women' ","'Wales' ",250
2013 ,"'Independent' ","'19' ","'Men' ","'England' ",3000
2013 ,"'Independent' ","'19' ","'Men' ","'Northern Ireland' ",5
2013 ,"'Independent' ","'19' ","'Men' ","'Scotland' ",295
2013 ,"'Independent' ","'19' ","'Men' ","'Wales' ",50
2013 ,"'Independent' ","'19' ","'Women' ","'England' ",2325
2013 ,"'Independent' ","'19' ","'Women' ","'Northern Ireland' ",5
2013 ,"'Independent' ","'19' ","'Women' ","'Scotland' ",240
2013 ,"'Independent' ","'19' ","'Women' ","'Wales' ",65
2013 ,"'Sixth form college' ","'18' ","'Men' ","'England' ",16955
2013 ,"'Sixth form college' ","'18' ","'Men' ","'Northern Ireland' ",45
2013 ,"'Sixth form college' ","'18' ","'Men' ","'Scotland' ",10
2013 ,"'Sixth form college' ","'18' ","'Men' ","'Wales' ",335
2013 ,"'Sixth form college' ","'18' ","'Women' ","'England' ",22965
2013 ,"'Sixth form college' ","'18' ","'Women' ","'Northern Ireland' ",5
2013 ,"'Sixth form college' ","'18' ","'Women' ","'Scotland' ",5
2013 ,"'Sixth form college' ","'18' ","'Women' ","'Wales' ",475
2013 ,"'Sixth form college' ","'19' ","'Men' ","'England' ",6885
2013 ,"'Sixth form college' ","'19' ","'Men' ","'Northern Ireland' ",25
2013 ,"'Sixth form college' ","'19' ","'Men' ","'Scotland' ",85
2013 ,"'Sixth form college' ","'19' ","'Men' ","'Wales' ",255
2013 ,"'Sixth form college' ","'19' ","'Women' ","'England' ",7495
2013 ,"'Sixth form college' ","'19' ","'Women' ","'Northern Ireland' ",30
2013 ,"'Sixth form college' ","'19' ","'Women' ","'Scotland' ",115
2013 ,"'Sixth form college' ","'19' ","'Women' ","'Wales' ",285
2013 ,"'State' ","'18' ","'Men' ","'England' ",15495
2013 ,"'State' ","'18' ","'Men' ","'Northern Ireland' ",755
2013 ,"'State' ","'18' ","'Men' ","'Scotland' ",5050
2013 ,"'State' ","'18' ","'Men' ","'Wales' ",2975
2013 ,"'State' ","'18' ","'Women' ","'England' ",19810
2013 ,"'State' ","'18' ","'Women' ","'Northern Ireland' ",1225
2013 ,"'State' ","'18' ","'Women' ","'Scotland' ",6930
2013 ,"'State' ","'18' ","'Women' ","'Wales' ",3905
2013 ,"'State' ","'19' ","'Men' ","'England' ",4550
2013 ,"'State' ","'19' ","'Men' ","'Northern Ireland' ",115
2013 ,"'State' ","'19' ","'Men' ","'Scotland' ",490
2013 ,"'State' ","'19' ","'Men' ","'Wales' ",500
2013 ,"'State' ","'19' ","'Women' ","'England' ",4370
2013 ,"'State' ","'19' ","'Women' ","'Northern Ireland' ",195
2013 ,"'State' ","'19' ","'Women' ","'Scotland' ",535
2013 ,"'State' ","'19' ","'Women' ","'Wales' ",470
2013 ,"'Other' ","'18' ","'Men' ","'England' ",2420
2013 ,"'Other' ","'18' ","'Men' ","'Northern Ireland' ",20
2013 ,"'Other' ","'18' ","'Men' ","'Scotland' ",75
2013 ,"'Other' ","'18' ","'Men' ","'Wales' ",55
2013 ,"'Other' ","'18' ","'Women' ","'England' ",3090
2013 ,"'Other' ","'18' ","'Women' ","'Northern Ireland' ",60
2013 ,"'Other' ","'18' ","'Women' ","'Scotland' ",140
2013 ,"'Other' ","'18' ","'Women' ","'Wales' ",75
2013 ,"'Other' ","'19' ","'Men' ","'England' ",7755
2013 ,"'Other' ","'19' ","'Men' ","'Northern Ireland' ",250
2013 ,"'Other' ","'19' ","'Men' ","'Scotland' ",490
2013 ,"'Other' ","'19' ","'Men' ","'Wales' ",320
2013 ,"'Other' ","'19' ","'Women' ","'England' ",10755
2013 ,"'Other' ","'19' ","'Women' ","'Northern Ireland' ",410
2013 ,"'Other' ","'19' ","'Women' ","'Scotland' ",745
2013 ,"'Other' ","'19' ","'Women' ","'Wales' ",545
2014 ,"'Academy' ","'18' ","'Men' ","'England' ",28045
2014 ,"'Academy' ","'18' ","'Men' ","'Scotland' ",5
2014 ,"'Academy' ","'18' ","'Men' ","'Wales' ",15
2014 ,"'Academy' ","'18' ","'Women' ","'England' ",34900
2014 ,"'Academy' ","'18' ","'Women' ","'Scotland' ",10
2014 ,"'Academy' ","'18' ","'Women' ","'Wales' ",25
2014 ,"'Academy' ","'19' ","'Men' ","'England' ",5900
2014 ,"'Academy' ","'19' ","'Men' ","'Scotland' ",5
2014 ,"'Academy' ","'19' ","'Men' ","'Wales' ",5
2014 ,"'Academy' ","'19' ","'Women' ","'England' ",6070
2014 ,"'Academy' ","'19' ","'Women' ","'Scotland' ",5
2014 ,"'Academy' ","'19' ","'Women' ","'Wales' ",5
2014 ,"'Further education' ","'18' ","'Men' ","'England' ",8265
2014 ,"'Further education' ","'18' ","'Men' ","'Northern Ireland' ",190
2014 ,"'Further education' ","'18' ","'Men' ","'Scotland' ",35
2014 ,"'Further education' ","'18' ","'Men' ","'Wales' ",580
2014 ,"'Further education' ","'18' ","'Women' ","'England' ",10395
2014 ,"'Further education' ","'18' ","'Women' ","'Northern Ireland' ",170
2014 ,"'Further education' ","'18' ","'Women' ","'Scotland' ",100
2014 ,"'Further education' ","'18' ","'Women' ","'Wales' ",800
2014 ,"'Further education' ","'19' ","'Men' ","'England' ",6855
2014 ,"'Further education' ","'19' ","'Men' ","'Northern Ireland' ",305
2014 ,"'Further education' ","'19' ","'Men' ","'Scotland' ",370
2014 ,"'Further education' ","'19' ","'Men' ","'Wales' ",410
2014 ,"'Further education' ","'19' ","'Women' ","'England' ",7700
2014 ,"'Further education' ","'19' ","'Women' ","'Northern Ireland' ",310
2014 ,"'Further education' ","'19' ","'Women' ","'Scotland' ",715
2014 ,"'Further education' ","'19' ","'Women' ","'Wales' ",535
2014 ,"'Grammar' ","'18' ","'Men' ","'England' ",1740
2014 ,"'Grammar' ","'18' ","'Men' ","'Northern Ireland' ",2670
2014 ,"'Grammar' ","'18' ","'Women' ","'England' ",1755
2014 ,"'Grammar' ","'18' ","'Women' ","'Northern Ireland' ",3225
2014 ,"'Grammar' ","'19' ","'Men' ","'England' ",255
2014 ,"'Grammar' ","'19' ","'Men' ","'Northern Ireland' ",335
2014 ,"'Grammar' ","'19' ","'Women' ","'England' ",225
2014 ,"'Grammar' ","'19' ","'Women' ","'Northern Ireland' ",255
2014 ,"'Independent' ","'18' ","'Men' ","'England' ",10500
2014 ,"'Independent' ","'18' ","'Men' ","'Northern Ireland' ",45
2014 ,"'Independent' ","'18' ","'Men' ","'Scotland' ",875
2014 ,"'Independent' ","'18' ","'Men' ","'Wales' ",230
2014 ,"'Independent' ","'18' ","'Women' ","'England' ",10420
2014 ,"'Independent' ","'18' ","'Women' ","'Northern Ireland' ",45
2014 ,"'Independent' ","'18' ","'Women' ","'Scotland' ",965
2014 ,"'Independent' ","'18' ","'Women' ","'Wales' ",275
2014 ,"'Independent' ","'19' ","'Men' ","'England' ",2890
2014 ,"'Independent' ","'19' ","'Men' ","'Northern Ireland' ",5
2014 ,"'Independent' ","'19' ","'Men' ","'Scotland' ",300
2014 ,"'Independent' ","'19' ","'Men' ","'Wales' ",55
2014 ,"'Independent' ","'19' ","'Women' ","'England' ",2470
2014 ,"'Independent' ","'19' ","'Women' ","'Northern Ireland' ",5
2014 ,"'Independent' ","'19' ","'Women' ","'Scotland' ",250
2014 ,"'Independent' ","'19' ","'Women' ","'Wales' ",80
2014 ,"'Sixth form college' ","'18' ","'Men' ","'England' ",17305
2014 ,"'Sixth form college' ","'18' ","'Men' ","'Northern Ireland' ",45
2014 ,"'Sixth form college' ","'18' ","'Men' ","'Wales' ",360
2014 ,"'Sixth form college' ","'18' ","'Women' ","'England' ",23465
2014 ,"'Sixth form college' ","'18' ","'Women' ","'Northern Ireland' ",10
2014 ,"'Sixth form college' ","'18' ","'Women' ","'Scotland' ",10
2014 ,"'Sixth form college' ","'18' ","'Women' ","'Wales' ",610
2014 ,"'Sixth form college' ","'19' ","'Men' ","'England' ",7030
2014 ,"'Sixth form college' ","'19' ","'Men' ","'Northern Ireland' ",40
2014 ,"'Sixth form college' ","'19' ","'Men' ","'Scotland' ",5
2014 ,"'Sixth form college' ","'19' ","'Men' ","'Wales' ",290
2014 ,"'Sixth form college' ","'19' ","'Women' ","'England' ",7785
2014 ,"'Sixth form college' ","'19' ","'Women' ","'Northern Ireland' ",40
2014 ,"'Sixth form college' ","'19' ","'Women' ","'Scotland' ",5
2014 ,"'Sixth form college' ","'19' ","'Women' ","'Wales' ",350
2014 ,"'State' ","'18' ","'Men' ","'England' ",16185
2014 ,"'State' ","'18' ","'Men' ","'Northern Ireland' ",745
2014 ,"'State' ","'18' ","'Men' ","'Scotland' ",4980
2014 ,"'State' ","'18' ","'Men' ","'Wales' ",3045
2014 ,"'State' ","'18' ","'Women' ","'England' ",20545
2014 ,"'State' ","'18' ","'Women' ","'Northern Ireland' ",1195
2014 ,"'State' ","'18' ","'Women' ","'Scotland' ",7065
2014 ,"'State' ","'18' ","'Women' ","'Wales' ",3860
2014 ,"'State' ","'19' ","'Men' ","'England' ",4535
2014 ,"'State' ","'19' ","'Men' ","'Northern Ireland' ",120
2014 ,"'State' ","'19' ","'Men' ","'Scotland' ",570
2014 ,"'State' ","'19' ","'Men' ","'Wales' ",520
2014 ,"'State' ","'19' ","'Women' ","'England' ",4450
2014 ,"'State' ","'19' ","'Women' ","'Northern Ireland' ",215
2014 ,"'State' ","'19' ","'Women' ","'Scotland' ",575
2014 ,"'State' ","'19' ","'Women' ","'Wales' ",520
2014 ,"'Other' ","'18' ","'Men' ","'England' ",2550
2014 ,"'Other' ","'18' ","'Men' ","'Northern Ireland' ",25
2014 ,"'Other' ","'18' ","'Men' ","'Scotland' ",75
2014 ,"'Other' ","'18' ","'Men' ","'Wales' ",90
2014 ,"'Other' ","'18' ","'Women' ","'England' ",3435
2014 ,"'Other' ","'18' ","'Women' ","'Northern Ireland' ",80
2014 ,"'Other' ","'18' ","'Women' ","'Scotland' ",110
2014 ,"'Other' ","'18' ","'Women' ","'Wales' ",90
2014 ,"'Other' ","'19' ","'Men' ","'England' ",7915
2014 ,"'Other' ","'19' ","'Men' ","'Northern Ireland' ",265
2014 ,"'Other' ","'19' ","'Men' ","'Scotland' ",415
2014 ,"'Other' ","'19' ","'Men' ","'Wales' ",365
2014 ,"'Other' ","'19' ","'Women' ","'England' ",11225
2014 ,"'Other' ","'19' ","'Women' ","'Northern Ireland' ",370
2014 ,"'Other' ","'19' ","'Women' ","'Scotland' ",725
2014 ,"'Other' ","'19' ","'Women' ","'Wales' ",555
2015 ,"'Academy' ","'18' ","'Men' ","'England' ",29325
2015 ,"'Academy' ","'18' ","'Men' ","'Scotland' ",30
2015 ,"'Academy' ","'18' ","'Men' ","'Wales' ",20
2015 ,"'Academy' ","'18' ","'Women' ","'England' ",37750
2015 ,"'Academy' ","'18' ","'Women' ","'Northern Ireland' ",5
2015 ,"'Academy' ","'18' ","'Women' ","'Scotland' ",40
2015 ,"'Academy' ","'18' ","'Women' ","'Wales' ",25
2015 ,"'Academy' ","'19' ","'Men' ","'England' ",6310
2015 ,"'Academy' ","'19' ","'Men' ","'Scotland' ",5
2015 ,"'Academy' ","'19' ","'Men' ","'Wales' ",5
2015 ,"'Academy' ","'19' ","'Women' ","'England' ",6320
2015 ,"'Academy' ","'19' ","'Women' ","'Scotland' ",5
2015 ,"'Academy' ","'19' ","'Women' ","'Wales' ",5
2015 ,"'Further education' ","'18' ","'Men' ","'England' ",8320
