"Statistic:   Number of Acceptances"
"Variables:   Provider Name , Applicant Domicile (High Level) , Cycle Year"
"Coverage:   Accepted through the main scheme and UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR4_004_02.pdf"
 
Cycle Year,Provider Name , Applicant Domicile (High Level),Number of Acceptances,
2009 ,"'G50 The University of Gloucestershire' ","'Scotland' ",10
2009 ,"'G50 The University of Gloucestershire' ","'Wales' ",60
2009 ,"'G56 Goldsmiths, University of London' ","'England' ",1285
2009 ,"'G56 Goldsmiths, University of London' ","'Northern Ireland' ",5
2009 ,"'G56 Goldsmiths, University of London' ","'Scotland' ",10
2009 ,"'G56 Goldsmiths, University of London' ","'Wales' ",20
2009 ,"'G70 University of Greenwich' ","'England' ",2840
2009 ,"'G70 University of Greenwich' ","'Northern Ireland' ",5
2009 ,"'G70 University of Greenwich' ","'Scotland' ",10
2009 ,"'G70 University of Greenwich' ","'Wales' ",10
2009 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'England' ",20
2009 ,"'G80 University Centre Grimsby' ","'England' ",145
2009 ,"'G90 Guildford College' ","'England' ",130
2009 ,"'H12 Harper Adams University' ","'England' ",500
2009 ,"'H12 Harper Adams University' ","'Northern Ireland' ",15
2009 ,"'H12 Harper Adams University' ","'Scotland' ",10
2009 ,"'H12 Harper Adams University' ","'Wales' ",45
2009 ,"'H14 Havering College of Further and Higher Education' ","'England' ",115
2009 ,"'H18 Hereford College of Arts' ","'England' ",105
2009 ,"'H18 Hereford College of Arts' ","'Wales' ",10
2009 ,"'H24 Heriot-Watt University, Edinburgh' ","'England' ",165
2009 ,"'H24 Heriot-Watt University, Edinburgh' ","'Northern Ireland' ",75
2009 ,"'H24 Heriot-Watt University, Edinburgh' ","'Scotland' ",1110
2009 ,"'H24 Heriot-Watt University, Edinburgh' ","'Wales' ",5
2009 ,"'H36 University of Hertfordshire' ","'England' ",4840
2009 ,"'H36 University of Hertfordshire' ","'Northern Ireland' ",10
2009 ,"'H36 University of Hertfordshire' ","'Scotland' ",10
2009 ,"'H36 University of Hertfordshire' ","'Wales' ",10
2009 ,"'H39 Highbury College' ","'England' ",15
2009 ,"'H48 Heythrop College (University of London)' ","'England' ",120
2009 ,"'H49 University of the Highlands and Islands' ","'Scotland' ",80
2009 ,"'H54 Hopwood Hall College' ","'England' ",20
2009 ,"'H60 The University of Huddersfield' ","'England' ",3355
2009 ,"'H60 The University of Huddersfield' ","'Northern Ireland' ",15
2009 ,"'H60 The University of Huddersfield' ","'Scotland' ",5
2009 ,"'H60 The University of Huddersfield' ","'Wales' ",25
2009 ,"'H72 The University of Hull' ","'England' ",3330
2009 ,"'H72 The University of Hull' ","'Northern Ireland' ",5
2009 ,"'H72 The University of Hull' ","'Scotland' ",10
2009 ,"'H72 The University of Hull' ","'Wales' ",15
2009 ,"'H73 Hull College' ","'England' ",365
2009 ,"'H73 Hull College' ","'Scotland' ",10
2009 ,"'H75 Hull York Medical School' ","'England' ",130
2009 ,"'I50 Imperial College London' ","'England' ",1225
2009 ,"'I50 Imperial College London' ","'Northern Ireland' ",20
2009 ,"'I50 Imperial College London' ","'Scotland' ",30
2009 ,"'I50 Imperial College London' ","'Wales' ",40
2009 ,"'I60 Islamic College for Advanced Studies' ","'England' ",10
2009 ,"'K12 Keele University' ","'England' ",1800
2009 ,"'K12 Keele University' ","'Northern Ireland' ",5
2009 ,"'K12 Keele University' ","'Scotland' ",5
2009 ,"'K12 Keele University' ","'Wales' ",60
2009 ,"'K24 The University of Kent' ","'England' ",3405
2009 ,"'K24 The University of Kent' ","'Northern Ireland' ",10
2009 ,"'K24 The University of Kent' ","'Scotland' ",5
2009 ,"'K24 The University of Kent' ","'Wales' ",20
2009 ,"'K60 King's College London (University of London)' ","'England' ",2715
2009 ,"'K60 King's College London (University of London)' ","'Northern Ireland' ",15
2009 ,"'K60 King's College London (University of London)' ","'Scotland' ",20
2009 ,"'K60 King's College London (University of London)' ","'Wales' ",45
2009 ,"'K84 Kingston University' ","'England' ",5005
2009 ,"'K84 Kingston University' ","'Northern Ireland' ",20
2009 ,"'K84 Kingston University' ","'Scotland' ",20
2009 ,"'K84 Kingston University' ","'Wales' ",40
2009 ,"'L07 The University of Wales, Lampeter' ","'England' ",105
2009 ,"'L07 The University of Wales, Lampeter' ","'Wales' ",70
2009 ,"'L14 Lancaster University' ","'England' ",2160
2009 ,"'L14 Lancaster University' ","'Northern Ireland' ",15
2009 ,"'L14 Lancaster University' ","'Wales' ",45
2009 ,"'L21 Leeds City College' ","'England' ",35
2009 ,"'L23 University of Leeds' ","'England' ",5720
2009 ,"'L23 University of Leeds' ","'Northern Ireland' ",35
2009 ,"'L23 University of Leeds' ","'Scotland' ",45
2009 ,"'L23 University of Leeds' ","'Wales' ",95
2009 ,"'L24 Leeds Trinity University' ","'England' ",730
2009 ,"'L24 Leeds Trinity University' ","'Northern Ireland' ",5
2009 ,"'L24 Leeds Trinity University' ","'Wales' ",5
2009 ,"'L27 Leeds Beckett University' ","'England' ",5865
2009 ,"'L27 Leeds Beckett University' ","'Northern Ireland' ",60
2009 ,"'L27 Leeds Beckett University' ","'Scotland' ",20
2009 ,"'L27 Leeds Beckett University' ","'Wales' ",75
2009 ,"'L28 Leeds College of Art' ","'England' ",445
2009 ,"'L28 Leeds College of Art' ","'Northern Ireland' ",5
2009 ,"'L28 Leeds College of Art' ","'Scotland' ",5
2009 ,"'L30 Leeds College of Music (UCAS)' ","'England' ",135
2009 ,"'L30 Leeds College of Music (UCAS)' ","'Wales' ",5
2009 ,"'L34 University of Leicester' ","'England' ",2040
2009 ,"'L34 University of Leicester' ","'Northern Ireland' ",10
2009 ,"'L34 University of Leicester' ","'Scotland' ",5
2009 ,"'L34 University of Leicester' ","'Wales' ",45
2009 ,"'L36 Leicester College' ","'England' ",75
2009 ,"'L39 University of Lincoln' ","'England' ",2685
2009 ,"'L39 University of Lincoln' ","'Northern Ireland' ",15
2009 ,"'L39 University of Lincoln' ","'Scotland' ",5
2009 ,"'L39 University of Lincoln' ","'Wales' ",15
2009 ,"'L41 The University of Liverpool' ","'England' ",3070
2009 ,"'L41 The University of Liverpool' ","'Northern Ireland' ",150
2009 ,"'L41 The University of Liverpool' ","'Scotland' ",10
2009 ,"'L41 The University of Liverpool' ","'Wales' ",170
2009 ,"'L42 Lincoln College' ","'England' ",20
2009 ,"'L43 The City of Liverpool College' ","'England' ",70
2009 ,"'L46 Liverpool Hope University' ","'England' ",1060
2009 ,"'L46 Liverpool Hope University' ","'Northern Ireland' ",125
2009 ,"'L46 Liverpool Hope University' ","'Wales' ",30
2009 ,"'L48 The Liverpool Institute for Performing Arts' ","'England' ",130
2009 ,"'L48 The Liverpool Institute for Performing Arts' ","'Northern Ireland' ",5
2009 ,"'L48 The Liverpool Institute for Performing Arts' ","'Wales' ",10
2009 ,"'L51 Liverpool John Moores University (LJMU)' ","'England' ",4325
2009 ,"'L51 Liverpool John Moores University (LJMU)' ","'Northern Ireland' ",430
2009 ,"'L51 Liverpool John Moores University (LJMU)' ","'Scotland' ",15
2009 ,"'L51 Liverpool John Moores University (LJMU)' ","'Wales' ",250
2009 ,"'L53 Coleg Llandrillo' ","'Wales' ",50
2009 ,"'L62 The London College, UCK' ","'England' ",65
2009 ,"'L62 The London College, UCK' ","'Scotland' ",5
2009 ,"'L68 London Metropolitan University' ","'England' ",1695
2009 ,"'L68 London Metropolitan University' ","'Northern Ireland' ",15
2009 ,"'L68 London Metropolitan University' ","'Scotland' ",10
2009 ,"'L68 London Metropolitan University' ","'Wales' ",25
2009 ,"'L70 London School of Commerce' ","'England' ",5
2009 ,"'L72 London School of Economics and Political Science (University of London)' ","'England' ",750
2009 ,"'L72 London School of Economics and Political Science (University of London)' ","'Northern Ireland' ",10
2009 ,"'L72 London School of Economics and Political Science (University of London)' ","'Scotland' ",5
2009 ,"'L72 London School of Economics and Political Science (University of London)' ","'Wales' ",20
2009 ,"'L75 London South Bank University' ","'England' ",1945
2009 ,"'L75 London South Bank University' ","'Northern Ireland' ",5
2009 ,"'L75 London South Bank University' ","'Scotland' ",5
2009 ,"'L75 London South Bank University' ","'Wales' ",15
2009 ,"'L77 Loughborough College' ","'England' ",195
2009 ,"'L77 Loughborough College' ","'Scotland' ",5
2009 ,"'L79 Loughborough University' ","'England' ",2790
2009 ,"'L79 Loughborough University' ","'Northern Ireland' ",20
2009 ,"'L79 Loughborough University' ","'Scotland' ",30
2009 ,"'L79 Loughborough University' ","'Wales' ",70
2009 ,"'M10 The Manchester College' ","'England' ",60
2009 ,"'M20 The University of Manchester' ","'England' ",6140
2009 ,"'M20 The University of Manchester' ","'Northern Ireland' ",140
2009 ,"'M20 The University of Manchester' ","'Scotland' ",45
2009 ,"'M20 The University of Manchester' ","'Wales' ",205
2009 ,"'M40 The Manchester Metropolitan University' ","'England' ",6995
2009 ,"'M40 The Manchester Metropolitan University' ","'Northern Ireland' ",105
2009 ,"'M40 The Manchester Metropolitan University' ","'Scotland' ",35
2009 ,"'M40 The Manchester Metropolitan University' ","'Wales' ",160
2009 ,"'M60 Matthew Boulton College of Further and Higher Education' ","'England' ",20
2009 ,"'M62 Medway School of Pharmacy' ","'England' ",105
2009 ,"'M77 Mid Cheshire College' ","'England' ",10
2009 ,"'M80 Middlesex University' ","'England' ",2885
2009 ,"'M80 Middlesex University' ","'Northern Ireland' ",10
2009 ,"'M80 Middlesex University' ","'Scotland' ",10
2009 ,"'M80 Middlesex University' ","'Wales' ",20
2009 ,"'M95 Mountview Academy of Theatre Arts' ","'England' ",25
2009 ,"'M95 Mountview Academy of Theatre Arts' ","'Wales' ",5
2009 ,"'M99 Myerscough College' ","'England' ",260
2009 ,"'M99 Myerscough College' ","'Scotland' ",5
2009 ,"'M99 Myerscough College' ","'Wales' ",5
2009 ,"'N07 Napier University, Edinburgh' ","'England' ",155
2009 ,"'N07 Napier University, Edinburgh' ","'Northern Ireland' ",55
2009 ,"'N07 Napier University, Edinburgh' ","'Scotland' ",1640
2009 ,"'N07 Napier University, Edinburgh' ","'Wales' ",5
2009 ,"'N11 Nazarene Theological College' ","'England' ",10
2009 ,"'N13 NPTC Group' ","'Wales' ",95
2009 ,"'N21 Newcastle University' ","'England' ",3340
2009 ,"'N21 Newcastle University' ","'Northern Ireland' ",135
2009 ,"'N21 Newcastle University' ","'Scotland' ",125
2009 ,"'N21 Newcastle University' ","'Wales' ",40
2009 ,"'N23 Newcastle College' ","'England' ",845
2009 ,"'N23 Newcastle College' ","'Northern Ireland' ",5
2009 ,"'N23 Newcastle College' ","'Scotland' ",10
2009 ,"'N28 New College Durham' ","'England' ",65
2009 ,"'N30 New College Nottingham' ","'England' ",165
2009 ,"'N33 New College Stamford' ","'England' ",5
2009 ,"'N36 Newman University, Birmingham' ","'England' ",620
2009 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'England' ",320
2009 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'Northern Ireland' ",5
2009 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'Wales' ",755
2009 ,"'N38 University of Northampton' ","'England' ",2435
2009 ,"'N38 University of Northampton' ","'Northern Ireland' ",5
2009 ,"'N38 University of Northampton' ","'Scotland' ",5
2009 ,"'N38 University of Northampton' ","'Wales' ",20
2009 ,"'N39 Norwich University Of The Arts' ","'England' ",515
2009 ,"'N39 Norwich University Of The Arts' ","'Wales' ",5
2009 ,"'N41 Northbrook College Sussex' ","'England' ",155
2009 ,"'N49 NESCOT, Surrey' ","'England' ",15
2009 ,"'N51 New College Telford' ","'England' ",5
2009 ,"'N56 Glyndwr University (Formerly The North East Wales Institute of Higher Education)' ","'England' ",145
2009 ,"'N56 Glyndwr University (Formerly The North East Wales Institute of Higher Education)' ","'Wales' ",430
2009 ,"'N58 North East Worcestershire College' ","'England' ",70
2009 ,"'N64 North Lindsey College' ","'England' ",60
2009 ,"'N77 Northumbria University' ","'England' ",4840
2009 ,"'N77 Northumbria University' ","'Northern Ireland' ",315
2009 ,"'N77 Northumbria University' ","'Scotland' ",60
2009 ,"'N77 Northumbria University' ","'Wales' ",20
2009 ,"'N82 Norwich City College of Further and Higher Education (an Associate College of UEA)' ","'England' ",255
2009 ,"'N84 The University of Nottingham' ","'England' ",5775
2009 ,"'N84 The University of Nottingham' ","'Northern Ireland' ",25
2009 ,"'N84 The University of Nottingham' ","'Scotland' ",15
2009 ,"'N84 The University of Nottingham' ","'Wales' ",80
2009 ,"'N91 Nottingham Trent University' ","'England' ",6220
2009 ,"'N91 Nottingham Trent University' ","'Northern Ireland' ",35
2009 ,"'N91 Nottingham Trent University' ","'Scotland' ",5
2009 ,"'N91 Nottingham Trent University' ","'Wales' ",45
2009 ,"'O25 Activate Learning (Oxford, Reading, Banbury & Bicester)' ","'England' ",5
2009 ,"'O33 Oxford University' ","'England' ",2575
2009 ,"'O33 Oxford University' ","'Northern Ireland' ",35
2009 ,"'O33 Oxford University' ","'Scotland' ",60
2009 ,"'O33 Oxford University' ","'Wales' ",80
2009 ,"'O66 Oxford Brookes University' ","'England' ",3155
2009 ,"'O66 Oxford Brookes University' ","'Northern Ireland' ",10
2009 ,"'O66 Oxford Brookes University' ","'Scotland' ",15
2009 ,"'O66 Oxford Brookes University' ","'Wales' ",40
2009 ,"'P26 University of London Institute in Paris' ","'England' ",40
2009 ,"'P35 Pembrokeshire College' ","'Wales' ",35
2009 ,"'P37 Peninsula College of Medicine & Dentistry' ","'England' ",245
2009 ,"'P37 Peninsula College of Medicine & Dentistry' ","'Northern Ireland' ",5
2009 ,"'P37 Peninsula College of Medicine & Dentistry' ","'Scotland' ",5
2009 ,"'P37 Peninsula College of Medicine & Dentistry' ","'Wales' ",5
2009 ,"'P55 Peterborough Regional College' ","'England' ",60
2009 ,"'P60 Plymouth University' ","'England' ",4285
2009 ,"'P60 Plymouth University' ","'Northern Ireland' ",10
2009 ,"'P60 Plymouth University' ","'Scotland' ",5
2009 ,"'P60 Plymouth University' ","'Wales' ",105
2009 ,"'P63 University of St Mark & St John (formerly UCP Marjon)' ","'England' ",575
2009 ,"'P63 University of St Mark & St John (formerly UCP Marjon)' ","'Wales' ",5
2009 ,"'P65 Plymouth College of Art' ","'England' ",210
2009 ,"'P80 University of Portsmouth' ","'England' ",4470
2009 ,"'P80 University of Portsmouth' ","'Northern Ireland' ",10
2009 ,"'P80 University of Portsmouth' ","'Wales' ",50
2009 ,"'Q25 Queen Margaret University, Edinburgh' ","'England' ",80
2009 ,"'Q25 Queen Margaret University, Edinburgh' ","'Northern Ireland' ",75
2009 ,"'Q25 Queen Margaret University, Edinburgh' ","'Scotland' ",570
2009 ,"'Q50 Queen Mary University of London' ","'England' ",2235
2009 ,"'Q50 Queen Mary University of London' ","'Northern Ireland' ",10
2009 ,"'Q50 Queen Mary University of London' ","'Scotland' ",5
2009 ,"'Q50 Queen Mary University of London' ","'Wales' ",35
2009 ,"'Q75 Queen's University Belfast' ","'England' ",135
2009 ,"'Q75 Queen's University Belfast' ","'Northern Ireland' ",3275
2009 ,"'Q75 Queen's University Belfast' ","'Scotland' ",10
2009 ,"'Q75 Queen's University Belfast' ","'Wales' ",10
2009 ,"'R06 Ravensbourne' ","'England' ",485
2009 ,"'R06 Ravensbourne' ","'Scotland' ",10
2009 ,"'R06 Ravensbourne' ","'Wales' ",5
2009 ,"'R12 University of Reading' ","'England' ",2290
2009 ,"'R12 University of Reading' ","'Northern Ireland' ",5
2009 ,"'R12 University of Reading' ","'Wales' ",100
2009 ,"'R18 Regent's University London (incorporating E77 European Business School)' ","'England' ",5
2009 ,"'R36 Robert Gordon University' ","'England' ",25
2009 ,"'R36 Robert Gordon University' ","'Northern Ireland' ",10
2009 ,"'R36 Robert Gordon University' ","'Scotland' ",1540
2009 ,"'R48 University of Roehampton' ","'England' ",1825
2009 ,"'R48 University of Roehampton' ","'Scotland' ",5
2009 ,"'R48 University of Roehampton' ","'Wales' ",10
2009 ,"'R51 Rose Bruford College' ","'England' ",185
2009 ,"'R51 Rose Bruford College' ","'Scotland' ",5
2009 ,"'R51 Rose Bruford College' ","'Wales' ",15
2009 ,"'R52 Rotherham College of Arts and Technology' ","'England' ",15
2009 ,"'R54 Royal Agricultural University, Cirencester' ","'England' ",235
2009 ,"'R54 Royal Agricultural University, Cirencester' ","'Scotland' ",5
2009 ,"'R54 Royal Agricultural University, Cirencester' ","'Wales' ",10
2009 ,"'R55 Royal Academy of Dance' ","'England' ",25
2009 ,"'R55 Royal Academy of Dance' ","'Scotland' ",5
2009 ,"'R55 Royal Academy of Dance' ","'Wales' ",5
2009 ,"'R72 Royal Holloway, University of London' ","'England' ",1350
2009 ,"'R72 Royal Holloway, University of London' ","'Northern Ireland' ",5
2009 ,"'R72 Royal Holloway, University of London' ","'Scotland' ",5
2009 ,"'R72 Royal Holloway, University of London' ","'Wales' ",20
2009 ,"'R84 Royal Veterinary College (University of London)' ","'England' ",260
2009 ,"'R84 Royal Veterinary College (University of London)' ","'Northern Ireland' ",5
2009 ,"'R84 Royal Veterinary College (University of London)' ","'Scotland' ",5
2009 ,"'R84 Royal Veterinary College (University of London)' ","'Wales' ",10
2009 ,"'R86 Royal Welsh College of Music and Drama (Coleg Brenhinol Cerdd a Drama Cymru)' ","'England' ",30
2009 ,"'R86 Royal Welsh College of Music and Drama (Coleg Brenhinol Cerdd a Drama Cymru)' ","'Wales' ",15
2009 ,"'S01 SRUC - Scotland's Rural College' ","'England' ",15
2009 ,"'S01 SRUC - Scotland's Rural College' ","'Scotland' ",245
2009 ,"'S03 The University of Salford' ","'England' ",3970
2009 ,"'S03 The University of Salford' ","'Northern Ireland' ",30
2009 ,"'S03 The University of Salford' ","'Scotland' ",10
2009 ,"'S03 The University of Salford' ","'Wales' ",65
2009 ,"'S05 SAE Institute' ","'England' ",30
2009 ,"'S05 SAE Institute' ","'Scotland' ",5
2009 ,"'S09 SOAS, University of London' ","'England' ",420
2009 ,"'S09 SOAS, University of London' ","'Scotland' ",10
2009 ,"'S09 SOAS, University of London' ","'Wales' ",5
2009 ,"'S12 The School of Pharmacy (University of London)' ","'England' ",135
2009 ,"'S18 The University of Sheffield' ","'England' ",4115
2009 ,"'S18 The University of Sheffield' ","'Northern Ireland' ",15
2009 ,"'S18 The University of Sheffield' ","'Scotland' ",15
2009 ,"'S18 The University of Sheffield' ","'Wales' ",65
2009 ,"'S21 Sheffield Hallam University' ","'England' ",6935
2009 ,"'S21 Sheffield Hallam University' ","'Northern Ireland' ",10
2009 ,"'S21 Sheffield Hallam University' ","'Scotland' ",15
2009 ,"'S21 Sheffield Hallam University' ","'Wales' ",45
2009 ,"'S22 Sheffield College' ","'England' ",140
2009 ,"'S23 Shrewsbury College of Arts and Technology' ","'England' ",30
2009 ,"'S26 Solihull College & University Centre' ","'England' ",45
2009 ,"'S27 University of Southampton' ","'England' ",3855
2009 ,"'S27 University of Southampton' ","'Northern Ireland' ",25
2009 ,"'S27 University of Southampton' ","'Scotland' ",5
2009 ,"'S27 University of Southampton' ","'Wales' ",90
2009 ,"'S28 Somerset College' ","'England' ",245
2009 ,"'S28 Somerset College' ","'Wales' ",10
2009 ,"'S30 Southampton Solent University' ","'England' ",2805
2009 ,"'S30 Southampton Solent University' ","'Northern Ireland' ",5
2009 ,"'S30 Southampton Solent University' ","'Scotland' ",5
2009 ,"'S30 Southampton Solent University' ","'Wales' ",50
2009 ,"'S32 South Devon College' ","'England' ",20
2009 ,"'S34 Sparsholt College Hampshire' ","'England' ",140
2009 ,"'S36 University of St Andrews' ","'England' ",435
2009 ,"'S36 University of St Andrews' ","'Northern Ireland' ",25
2009 ,"'S36 University of St Andrews' ","'Scotland' ",415
2009 ,"'S36 University of St Andrews' ","'Wales' ",15
2009 ,"'S42 South Downs College' ","'England' ",10
2009 ,"'S43 South Essex College, University Centre Southend and Thurrock' ","'England' ",275
2009 ,"'S46 South Nottingham College (Central College, Nottingham)' ","'England' ",25
2009 ,"'S49 St George's, University of London' ","'England' ",480
2009 ,"'S49 St George's, University of London' ","'Northern Ireland' ",5
2009 ,"'S49 St George's, University of London' ","'Wales' ",10
2009 ,"'S51 University Centre St Helens' ","'England' ",120
2009 ,"'S52 South Tyneside College' ","'England' ",15
2009 ,"'S64 St Mary's University, Twickenham, London' ","'England' ",1035
2009 ,"'S64 St Mary's University, Twickenham, London' ","'Northern Ireland' ",10
2009 ,"'S64 St Mary's University, Twickenham, London' ","'Wales' ",5
2009 ,"'S72 Staffordshire University' ","'England' ",2700
2009 ,"'S72 Staffordshire University' ","'Northern Ireland' ",15
2009 ,"'S72 Staffordshire University' ","'Scotland' ",5
2009 ,"'S72 Staffordshire University' ","'Wales' ",55
2009 ,"'S73 Staffordshire University Regional Federation' ","'England' ",195
2009 ,"'S74 Stratford upon Avon College' ","'England' ",20
2009 ,"'S75 The University of Stirling' ","'England' ",160
2009 ,"'S75 The University of Stirling' ","'Northern Ireland' ",40
2009 ,"'S75 The University of Stirling' ","'Scotland' ",1225
2009 ,"'S75 The University of Stirling' ","'Wales' ",5
2009 ,"'S76 Stockport College' ","'England' ",130
2009 ,"'S78 The University of Strathclyde' ","'England' ",60
2009 ,"'S78 The University of Strathclyde' ","'Northern Ireland' ",60
2009 ,"'S78 The University of Strathclyde' ","'Scotland' ",2820
2009 ,"'S78 The University of Strathclyde' ","'Wales' ",5
2009 ,"'S79 Stranmillis University College: A College of Queen's University Belfast' ","'Northern Ireland' ",220
2009 ,"'S82 University of Suffolk' ","'England' ",1000
2009 ,"'S82 University of Suffolk' ","'Scotland' ",5
2009 ,"'S84 University of Sunderland' ","'England' ",2010
2009 ,"'S84 University of Sunderland' ","'Northern Ireland' ",20
2009 ,"'S84 University of Sunderland' ","'Scotland' ",20
2009 ,"'S84 University of Sunderland' ","'Wales' ",5
2009 ,"'S85 University of Surrey' ","'England' ",1995
2009 ,"'S85 University of Surrey' ","'Northern Ireland' ",5
2009 ,"'S85 University of Surrey' ","'Scotland' ",5
2009 ,"'S85 University of Surrey' ","'Wales' ",15
2009 ,"'S90 University of Sussex' ","'England' ",2245
2009 ,"'S90 University of Sussex' ","'Northern Ireland' ",5
2009 ,"'S90 University of Sussex' ","'Scotland' ",10
2009 ,"'S90 University of Sussex' ","'Wales' ",30
2009 ,"'S93 Swansea University' ","'England' ",925
2009 ,"'S93 Swansea University' ","'Northern Ireland' ",5
2009 ,"'S93 Swansea University' ","'Scotland' ",5
2009 ,"'S93 Swansea University' ","'Wales' ",1650
2009 ,"'S94 Gower College Swansea (formerly Swansea College)' ","'Wales' ",10
2009 ,"'S96 University of Wales Trinity Saint David (UWTSD Swansea)' ","'England' ",255
2009 ,"'S96 University of Wales Trinity Saint David (UWTSD Swansea)' ","'Northern Ireland' ",5
2009 ,"'S96 University of Wales Trinity Saint David (UWTSD Swansea)' ","'Scotland' ",5
2009 ,"'S96 University of Wales Trinity Saint David (UWTSD Swansea)' ","'Wales' ",750
2009 ,"'S98 Swindon College' ","'England' ",30
2009 ,"'T20 Teesside University' ","'England' ",2600
2009 ,"'T20 Teesside University' ","'Northern Ireland' ",10
2009 ,"'T20 Teesside University' ","'Scotland' ",15
2009 ,"'T20 Teesside University' ","'Wales' ",10
2009 ,"'T40 University of West London (formerly Thames Valley University)' ","'England' ",1070
2009 ,"'T40 University of West London (formerly Thames Valley University)' ","'Northern Ireland' ",10
2009 ,"'T40 University of West London (formerly Thames Valley University)' ","'Scotland' ",10
2009 ,"'T40 University of West London (formerly Thames Valley University)' ","'Wales' ",10
2009 ,"'T80 University of Wales Trinity Saint David' ","'England' ",50
2009 ,"'T80 University of Wales Trinity Saint David' ","'Wales' ",440
2009 ,"'T85 Truro and Penwith College' ","'England' ",345
2009 ,"'T90 Tyne Metropolitan College' ","'England' ",5
2009 ,"'U20 Ulster University' ","'England' ",85
2009 ,"'U20 Ulster University' ","'Northern Ireland' ",4885
2009 ,"'U20 Ulster University' ","'Scotland' ",10
2009 ,"'U40 University of the West of Scotland' ","'England' ",20
2009 ,"'U40 University of the West of Scotland' ","'Northern Ireland' ",10
2009 ,"'U40 University of the West of Scotland' ","'Scotland' ",1595
2009 ,"'U65 University of the Arts London' ","'England' ",2840
2009 ,"'U65 University of the Arts London' ","'Northern Ireland' ",25
2009 ,"'U65 University of the Arts London' ","'Scotland' ",45
2009 ,"'U65 University of the Arts London' ","'Wales' ",45
2009 ,"'U80 UCL (University College London)' ","'England' ",2140
2009 ,"'U80 UCL (University College London)' ","'Northern Ireland' ",15
2009 ,"'U80 UCL (University College London)' ","'Scotland' ",15
2009 ,"'U80 UCL (University College London)' ","'Wales' ",40
2009 ,"'W08 Wakefield College' ","'England' ",75
2009 ,"'W12 Walsall College' ","'England' ",20
2009 ,"'W20 The University of Warwick' ","'England' ",2505
2009 ,"'W20 The University of Warwick' ","'Northern Ireland' ",15
2009 ,"'W20 The University of Warwick' ","'Scotland' ",10
2009 ,"'W20 The University of Warwick' ","'Wales' ",70
2009 ,"'W25 Warwickshire College Group' ","'England' ",190
2009 ,"'W35 College of West Anglia' ","'England' ",85
2009 ,"'W36 West Cheshire College' ","'England' ",25
2009 ,"'W36 West Cheshire College' ","'Wales' ",5
2009 ,"'W50 University of Westminster, London' ","'England' ",2805
2009 ,"'W50 University of Westminster, London' ","'Northern Ireland' ",10
2009 ,"'W50 University of Westminster, London' ","'Scotland' ",5
2009 ,"'W50 University of Westminster, London' ","'Wales' ",20
2009 ,"'W52 Westminster Kingsway College' ","'England' ",5
2009 ,"'W65 West Thames College' ","'England' ",85
2009 ,"'W73 Wirral Metropolitan College' ","'England' ",60
2009 ,"'W74 Wiltshire College' ","'England' ",35
2009 ,"'W75 University of Wolverhampton' ","'England' ",3440
2009 ,"'W75 University of Wolverhampton' ","'Northern Ireland' ",5
2009 ,"'W75 University of Wolverhampton' ","'Scotland' ",5
2009 ,"'W75 University of Wolverhampton' ","'Wales' ",20
2009 ,"'W76 University of Winchester' ","'England' ",1535
2009 ,"'W76 University of Winchester' ","'Northern Ireland' ",5
2009 ,"'W76 University of Winchester' ","'Wales' ",10
2009 ,"'W80 University of Worcester' ","'England' ",1780
2009 ,"'W80 University of Worcester' ","'Northern Ireland' ",5
2009 ,"'W80 University of Worcester' ","'Wales' ",50
2009 ,"'W81 Worcester College of Technology' ","'England' ",30
2009 ,"'W85 Writtle University College' ","'England' ",215
2009 ,"'W85 Writtle University College' ","'Northern Ireland' ",5
2009 ,"'W85 Writtle University College' ","'Scotland' ",5
2009 ,"'W85 Writtle University College' ","'Wales' ",5
2009 ,"'Y50 University of York' ","'England' ",2680
2009 ,"'Y50 University of York' ","'Northern Ireland' ",15
2009 ,"'Y50 University of York' ","'Scotland' ",35
2009 ,"'Y50 University of York' ","'Wales' ",55
2009 ,"'Y70 York College' ","'England' ",140
2009 ,"'Y75 York St John University' ","'England' ",1150
2009 ,"'Y75 York St John University' ","'Northern Ireland' ",5
2009 ,"'Y75 York St John University' ","'Scotland' ",5
2009 ,"'Y75 York St John University' ","'Wales' ",5
2009 ,"'Y80 Yorkshire Coast College of Further and Higher Education' ","'England' ",15
2010 ,"'A20 The University of Aberdeen' ","'England' ",500
2010 ,"'A20 The University of Aberdeen' ","'Northern Ireland' ",80
2010 ,"'A20 The University of Aberdeen' ","'Scotland' ",1650
2010 ,"'A20 The University of Aberdeen' ","'Wales' ",10
2010 ,"'A30 Abertay University' ","'England' ",80
2010 ,"'A30 Abertay University' ","'Northern Ireland' ",55
2010 ,"'A30 Abertay University' ","'Scotland' ",1135
2010 ,"'A40 Aberystwyth University' ","'England' ",1510
2010 ,"'A40 Aberystwyth University' ","'Northern Ireland' ",15
2010 ,"'A40 Aberystwyth University' ","'Scotland' ",10
