"Statistic:   Number of Acceptances"
"Variables:   Age (Not banded) , Cycle Year"
"Coverage:   Applied before June deadline"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR2_036_05.pdf"
 
Cycle Year,Age (Not banded),Number of Acceptances,
2006 ,"'17 and under' ",4245
2006 ,"'18' ",201610
2006 ,"'19' ",62250
2006 ,"'20' ",24705
2006 ,"'21' ",13870
2006 ,"'22' ",8635
2006 ,"'23' ",6260
2006 ,"'24' ",4730
2006 ,"'25' ",3840
2006 ,"'26' ",3130
2006 ,"'27' ",2615
2006 ,"'28' ",1970
2006 ,"'29' ",1690
2006 ,"'30' ",1540
2006 ,"'31' ",1430
2006 ,"'32' ",1325
2006 ,"'33' ",1220
2006 ,"'34' ",1200
2006 ,"'35' ",1085
2006 ,"'36' ",1040
2006 ,"'37' ",1000
2006 ,"'38' ",920
2006 ,"'39' ",910
2006 ,"'40' ",790
2006 ,"'41' ",745
2006 ,"'42' ",680
2006 ,"'43' ",560
2006 ,"'44' ",490
2006 ,"'45' ",425
2006 ,"'46' ",350
2006 ,"'47' ",335
2006 ,"'48' ",245
2006 ,"'49' ",225
2006 ,"'50' ",165
2006 ,"'51' ",130
2006 ,"'52' ",110
2006 ,"'53' ",120
2006 ,"'54' ",90
2006 ,"'55' ",45
2006 ,"'56' ",60
2006 ,"'57' ",50
2006 ,"'58' ",55
2006 ,"'59' ",40
2006 ,"'60' ",35
2006 ,"'61' ",15
2006 ,"'62' ",25
2006 ,"'63' ",20
2006 ,"'64' ",10
2006 ,"'65 and over' ",80
2007 ,"'17 and under' ",4520
2007 ,"'18' ",203115
2007 ,"'19' ",75325
2007 ,"'20' ",26835
2007 ,"'21' ",14790
2007 ,"'22' ",9775
2007 ,"'23' ",6640
2007 ,"'24' ",4915
2007 ,"'25' ",3870
2007 ,"'26' ",3240
2007 ,"'27' ",2675
2007 ,"'28' ",2225
2007 ,"'29' ",1710
2007 ,"'30' ",1580
2007 ,"'31' ",1360
2007 ,"'32' ",1310
2007 ,"'33' ",1165
2007 ,"'34' ",1175
2007 ,"'35' ",1070
2007 ,"'36' ",1095
2007 ,"'37' ",990
2007 ,"'38' ",945
2007 ,"'39' ",925
2007 ,"'40' ",770
2007 ,"'41' ",730
2007 ,"'42' ",655
2007 ,"'43' ",570
2007 ,"'44' ",530
2007 ,"'45' ",465
2007 ,"'46' ",375
2007 ,"'47' ",330
2007 ,"'48' ",255
2007 ,"'49' ",240
2007 ,"'50' ",190
2007 ,"'51' ",155
2007 ,"'52' ",120
2007 ,"'53' ",100
2007 ,"'54' ",90
2007 ,"'55' ",75
2007 ,"'56' ",60
2007 ,"'57' ",45
2007 ,"'58' ",40
2007 ,"'59' ",45
2007 ,"'60' ",40
2007 ,"'61' ",25
2007 ,"'62' ",20
2007 ,"'63' ",20
2007 ,"'64' ",15
2007 ,"'65 and over' ",65
2008 ,"'17 and under' ",4520
2008 ,"'18' ",216230
2008 ,"'19' ",82110
2008 ,"'20' ",31975
2008 ,"'21' ",16635
2008 ,"'22' ",10840
2008 ,"'23' ",7685
2008 ,"'24' ",5740
2008 ,"'25' ",4595
2008 ,"'26' ",3715
2008 ,"'27' ",3105
