"Statistic:   Number of Applications"
"Variables:   Provider Name , Cycle Year"
"Coverage:   Applications through the main scheme"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR4_001_03.pdf"
 
Cycle Year,Provider Name,Number of Applications,
2006 ,"'A20 The University of Aberdeen' ",14920
2006 ,"'A30 Abertay University' ",4660
2006 ,"'A40 Aberystwyth University' ",9275
2006 ,"'A45 The College of Agriculture, Food and Rural Enterprise' ",245
2006 ,"'A50 American InterContinental University - London' ",355
2006 ,"'A60 Anglia Ruskin University' ",9235
2006 ,"'A70 Askham Bryan College' ",195
2006 ,"'A80 Aston University, Birmingham' ",14310
2006 ,"'B06 Bangor University' ",9360
2006 ,"'B11 Barking and Dagenham College' ",130
2006 ,"'B12 Barony College' ",40
2006 ,"'B15 Basingstoke College of Technology' ",70
2006 ,"'B16 University of Bath' ",19990
2006 ,"'B20 Bath Spa University' ",9955
2006 ,"'B21 Bath College' ",35
2006 ,"'B23 Bedford College' ",70
2006 ,"'B26 Bell College' ",1355
2006 ,"'B32 The University of Birmingham' ",40320
2006 ,"'B35 University College Birmingham' ",2645
2006 ,"'B37 Bishop Burton College' ",410
2006 ,"'B38 Bishop Grosseteste University' ",1120
2006 ,"'B40 Blackburn College' ",620
2006 ,"'B41 Blackpool and The Fylde College' ",930
2006 ,"'B44 University of Bolton' ",5985
2006 ,"'B50 Bournemouth University' ",18005
2006 ,"'B53 The Arts Institute at Bournemouth' ",4245
2006 ,"'B56 The University of Bradford' ",13025
2006 ,"'B60 Bradford College' ",2040
2006 ,"'B70 Bridgwater College' ",90
2006 ,"'B72 University of Brighton' ",24850
2006 ,"'B74 Brighton and Sussex Medical School' ",2260
2006 ,"'B77 Bristol, City of Bristol College' ",635
2006 ,"'B78 University of Bristol' ",37860
2006 ,"'B79 Bristol Filton College' ",155
2006 ,"'B80 Bristol, University of the West of England (UWE)' ",26435
2006 ,"'B81 British College of Osteopathic Medicine' ",200
2006 ,"'B82 University of London Institute in Paris (University of London)' ",105
2006 ,"'B83 Brooklands College' ",15
2006 ,"'B84 Brunel University London' ",23795
2006 ,"'B87 British School of Osteopathy' ",255
2006 ,"'B88 Brockenhurst College' ",20
2006 ,"'B89 Broxtowe College, Nottingham' ",25
2006 ,"'B90 The University of Buckingham' ",675
2006 ,"'B94 Buckinghamshire New University' ",6320
2006 ,"'B98 Buckswood St George's' ",5
2006 ,"'C05 University of Cambridge' ",14170
2006 ,"'C10 Canterbury Christ Church University' ",9125
2006 ,"'C13 Capel Manor College' ",15
2006 ,"'C15 Cardiff University' ",37070
2006 ,"'C20 Cardiff Metropolitan University' ",11115
2006 ,"'C22 Coleg Sir Gar / Carmarthenshire College' ",410
2006 ,"'C24 Carshalton College' ",10
2006 ,"'C25 Birmingham City University (formerly University of Central England in Birmingham)' ",16735
2006 ,"'C26 CECOS London College of IT and Management' ",70
2006 ,"'C30 University of Central Lancashire (UCLan)' ",19240
2006 ,"'C35 The Royal Central School of Speech and Drama, University of London' ",4460
2006 ,"'C55 University of Chester' ",16835
2006 ,"'C56 Chesterfield College' ",100
2006 ,"'C57 Chichester College' ",115
2006 ,"'C58 University of Chichester' ",5425
2006 ,"'C60 City, University of London' ",17750
2006 ,"'C62 City College, Birmingham' ",35
2006 ,"'C64 City College Coventry' ",45
2006 ,"'C65 City and Islington College' ",70
2006 ,"'C66 The Manchester College (Formerly City College Manchester)' ",975
2006 ,"'C69 City of Sunderland College' ",100
2006 ,"'C71 Cleveland College of Art and Design' ",530
2006 ,"'C72 Cliff College' ",35
2006 ,"'C75 University Centre Colchester at Colchester Institute' ",595
2006 ,"'C78 Cornwall College' ",615
2006 ,"'C80 Courtauld Institute of Art (University of London)' ",265
2006 ,"'C85 Coventry University' ",19660
2006 ,"'C88 Craven College' ",25
2006 ,"'C92 University Centre, Croydon (Croydon College)' ",760
2006 ,"'C95 Cumbria Institute of the Arts' ",1705
2006 ,"'D13 Dartington College of Arts (now known as University College Falmouth inc Dartington College of Arts)' ",755
2006 ,"'D22 Dearne Valley College' ",90
2006 ,"'D26 De Montfort University' ",23535
2006 ,"'D39 University of Derby' ",12875
2006 ,"'D45 Kirklees College (Formerly Dewsbury College)' ",170
2006 ,"'D52 Doncaster College' ",665
2006 ,"'D55 Duchy College' ",265
2006 ,"'D58 Dudley College of Technology' ",70
2006 ,"'D65 University of Dundee' ",13730
2006 ,"'D70 Dunstable College' ",5
2006 ,"'D86 Durham University' ",27905
2006 ,"'E10 Ealing, Hammersmith and West London College' ",135
2006 ,"'E14 University of East Anglia (UEA)' ",13690
2006 ,"'E28 University of East London (UEL)' ",15220
2006 ,"'E29 East Riding College' ",5
2006 ,"'E32 East Surrey College (incorporating Reigate School of Art, Design and Media)' ",55
2006 ,"'E42 Edge Hill University' ",8715
2006 ,"'E56 The University of Edinburgh' ",45115
2006 ,"'E58 Edinburgh College of Art' ",2690
2006 ,"'E70 The University of Essex' ",12335
2006 ,"'E77 European Business School, London' ",615
2006 ,"'E80 European School of Osteopathy' ",155
2006 ,"'E81 Exeter College' ",240
2006 ,"'E84 University of Exeter' ",19480
2006 ,"'F33 Falmouth University' ",2710
2006 ,"'F50 Fareham College' ",15
2006 ,"'F66 University Centre Farnborough' ",465
2006 ,"'G14 University of South Wales (formerly University of Glamorgan)' ",11150
2006 ,"'G20 Glamorgan Centre for Art and Design Technology' ",215
2006 ,"'G28 University of Glasgow' ",27635
2006 ,"'G42 Glasgow Caledonian University' ",17285
2006 ,"'G43 The Glasgow School of Art' ",2565
2006 ,"'G45 Gloucestershire College' ",80
2006 ,"'G50 The University of Gloucestershire' ",9920
2006 ,"'G56 Goldsmiths, University of London' ",9085
2006 ,"'G64 Great Yarmouth College' ",70
2006 ,"'G70 University of Greenwich' ",19495
2006 ,"'G74 GSM London (formerly Greenwich School of Management)' ",335
2006 ,"'G80 University Centre Grimsby' ",290
2006 ,"'G90 Guildford College' ",375
2006 ,"'H06 Halton College' ",50
2006 ,"'H12 Harper Adams University' ",1675
2006 ,"'H14 Havering College of Further and Higher Education' ",275
2006 ,"'H18 Hereford College of Arts' ",395
2006 ,"'H24 Heriot-Watt University, Edinburgh' ",8215
2006 ,"'H36 University of Hertfordshire' ",21670
2006 ,"'H37 Hertford Regional College' ",60
2006 ,"'H39 Highbury College' ",70
2006 ,"'H48 Heythrop College (University of London)' ",480
2006 ,"'H49 University of the Highlands and Islands' ",680
2006 ,"'H50 Holborn College' ",160
2006 ,"'H54 Hopwood Hall College' ",80
2006 ,"'H58 Kirklees College (Formerly Huddersfield Technical College)' ",15
2006 ,"'H60 The University of Huddersfield' ",19125
2006 ,"'H72 The University of Hull' ",14815
2006 ,"'H73 Hull College' ",785
2006 ,"'H75 Hull York Medical School' ",1160
2006 ,"'I50 Imperial College London' ",14395
2006 ,"'K12 Keele University' ",12585
2006 ,"'K24 The University of Kent' ",19475
2006 ,"'K36 Kent Institute of Art and Design' ",3820
2006 ,"'K60 King's College London (University of London)' ",31305
2006 ,"'K84 Kingston University' ",34025
2006 ,"'L05 Lakes College - West Cumbria' ",10
2006 ,"'L07 The University of Wales, Lampeter' ",1075
2006 ,"'L14 Lancaster University' ",14030
2006 ,"'L20 Lansdowne College' ",5
2006 ,"'L21 Leeds City College' ",110
2006 ,"'L22 Leeds: Thomas Danby College' ",15
2006 ,"'L23 University of Leeds' ",48550
2006 ,"'L24 Leeds Trinity University' ",4300
2006 ,"'L27 Leeds Beckett University' ",31560
2006 ,"'L28 Leeds College of Art' ",1895
2006 ,"'L30 Leeds College of Music (UCAS)' ",860
2006 ,"'L34 University of Leicester' ",15730
2006 ,"'L36 Leicester College' ",155
2006 ,"'L38 Leo Baeck College - Centre for Jewish Education' ",5
2006 ,"'L39 University of Lincoln' ",11215
2006 ,"'L40 Lewisham College' ",5
2006 ,"'L41 The University of Liverpool' ",30015
2006 ,"'L42 Lincoln College' ",10
2006 ,"'L43 The City of Liverpool College' ",370
2006 ,"'L46 Liverpool Hope University' ",9645
2006 ,"'L48 The Liverpool Institute for Performing Arts' ",3915
2006 ,"'L51 Liverpool John Moores University (LJMU)' ",26545
2006 ,"'L53 Coleg Llandrillo' ",60
2006 ,"'L68 London Metropolitan University' ",26725
2006 ,"'L70 London School of Commerce' ",250
2006 ,"'L71 London School of Science & Technology' ",60
2006 ,"'L72 London School of Economics and Political Science (University of London)' ",17455
2006 ,"'L75 London South Bank University' ",15155
2006 ,"'L77 Loughborough College' ",545
2006 ,"'L79 Loughborough University' ",19485
2006 ,"'L82 Lowestoft College' ",35
2006 ,"'L93 University of Luton' ",7510
2006 ,"'M10 The Manchester College' ",285
2006 ,"'M20 The University of Manchester' ",62485
2006 ,"'M40 The Manchester Metropolitan University' ",43400
2006 ,"'M50 UCP Marjon - University College Plymouth St Mark & St John (formerly Marjon)' ",2640
2006 ,"'M60 Matthew Boulton College of Further and Higher Education' ",85
2006 ,"'M62 Medway School of Pharmacy' ",655
2006 ,"'M65 Coleg Menai' ",25
2006 ,"'M77 Mid Cheshire College' ",55
2006 ,"'M80 Middlesex University' ",21050
2006 ,"'M95 Mountview Academy of Theatre Arts' ",2730
2006 ,"'M99 Myerscough College' ",725
2006 ,"'N07 Napier University, Edinburgh' ",9475
2006 ,"'N13 NPTC Group' ",95
2006 ,"'N21 Newcastle University' ",27645
2006 ,"'N23 Newcastle College' ",2120
2006 ,"'N28 New College Durham' ",380
2006 ,"'N30 New College Nottingham' ",530
2006 ,"'N31 Newham College London' ",35
2006 ,"'N36 Newman University, Birmingham' ",2210
2006 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ",5130
2006 ,"'N38 University of Northampton' ",11200
2006 ,"'N39 Norwich University Of The Arts' ",1320
2006 ,"'N41 Northbrook College Sussex' ",875
2006 ,"'N49 NESCOT, Surrey' ",230
