2008 ,"'Y Combs of phys/math science with social studies/bus/law' ","'20' ",2145
2008 ,"'Y Combs of phys/math science with social studies/bus/law' ","'21 and over' ",3000
2008 ,"'Y Combs of phys/math/comp sciences' ","'17 and under' ",160
2008 ,"'Y Combs of phys/math/comp sciences' ","'18' ",3895
2008 ,"'Y Combs of phys/math/comp sciences' ","'19' ",945
2008 ,"'Y Combs of phys/math/comp sciences' ","'20' ",295
2008 ,"'Y Combs of phys/math/comp sciences' ","'21 and over' ",530
2008 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'17 and under' ",310
2008 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'18' ",22270
2008 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'19' ",7260
2008 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'20' ",2960
2008 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'21 and over' ",4690
2008 ,"'Y Combs of science/engineering with social studies/bus/law' ","'17 and under' ",395
2008 ,"'Y Combs of science/engineering with social studies/bus/law' ","'18' ",20420
2008 ,"'Y Combs of science/engineering with social studies/bus/law' ","'19' ",7225
2008 ,"'Y Combs of science/engineering with social studies/bus/law' ","'20' ",2615
2008 ,"'Y Combs of science/engineering with social studies/bus/law' ","'21 and over' ",5630
2008 ,"'Y Combs of sciences with engineering/technology' ","'17 and under' ",200
2008 ,"'Y Combs of sciences with engineering/technology' ","'18' ",3635
2008 ,"'Y Combs of sciences with engineering/technology' ","'19' ",1375
2008 ,"'Y Combs of sciences with engineering/technology' ","'20' ",640
2008 ,"'Y Combs of sciences with engineering/technology' ","'21 and over' ",1275
2008 ,"'Y Combs of soc studies/law' ","'17 and under' ",135
2008 ,"'Y Combs of soc studies/law' ","'18' ",7210
2008 ,"'Y Combs of soc studies/law' ","'19' ",2440
2008 ,"'Y Combs of soc studies/law' ","'20' ",770
2008 ,"'Y Combs of soc studies/law' ","'21 and over' ",1490
2008 ,"'Y Combs of soc studies/law with business' ","'17 and under' ",655
2008 ,"'Y Combs of soc studies/law with business' ","'18' ",12815
2008 ,"'Y Combs of soc studies/law with business' ","'19' ",6005
2008 ,"'Y Combs of soc studies/law with business' ","'20' ",2170
2008 ,"'Y Combs of soc studies/law with business' ","'21 and over' ",2735
2008 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'17 and under' ",745
2008 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'18' ",28340
2008 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'19' ",10055
2008 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'20' ",3575
2008 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'21 and over' ",5455
2008 ,"'Y Combs of social studies/bus/law with languages' ","'17 and under' ",540
2008 ,"'Y Combs of social studies/bus/law with languages' ","'18' ",12305
2008 ,"'Y Combs of social studies/bus/law with languages' ","'19' ",3785
2008 ,"'Y Combs of social studies/bus/law with languages' ","'20' ",1290
2008 ,"'Y Combs of social studies/bus/law with languages' ","'21 and over' ",2020
2008 ,"'Z Combs of 3 subjects, or other general courses' ","'17 and under' ",420
2008 ,"'Z Combs of 3 subjects, or other general courses' ","'18' ",9990
2008 ,"'Z Combs of 3 subjects, or other general courses' ","'19' ",3270
2008 ,"'Z Combs of 3 subjects, or other general courses' ","'20' ",1170
2008 ,"'Z Combs of 3 subjects, or other general courses' ","'21 and over' ",2380
2008 ,"'Z Other courses not elsewhere classified' ","'18' ",75
2008 ,"'Z Other courses not elsewhere classified' ","'19' ",70
2008 ,"'Z Other courses not elsewhere classified' ","'20' ",20
2008 ,"'Z Other courses not elsewhere classified' ","'21 and over' ",25
2009 ,"'A1 - Pre-clinical Medicine' ","'17 and under' ",1405
2009 ,"'A1 - Pre-clinical Medicine' ","'18' ",33695
2009 ,"'A1 - Pre-clinical Medicine' ","'19' ",10110
2009 ,"'A1 - Pre-clinical Medicine' ","'20' ",2840
2009 ,"'A1 - Pre-clinical Medicine' ","'21 and over' ",21810
2009 ,"'A2 - Pre-clinical Dentistry' ","'17 and under' ",215
2009 ,"'A2 - Pre-clinical Dentistry' ","'18' ",6045
2009 ,"'A2 - Pre-clinical Dentistry' ","'19' ",1740
2009 ,"'A2 - Pre-clinical Dentistry' ","'20' ",490
2009 ,"'A2 - Pre-clinical Dentistry' ","'21 and over' ",3265
2009 ,"'A9 - Others in Medicine and Dentistry' ","'18' ",75
2009 ,"'A9 - Others in Medicine and Dentistry' ","'19' ",25
2009 ,"'A9 - Others in Medicine and Dentistry' ","'20' ",15
2009 ,"'A9 - Others in Medicine and Dentistry' ","'21 and over' ",65
2009 ,"'B1 - Anatomy,Physiology and Pathology' ","'17 and under' ",255
2009 ,"'B1 - Anatomy,Physiology and Pathology' ","'18' ",11610
2009 ,"'B1 - Anatomy,Physiology and Pathology' ","'19' ",3710
2009 ,"'B1 - Anatomy,Physiology and Pathology' ","'20' ",1505
2009 ,"'B1 - Anatomy,Physiology and Pathology' ","'21 and over' ",6045
2009 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'17 and under' ",515
2009 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'18' ",11620
2009 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'19' ",5590
2009 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'20' ",1990
2009 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'21 and over' ",5610
2009 ,"'B3 - Complementary Medicine' ","'17 and under' ",10
2009 ,"'B3 - Complementary Medicine' ","'18' ",580
2009 ,"'B3 - Complementary Medicine' ","'19' ",380
2009 ,"'B3 - Complementary Medicine' ","'20' ",210
2009 ,"'B3 - Complementary Medicine' ","'21 and over' ",1235
2009 ,"'B4 - Nutrition' ","'17 and under' ",145
2009 ,"'B4 - Nutrition' ","'18' ",2410
2009 ,"'B4 - Nutrition' ","'19' ",840
2009 ,"'B4 - Nutrition' ","'20' ",400
2009 ,"'B4 - Nutrition' ","'21 and over' ",2060
2009 ,"'B5 - Ophthalmics' ","'17 and under' ",75
2009 ,"'B5 - Ophthalmics' ","'18' ",2200
2009 ,"'B5 - Ophthalmics' ","'19' ",850
2009 ,"'B5 - Ophthalmics' ","'20' ",265
2009 ,"'B5 - Ophthalmics' ","'21 and over' ",1230
2009 ,"'B6 - Aural and Oral Sciences' ","'17 and under' ",30
2009 ,"'B6 - Aural and Oral Sciences' ","'18' ",2740
2009 ,"'B6 - Aural and Oral Sciences' ","'19' ",855
2009 ,"'B6 - Aural and Oral Sciences' ","'20' ",255
2009 ,"'B6 - Aural and Oral Sciences' ","'21 and over' ",1320
2009 ,"'B7 - Nursing' ","'17 and under' ",820
2009 ,"'B7 - Nursing' ","'18' ",32290
2009 ,"'B7 - Nursing' ","'19' ",16140
2009 ,"'B7 - Nursing' ","'20' ",9965
2009 ,"'B7 - Nursing' ","'21 and over' ",68880
2009 ,"'B8 - Medical Technology' ","'17 and under' ",120
2009 ,"'B8 - Medical Technology' ","'18' ",3680
2009 ,"'B8 - Medical Technology' ","'19' ",1395
2009 ,"'B8 - Medical Technology' ","'20' ",585
2009 ,"'B8 - Medical Technology' ","'21 and over' ",4015
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'17 and under' ",480
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'18' ",17975
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'19' ",7465
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'20' ",3040
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'21 and over' ",11855
2009 ,"'BB - Combinations within Subjects allied to Medicine' ","'17 and under' ",10
2009 ,"'BB - Combinations within Subjects allied to Medicine' ","'18' ",405
2009 ,"'BB - Combinations within Subjects allied to Medicine' ","'19' ",195
2009 ,"'BB - Combinations within Subjects allied to Medicine' ","'20' ",95
2009 ,"'BB - Combinations within Subjects allied to Medicine' ","'21 and over' ",240
2009 ,"'C0 - Biological Sciences: any area of study' ","'17 and under' ",5
2009 ,"'C0 - Biological Sciences: any area of study' ","'18' ",105
2009 ,"'C0 - Biological Sciences: any area of study' ","'19' ",25
2009 ,"'C0 - Biological Sciences: any area of study' ","'20' ",5
2009 ,"'C0 - Biological Sciences: any area of study' ","'21 and over' ",5
2009 ,"'C1 - Biology' ","'17 and under' ",510
2009 ,"'C1 - Biology' ","'18' ",16825
2009 ,"'C1 - Biology' ","'19' ",4185
2009 ,"'C1 - Biology' ","'20' ",1085
2009 ,"'C1 - Biology' ","'21 and over' ",2075
2009 ,"'C2 - Botany' ","'17 and under' ",5
2009 ,"'C2 - Botany' ","'18' ",55
2009 ,"'C2 - Botany' ","'19' ",25
2009 ,"'C2 - Botany' ","'20' ",5
2009 ,"'C2 - Botany' ","'21 and over' ",20
2009 ,"'C3 - Zoology' ","'17 and under' ",85
2009 ,"'C3 - Zoology' ","'18' ",4625
2009 ,"'C3 - Zoology' ","'19' ",1115
2009 ,"'C3 - Zoology' ","'20' ",360
2009 ,"'C3 - Zoology' ","'21 and over' ",770
2009 ,"'C4 - Genetics' ","'17 and under' ",80
2009 ,"'C4 - Genetics' ","'18' ",1365
2009 ,"'C4 - Genetics' ","'19' ",355
2009 ,"'C4 - Genetics' ","'20' ",105
2009 ,"'C4 - Genetics' ","'21 and over' ",240
2009 ,"'C5 - Microbiology' ","'17 and under' ",75
2009 ,"'C5 - Microbiology' ","'18' ",1155
2009 ,"'C5 - Microbiology' ","'19' ",365
2009 ,"'C5 - Microbiology' ","'20' ",165
2009 ,"'C5 - Microbiology' ","'21 and over' ",335
2009 ,"'C6 - Sport and Exercise Science' ","'17 and under' ",165
2009 ,"'C6 - Sport and Exercise Science' ","'18' ",31335
2009 ,"'C6 - Sport and Exercise Science' ","'19' ",10145
2009 ,"'C6 - Sport and Exercise Science' ","'20' ",3565
2009 ,"'C6 - Sport and Exercise Science' ","'21 and over' ",4690
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'17 and under' ",390
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'18' ",8360
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'19' ",2405
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'20' ",640
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'21 and over' ",1045
2009 ,"'C8 - Psychology' ","'17 and under' ",790
2009 ,"'C8 - Psychology' ","'18' ",51245
2009 ,"'C8 - Psychology' ","'19' ",13070
2009 ,"'C8 - Psychology' ","'20' ",4570
2009 ,"'C8 - Psychology' ","'21 and over' ",10785
2009 ,"'C9 - Others in Biological Sciences' ","'17 and under' ",90
2009 ,"'C9 - Others in Biological Sciences' ","'18' ",2220
2009 ,"'C9 - Others in Biological Sciences' ","'19' ",925
2009 ,"'C9 - Others in Biological Sciences' ","'20' ",340
2009 ,"'C9 - Others in Biological Sciences' ","'21 and over' ",695
2009 ,"'CC - Combinations within Biological Sciences' ","'17 and under' ",50
2009 ,"'CC - Combinations within Biological Sciences' ","'18' ",1770
2009 ,"'CC - Combinations within Biological Sciences' ","'19' ",520
2009 ,"'CC - Combinations within Biological Sciences' ","'20' ",180
2009 ,"'CC - Combinations within Biological Sciences' ","'21 and over' ",340
2009 ,"'D1 - Pre-clinical Veterinary Medicine' ","'17 and under' ",140
2009 ,"'D1 - Pre-clinical Veterinary Medicine' ","'18' ",4045
2009 ,"'D1 - Pre-clinical Veterinary Medicine' ","'19' ",1240
2009 ,"'D1 - Pre-clinical Veterinary Medicine' ","'20' ",265
2009 ,"'D1 - Pre-clinical Veterinary Medicine' ","'21 and over' ",1475
2009 ,"'D3 - Animal Science' ","'17 and under' ",60
2009 ,"'D3 - Animal Science' ","'18' ",3965
2009 ,"'D3 - Animal Science' ","'19' ",1315
2009 ,"'D3 - Animal Science' ","'20' ",555
2009 ,"'D3 - Animal Science' ","'21 and over' ",1125
2009 ,"'D4 - Agriculture' ","'17 and under' ",105
2009 ,"'D4 - Agriculture' ","'18' ",2525
2009 ,"'D4 - Agriculture' ","'19' ",760
2009 ,"'D4 - Agriculture' ","'20' ",310
2009 ,"'D4 - Agriculture' ","'21 and over' ",915
2009 ,"'D5 - Forestry & arboriculture' ","'18' ",85
2009 ,"'D5 - Forestry & arboriculture' ","'19' ",25
2009 ,"'D5 - Forestry & arboriculture' ","'20' ",50
2009 ,"'D5 - Forestry & arboriculture' ","'21 and over' ",145
2009 ,"'D6 - Food and Beverage studies' ","'17 and under' ",25
2009 ,"'D6 - Food and Beverage studies' ","'18' ",720
2009 ,"'D6 - Food and Beverage studies' ","'19' ",200
2009 ,"'D6 - Food and Beverage studies' ","'20' ",100
2009 ,"'D6 - Food and Beverage studies' ","'21 and over' ",365
2009 ,"'D7 - Agricultural Sciences' ","'17 and under' ",10
2009 ,"'D7 - Agricultural Sciences' ","'18' ",135
2009 ,"'D7 - Agricultural Sciences' ","'19' ",30
2009 ,"'D7 - Agricultural Sciences' ","'20' ",10
2009 ,"'D7 - Agricultural Sciences' ","'21 and over' ",30
2009 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'17 and under' ",5
2009 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'18' ",160
2009 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'19' ",60
2009 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'20' ",10
2009 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'21 and over' ",25
2009 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'17 and under' ",5
2009 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'18' ",185
2009 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'19' ",65
2009 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'20' ",30
2009 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'21 and over' ",60
2009 ,"'F0 - Physical Sciences: any area of study' ","'17 and under' ",20
2009 ,"'F0 - Physical Sciences: any area of study' ","'18' ",115
2009 ,"'F0 - Physical Sciences: any area of study' ","'19' ",65
2009 ,"'F0 - Physical Sciences: any area of study' ","'20' ",30
2009 ,"'F0 - Physical Sciences: any area of study' ","'21 and over' ",70
2009 ,"'F1 - Chemistry' ","'17 and under' ",350
2009 ,"'F1 - Chemistry' ","'18' ",14365
2009 ,"'F1 - Chemistry' ","'19' ",2975
2009 ,"'F1 - Chemistry' ","'20' ",835
2009 ,"'F1 - Chemistry' ","'21 and over' ",1095
2009 ,"'F2 - Materials Science' ","'18' ",25
2009 ,"'F2 - Materials Science' ","'19' ",5
2009 ,"'F2 - Materials Science' ","'21 and over' ",5
2009 ,"'F3 - Physics' ","'17 and under' ",425
2009 ,"'F3 - Physics' ","'18' ",13945
2009 ,"'F3 - Physics' ","'19' ",2365
2009 ,"'F3 - Physics' ","'20' ",680
2009 ,"'F3 - Physics' ","'21 and over' ",925
2009 ,"'F4 - Forensic and Archaeological Science' ","'17 and under' ",100
2009 ,"'F4 - Forensic and Archaeological Science' ","'18' ",4625
2009 ,"'F4 - Forensic and Archaeological Science' ","'19' ",1490
2009 ,"'F4 - Forensic and Archaeological Science' ","'20' ",580
2009 ,"'F4 - Forensic and Archaeological Science' ","'21 and over' ",1205
2009 ,"'F5 - Astronomy' ","'17 and under' ",30
2009 ,"'F5 - Astronomy' ","'18' ",440
2009 ,"'F5 - Astronomy' ","'19' ",145
2009 ,"'F5 - Astronomy' ","'20' ",40
2009 ,"'F5 - Astronomy' ","'21 and over' ",90
2009 ,"'F6 - Geology' ","'17 and under' ",85
2009 ,"'F6 - Geology' ","'18' ",5245
2009 ,"'F6 - Geology' ","'19' ",930
2009 ,"'F6 - Geology' ","'20' ",265
2009 ,"'F6 - Geology' ","'21 and over' ",635
2009 ,"'F7 - Science of aquatic & terrestrial environments' ","'17 and under' ",65
2009 ,"'F7 - Science of aquatic & terrestrial environments' ","'18' ",3410
2009 ,"'F7 - Science of aquatic & terrestrial environments' ","'19' ",925
2009 ,"'F7 - Science of aquatic & terrestrial environments' ","'20' ",385
2009 ,"'F7 - Science of aquatic & terrestrial environments' ","'21 and over' ",955
2009 ,"'F8 - Physical geographical sciences' ","'17 and under' ",120
2009 ,"'F8 - Physical geographical sciences' ","'18' ",14230
2009 ,"'F8 - Physical geographical sciences' ","'19' ",2315
2009 ,"'F8 - Physical geographical sciences' ","'20' ",485
2009 ,"'F8 - Physical geographical sciences' ","'21 and over' ",815
2009 ,"'F9 - Others in Physical Sciences' ","'17 and under' ",15
2009 ,"'F9 - Others in Physical Sciences' ","'18' ",490
2009 ,"'F9 - Others in Physical Sciences' ","'19' ",190
2009 ,"'F9 - Others in Physical Sciences' ","'20' ",70
2009 ,"'F9 - Others in Physical Sciences' ","'21 and over' ",245
2009 ,"'FF - Combinations within Physical Sciences' ","'17 and under' ",30
2009 ,"'FF - Combinations within Physical Sciences' ","'18' ",1980
2009 ,"'FF - Combinations within Physical Sciences' ","'19' ",375
2009 ,"'FF - Combinations within Physical Sciences' ","'20' ",115
2009 ,"'FF - Combinations within Physical Sciences' ","'21 and over' ",195
2009 ,"'G0 - Mathematical Sciences: any area' ","'18' ",30
2009 ,"'G0 - Mathematical Sciences: any area' ","'19' ",10
2009 ,"'G0 - Mathematical Sciences: any area' ","'20' ",5
2009 ,"'G0 - Mathematical Sciences: any area' ","'21 and over' ",20
2009 ,"'G1 - Mathematics' ","'17 and under' ",880
2009 ,"'G1 - Mathematics' ","'18' ",26625
2009 ,"'G1 - Mathematics' ","'19' ",5815
2009 ,"'G1 - Mathematics' ","'20' ",1915
2009 ,"'G1 - Mathematics' ","'21 and over' ",1810
2009 ,"'G2 - Operational Research' ","'17 and under' ",5
2009 ,"'G2 - Operational Research' ","'18' ",145
2009 ,"'G2 - Operational Research' ","'19' ",50
2009 ,"'G2 - Operational Research' ","'20' ",35
2009 ,"'G2 - Operational Research' ","'21 and over' ",75
2009 ,"'G3 - Statistics' ","'17 and under' ",20
2009 ,"'G3 - Statistics' ","'18' ",350
2009 ,"'G3 - Statistics' ","'19' ",240
2009 ,"'G3 - Statistics' ","'20' ",90
2009 ,"'G3 - Statistics' ","'21 and over' ",95
2009 ,"'G9 - Others in Mathematical Sciences' ","'18' ",50
2009 ,"'G9 - Others in Mathematical Sciences' ","'19' ",20
2009 ,"'G9 - Others in Mathematical Sciences' ","'20' ",10
2009 ,"'G9 - Others in Mathematical Sciences' ","'21 and over' ",20
2009 ,"'GG - Combinations within Mathematical Sciences' ","'17 and under' ",75
2009 ,"'GG - Combinations within Mathematical Sciences' ","'18' ",1375
2009 ,"'GG - Combinations within Mathematical Sciences' ","'19' ",575
2009 ,"'GG - Combinations within Mathematical Sciences' ","'20' ",245
2009 ,"'GG - Combinations within Mathematical Sciences' ","'21 and over' ",215
2009 ,"'H0 - Engineering: any area of study' ","'17 and under' ",50
2009 ,"'H0 - Engineering: any area of study' ","'18' ",245
2009 ,"'H0 - Engineering: any area of study' ","'19' ",130
2009 ,"'H0 - Engineering: any area of study' ","'20' ",55
2009 ,"'H0 - Engineering: any area of study' ","'21 and over' ",120
2009 ,"'H1 - General Engineering' ","'17 and under' ",470
2009 ,"'H1 - General Engineering' ","'18' ",6810
2009 ,"'H1 - General Engineering' ","'19' ",2545
2009 ,"'H1 - General Engineering' ","'20' ",1105
2009 ,"'H1 - General Engineering' ","'21 and over' ",1910
2009 ,"'H2 - Civil Engineering' ","'17 and under' ",660
2009 ,"'H2 - Civil Engineering' ","'18' ",13450
2009 ,"'H2 - Civil Engineering' ","'19' ",4710
2009 ,"'H2 - Civil Engineering' ","'20' ",2130
2009 ,"'H2 - Civil Engineering' ","'21 and over' ",4585
2009 ,"'H3 - Mechanical Engineering' ","'17 and under' ",1095
2009 ,"'H3 - Mechanical Engineering' ","'18' ",18260
2009 ,"'H3 - Mechanical Engineering' ","'19' ",5900
2009 ,"'H3 - Mechanical Engineering' ","'20' ",2590
2009 ,"'H3 - Mechanical Engineering' ","'21 and over' ",4460
2009 ,"'H4 - Aerospace Engineering' ","'17 and under' ",470
2009 ,"'H4 - Aerospace Engineering' ","'18' ",6725
2009 ,"'H4 - Aerospace Engineering' ","'19' ",2370
2009 ,"'H4 - Aerospace Engineering' ","'20' ",1085
2009 ,"'H4 - Aerospace Engineering' ","'21 and over' ",1755
2009 ,"'H5 - Naval Architecture' ","'17 and under' ",15
2009 ,"'H5 - Naval Architecture' ","'18' ",225
2009 ,"'H5 - Naval Architecture' ","'19' ",65
2009 ,"'H5 - Naval Architecture' ","'20' ",50
2009 ,"'H5 - Naval Architecture' ","'21 and over' ",155
2009 ,"'H6 - Electronic and Electrical Engineering' ","'17 and under' ",875
2009 ,"'H6 - Electronic and Electrical Engineering' ","'18' ",8875
2009 ,"'H6 - Electronic and Electrical Engineering' ","'19' ",4365
2009 ,"'H6 - Electronic and Electrical Engineering' ","'20' ",2465
2009 ,"'H6 - Electronic and Electrical Engineering' ","'21 and over' ",5670
2009 ,"'H7 - Production and Manufacturing Engineering' ","'17 and under' ",70
2009 ,"'H7 - Production and Manufacturing Engineering' ","'18' ",2105
2009 ,"'H7 - Production and Manufacturing Engineering' ","'19' ",525
2009 ,"'H7 - Production and Manufacturing Engineering' ","'20' ",165
2009 ,"'H7 - Production and Manufacturing Engineering' ","'21 and over' ",320
2009 ,"'H8 - Chemical,Process and Energy Engineering' ","'17 and under' ",525
2009 ,"'H8 - Chemical,Process and Energy Engineering' ","'18' ",5800
2009 ,"'H8 - Chemical,Process and Energy Engineering' ","'19' ",2005
2009 ,"'H8 - Chemical,Process and Energy Engineering' ","'20' ",790
2009 ,"'H8 - Chemical,Process and Energy Engineering' ","'21 and over' ",940
2009 ,"'H9 - Others in Engineering' ","'18' ",10
2009 ,"'H9 - Others in Engineering' ","'19' ",5
2009 ,"'H9 - Others in Engineering' ","'21 and over' ",5
2009 ,"'HH - Combinations within Engineering' ","'17 and under' ",115
2009 ,"'HH - Combinations within Engineering' ","'18' ",1615
2009 ,"'HH - Combinations within Engineering' ","'19' ",535
2009 ,"'HH - Combinations within Engineering' ","'20' ",230
2009 ,"'HH - Combinations within Engineering' ","'21 and over' ",565
2009 ,"'I1 - Computer Science' ","'17 and under' ",810
2009 ,"'I1 - Computer Science' ","'18' ",25295
2009 ,"'I1 - Computer Science' ","'19' ",11270
2009 ,"'I1 - Computer Science' ","'20' ",5700
2009 ,"'I1 - Computer Science' ","'21 and over' ",10710
2009 ,"'I2 - Information Systems' ","'17 and under' ",70
2009 ,"'I2 - Information Systems' ","'18' ",6235
2009 ,"'I2 - Information Systems' ","'19' ",3365
2009 ,"'I2 - Information Systems' ","'20' ",1480
2009 ,"'I2 - Information Systems' ","'21 and over' ",2775
2009 ,"'I3 - Software Engineering' ","'17 and under' ",100
2009 ,"'I3 - Software Engineering' ","'18' ",3140
2009 ,"'I3 - Software Engineering' ","'19' ",1425
2009 ,"'I3 - Software Engineering' ","'20' ",630
2009 ,"'I3 - Software Engineering' ","'21 and over' ",1225
2009 ,"'I4 - Artificial Intelligence' ","'17 and under' ",10
2009 ,"'I4 - Artificial Intelligence' ","'18' ",160
2009 ,"'I4 - Artificial Intelligence' ","'19' ",85
2009 ,"'I4 - Artificial Intelligence' ","'20' ",25
2009 ,"'I4 - Artificial Intelligence' ","'21 and over' ",50
2009 ,"'I9 - Others in Computer Sciences' ","'18' ",5
2009 ,"'II - Combinations in Computer Sciences' ","'17 and under' ",40
2009 ,"'II - Combinations in Computer Sciences' ","'18' ",2580
2009 ,"'II - Combinations in Computer Sciences' ","'19' ",1130
2009 ,"'II - Combinations in Computer Sciences' ","'20' ",575
2009 ,"'II - Combinations in Computer Sciences' ","'21 and over' ",1000
2009 ,"'J0 - Technologies: any area of study' ","'18' ",10
2009 ,"'J1 - Minerals Technology' ","'18' ",75
2009 ,"'J1 - Minerals Technology' ","'19' ",10
2009 ,"'J1 - Minerals Technology' ","'20' ",15
2009 ,"'J1 - Minerals Technology' ","'21 and over' ",65
2009 ,"'J2 - Metallurgy' ","'18' ",30
2009 ,"'J2 - Metallurgy' ","'19' ",10
2009 ,"'J2 - Metallurgy' ","'20' ",10
2009 ,"'J2 - Metallurgy' ","'21 and over' ",15
2009 ,"'J4 - Polymers and Textiles' ","'17 and under' ",5
2009 ,"'J4 - Polymers and Textiles' ","'18' ",295
2009 ,"'J4 - Polymers and Textiles' ","'19' ",380
2009 ,"'J4 - Polymers and Textiles' ","'20' ",85
2009 ,"'J4 - Polymers and Textiles' ","'21 and over' ",125
2009 ,"'J5 - Materials Technology not otherwise spec' ","'17 and under' ",20
2009 ,"'J5 - Materials Technology not otherwise spec' ","'18' ",425
2009 ,"'J5 - Materials Technology not otherwise spec' ","'19' ",185
2009 ,"'J5 - Materials Technology not otherwise spec' ","'20' ",85
2009 ,"'J5 - Materials Technology not otherwise spec' ","'21 and over' ",120
2009 ,"'J6 - Maritime Technology' ","'17 and under' ",15
2009 ,"'J6 - Maritime Technology' ","'18' ",320
2009 ,"'J6 - Maritime Technology' ","'19' ",110
2009 ,"'J6 - Maritime Technology' ","'20' ",50
2009 ,"'J6 - Maritime Technology' ","'21 and over' ",130
2009 ,"'J7 - Biotechnology' ","'17 and under' ",40
2009 ,"'J7 - Biotechnology' ","'18' ",340
2009 ,"'J7 - Biotechnology' ","'19' ",230
2009 ,"'J7 - Biotechnology' ","'20' ",140
2009 ,"'J7 - Biotechnology' ","'21 and over' ",135
2009 ,"'J9 - Others in Technology' ","'17 and under' ",45
2009 ,"'J9 - Others in Technology' ","'18' ",3725
2009 ,"'J9 - Others in Technology' ","'19' ",1715
2009 ,"'J9 - Others in Technology' ","'20' ",875
2009 ,"'J9 - Others in Technology' ","'21 and over' ",1595
2009 ,"'JJ - Combinations within Technology' ","'18' ",10
2009 ,"'JJ - Combinations within Technology' ","'19' ",5
2009 ,"'JJ - Combinations within Technology' ","'20' ",10
2009 ,"'JJ - Combinations within Technology' ","'21 and over' ",15
2009 ,"'K0 - Architecture,Build & Plan: any area' ","'18' ",10
2009 ,"'K0 - Architecture,Build & Plan: any area' ","'19' ",5
2009 ,"'K0 - Architecture,Build & Plan: any area' ","'21 and over' ",5
2009 ,"'K1 - Architecture' ","'17 and under' ",915
2009 ,"'K1 - Architecture' ","'18' ",14765
2009 ,"'K1 - Architecture' ","'19' ",5970
2009 ,"'K1 - Architecture' ","'20' ",2205
2009 ,"'K1 - Architecture' ","'21 and over' ",4515
2009 ,"'K2 - Building' ","'17 and under' ",130
2009 ,"'K2 - Building' ","'18' ",7820
2009 ,"'K2 - Building' ","'19' ",3295
2009 ,"'K2 - Building' ","'20' ",1560
2009 ,"'K2 - Building' ","'21 and over' ",3910
2009 ,"'K3 - Landscape & Garden Design' ","'17 and under' ",10
2009 ,"'K3 - Landscape & Garden Design' ","'18' ",285
2009 ,"'K3 - Landscape & Garden Design' ","'19' ",190
2009 ,"'K3 - Landscape & Garden Design' ","'20' ",70
2009 ,"'K3 - Landscape & Garden Design' ","'21 and over' ",225
2009 ,"'K4 - Planning (Urban,Rural and Regional)' ","'17 and under' ",20
2009 ,"'K4 - Planning (Urban,Rural and Regional)' ","'18' ",2215
2009 ,"'K4 - Planning (Urban,Rural and Regional)' ","'19' ",690
2009 ,"'K4 - Planning (Urban,Rural and Regional)' ","'20' ",275
2009 ,"'K4 - Planning (Urban,Rural and Regional)' ","'21 and over' ",530
2009 ,"'K9 - Others in Architecture,Build & Plan' ","'18' ",15
2009 ,"'K9 - Others in Architecture,Build & Plan' ","'19' ",5
2009 ,"'K9 - Others in Architecture,Build & Plan' ","'21 and over' ",25
2009 ,"'KK - Combinations within Architecture,Build & Plan' ","'17 and under' ",15
2009 ,"'KK - Combinations within Architecture,Build & Plan' ","'18' ",445
2009 ,"'KK - Combinations within Architecture,Build & Plan' ","'19' ",155
