"Statistic:   Number of Acceptances"
"Variables:   Provider Name , Applicant Domicile (UK / EU / Not EU) , Cycle Year"
"Coverage:   Accepted through the main scheme"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR4_003_02.pdf"
 
Cycle Year,Provider Name , Applicant Domicile (UK / EU / Not EU),Number of Acceptances,
2010 ,"'U65 University of the Arts London' ","'EU (excluding UK)' ",355
2010 ,"'U65 University of the Arts London' ","'Not EU' ",550
2010 ,"'U80 UCL (University College London)' ","'UK' ",2435
2010 ,"'U80 UCL (University College London)' ","'EU (excluding UK)' ",380
2010 ,"'U80 UCL (University College London)' ","'Not EU' ",1195
2010 ,"'W08 Wakefield College' ","'UK' ",40
2010 ,"'W12 Walsall College' ","'UK' ",35
2010 ,"'W20 The University of Warwick' ","'UK' ",2910
2010 ,"'W20 The University of Warwick' ","'EU (excluding UK)' ",315
2010 ,"'W20 The University of Warwick' ","'Not EU' ",835
2010 ,"'W25 Warwickshire College Group' ","'UK' ",180
2010 ,"'W35 College of West Anglia' ","'UK' ",75
2010 ,"'W36 West Cheshire College' ","'UK' ",20
2010 ,"'W50 University of Westminster, London' ","'UK' ",2790
2010 ,"'W50 University of Westminster, London' ","'EU (excluding UK)' ",400
2010 ,"'W50 University of Westminster, London' ","'Not EU' ",335
2010 ,"'W52 Westminster Kingsway College' ","'UK' ",5
2010 ,"'W52 Westminster Kingsway College' ","'Not EU' ",5
2010 ,"'W65 West Thames College' ","'UK' ",90
2010 ,"'W73 Wirral Metropolitan College' ","'UK' ",10
2010 ,"'W74 Wiltshire College' ","'UK' ",80
2010 ,"'W75 University of Wolverhampton' ","'UK' ",3210
2010 ,"'W75 University of Wolverhampton' ","'EU (excluding UK)' ",85
2010 ,"'W75 University of Wolverhampton' ","'Not EU' ",20
2010 ,"'W76 University of Winchester' ","'UK' ",1475
2010 ,"'W76 University of Winchester' ","'EU (excluding UK)' ",15
2010 ,"'W76 University of Winchester' ","'Not EU' ",35
2010 ,"'W80 University of Worcester' ","'UK' ",1950
2010 ,"'W80 University of Worcester' ","'EU (excluding UK)' ",80
2010 ,"'W80 University of Worcester' ","'Not EU' ",10
2010 ,"'W81 Worcester College of Technology' ","'UK' ",40
2010 ,"'W85 Writtle University College' ","'UK' ",295
2010 ,"'W85 Writtle University College' ","'EU (excluding UK)' ",15
2010 ,"'W85 Writtle University College' ","'Not EU' ",15
2010 ,"'Y50 University of York' ","'UK' ",3060
2010 ,"'Y50 University of York' ","'EU (excluding UK)' ",265
2010 ,"'Y50 University of York' ","'Not EU' ",325
2010 ,"'Y70 York College' ","'UK' ",130
2010 ,"'Y70 York College' ","'Not EU' ",5
2010 ,"'Y75 York St John University' ","'UK' ",1185
2010 ,"'Y75 York St John University' ","'EU (excluding UK)' ",10
2010 ,"'Y75 York St John University' ","'Not EU' ",15
2010 ,"'Y80 Yorkshire Coast College of Further and Higher Education' ","'UK' ",40
2011 ,"'A20 The University of Aberdeen' ","'UK' ",1560
2011 ,"'A20 The University of Aberdeen' ","'EU (excluding UK)' ",640
2011 ,"'A20 The University of Aberdeen' ","'Not EU' ",145
2011 ,"'A30 Abertay University' ","'UK' ",1000
2011 ,"'A30 Abertay University' ","'EU (excluding UK)' ",55
2011 ,"'A30 Abertay University' ","'Not EU' ",10
2011 ,"'A40 Aberystwyth University' ","'UK' ",2670
2011 ,"'A40 Aberystwyth University' ","'EU (excluding UK)' ",255
2011 ,"'A40 Aberystwyth University' ","'Not EU' ",165
2011 ,"'A44 Accrington & Rossendale College' ","'UK' ",50
2011 ,"'A45 The College of Agriculture, Food and Rural Enterprise' ","'UK' ",115
2011 ,"'A45 The College of Agriculture, Food and Rural Enterprise' ","'EU (excluding UK)' ",35
2011 ,"'A60 Anglia Ruskin University' ","'UK' ",2950
2011 ,"'A60 Anglia Ruskin University' ","'EU (excluding UK)' ",130
2011 ,"'A60 Anglia Ruskin University' ","'Not EU' ",50
2011 ,"'A65 Anglo European College of Chiropractic' ","'UK' ",25
2011 ,"'A65 Anglo European College of Chiropractic' ","'EU (excluding UK)' ",35
2011 ,"'A65 Anglo European College of Chiropractic' ","'Not EU' ",25
2011 ,"'A66 Arts University Bournemouth (formerly University College)' ","'UK' ",890
2011 ,"'A66 Arts University Bournemouth (formerly University College)' ","'EU (excluding UK)' ",55
2011 ,"'A66 Arts University Bournemouth (formerly University College)' ","'Not EU' ",60
2011 ,"'A70 Askham Bryan College' ","'UK' ",80
2011 ,"'A80 Aston University, Birmingham' ","'UK' ",1165
2011 ,"'A80 Aston University, Birmingham' ","'EU (excluding UK)' ",155
2011 ,"'A80 Aston University, Birmingham' ","'Not EU' ",195
2011 ,"'B06 Bangor University' ","'UK' ",1970
2011 ,"'B06 Bangor University' ","'EU (excluding UK)' ",75
2011 ,"'B06 Bangor University' ","'Not EU' ",145
2011 ,"'B11 Barking and Dagenham College' ","'UK' ",50
2011 ,"'B15 Basingstoke College of Technology' ","'UK' ",10
2011 ,"'B16 University of Bath' ","'UK' ",2050
2011 ,"'B16 University of Bath' ","'EU (excluding UK)' ",260
2011 ,"'B16 University of Bath' ","'Not EU' ",390
2011 ,"'B20 Bath Spa University' ","'UK' ",1935
2011 ,"'B20 Bath Spa University' ","'EU (excluding UK)' ",25
2011 ,"'B20 Bath Spa University' ","'Not EU' ",30
2011 ,"'B21 Bath College' ","'UK' ",5
2011 ,"'B22 University of Bedfordshire' ","'UK' ",3270
2011 ,"'B22 University of Bedfordshire' ","'EU (excluding UK)' ",60
2011 ,"'B22 University of Bedfordshire' ","'Not EU' ",15
2011 ,"'B23 Bedford College' ","'UK' ",20
2011 ,"'B24 Birkbeck, University of London' ","'UK' ",135
2011 ,"'B24 Birkbeck, University of London' ","'EU (excluding UK)' ",15
2011 ,"'B24 Birkbeck, University of London' ","'Not EU' ",15
2011 ,"'B25 Birmingham City University' ","'UK' ",3940
2011 ,"'B25 Birmingham City University' ","'EU (excluding UK)' ",195
2011 ,"'B25 Birmingham City University' ","'Not EU' ",50
2011 ,"'B30 Birmingham Metropolitan College' ","'UK' ",55
2011 ,"'B32 The University of Birmingham' ","'UK' ",4830
2011 ,"'B32 The University of Birmingham' ","'EU (excluding UK)' ",195
2011 ,"'B32 The University of Birmingham' ","'Not EU' ",340
2011 ,"'B35 University College Birmingham' ","'UK' ",970
2011 ,"'B35 University College Birmingham' ","'EU (excluding UK)' ",145
2011 ,"'B35 University College Birmingham' ","'Not EU' ",25
2011 ,"'B37 Bishop Burton College' ","'UK' ",230
2011 ,"'B37 Bishop Burton College' ","'EU (excluding UK)' ",5
2011 ,"'B38 Bishop Grosseteste University' ","'UK' ",425
2011 ,"'B40 Blackburn College' ","'UK' ",640
2011 ,"'B40 Blackburn College' ","'Not EU' ",5
2011 ,"'B41 Blackpool and The Fylde College' ","'UK' ",595
2011 ,"'B41 Blackpool and The Fylde College' ","'Not EU' ",5
2011 ,"'B44 University of Bolton' ","'UK' ",985
2011 ,"'B44 University of Bolton' ","'EU (excluding UK)' ",40
2011 ,"'B44 University of Bolton' ","'Not EU' ",5
2011 ,"'B50 Bournemouth University' ","'UK' ",3350
2011 ,"'B50 Bournemouth University' ","'EU (excluding UK)' ",155
2011 ,"'B50 Bournemouth University' ","'Not EU' ",125
2011 ,"'B54 BPP University' ","'UK' ",170
2011 ,"'B54 BPP University' ","'EU (excluding UK)' ",5
2011 ,"'B54 BPP University' ","'Not EU' ",20
2011 ,"'B56 The University of Bradford' ","'UK' ",1930
2011 ,"'B56 The University of Bradford' ","'EU (excluding UK)' ",210
2011 ,"'B56 The University of Bradford' ","'Not EU' ",180
2011 ,"'B60 Bradford College' ","'UK' ",620
2011 ,"'B60 Bradford College' ","'EU (excluding UK)' ",5
2011 ,"'B60 Bradford College' ","'Not EU' ",5
2011 ,"'B70 Bridgwater College' ","'UK' ",30
2011 ,"'B72 University of Brighton' ","'UK' ",4060
2011 ,"'B72 University of Brighton' ","'EU (excluding UK)' ",410
2011 ,"'B72 University of Brighton' ","'Not EU' ",255
2011 ,"'B74 Brighton and Sussex Medical School' ","'UK' ",130
2011 ,"'B74 Brighton and Sussex Medical School' ","'EU (excluding UK)' ",5
2011 ,"'B74 Brighton and Sussex Medical School' ","'Not EU' ",5
2011 ,"'B77 Bristol, City of Bristol College' ","'UK' ",120
2011 ,"'B78 University of Bristol' ","'UK' ",2770
2011 ,"'B78 University of Bristol' ","'EU (excluding UK)' ",125
2011 ,"'B78 University of Bristol' ","'Not EU' ",630
2011 ,"'B79 Bristol Filton College' ","'UK' ",15
2011 ,"'B80 Bristol, University of the West of England (UWE)' ","'UK' ",5890
2011 ,"'B80 Bristol, University of the West of England (UWE)' ","'EU (excluding UK)' ",170
2011 ,"'B80 Bristol, University of the West of England (UWE)' ","'Not EU' ",195
2011 ,"'B81 British College of Osteopathic Medicine' ","'UK' ",40
2011 ,"'B81 British College of Osteopathic Medicine' ","'Not EU' ",5
2011 ,"'B83 Brooklands College' ","'UK' ",10
2011 ,"'B84 Brunel University London' ","'UK' ",2560
2011 ,"'B84 Brunel University London' ","'EU (excluding UK)' ",180
2011 ,"'B84 Brunel University London' ","'Not EU' ",130
2011 ,"'B87 British School of Osteopathy' ","'UK' ",65
2011 ,"'B87 British School of Osteopathy' ","'EU (excluding UK)' ",5
2011 ,"'B90 The University of Buckingham' ","'UK' ",60
2011 ,"'B90 The University of Buckingham' ","'EU (excluding UK)' ",10
2011 ,"'B90 The University of Buckingham' ","'Not EU' ",30
2011 ,"'B92 Brooksby Melton College (an Associate College of UEA)' ","'UK' ",30
2011 ,"'B94 Buckinghamshire New University' ","'UK' ",1880
2011 ,"'B94 Buckinghamshire New University' ","'EU (excluding UK)' ",60
2011 ,"'B94 Buckinghamshire New University' ","'Not EU' ",10
2011 ,"'C05 University of Cambridge' ","'UK' ",2580
2011 ,"'C05 University of Cambridge' ","'EU (excluding UK)' ",290
2011 ,"'C05 University of Cambridge' ","'Not EU' ",385
2011 ,"'C10 Canterbury Christ Church University' ","'UK' ",3110
2011 ,"'C10 Canterbury Christ Church University' ","'EU (excluding UK)' ",255
2011 ,"'C10 Canterbury Christ Church University' ","'Not EU' ",25
2011 ,"'C15 Cardiff University' ","'UK' ",3795
2011 ,"'C15 Cardiff University' ","'EU (excluding UK)' ",110
2011 ,"'C15 Cardiff University' ","'Not EU' ",485
2011 ,"'C20 Cardiff Metropolitan University' ","'UK' ",1965
2011 ,"'C20 Cardiff Metropolitan University' ","'EU (excluding UK)' ",100
2011 ,"'C20 Cardiff Metropolitan University' ","'Not EU' ",40
2011 ,"'C21 Castle College Nottingham' ","'UK' ",15
2011 ,"'C22 Coleg Sir Gar / Carmarthenshire College' ","'UK' ",65
2011 ,"'C22 Coleg Sir Gar / Carmarthenshire College' ","'EU (excluding UK)' ",5
2011 ,"'C30 University of Central Lancashire (UCLan)' ","'UK' ",4985
2011 ,"'C30 University of Central Lancashire (UCLan)' ","'EU (excluding UK)' ",295
2011 ,"'C30 University of Central Lancashire (UCLan)' ","'Not EU' ",45
2011 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'UK' ",180
2011 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'EU (excluding UK)' ",20
2011 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'Not EU' ",25
2011 ,"'C55 University of Chester' ","'UK' ",2760
2011 ,"'C55 University of Chester' ","'EU (excluding UK)' ",25
2011 ,"'C55 University of Chester' ","'Not EU' ",80
2011 ,"'C57 Chichester College' ","'UK' ",45
2011 ,"'C58 University of Chichester' ","'UK' ",1390
2011 ,"'C58 University of Chichester' ","'EU (excluding UK)' ",10
2011 ,"'C58 University of Chichester' ","'Not EU' ",25
2011 ,"'C60 City, University of London' ","'UK' ",1705
2011 ,"'C60 City, University of London' ","'EU (excluding UK)' ",335
2011 ,"'C60 City, University of London' ","'Not EU' ",450
2011 ,"'C64 City College Coventry' ","'UK' ",10
2011 ,"'C69 City of Sunderland College' ","'UK' ",70
2011 ,"'C71 Cleveland College of Art and Design' ","'UK' ",230
2011 ,"'C72 Cliff College' ","'UK' ",5
2011 ,"'C75 University Centre Colchester at Colchester Institute' ","'UK' ",320
2011 ,"'C75 University Centre Colchester at Colchester Institute' ","'EU (excluding UK)' ",5
2011 ,"'C78 Cornwall College' ","'UK' ",310
2011 ,"'C78 Cornwall College' ","'Not EU' ",5
2011 ,"'C80 Courtauld Institute of Art (University of London)' ","'UK' ",45
2011 ,"'C80 Courtauld Institute of Art (University of London)' ","'EU (excluding UK)' ",5
2011 ,"'C85 Coventry University' ","'UK' ",2995
2011 ,"'C85 Coventry University' ","'EU (excluding UK)' ",345
2011 ,"'C85 Coventry University' ","'Not EU' ",70
2011 ,"'C88 Craven College' ","'UK' ",25
2011 ,"'C92 University Centre, Croydon (Croydon College)' ","'UK' ",165
2011 ,"'C92 University Centre, Croydon (Croydon College)' ","'Not EU' ",10
2011 ,"'C93 University for the Creative Arts (UCA)' ","'UK' ",1725
2011 ,"'C93 University for the Creative Arts (UCA)' ","'EU (excluding UK)' ",135
2011 ,"'C93 University for the Creative Arts (UCA)' ","'Not EU' ",55
2011 ,"'C99 University of Cumbria' ","'UK' ",1750
2011 ,"'C99 University of Cumbria' ","'EU (excluding UK)' ",20
2011 ,"'C99 University of Cumbria' ","'Not EU' ",20
2011 ,"'D22 Dearne Valley College' ","'UK' ",25
2011 ,"'D26 De Montfort University' ","'UK' ",3985
2011 ,"'D26 De Montfort University' ","'EU (excluding UK)' ",190
2011 ,"'D26 De Montfort University' ","'Not EU' ",115
2011 ,"'D39 University of Derby' ","'UK' ",3165
2011 ,"'D39 University of Derby' ","'EU (excluding UK)' ",80
2011 ,"'D39 University of Derby' ","'Not EU' ",45
2011 ,"'D52 Doncaster College' ","'UK' ",260
2011 ,"'D55 Duchy College' ","'UK' ",160
2011 ,"'D55 Duchy College' ","'EU (excluding UK)' ",5
2011 ,"'D58 Dudley College of Technology' ","'UK' ",15
2011 ,"'D65 University of Dundee' ","'UK' ",2065
2011 ,"'D65 University of Dundee' ","'EU (excluding UK)' ",290
2011 ,"'D65 University of Dundee' ","'Not EU' ",85
2011 ,"'D86 Durham University' ","'UK' ",2990
2011 ,"'D86 Durham University' ","'EU (excluding UK)' ",145
2011 ,"'D86 Durham University' ","'Not EU' ",590
2011 ,"'E10 Ealing, Hammersmith and West London College' ","'UK' ",5
2011 ,"'E14 University of East Anglia (UEA)' ","'UK' ",2490
2011 ,"'E14 University of East Anglia (UEA)' ","'EU (excluding UK)' ",80
2011 ,"'E14 University of East Anglia (UEA)' ","'Not EU' ",410
2011 ,"'E28 University of East London (UEL)' ","'UK' ",2490
2011 ,"'E28 University of East London (UEL)' ","'EU (excluding UK)' ",160
2011 ,"'E28 University of East London (UEL)' ","'Not EU' ",50
2011 ,"'E29 East Riding College' ","'UK' ",10
2011 ,"'E30 Easton and Otley College (an Associate College of UEA)' ","'UK' ",40
2011 ,"'E32 East Surrey College (incorporating Reigate School of Art, Design and Media)' ","'UK' ",30
2011 ,"'E42 Edge Hill University' ","'UK' ",2950
2011 ,"'E42 Edge Hill University' ","'EU (excluding UK)' ",40
2011 ,"'E42 Edge Hill University' ","'Not EU' ",15
2011 ,"'E56 The University of Edinburgh' ","'UK' ",3305
2011 ,"'E56 The University of Edinburgh' ","'EU (excluding UK)' ",545
2011 ,"'E56 The University of Edinburgh' ","'Not EU' ",820
2011 ,"'E59 Edinburgh Napier University' ","'UK' ",2715
2011 ,"'E59 Edinburgh Napier University' ","'EU (excluding UK)' ",515
2011 ,"'E59 Edinburgh Napier University' ","'Not EU' ",45
2011 ,"'E70 The University of Essex' ","'UK' ",1525
2011 ,"'E70 The University of Essex' ","'EU (excluding UK)' ",565
2011 ,"'E70 The University of Essex' ","'Not EU' ",460
2011 ,"'E77 European Business School, London' ","'UK' ",10
2011 ,"'E77 European Business School, London' ","'EU (excluding UK)' ",30
2011 ,"'E77 European Business School, London' ","'Not EU' ",25
2011 ,"'E78 European School of Economics' ","'UK' ",5
2011 ,"'E78 European School of Economics' ","'EU (excluding UK)' ",10
2011 ,"'E78 European School of Economics' ","'Not EU' ",5
2011 ,"'E80 European School of Osteopathy' ","'UK' ",40
2011 ,"'E80 European School of Osteopathy' ","'EU (excluding UK)' ",20
2011 ,"'E80 European School of Osteopathy' ","'Not EU' ",5
2011 ,"'E81 Exeter College' ","'UK' ",75
2011 ,"'E84 University of Exeter' ","'UK' ",3175
2011 ,"'E84 University of Exeter' ","'EU (excluding UK)' ",230
2011 ,"'E84 University of Exeter' ","'Not EU' ",655
2011 ,"'F33 Falmouth University' ","'UK' ",1190
2011 ,"'F33 Falmouth University' ","'EU (excluding UK)' ",25
2011 ,"'F33 Falmouth University' ","'Not EU' ",45
2011 ,"'F66 University Centre Farnborough' ","'UK' ",220
2011 ,"'F66 University Centre Farnborough' ","'Not EU' ",5
2011 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'UK' ",2845
2011 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'EU (excluding UK)' ",90
2011 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'Not EU' ",45
2011 ,"'G28 University of Glasgow' ","'UK' ",3185
2011 ,"'G28 University of Glasgow' ","'EU (excluding UK)' ",530
2011 ,"'G28 University of Glasgow' ","'Not EU' ",120
2011 ,"'G42 Glasgow Caledonian University' ","'UK' ",3255
2011 ,"'G42 Glasgow Caledonian University' ","'EU (excluding UK)' ",110
2011 ,"'G42 Glasgow Caledonian University' ","'Not EU' ",45
2011 ,"'G43 The Glasgow School of Art' ","'UK' ",260
2011 ,"'G43 The Glasgow School of Art' ","'EU (excluding UK)' ",30
2011 ,"'G43 The Glasgow School of Art' ","'Not EU' ",35
2011 ,"'G45 Gloucestershire College' ","'UK' ",35
2011 ,"'G50 The University of Gloucestershire' ","'UK' ",2105
2011 ,"'G50 The University of Gloucestershire' ","'EU (excluding UK)' ",50
2011 ,"'G50 The University of Gloucestershire' ","'Not EU' ",40
2011 ,"'G53 Glyndwr University' ","'UK' ",505
2011 ,"'G53 Glyndwr University' ","'EU (excluding UK)' ",10
2011 ,"'G53 Glyndwr University' ","'Not EU' ",5
2011 ,"'G56 Goldsmiths, University of London' ","'UK' ",1175
2011 ,"'G56 Goldsmiths, University of London' ","'EU (excluding UK)' ",135
2011 ,"'G56 Goldsmiths, University of London' ","'Not EU' ",165
2011 ,"'G70 University of Greenwich' ","'UK' ",3420
2011 ,"'G70 University of Greenwich' ","'EU (excluding UK)' ",210
2011 ,"'G70 University of Greenwich' ","'Not EU' ",135
2011 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'UK' ",45
2011 ,"'G80 University Centre Grimsby' ","'UK' ",145
2011 ,"'G90 Guildford College' ","'UK' ",165
2011 ,"'G90 Guildford College' ","'EU (excluding UK)' ",5
2011 ,"'G90 Guildford College' ","'Not EU' ",5
2011 ,"'H12 Harper Adams University' ","'UK' ",650
2011 ,"'H12 Harper Adams University' ","'EU (excluding UK)' ",15
2011 ,"'H12 Harper Adams University' ","'Not EU' ",5
2011 ,"'H14 Havering College of Further and Higher Education' ","'UK' ",130
2011 ,"'H18 Hereford College of Arts' ","'UK' ",125
2011 ,"'H24 Heriot-Watt University, Edinburgh' ","'UK' ",1170
2011 ,"'H24 Heriot-Watt University, Edinburgh' ","'EU (excluding UK)' ",280
2011 ,"'H24 Heriot-Watt University, Edinburgh' ","'Not EU' ",125
2011 ,"'H36 University of Hertfordshire' ","'UK' ",3910
2011 ,"'H36 University of Hertfordshire' ","'EU (excluding UK)' ",180
2011 ,"'H36 University of Hertfordshire' ","'Not EU' ",90
2011 ,"'H39 Highbury College' ","'UK' ",15
2011 ,"'H48 Heythrop College (University of London)' ","'UK' ",110
2011 ,"'H48 Heythrop College (University of London)' ","'EU (excluding UK)' ",5
2011 ,"'H48 Heythrop College (University of London)' ","'Not EU' ",10
2011 ,"'H49 University of the Highlands and Islands' ","'UK' ",180
2011 ,"'H49 University of the Highlands and Islands' ","'EU (excluding UK)' ",10
2011 ,"'H50 Holborn College' ","'UK' ",5
2011 ,"'H54 Hopwood Hall College' ","'UK' ",45
2011 ,"'H60 The University of Huddersfield' ","'UK' ",3950
2011 ,"'H60 The University of Huddersfield' ","'EU (excluding UK)' ",195
2011 ,"'H60 The University of Huddersfield' ","'Not EU' ",95
2011 ,"'H72 The University of Hull' ","'UK' ",3025
2011 ,"'H72 The University of Hull' ","'EU (excluding UK)' ",130
2011 ,"'H72 The University of Hull' ","'Not EU' ",180
2011 ,"'H73 Hull College' ","'UK' ",515
2011 ,"'H73 Hull College' ","'EU (excluding UK)' ",5
2011 ,"'H75 Hull York Medical School' ","'UK' ",115
2011 ,"'H75 Hull York Medical School' ","'EU (excluding UK)' ",10
2011 ,"'H75 Hull York Medical School' ","'Not EU' ",10
2011 ,"'I50 Imperial College London' ","'UK' ",1310
2011 ,"'I50 Imperial College London' ","'EU (excluding UK)' ",305
2011 ,"'I50 Imperial College London' ","'Not EU' ",740
2011 ,"'I55 The London Institute of Banking & Finance (formerly ifs University College)' ","'UK' ",20
2011 ,"'I60 Islamic College for Advanced Studies' ","'UK' ",10
2011 ,"'K12 Keele University' ","'UK' ",1805
2011 ,"'K12 Keele University' ","'EU (excluding UK)' ",40
2011 ,"'K12 Keele University' ","'Not EU' ",140
2011 ,"'K24 The University of Kent' ","'UK' ",3255
2011 ,"'K24 The University of Kent' ","'EU (excluding UK)' ",390
2011 ,"'K24 The University of Kent' ","'Not EU' ",525
2011 ,"'K60 King's College London (University of London)' ","'UK' ",2870
2011 ,"'K60 King's College London (University of London)' ","'EU (excluding UK)' ",325
2011 ,"'K60 King's College London (University of London)' ","'Not EU' ",540
2011 ,"'K84 Kingston University' ","'UK' ",5105
2011 ,"'K84 Kingston University' ","'EU (excluding UK)' ",450
2011 ,"'K84 Kingston University' ","'Not EU' ",465
2011 ,"'K90 Kirklees College' ","'UK' ",115
2011 ,"'L05 Lakes College - West Cumbria' ","'UK' ",15
2011 ,"'L14 Lancaster University' ","'UK' ",2160
2011 ,"'L14 Lancaster University' ","'EU (excluding UK)' ",290
2011 ,"'L14 Lancaster University' ","'Not EU' ",345
2011 ,"'L21 Leeds City College' ","'UK' ",75
2011 ,"'L23 University of Leeds' ","'UK' ",5760
2011 ,"'L23 University of Leeds' ","'EU (excluding UK)' ",210
2011 ,"'L23 University of Leeds' ","'Not EU' ",520
2011 ,"'L24 Leeds Trinity University' ","'UK' ",845
2011 ,"'L24 Leeds Trinity University' ","'EU (excluding UK)' ",5
2011 ,"'L27 Leeds Beckett University' ","'UK' ",7260
2011 ,"'L27 Leeds Beckett University' ","'EU (excluding UK)' ",215
2011 ,"'L27 Leeds Beckett University' ","'Not EU' ",100
2011 ,"'L28 Leeds College of Art' ","'UK' ",365
2011 ,"'L28 Leeds College of Art' ","'EU (excluding UK)' ",10
2011 ,"'L28 Leeds College of Art' ","'Not EU' ",5
2011 ,"'L30 Leeds College of Music (UCAS)' ","'UK' ",275
2011 ,"'L30 Leeds College of Music (UCAS)' ","'EU (excluding UK)' ",10
2011 ,"'L30 Leeds College of Music (UCAS)' ","'Not EU' ",10
2011 ,"'L34 University of Leicester' ","'UK' ",2100
2011 ,"'L34 University of Leicester' ","'EU (excluding UK)' ",180
2011 ,"'L34 University of Leicester' ","'Not EU' ",405
2011 ,"'L36 Leicester College' ","'UK' ",65
2011 ,"'L39 University of Lincoln' ","'UK' ",2820
2011 ,"'L39 University of Lincoln' ","'EU (excluding UK)' ",95
2011 ,"'L39 University of Lincoln' ","'Not EU' ",45
2011 ,"'L41 The University of Liverpool' ","'UK' ",3610
2011 ,"'L41 The University of Liverpool' ","'EU (excluding UK)' ",160
2011 ,"'L41 The University of Liverpool' ","'Not EU' ",285
2011 ,"'L42 Lincoln College' ","'UK' ",35
2011 ,"'L43 The City of Liverpool College' ","'UK' ",100
2011 ,"'L46 Liverpool Hope University' ","'UK' ",1420
2011 ,"'L46 Liverpool Hope University' ","'EU (excluding UK)' ",30
2011 ,"'L46 Liverpool Hope University' ","'Not EU' ",20
2011 ,"'L48 The Liverpool Institute for Performing Arts' ","'UK' ",180
2011 ,"'L48 The Liverpool Institute for Performing Arts' ","'EU (excluding UK)' ",15
2011 ,"'L48 The Liverpool Institute for Performing Arts' ","'Not EU' ",35
2011 ,"'L51 Liverpool John Moores University (LJMU)' ","'UK' ",4870
2011 ,"'L51 Liverpool John Moores University (LJMU)' ","'EU (excluding UK)' ",165
2011 ,"'L51 Liverpool John Moores University (LJMU)' ","'Not EU' ",95
2011 ,"'L53 Coleg Llandrillo' ","'UK' ",75
2011 ,"'L62 The London College, UCK' ","'UK' ",75
2011 ,"'L62 The London College, UCK' ","'EU (excluding UK)' ",5
2011 ,"'L62 The London College, UCK' ","'Not EU' ",5
2011 ,"'L68 London Metropolitan University' ","'UK' ",2190
2011 ,"'L68 London Metropolitan University' ","'EU (excluding UK)' ",470
2011 ,"'L68 London Metropolitan University' ","'Not EU' ",175
2011 ,"'L70 London School of Commerce' ","'UK' ",5
2011 ,"'L70 London School of Commerce' ","'EU (excluding UK)' ",5
2011 ,"'L70 London School of Commerce' ","'Not EU' ",10
2011 ,"'L71 London School of Science & Technology' ","'UK' ",5
2011 ,"'L72 London School of Economics and Political Science (University of London)' ","'UK' ",685
2011 ,"'L72 London School of Economics and Political Science (University of London)' ","'EU (excluding UK)' ",75
2011 ,"'L72 London School of Economics and Political Science (University of London)' ","'Not EU' ",505
2011 ,"'L75 London South Bank University' ","'UK' ",2360
2011 ,"'L75 London South Bank University' ","'EU (excluding UK)' ",115
2011 ,"'L75 London South Bank University' ","'Not EU' ",85
2011 ,"'L77 Loughborough College' ","'UK' ",245
2011 ,"'L77 Loughborough College' ","'EU (excluding UK)' ",5
2011 ,"'L77 Loughborough College' ","'Not EU' ",5
2011 ,"'L79 Loughborough University' ","'UK' ",2890
2011 ,"'L79 Loughborough University' ","'EU (excluding UK)' ",130
2011 ,"'L79 Loughborough University' ","'Not EU' ",240
2011 ,"'M10 The Manchester College' ","'UK' ",415
2011 ,"'M10 The Manchester College' ","'EU (excluding UK)' ",10
2011 ,"'M10 The Manchester College' ","'Not EU' ",5
2011 ,"'M20 The University of Manchester' ","'UK' ",5585
2011 ,"'M20 The University of Manchester' ","'EU (excluding UK)' ",525
2011 ,"'M20 The University of Manchester' ","'Not EU' ",1420
2011 ,"'M40 The Manchester Metropolitan University' ","'UK' ",7250
2011 ,"'M40 The Manchester Metropolitan University' ","'EU (excluding UK)' ",240
2011 ,"'M40 The Manchester Metropolitan University' ","'Not EU' ",175
2011 ,"'M62 Medway School of Pharmacy' ","'UK' ",130
2011 ,"'M62 Medway School of Pharmacy' ","'EU (excluding UK)' ",5
2011 ,"'M62 Medway School of Pharmacy' ","'Not EU' ",5
2011 ,"'M65 Coleg Menai' ","'UK' ",5
2011 ,"'M77 Mid Cheshire College' ","'UK' ",5
2011 ,"'M80 Middlesex University' ","'UK' ",3555
2011 ,"'M80 Middlesex University' ","'EU (excluding UK)' ",330
2011 ,"'M80 Middlesex University' ","'Not EU' ",115
2011 ,"'M93 Moulton College' ","'UK' ",95
2011 ,"'M95 Mountview Academy of Theatre Arts' ","'UK' ",30
2011 ,"'M99 Myerscough College' ","'UK' ",325
2011 ,"'M99 Myerscough College' ","'EU (excluding UK)' ",10
2011 ,"'M99 Myerscough College' ","'Not EU' ",5
2011 ,"'N11 Nazarene Theological College' ","'UK' ",15
2011 ,"'N13 NPTC Group' ","'UK' ",30
2011 ,"'N21 Newcastle University' ","'UK' ",3515
2011 ,"'N21 Newcastle University' ","'EU (excluding UK)' ",230
2011 ,"'N21 Newcastle University' ","'Not EU' ",455
