"Statistic:   Number of Acceptances"
"Variables:   Provider Name , Applicant Domicile (UK / EU / Not EU) , Entry Year"
"Coverage:   Direct entry or deferred by one year"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR4_019_01.pdf"
 
Entry Year,Provider Name , Applicant Domicile (UK / EU / Not EU),Number of Acceptances,
2009 ,"'A20 The University of Aberdeen' ","'UK' ",2650
2009 ,"'A20 The University of Aberdeen' ","'EU (excluding UK)' ",550
2009 ,"'A20 The University of Aberdeen' ","'Not EU' ",290
2009 ,"'A30 Abertay University' ","'UK' ",1200
2009 ,"'A30 Abertay University' ","'EU (excluding UK)' ",75
2009 ,"'A30 Abertay University' ","'Not EU' ",15
2009 ,"'A40 Aberystwyth University' ","'UK' ",2415
2009 ,"'A40 Aberystwyth University' ","'EU (excluding UK)' ",315
2009 ,"'A40 Aberystwyth University' ","'Not EU' ",210
2009 ,"'A42 ALRA (The Academy of Live and Recorded Arts)' ","'UK' ",30
2009 ,"'A42 ALRA (The Academy of Live and Recorded Arts)' ","'Not EU' ",5
2009 ,"'A45 The College of Agriculture, Food and Rural Enterprise' ","'UK' ",110
2009 ,"'A45 The College of Agriculture, Food and Rural Enterprise' ","'EU (excluding UK)' ",40
2009 ,"'A50 American InterContinental University - London' ","'UK' ",5
2009 ,"'A50 American InterContinental University - London' ","'Not EU' ",5
2009 ,"'A60 Anglia Ruskin University' ","'UK' ",2820
2009 ,"'A60 Anglia Ruskin University' ","'EU (excluding UK)' ",155
2009 ,"'A60 Anglia Ruskin University' ","'Not EU' ",40
2009 ,"'A65 Anglo European College of Chiropractic' ","'UK' ",60
2009 ,"'A65 Anglo European College of Chiropractic' ","'EU (excluding UK)' ",40
2009 ,"'A65 Anglo European College of Chiropractic' ","'Not EU' ",30
2009 ,"'A70 Askham Bryan College' ","'UK' ",45
2009 ,"'A80 Aston University, Birmingham' ","'UK' ",1780
2009 ,"'A80 Aston University, Birmingham' ","'EU (excluding UK)' ",125
2009 ,"'A80 Aston University, Birmingham' ","'Not EU' ",370
2009 ,"'B06 Bangor University' ","'UK' ",2555
2009 ,"'B06 Bangor University' ","'EU (excluding UK)' ",80
2009 ,"'B06 Bangor University' ","'Not EU' ",110
2009 ,"'B11 Barking and Dagenham College' ","'UK' ",30
2009 ,"'B12 Barony College' ","'UK' ",65
2009 ,"'B15 Basingstoke College of Technology' ","'UK' ",25
2009 ,"'B16 University of Bath' ","'UK' ",2235
2009 ,"'B16 University of Bath' ","'EU (excluding UK)' ",260
2009 ,"'B16 University of Bath' ","'Not EU' ",460
2009 ,"'B20 Bath Spa University' ","'UK' ",1975
2009 ,"'B20 Bath Spa University' ","'EU (excluding UK)' ",35
2009 ,"'B20 Bath Spa University' ","'Not EU' ",35
2009 ,"'B21 Bath College' ","'UK' ",25
2009 ,"'B21 Bath College' ","'Not EU' ",5
2009 ,"'B22 University of Bedfordshire' ","'UK' ",3505
2009 ,"'B22 University of Bedfordshire' ","'EU (excluding UK)' ",80
2009 ,"'B22 University of Bedfordshire' ","'Not EU' ",50
2009 ,"'B23 Bedford College' ","'UK' ",45
2009 ,"'B23 Bedford College' ","'Not EU' ",5
2009 ,"'B32 The University of Birmingham' ","'UK' ",5075
2009 ,"'B32 The University of Birmingham' ","'EU (excluding UK)' ",200
2009 ,"'B32 The University of Birmingham' ","'Not EU' ",505
2009 ,"'B35 University College Birmingham' ","'UK' ",725
2009 ,"'B35 University College Birmingham' ","'EU (excluding UK)' ",160
2009 ,"'B35 University College Birmingham' ","'Not EU' ",105
2009 ,"'B37 Bishop Burton College' ","'UK' ",260
2009 ,"'B37 Bishop Burton College' ","'EU (excluding UK)' ",5
2009 ,"'B38 Bishop Grosseteste University' ","'UK' ",465
2009 ,"'B41 Blackpool and The Fylde College' ","'UK' ",865
2009 ,"'B41 Blackpool and The Fylde College' ","'EU (excluding UK)' ",5
2009 ,"'B41 Blackpool and The Fylde College' ","'Not EU' ",15
2009 ,"'B44 University of Bolton' ","'UK' ",940
2009 ,"'B44 University of Bolton' ","'EU (excluding UK)' ",25
2009 ,"'B44 University of Bolton' ","'Not EU' ",80
2009 ,"'B50 Bournemouth University' ","'UK' ",4320
2009 ,"'B50 Bournemouth University' ","'EU (excluding UK)' ",95
2009 ,"'B50 Bournemouth University' ","'Not EU' ",130
2009 ,"'B53 The Arts Institute at Bournemouth' ","'UK' ",815
2009 ,"'B53 The Arts Institute at Bournemouth' ","'EU (excluding UK)' ",35
2009 ,"'B53 The Arts Institute at Bournemouth' ","'Not EU' ",25
2009 ,"'B56 The University of Bradford' ","'UK' ",2730
2009 ,"'B56 The University of Bradford' ","'EU (excluding UK)' ",155
2009 ,"'B56 The University of Bradford' ","'Not EU' ",460
2009 ,"'B60 Bradford College' ","'UK' ",900
2009 ,"'B60 Bradford College' ","'EU (excluding UK)' ",5
2009 ,"'B60 Bradford College' ","'Not EU' ",50
2009 ,"'B70 Bridgwater College' ","'UK' ",40
2009 ,"'B72 University of Brighton' ","'UK' ",4865
2009 ,"'B72 University of Brighton' ","'EU (excluding UK)' ",430
2009 ,"'B72 University of Brighton' ","'Not EU' ",280
2009 ,"'B74 Brighton and Sussex Medical School' ","'UK' ",135
2009 ,"'B74 Brighton and Sussex Medical School' ","'Not EU' ",10
2009 ,"'B77 Bristol, City of Bristol College' ","'UK' ",255
2009 ,"'B77 Bristol, City of Bristol College' ","'EU (excluding UK)' ",5
2009 ,"'B77 Bristol, City of Bristol College' ","'Not EU' ",5
2009 ,"'B78 University of Bristol' ","'UK' ",3095
2009 ,"'B78 University of Bristol' ","'EU (excluding UK)' ",115
2009 ,"'B78 University of Bristol' ","'Not EU' ",430
2009 ,"'B79 Bristol Filton College' ","'UK' ",40
2009 ,"'B80 Bristol, University of the West of England (UWE)' ","'UK' ",6750
2009 ,"'B80 Bristol, University of the West of England (UWE)' ","'EU (excluding UK)' ",175
2009 ,"'B80 Bristol, University of the West of England (UWE)' ","'Not EU' ",205
2009 ,"'B81 British College of Osteopathic Medicine' ","'UK' ",70
2009 ,"'B81 British College of Osteopathic Medicine' ","'EU (excluding UK)' ",10
2009 ,"'B84 Brunel University London' ","'UK' ",3160
2009 ,"'B84 Brunel University London' ","'EU (excluding UK)' ",125
2009 ,"'B84 Brunel University London' ","'Not EU' ",465
2009 ,"'B87 British School of Osteopathy' ","'UK' ",80
2009 ,"'B87 British School of Osteopathy' ","'EU (excluding UK)' ",10
2009 ,"'B87 British School of Osteopathy' ","'Not EU' ",5
2009 ,"'B90 The University of Buckingham' ","'UK' ",40
2009 ,"'B90 The University of Buckingham' ","'EU (excluding UK)' ",10
2009 ,"'B90 The University of Buckingham' ","'Not EU' ",35
2009 ,"'B94 Buckinghamshire New University' ","'UK' ",2035
2009 ,"'B94 Buckinghamshire New University' ","'EU (excluding UK)' ",160
2009 ,"'B94 Buckinghamshire New University' ","'Not EU' ",45
2009 ,"'C05 University of Cambridge' ","'UK' ",2845
2009 ,"'C05 University of Cambridge' ","'EU (excluding UK)' ",255
2009 ,"'C05 University of Cambridge' ","'Not EU' ",365
2009 ,"'C10 Canterbury Christ Church University' ","'UK' ",2765
2009 ,"'C10 Canterbury Christ Church University' ","'EU (excluding UK)' ",85
2009 ,"'C10 Canterbury Christ Church University' ","'Not EU' ",25
2009 ,"'C13 Capel Manor College' ","'UK' ",10
2009 ,"'C15 Cardiff University' ","'UK' ",4625
2009 ,"'C15 Cardiff University' ","'EU (excluding UK)' ",165
2009 ,"'C15 Cardiff University' ","'Not EU' ",545
2009 ,"'C20 Cardiff Metropolitan University' ","'UK' ",2510
2009 ,"'C20 Cardiff Metropolitan University' ","'EU (excluding UK)' ",50
2009 ,"'C20 Cardiff Metropolitan University' ","'Not EU' ",80
2009 ,"'C21 Castle College Nottingham' ","'UK' ",10
2009 ,"'C21 Castle College Nottingham' ","'Not EU' ",5
2009 ,"'C22 Coleg Sir Gar / Carmarthenshire College' ","'UK' ",95
2009 ,"'C22 Coleg Sir Gar / Carmarthenshire College' ","'EU (excluding UK)' ",10
2009 ,"'C30 University of Central Lancashire (UCLan)' ","'UK' ",5595
2009 ,"'C30 University of Central Lancashire (UCLan)' ","'EU (excluding UK)' ",250
2009 ,"'C30 University of Central Lancashire (UCLan)' ","'Not EU' ",50
2009 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'UK' ",175
2009 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'EU (excluding UK)' ",10
2009 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'Not EU' ",20
2009 ,"'C55 University of Chester' ","'UK' ",2765
2009 ,"'C55 University of Chester' ","'EU (excluding UK)' ",40
2009 ,"'C55 University of Chester' ","'Not EU' ",65
2009 ,"'C56 Chesterfield College' ","'UK' ",55
2009 ,"'C57 Chichester College' ","'UK' ",80
2009 ,"'C57 Chichester College' ","'Not EU' ",10
2009 ,"'C58 University of Chichester' ","'UK' ",1240
2009 ,"'C58 University of Chichester' ","'EU (excluding UK)' ",15
2009 ,"'C58 University of Chichester' ","'Not EU' ",15
2009 ,"'C60 City, University of London' ","'UK' ",2015
2009 ,"'C60 City, University of London' ","'EU (excluding UK)' ",235
2009 ,"'C60 City, University of London' ","'Not EU' ",425
2009 ,"'C62 City College, Birmingham' ","'UK' ",25
2009 ,"'C64 City College Coventry' ","'UK' ",25
2009 ,"'C66 The Manchester College (Formerly City College Manchester)' ","'UK' ",245
2009 ,"'C66 The Manchester College (Formerly City College Manchester)' ","'EU (excluding UK)' ",5
2009 ,"'C69 City of Sunderland College' ","'UK' ",85
2009 ,"'C71 Cleveland College of Art and Design' ","'UK' ",205
2009 ,"'C72 Cliff College' ","'UK' ",10
2009 ,"'C75 University Centre Colchester at Colchester Institute' ","'UK' ",355
2009 ,"'C75 University Centre Colchester at Colchester Institute' ","'EU (excluding UK)' ",10
2009 ,"'C75 University Centre Colchester at Colchester Institute' ","'Not EU' ",5
2009 ,"'C78 Cornwall College' ","'UK' ",485
2009 ,"'C78 Cornwall College' ","'EU (excluding UK)' ",10
2009 ,"'C78 Cornwall College' ","'Not EU' ",5
2009 ,"'C80 Courtauld Institute of Art (University of London)' ","'UK' ",45
2009 ,"'C80 Courtauld Institute of Art (University of London)' ","'EU (excluding UK)' ",5
2009 ,"'C80 Courtauld Institute of Art (University of London)' ","'Not EU' ",5
2009 ,"'C85 Coventry University' ","'UK' ",4400
2009 ,"'C85 Coventry University' ","'EU (excluding UK)' ",720
2009 ,"'C85 Coventry University' ","'Not EU' ",635
2009 ,"'C88 Craven College' ","'UK' ",15
2009 ,"'C92 University Centre, Croydon (Croydon College)' ","'UK' ",220
2009 ,"'C92 University Centre, Croydon (Croydon College)' ","'Not EU' ",10
2009 ,"'C93 University for the Creative Arts (UCA)' ","'UK' ",1995
2009 ,"'C93 University for the Creative Arts (UCA)' ","'EU (excluding UK)' ",175
2009 ,"'C93 University for the Creative Arts (UCA)' ","'Not EU' ",60
2009 ,"'C99 University of Cumbria' ","'UK' ",2190
2009 ,"'C99 University of Cumbria' ","'EU (excluding UK)' ",20
2009 ,"'C99 University of Cumbria' ","'Not EU' ",20
2009 ,"'D13 Dartington College of Arts (now known as University College Falmouth inc Dartington College of Arts)' ","'UK' ",145
2009 ,"'D13 Dartington College of Arts (now known as University College Falmouth inc Dartington College of Arts)' ","'EU (excluding UK)' ",5
2009 ,"'D13 Dartington College of Arts (now known as University College Falmouth inc Dartington College of Arts)' ","'Not EU' ",5
2009 ,"'D22 Dearne Valley College' ","'UK' ",20
2009 ,"'D26 De Montfort University' ","'UK' ",5690
2009 ,"'D26 De Montfort University' ","'EU (excluding UK)' ",100
2009 ,"'D26 De Montfort University' ","'Not EU' ",135
2009 ,"'D39 University of Derby' ","'UK' ",3165
2009 ,"'D39 University of Derby' ","'EU (excluding UK)' ",55
2009 ,"'D39 University of Derby' ","'Not EU' ",45
2009 ,"'D45 Kirklees College (Formerly Dewsbury College)' ","'UK' ",120
2009 ,"'D52 Doncaster College' ","'UK' ",330
2009 ,"'D55 Duchy College' ","'UK' ",170
2009 ,"'D58 Dudley College of Technology' ","'UK' ",15
2009 ,"'D65 University of Dundee' ","'UK' ",2055
2009 ,"'D65 University of Dundee' ","'EU (excluding UK)' ",165
2009 ,"'D65 University of Dundee' ","'Not EU' ",80
2009 ,"'D86 Durham University' ","'UK' ",3220
2009 ,"'D86 Durham University' ","'EU (excluding UK)' ",130
2009 ,"'D86 Durham University' ","'Not EU' ",375
2009 ,"'E10 Ealing, Hammersmith and West London College' ","'UK' ",90
2009 ,"'E14 University of East Anglia (UEA)' ","'UK' ",2750
2009 ,"'E14 University of East Anglia (UEA)' ","'EU (excluding UK)' ",130
2009 ,"'E14 University of East Anglia (UEA)' ","'Not EU' ",365
2009 ,"'E25 East Lancashire Institute of Higher Education at Blackburn College' ","'UK' ",995
2009 ,"'E25 East Lancashire Institute of Higher Education at Blackburn College' ","'EU (excluding UK)' ",5
2009 ,"'E25 East Lancashire Institute of Higher Education at Blackburn College' ","'Not EU' ",15
2009 ,"'E28 University of East London (UEL)' ","'UK' ",4610
2009 ,"'E28 University of East London (UEL)' ","'EU (excluding UK)' ",220
2009 ,"'E28 University of East London (UEL)' ","'Not EU' ",220
2009 ,"'E32 East Surrey College (incorporating Reigate School of Art, Design and Media)' ","'UK' ",30
2009 ,"'E42 Edge Hill University' ","'UK' ",3540
2009 ,"'E42 Edge Hill University' ","'EU (excluding UK)' ",20
2009 ,"'E42 Edge Hill University' ","'Not EU' ",15
2009 ,"'E56 The University of Edinburgh' ","'UK' ",4140
2009 ,"'E56 The University of Edinburgh' ","'EU (excluding UK)' ",460
2009 ,"'E56 The University of Edinburgh' ","'Not EU' ",785
2009 ,"'E58 Edinburgh College of Art' ","'UK' ",235
2009 ,"'E58 Edinburgh College of Art' ","'EU (excluding UK)' ",40
2009 ,"'E58 Edinburgh College of Art' ","'Not EU' ",25
2009 ,"'E70 The University of Essex' ","'UK' ",2100
2009 ,"'E70 The University of Essex' ","'EU (excluding UK)' ",380
2009 ,"'E70 The University of Essex' ","'Not EU' ",540
2009 ,"'E77 European Business School, London' ","'UK' ",10
2009 ,"'E77 European Business School, London' ","'EU (excluding UK)' ",25
2009 ,"'E77 European Business School, London' ","'Not EU' ",20
2009 ,"'E81 Exeter College' ","'UK' ",65
2009 ,"'E84 University of Exeter' ","'UK' ",3270
2009 ,"'E84 University of Exeter' ","'EU (excluding UK)' ",150
2009 ,"'E84 University of Exeter' ","'Not EU' ",560
2009 ,"'F33 Falmouth University' ","'UK' ",965
2009 ,"'F33 Falmouth University' ","'EU (excluding UK)' ",20
2009 ,"'F33 Falmouth University' ","'Not EU' ",45
2009 ,"'F66 University Centre Farnborough' ","'UK' ",225
2009 ,"'F66 University Centre Farnborough' ","'Not EU' ",10
2009 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'UK' ",3515
2009 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'EU (excluding UK)' ",220
2009 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'Not EU' ",55
2009 ,"'G28 University of Glasgow' ","'UK' ",4175
2009 ,"'G28 University of Glasgow' ","'EU (excluding UK)' ",370
2009 ,"'G28 University of Glasgow' ","'Not EU' ",270
2009 ,"'G42 Glasgow Caledonian University' ","'UK' ",3130
2009 ,"'G42 Glasgow Caledonian University' ","'EU (excluding UK)' ",55
2009 ,"'G42 Glasgow Caledonian University' ","'Not EU' ",80
2009 ,"'G43 The Glasgow School of Art' ","'UK' ",295
2009 ,"'G43 The Glasgow School of Art' ","'EU (excluding UK)' ",30
2009 ,"'G43 The Glasgow School of Art' ","'Not EU' ",35
2009 ,"'G45 Gloucestershire College' ","'UK' ",75
2009 ,"'G50 The University of Gloucestershire' ","'UK' ",2300
2009 ,"'G50 The University of Gloucestershire' ","'EU (excluding UK)' ",35
2009 ,"'G50 The University of Gloucestershire' ","'Not EU' ",80
2009 ,"'G56 Goldsmiths, University of London' ","'UK' ",1515
2009 ,"'G56 Goldsmiths, University of London' ","'EU (excluding UK)' ",130
2009 ,"'G56 Goldsmiths, University of London' ","'Not EU' ",175
2009 ,"'G70 University of Greenwich' ","'UK' ",3595
2009 ,"'G70 University of Greenwich' ","'EU (excluding UK)' ",170
2009 ,"'G70 University of Greenwich' ","'Not EU' ",290
2009 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'UK' ",20
2009 ,"'G80 University Centre Grimsby' ","'UK' ",175
2009 ,"'G90 Guildford College' ","'UK' ",225
2009 ,"'H12 Harper Adams University' ","'UK' ",635
2009 ,"'H12 Harper Adams University' ","'EU (excluding UK)' ",20
2009 ,"'H12 Harper Adams University' ","'Not EU' ",5
2009 ,"'H14 Havering College of Further and Higher Education' ","'UK' ",145
2009 ,"'H18 Hereford College of Arts' ","'UK' ",180
2009 ,"'H24 Heriot-Watt University, Edinburgh' ","'UK' ",1605
2009 ,"'H24 Heriot-Watt University, Edinburgh' ","'EU (excluding UK)' ",475
2009 ,"'H24 Heriot-Watt University, Edinburgh' ","'Not EU' ",220
2009 ,"'H36 University of Hertfordshire' ","'UK' ",6420
2009 ,"'H36 University of Hertfordshire' ","'EU (excluding UK)' ",135
2009 ,"'H36 University of Hertfordshire' ","'Not EU' ",130
2009 ,"'H39 Highbury College' ","'UK' ",35
2009 ,"'H48 Heythrop College (University of London)' ","'UK' ",195
2009 ,"'H48 Heythrop College (University of London)' ","'EU (excluding UK)' ",5
2009 ,"'H48 Heythrop College (University of London)' ","'Not EU' ",10
2009 ,"'H49 University of the Highlands and Islands' ","'UK' ",1845
2009 ,"'H49 University of the Highlands and Islands' ","'EU (excluding UK)' ",45
2009 ,"'H49 University of the Highlands and Islands' ","'Not EU' ",70
2009 ,"'H50 Holborn College' ","'UK' ",285
2009 ,"'H50 Holborn College' ","'Not EU' ",5
2009 ,"'H54 Hopwood Hall College' ","'UK' ",35
2009 ,"'H58 Kirklees College (Formerly Huddersfield Technical College)' ","'UK' ",5
2009 ,"'H60 The University of Huddersfield' ","'UK' ",4250
2009 ,"'H60 The University of Huddersfield' ","'EU (excluding UK)' ",65
2009 ,"'H60 The University of Huddersfield' ","'Not EU' ",95
2009 ,"'H72 The University of Hull' ","'UK' ",3795
2009 ,"'H72 The University of Hull' ","'EU (excluding UK)' ",330
2009 ,"'H72 The University of Hull' ","'Not EU' ",810
2009 ,"'H73 Hull College' ","'UK' ",590
2009 ,"'H75 Hull York Medical School' ","'UK' ",140
2009 ,"'H75 Hull York Medical School' ","'EU (excluding UK)' ",5
2009 ,"'H75 Hull York Medical School' ","'Not EU' ",10
2009 ,"'I50 Imperial College London' ","'UK' ",1350
2009 ,"'I50 Imperial College London' ","'EU (excluding UK)' ",280
2009 ,"'I50 Imperial College London' ","'Not EU' ",775
2009 ,"'I60 Islamic College for Advanced Studies' ","'UK' ",20
2009 ,"'I60 Islamic College for Advanced Studies' ","'Not EU' ",5
2009 ,"'K12 Keele University' ","'UK' ",2320
2009 ,"'K12 Keele University' ","'EU (excluding UK)' ",55
2009 ,"'K12 Keele University' ","'Not EU' ",125
2009 ,"'K24 The University of Kent' ","'UK' ",4065
2009 ,"'K24 The University of Kent' ","'EU (excluding UK)' ",325
2009 ,"'K24 The University of Kent' ","'Not EU' ",550
2009 ,"'K60 King's College London (University of London)' ","'UK' ",2930
2009 ,"'K60 King's College London (University of London)' ","'EU (excluding UK)' ",355
2009 ,"'K60 King's College London (University of London)' ","'Not EU' ",520
2009 ,"'K84 Kingston University' ","'UK' ",6735
2009 ,"'K84 Kingston University' ","'EU (excluding UK)' ",445
2009 ,"'K84 Kingston University' ","'Not EU' ",660
2009 ,"'L07 The University of Wales, Lampeter' ","'UK' ",340
2009 ,"'L07 The University of Wales, Lampeter' ","'EU (excluding UK)' ",10
2009 ,"'L07 The University of Wales, Lampeter' ","'Not EU' ",10
2009 ,"'L14 Lancaster University' ","'UK' ",2425
2009 ,"'L14 Lancaster University' ","'EU (excluding UK)' ",220
2009 ,"'L14 Lancaster University' ","'Not EU' ",255
2009 ,"'L21 Leeds City College' ","'UK' ",185
2009 ,"'L21 Leeds City College' ","'EU (excluding UK)' ",5
2009 ,"'L23 University of Leeds' ","'UK' ",6530
2009 ,"'L23 University of Leeds' ","'EU (excluding UK)' ",160
2009 ,"'L23 University of Leeds' ","'Not EU' ",600
2009 ,"'L24 Leeds Trinity University' ","'UK' ",835
2009 ,"'L24 Leeds Trinity University' ","'EU (excluding UK)' ",5
2009 ,"'L24 Leeds Trinity University' ","'Not EU' ",5
2009 ,"'L27 Leeds Beckett University' ","'UK' ",6310
2009 ,"'L27 Leeds Beckett University' ","'EU (excluding UK)' ",210
2009 ,"'L27 Leeds Beckett University' ","'Not EU' ",165
2009 ,"'L28 Leeds College of Art' ","'UK' ",465
2009 ,"'L28 Leeds College of Art' ","'EU (excluding UK)' ",5
2009 ,"'L28 Leeds College of Art' ","'Not EU' ",5
2009 ,"'L30 Leeds College of Music (UCAS)' ","'UK' ",180
2009 ,"'L30 Leeds College of Music (UCAS)' ","'Not EU' ",5
2009 ,"'L34 University of Leicester' ","'UK' ",2325
2009 ,"'L34 University of Leicester' ","'EU (excluding UK)' ",200
2009 ,"'L34 University of Leicester' ","'Not EU' ",510
2009 ,"'L36 Leicester College' ","'UK' ",105
2009 ,"'L39 University of Lincoln' ","'UK' ",3405
2009 ,"'L39 University of Lincoln' ","'EU (excluding UK)' ",240
2009 ,"'L39 University of Lincoln' ","'Not EU' ",50
2009 ,"'L41 The University of Liverpool' ","'UK' ",3705
2009 ,"'L41 The University of Liverpool' ","'EU (excluding UK)' ",110
2009 ,"'L41 The University of Liverpool' ","'Not EU' ",320
2009 ,"'L42 Lincoln College' ","'UK' ",45
2009 ,"'L43 The City of Liverpool College' ","'UK' ",95
2009 ,"'L43 The City of Liverpool College' ","'EU (excluding UK)' ",5
2009 ,"'L46 Liverpool Hope University' ","'UK' ",1670
2009 ,"'L46 Liverpool Hope University' ","'EU (excluding UK)' ",50
2009 ,"'L46 Liverpool Hope University' ","'Not EU' ",15
2009 ,"'L48 The Liverpool Institute for Performing Arts' ","'UK' ",145
2009 ,"'L48 The Liverpool Institute for Performing Arts' ","'EU (excluding UK)' ",5
2009 ,"'L48 The Liverpool Institute for Performing Arts' ","'Not EU' ",25
2009 ,"'L51 Liverpool John Moores University (LJMU)' ","'UK' ",5715
2009 ,"'L51 Liverpool John Moores University (LJMU)' ","'EU (excluding UK)' ",155
2009 ,"'L51 Liverpool John Moores University (LJMU)' ","'Not EU' ",225
2009 ,"'L53 Coleg Llandrillo' ","'UK' ",105
2009 ,"'L68 London Metropolitan University' ","'UK' ",2745
2009 ,"'L68 London Metropolitan University' ","'EU (excluding UK)' ",400
2009 ,"'L68 London Metropolitan University' ","'Not EU' ",225
2009 ,"'L70 London School of Commerce' ","'UK' ",5
2009 ,"'L70 London School of Commerce' ","'EU (excluding UK)' ",5
2009 ,"'L72 London School of Economics and Political Science (University of London)' ","'UK' ",780
2009 ,"'L72 London School of Economics and Political Science (University of London)' ","'EU (excluding UK)' ",100
2009 ,"'L72 London School of Economics and Political Science (University of London)' ","'Not EU' ",530
2009 ,"'L75 London South Bank University' ","'UK' ",2815
2009 ,"'L75 London South Bank University' ","'EU (excluding UK)' ",120
2009 ,"'L75 London South Bank University' ","'Not EU' ",395
2009 ,"'L77 Loughborough College' ","'UK' ",340
2009 ,"'L77 Loughborough College' ","'EU (excluding UK)' ",5
2009 ,"'L77 Loughborough College' ","'Not EU' ",20
2009 ,"'L79 Loughborough University' ","'UK' ",3015
2009 ,"'L79 Loughborough University' ","'EU (excluding UK)' ",140
2009 ,"'L79 Loughborough University' ","'Not EU' ",315
2009 ,"'M10 The Manchester College' ","'UK' ",270
2009 ,"'M10 The Manchester College' ","'Not EU' ",5
2009 ,"'M20 The University of Manchester' ","'UK' ",7035
2009 ,"'M20 The University of Manchester' ","'EU (excluding UK)' ",525
2009 ,"'M20 The University of Manchester' ","'Not EU' ",1475
2009 ,"'M40 The Manchester Metropolitan University' ","'UK' ",8340
2009 ,"'M40 The Manchester Metropolitan University' ","'EU (excluding UK)' ",235
2009 ,"'M40 The Manchester Metropolitan University' ","'Not EU' ",435
2009 ,"'M60 Matthew Boulton College of Further and Higher Education' ","'UK' ",35
2009 ,"'M62 Medway School of Pharmacy' ","'UK' ",170
2009 ,"'M62 Medway School of Pharmacy' ","'EU (excluding UK)' ",5
2009 ,"'M62 Medway School of Pharmacy' ","'Not EU' ",10
2009 ,"'M77 Mid Cheshire College' ","'UK' ",10
2009 ,"'M80 Middlesex University' ","'UK' ",3245
2009 ,"'M80 Middlesex University' ","'EU (excluding UK)' ",170
2009 ,"'M80 Middlesex University' ","'Not EU' ",130
2009 ,"'M95 Mountview Academy of Theatre Arts' ","'UK' ",30
2009 ,"'M99 Myerscough College' ","'UK' ",330
2009 ,"'M99 Myerscough College' ","'EU (excluding UK)' ",10
2009 ,"'N07 Napier University, Edinburgh' ","'UK' ",2060
2009 ,"'N07 Napier University, Edinburgh' ","'EU (excluding UK)' ",1045
2009 ,"'N07 Napier University, Edinburgh' ","'Not EU' ",480
2009 ,"'N11 Nazarene Theological College' ","'UK' ",20
2009 ,"'N13 NPTC Group' ","'UK' ",155
2009 ,"'N21 Newcastle University' ","'UK' ",3890
2009 ,"'N21 Newcastle University' ","'EU (excluding UK)' ",220
2009 ,"'N21 Newcastle University' ","'Not EU' ",525
2009 ,"'N23 Newcastle College' ","'UK' ",1190
2009 ,"'N23 Newcastle College' ","'Not EU' ",5
2009 ,"'N28 New College Durham' ","'UK' ",65
2009 ,"'N30 New College Nottingham' ","'UK' ",335
2009 ,"'N30 New College Nottingham' ","'EU (excluding UK)' ",5
2009 ,"'N30 New College Nottingham' ","'Not EU' ",20
2009 ,"'N33 New College Stamford' ","'UK' ",5
2009 ,"'N36 Newman University, Birmingham' ","'UK' ",730
2009 ,"'N36 Newman University, Birmingham' ","'EU (excluding UK)' ",10
2009 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'UK' ",1380
2009 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'EU (excluding UK)' ",25
2009 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'Not EU' ",10
2009 ,"'N38 University of Northampton' ","'UK' ",2885
2009 ,"'N38 University of Northampton' ","'EU (excluding UK)' ",40
2009 ,"'N38 University of Northampton' ","'Not EU' ",20
2009 ,"'N39 Norwich University Of The Arts' ","'UK' ",580
2009 ,"'N39 Norwich University Of The Arts' ","'EU (excluding UK)' ",10
2009 ,"'N39 Norwich University Of The Arts' ","'Not EU' ",5
2009 ,"'N41 Northbrook College Sussex' ","'UK' ",165
2009 ,"'N41 Northbrook College Sussex' ","'EU (excluding UK)' ",5
2009 ,"'N49 NESCOT, Surrey' ","'UK' ",55
2009 ,"'N49 NESCOT, Surrey' ","'EU (excluding UK)' ",5
2009 ,"'N51 New College Telford' ","'UK' ",5
2009 ,"'N56 Glyndwr University (Formerly The North East Wales Institute of Higher Education)' ","'UK' ",915
2009 ,"'N56 Glyndwr University (Formerly The North East Wales Institute of Higher Education)' ","'EU (excluding UK)' ",40
2009 ,"'N58 North East Worcestershire College' ","'UK' ",100
2009 ,"'N64 North Lindsey College' ","'UK' ",250
2009 ,"'N77 Northumbria University' ","'UK' ",5550
2009 ,"'N77 Northumbria University' ","'EU (excluding UK)' ",60
2009 ,"'N77 Northumbria University' ","'Not EU' ",135
2009 ,"'N79 North Warwickshire and Hinckley College' ","'UK' ",5
2009 ,"'N82 Norwich City College of Further and Higher Education (an Associate College of UEA)' ","'UK' ",290
2009 ,"'N82 Norwich City College of Further and Higher Education (an Associate College of UEA)' ","'Not EU' ",5
