"Statistic:   Number of Applicants"
"Variables:   Age Band, Deadline"
"Coverage:   Applied before June deadline"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR2_051_06.pdf"
 
Cycle Year,Age Band,Deadline,Number of Applicants,
2006,'17 and under','October Deadline',1790
2006,'18','October Deadline',55395
2006,'19','October Deadline',10155
2006,'20','October Deadline',2710
2006,'21 and over','October Deadline',11740
2007,'17 and under','October Deadline',1550
2007,'18','October Deadline',36715
2007,'19','October Deadline',9030
2007,'20','October Deadline',2215
2007,'21 and over','October Deadline',10470
2008,'17 and under','October Deadline',1595
2008,'18','October Deadline',35850
2008,'19','October Deadline',9485
2008,'20','October Deadline',2565
2008,'21 and over','October Deadline',11040
2009,'17 and under','October Deadline',1635
2009,'18','October Deadline',37260
2009,'19','October Deadline',10290
2009,'20','October Deadline',2980
2009,'21 and over','October Deadline',12275
2010,'17 and under','October Deadline',1800
2010,'18','October Deadline',39015
2010,'19','October Deadline',11385
2010,'20','October Deadline',3355
2010,'21 and over','October Deadline',16330
2011,'17 and under','October Deadline',1895
2011,'18','October Deadline',40270
2011,'19','October Deadline',12585
2011,'20','October Deadline',3625
2011,'21 and over','October Deadline',18235
2012,'17 and under','October Deadline',2010
2012,'18','October Deadline',39290
2012,'19','October Deadline',10420
2012,'20','October Deadline',3040
2012,'21 and over','October Deadline',14965
2013,'17 and under','October Deadline',1985
2013,'18','October Deadline',38740
2013,'19','October Deadline',11170
2013,'20','October Deadline',2885
2013,'21 and over','October Deadline',14460
2014,'17 and under','October Deadline',2235
2014,'18','October Deadline',38925
2014,'19','October Deadline',11535
2014,'20','October Deadline',3205
2014,'21 and over','October Deadline',15450
2015,'17 and under','October Deadline',2255
2015,'18','October Deadline',39610
2015,'19','October Deadline',11175
2015,'20','October Deadline',3100
2015,'21 and over','October Deadline',14395
2016,'17 and under','October Deadline',2420
2016,'18','October Deadline',40485
2016,'19','October Deadline',11260
2016,'20','October Deadline',3080
2016,'21 and over','October Deadline',13595
2006,'17 and under','January Deadline',5845
2006,'18','January Deadline',230460
2006,'19','January Deadline',57210
2006,'20','January Deadline',20430
2006,'21 and over','January Deadline',57730
2007,'17 and under','January Deadline',6250
2007,'18','January Deadline',234080
2007,'19','January Deadline',70950
2007,'20','January Deadline',22810
2007,'21 and over','January Deadline',61140
2008,'17 and under','January Deadline',6200
2008,'18','January Deadline',247530
2008,'19','January Deadline',78670
2008,'20','January Deadline',27970
2008,'21 and over','January Deadline',70075
2009,'17 and under','January Deadline',6605
2009,'18','January Deadline',261980
2009,'19','January Deadline',86765
2009,'20','January Deadline',30290
2009,'21 and over','January Deadline',78495
2010,'17 and under','January Deadline',7415
2010,'18','January Deadline',287655
2010,'19','January Deadline',113035
2010,'20','January Deadline',41315
2010,'21 and over','January Deadline',121095
2011,'17 and under','January Deadline',7575
2011,'18','January Deadline',288260
2011,'19','January Deadline',121390
2011,'20','January Deadline',43705
2011,'21 and over','January Deadline',122595
2012,'17 and under','January Deadline',7810
2012,'18','January Deadline',280225
2012,'19','January Deadline',103645
2012,'20','January Deadline',38950
2012,'21 and over','January Deadline',109390
2013,'17 and under','January Deadline',8395
2013,'18','January Deadline',285290
2013,'19','January Deadline',114540
2013,'20','January Deadline',40190
2013,'21 and over','January Deadline',110405
2014,'17 and under','January Deadline',9440
2014,'18','January Deadline',294610
2014,'19','January Deadline',118030
2014,'20','January Deadline',42870
2014,'21 and over','January Deadline',115055
2015,'17 and under','January Deadline',9850
2015,'18','January Deadline',307460
2015,'19','January Deadline',119870
2015,'20','January Deadline',41475
2015,'21 and over','January Deadline',113630
2016,'17 and under','January Deadline',10340
2016,'18','January Deadline',311230
2016,'19','January Deadline',120755
2016,'20','January Deadline',40355
2016,'21 and over','January Deadline',111040
2006,'17 and under','March Deadline',6440
2006,'18','March Deadline',239875
2006,'19','March Deadline',71430
2006,'20','March Deadline',27720
2006,'21 and over','March Deadline',78895
2007,'17 and under','March Deadline',6905
2007,'18','March Deadline',242535
2007,'19','March Deadline',85865
2007,'20','March Deadline',29955
2007,'21 and over','March Deadline',81225
