"Statistic:   Number of Applications"
"Variables:   Subject Group (Detailed Level) , Apply Centre Type , Cycle Year"
"Coverage:   Applications through the main scheme, UK domiciled and 18/19 year olds"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_030_03.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Apply Centre Type,Number of Applications,
2015 ,"'R1 - French studies' ","'Independent' ",370
2015 ,"'R1 - French studies' ","'Sixth form college' ",315
2015 ,"'R1 - French studies' ","'State' ",585
2015 ,"'R1 - French studies' ","'Other' ",75
2015 ,"'R2 - German studies' ","'Academy' ",210
2015 ,"'R2 - German studies' ","'Further education' ",25
2015 ,"'R2 - German studies' ","'Grammar' ",35
2015 ,"'R2 - German studies' ","'Independent' ",130
2015 ,"'R2 - German studies' ","'Sixth form college' ",145
2015 ,"'R2 - German studies' ","'State' ",175
2015 ,"'R2 - German studies' ","'Other' ",25
2015 ,"'R3 - Italian studies' ","'Academy' ",30
2015 ,"'R3 - Italian studies' ","'Grammar' ",5
2015 ,"'R3 - Italian studies' ","'Independent' ",25
2015 ,"'R3 - Italian studies' ","'Sixth form college' ",20
2015 ,"'R3 - Italian studies' ","'State' ",15
2015 ,"'R3 - Italian studies' ","'Other' ",5
2015 ,"'R4 - Spanish studies' ","'Academy' ",445
2015 ,"'R4 - Spanish studies' ","'Further education' ",65
2015 ,"'R4 - Spanish studies' ","'Grammar' ",145
2015 ,"'R4 - Spanish studies' ","'Independent' ",280
2015 ,"'R4 - Spanish studies' ","'Sixth form college' ",295
2015 ,"'R4 - Spanish studies' ","'State' ",455
2015 ,"'R4 - Spanish studies' ","'Other' ",50
2015 ,"'R6 - Scandinavian studies' ","'Academy' ",5
2015 ,"'R6 - Scandinavian studies' ","'Grammar' ",5
2015 ,"'R6 - Scandinavian studies' ","'Independent' ",5
2015 ,"'R6 - Scandinavian studies' ","'Sixth form college' ",5
2015 ,"'R6 - Scandinavian studies' ","'State' ",5
2015 ,"'R6 - Scandinavian studies' ","'Other' ",5
2015 ,"'R7 - Russian and East European studies' ","'Academy' ",30
2015 ,"'R7 - Russian and East European studies' ","'Further education' ",5
2015 ,"'R7 - Russian and East European studies' ","'Grammar' ",5
2015 ,"'R7 - Russian and East European studies' ","'Independent' ",50
2015 ,"'R7 - Russian and East European studies' ","'Sixth form college' ",10
2015 ,"'R7 - Russian and East European studies' ","'State' ",30
2015 ,"'R7 - Russian and East European studies' ","'Other' ",10
2015 ,"'R8 - European studies' ","'Academy' ",100
2015 ,"'R8 - European studies' ","'Further education' ",15
2015 ,"'R8 - European studies' ","'Grammar' ",10
2015 ,"'R8 - European studies' ","'Independent' ",55
2015 ,"'R8 - European studies' ","'Sixth form college' ",55
2015 ,"'R8 - European studies' ","'State' ",125
2015 ,"'R8 - European studies' ","'Other' ",10
2015 ,"'R9 - Others in European Langs,Lit and related' ","'Academy' ",1300
2015 ,"'R9 - Others in European Langs,Lit and related' ","'Further education' ",130
2015 ,"'R9 - Others in European Langs,Lit and related' ","'Grammar' ",165
2015 ,"'R9 - Others in European Langs,Lit and related' ","'Independent' ",1540
2015 ,"'R9 - Others in European Langs,Lit and related' ","'Sixth form college' ",525
2015 ,"'R9 - Others in European Langs,Lit and related' ","'State' ",635
2015 ,"'R9 - Others in European Langs,Lit and related' ","'Other' ",110
2015 ,"'RR - Combinations within European Langs,Lit and related' ","'Academy' ",1770
2015 ,"'RR - Combinations within European Langs,Lit and related' ","'Further education' ",175
2015 ,"'RR - Combinations within European Langs,Lit and related' ","'Grammar' ",465
2015 ,"'RR - Combinations within European Langs,Lit and related' ","'Independent' ",1620
2015 ,"'RR - Combinations within European Langs,Lit and related' ","'Sixth form college' ",785
2015 ,"'RR - Combinations within European Langs,Lit and related' ","'State' ",1590
2015 ,"'RR - Combinations within European Langs,Lit and related' ","'Other' ",175
2015 ,"'T1 - Chinese studies' ","'Academy' ",135
2015 ,"'T1 - Chinese studies' ","'Further education' ",20
2015 ,"'T1 - Chinese studies' ","'Grammar' ",15
2015 ,"'T1 - Chinese studies' ","'Independent' ",195
2015 ,"'T1 - Chinese studies' ","'Sixth form college' ",65
2015 ,"'T1 - Chinese studies' ","'State' ",85
2015 ,"'T1 - Chinese studies' ","'Other' ",35
2015 ,"'T2 - Japanese studies' ","'Academy' ",190
2015 ,"'T2 - Japanese studies' ","'Further education' ",40
2015 ,"'T2 - Japanese studies' ","'Grammar' ",15
2015 ,"'T2 - Japanese studies' ","'Independent' ",155
2015 ,"'T2 - Japanese studies' ","'Sixth form college' ",150
2015 ,"'T2 - Japanese studies' ","'State' ",175
2015 ,"'T2 - Japanese studies' ","'Other' ",30
2015 ,"'T3 - South Asian studies' ","'Academy' ",25
2015 ,"'T3 - South Asian studies' ","'Further education' ",5
2015 ,"'T3 - South Asian studies' ","'Independent' ",30
2015 ,"'T3 - South Asian studies' ","'Sixth form college' ",15
2015 ,"'T3 - South Asian studies' ","'State' ",20
2015 ,"'T3 - South Asian studies' ","'Other' ",10
2015 ,"'T4 - Other Asian studies' ","'Academy' ",55
2015 ,"'T4 - Other Asian studies' ","'Further education' ",15
2015 ,"'T4 - Other Asian studies' ","'Independent' ",5
2015 ,"'T4 - Other Asian studies' ","'Sixth form college' ",40
2015 ,"'T4 - Other Asian studies' ","'State' ",50
2015 ,"'T4 - Other Asian studies' ","'Other' ",15
2015 ,"'T5 - African studies' ","'Academy' ",15
2015 ,"'T5 - African studies' ","'Further education' ",5
2015 ,"'T5 - African studies' ","'Independent' ",5
2015 ,"'T5 - African studies' ","'Sixth form college' ",10
2015 ,"'T5 - African studies' ","'State' ",10
2015 ,"'T6 - Modern Middle Eastern studies' ","'Academy' ",65
2015 ,"'T6 - Modern Middle Eastern studies' ","'Further education' ",10
2015 ,"'T6 - Modern Middle Eastern studies' ","'Grammar' ",10
2015 ,"'T6 - Modern Middle Eastern studies' ","'Independent' ",80
2015 ,"'T6 - Modern Middle Eastern studies' ","'Sixth form college' ",25
2015 ,"'T6 - Modern Middle Eastern studies' ","'State' ",45
2015 ,"'T6 - Modern Middle Eastern studies' ","'Other' ",20
2015 ,"'T7 - American studies' ","'Academy' ",620
2015 ,"'T7 - American studies' ","'Further education' ",100
2015 ,"'T7 - American studies' ","'Grammar' ",40
2015 ,"'T7 - American studies' ","'Independent' ",280
2015 ,"'T7 - American studies' ","'Sixth form college' ",360
2015 ,"'T7 - American studies' ","'State' ",485
2015 ,"'T7 - American studies' ","'Other' ",80
2015 ,"'T9 - Others in non-European Langs, Lit & related' ","'Academy' ",175
2015 ,"'T9 - Others in non-European Langs, Lit & related' ","'Further education' ",10
2015 ,"'T9 - Others in non-European Langs, Lit & related' ","'Grammar' ",15
2015 ,"'T9 - Others in non-European Langs, Lit & related' ","'Independent' ",55
2015 ,"'T9 - Others in non-European Langs, Lit & related' ","'Sixth form college' ",75
2015 ,"'T9 - Others in non-European Langs, Lit & related' ","'State' ",65
2015 ,"'T9 - Others in non-European Langs, Lit & related' ","'Other' ",10
2015 ,"'TT - Combinations within non-European Langs & related' ","'Academy' ",45
2015 ,"'TT - Combinations within non-European Langs & related' ","'Further education' ",10
2015 ,"'TT - Combinations within non-European Langs & related' ","'Grammar' ",5
2015 ,"'TT - Combinations within non-European Langs & related' ","'Independent' ",55
2015 ,"'TT - Combinations within non-European Langs & related' ","'Sixth form college' ",30
2015 ,"'TT - Combinations within non-European Langs & related' ","'State' ",15
2015 ,"'TT - Combinations within non-European Langs & related' ","'Other' ",10
2015 ,"'V1 - History by Period' ","'Academy' ",14670
2015 ,"'V1 - History by Period' ","'Further education' ",2065
2015 ,"'V1 - History by Period' ","'Grammar' ",1440
2015 ,"'V1 - History by Period' ","'Independent' ",8210
2015 ,"'V1 - History by Period' ","'Sixth form college' ",7705
2015 ,"'V1 - History by Period' ","'State' ",11665
2015 ,"'V1 - History by Period' ","'Other' ",1505
2015 ,"'V2 - History by Area' ","'Academy' ",145
2015 ,"'V2 - History by Area' ","'Further education' ",35
2015 ,"'V2 - History by Area' ","'Grammar' ",10
2015 ,"'V2 - History by Area' ","'Independent' ",40
2015 ,"'V2 - History by Area' ","'Sixth form college' ",105
2015 ,"'V2 - History by Area' ","'State' ",175
2015 ,"'V2 - History by Area' ","'Other' ",20
2015 ,"'V3 - History by Topic' ","'Academy' ",640
2015 ,"'V3 - History by Topic' ","'Further education' ",115
2015 ,"'V3 - History by Topic' ","'Grammar' ",60
2015 ,"'V3 - History by Topic' ","'Independent' ",1530
2015 ,"'V3 - History by Topic' ","'Sixth form college' ",480
2015 ,"'V3 - History by Topic' ","'State' ",430
2015 ,"'V3 - History by Topic' ","'Other' ",325
2015 ,"'V4 - Archaeology' ","'Academy' ",355
2015 ,"'V4 - Archaeology' ","'Further education' ",155
2015 ,"'V4 - Archaeology' ","'Grammar' ",75
2015 ,"'V4 - Archaeology' ","'Independent' ",135
2015 ,"'V4 - Archaeology' ","'Sixth form college' ",415
2015 ,"'V4 - Archaeology' ","'State' ",380
2015 ,"'V4 - Archaeology' ","'Other' ",75
2015 ,"'V5 - Philosophy' ","'Academy' ",2380
2015 ,"'V5 - Philosophy' ","'Further education' ",250
2015 ,"'V5 - Philosophy' ","'Grammar' ",205
2015 ,"'V5 - Philosophy' ","'Independent' ",1765
2015 ,"'V5 - Philosophy' ","'Sixth form college' ",1085
2015 ,"'V5 - Philosophy' ","'State' ",1565
2015 ,"'V5 - Philosophy' ","'Other' ",340
2015 ,"'V6 - Theology and Religious studies' ","'Academy' ",960
2015 ,"'V6 - Theology and Religious studies' ","'Further education' ",160
2015 ,"'V6 - Theology and Religious studies' ","'Grammar' ",200
2015 ,"'V6 - Theology and Religious studies' ","'Independent' ",895
2015 ,"'V6 - Theology and Religious studies' ","'Sixth form college' ",595
2015 ,"'V6 - Theology and Religious studies' ","'State' ",915
2015 ,"'V6 - Theology and Religious studies' ","'Other' ",130
2015 ,"'V7 - Heritage studies' ","'Academy' ",5
2015 ,"'V7 - Heritage studies' ","'Further education' ",5
2015 ,"'V7 - Heritage studies' ","'Sixth form college' ",5
2015 ,"'V7 - Heritage studies' ","'State' ",5
2015 ,"'V9 - Others in Hist & Philosophical studies' ","'Academy' ",35
2015 ,"'V9 - Others in Hist & Philosophical studies' ","'Further education' ",10
2015 ,"'V9 - Others in Hist & Philosophical studies' ","'Independent' ",20
2015 ,"'V9 - Others in Hist & Philosophical studies' ","'Sixth form college' ",45
2015 ,"'V9 - Others in Hist & Philosophical studies' ","'State' ",30
2015 ,"'V9 - Others in Hist & Philosophical studies' ","'Other' ",20
2015 ,"'VV - Combinations within Hist & Philosophical studies' ","'Academy' ",1225
2015 ,"'VV - Combinations within Hist & Philosophical studies' ","'Further education' ",270
2015 ,"'VV - Combinations within Hist & Philosophical studies' ","'Grammar' ",235
2015 ,"'VV - Combinations within Hist & Philosophical studies' ","'Independent' ",870
2015 ,"'VV - Combinations within Hist & Philosophical studies' ","'Sixth form college' ",805
2015 ,"'VV - Combinations within Hist & Philosophical studies' ","'State' ",1170
2015 ,"'VV - Combinations within Hist & Philosophical studies' ","'Other' ",220
2015 ,"'W1 - Fine Art' ","'Academy' ",1930
2015 ,"'W1 - Fine Art' ","'Further education' ",3725
2015 ,"'W1 - Fine Art' ","'Grammar' ",255
2015 ,"'W1 - Fine Art' ","'Independent' ",655
2015 ,"'W1 - Fine Art' ","'Sixth form college' ",2850
2015 ,"'W1 - Fine Art' ","'State' ",2290
2015 ,"'W1 - Fine Art' ","'Other' ",4165
2015 ,"'W2 - Design studies' ","'Academy' ",8945
2015 ,"'W2 - Design studies' ","'Further education' ",13965
2015 ,"'W2 - Design studies' ","'Grammar' ",835
2015 ,"'W2 - Design studies' ","'Independent' ",2350
2015 ,"'W2 - Design studies' ","'Sixth form college' ",12350
2015 ,"'W2 - Design studies' ","'State' ",8970
2015 ,"'W2 - Design studies' ","'Other' ",14030
2015 ,"'W3 - Music' ","'Academy' ",5340
2015 ,"'W3 - Music' ","'Further education' ",4605
2015 ,"'W3 - Music' ","'Grammar' ",650
2015 ,"'W3 - Music' ","'Independent' ",2265
2015 ,"'W3 - Music' ","'Sixth form college' ",4590
2015 ,"'W3 - Music' ","'State' ",4500
2015 ,"'W3 - Music' ","'Other' ",4040
2015 ,"'W4 - Drama' ","'Academy' ",7300
2015 ,"'W4 - Drama' ","'Further education' ",5870
2015 ,"'W4 - Drama' ","'Grammar' ",595
2015 ,"'W4 - Drama' ","'Independent' ",2080
2015 ,"'W4 - Drama' ","'Sixth form college' ",6720
2015 ,"'W4 - Drama' ","'State' ",6515
2015 ,"'W4 - Drama' ","'Other' ",6100
2015 ,"'W5 - Dance' ","'Academy' ",1270
2015 ,"'W5 - Dance' ","'Further education' ",1500
2015 ,"'W5 - Dance' ","'Grammar' ",60
2015 ,"'W5 - Dance' ","'Independent' ",40
2015 ,"'W5 - Dance' ","'Sixth form college' ",1385
2015 ,"'W5 - Dance' ","'State' ",825
2015 ,"'W5 - Dance' ","'Other' ",935
2015 ,"'W6 - Cinematics and Photography' ","'Academy' ",5155
2015 ,"'W6 - Cinematics and Photography' ","'Further education' ",5520
2015 ,"'W6 - Cinematics and Photography' ","'Grammar' ",510
2015 ,"'W6 - Cinematics and Photography' ","'Independent' ",885
2015 ,"'W6 - Cinematics and Photography' ","'Sixth form college' ",5895
2015 ,"'W6 - Cinematics and Photography' ","'State' ",4160
2015 ,"'W6 - Cinematics and Photography' ","'Other' ",3985
2015 ,"'W7 - Crafts' ","'Academy' ",60
2015 ,"'W7 - Crafts' ","'Further education' ",155
2015 ,"'W7 - Crafts' ","'Independent' ",15
2015 ,"'W7 - Crafts' ","'Sixth form college' ",95
2015 ,"'W7 - Crafts' ","'State' ",80
2015 ,"'W7 - Crafts' ","'Other' ",165
2015 ,"'W8 - Imaginative Writing' ","'Academy' ",655
2015 ,"'W8 - Imaginative Writing' ","'Further education' ",285
2015 ,"'W8 - Imaginative Writing' ","'Grammar' ",35
2015 ,"'W8 - Imaginative Writing' ","'Independent' ",80
2015 ,"'W8 - Imaginative Writing' ","'Sixth form college' ",510
2015 ,"'W8 - Imaginative Writing' ","'State' ",565
2015 ,"'W8 - Imaginative Writing' ","'Other' ",230
2015 ,"'W9 - Others in Creative Arts and Design' ","'Academy' ",250
2015 ,"'W9 - Others in Creative Arts and Design' ","'Further education' ",250
2015 ,"'W9 - Others in Creative Arts and Design' ","'Grammar' ",65
2015 ,"'W9 - Others in Creative Arts and Design' ","'Independent' ",50
2015 ,"'W9 - Others in Creative Arts and Design' ","'Sixth form college' ",260
2015 ,"'W9 - Others in Creative Arts and Design' ","'State' ",240
2015 ,"'W9 - Others in Creative Arts and Design' ","'Other' ",240
2015 ,"'WW - Combinations within Creative Arts and Design' ","'Academy' ",1395
2015 ,"'WW - Combinations within Creative Arts and Design' ","'Further education' ",1535
2015 ,"'WW - Combinations within Creative Arts and Design' ","'Grammar' ",370
2015 ,"'WW - Combinations within Creative Arts and Design' ","'Independent' ",350
2015 ,"'WW - Combinations within Creative Arts and Design' ","'Sixth form college' ",1450
2015 ,"'WW - Combinations within Creative Arts and Design' ","'State' ",1930
2015 ,"'WW - Combinations within Creative Arts and Design' ","'Other' ",1410
2015 ,"'X1 - Training Teachers' ","'Academy' ",7255
2015 ,"'X1 - Training Teachers' ","'Further education' ",3395
2015 ,"'X1 - Training Teachers' ","'Grammar' ",1095
2015 ,"'X1 - Training Teachers' ","'Independent' ",725
2015 ,"'X1 - Training Teachers' ","'Sixth form college' ",5490
2015 ,"'X1 - Training Teachers' ","'State' ",8805
2015 ,"'X1 - Training Teachers' ","'Other' ",2505
2015 ,"'X2 - Research and Study Skills in Education' ","'Academy' ",10
2015 ,"'X2 - Research and Study Skills in Education' ","'Further education' ",5
2015 ,"'X2 - Research and Study Skills in Education' ","'Independent' ",5
2015 ,"'X2 - Research and Study Skills in Education' ","'Sixth form college' ",10
2015 ,"'X2 - Research and Study Skills in Education' ","'Other' ",5
2015 ,"'X3 - Academic studies in Education' ","'Academy' ",5680
2015 ,"'X3 - Academic studies in Education' ","'Further education' ",4050
2015 ,"'X3 - Academic studies in Education' ","'Grammar' ",510
2015 ,"'X3 - Academic studies in Education' ","'Independent' ",550
2015 ,"'X3 - Academic studies in Education' ","'Sixth form college' ",5340
2015 ,"'X3 - Academic studies in Education' ","'State' ",6825
2015 ,"'X3 - Academic studies in Education' ","'Other' ",2815
2015 ,"'X9 - Others in Education' ","'Academy' ",85
2015 ,"'X9 - Others in Education' ","'Further education' ",75
2015 ,"'X9 - Others in Education' ","'Grammar' ",5
2015 ,"'X9 - Others in Education' ","'Independent' ",10
2015 ,"'X9 - Others in Education' ","'Sixth form college' ",70
2015 ,"'X9 - Others in Education' ","'State' ",75
2015 ,"'X9 - Others in Education' ","'Other' ",45
2015 ,"'XX - Combinations within Education' ","'Academy' ",210
2015 ,"'XX - Combinations within Education' ","'Further education' ",200
2015 ,"'XX - Combinations within Education' ","'Grammar' ",55
2015 ,"'XX - Combinations within Education' ","'Independent' ",25
2015 ,"'XX - Combinations within Education' ","'Sixth form college' ",155
2015 ,"'XX - Combinations within Education' ","'State' ",635
2015 ,"'XX - Combinations within Education' ","'Other' ",145
2015 ,"'Y Combs of arts/humanities' ","'Academy' ",1810
2015 ,"'Y Combs of arts/humanities' ","'Further education' ",1210
2015 ,"'Y Combs of arts/humanities' ","'Grammar' ",215
2015 ,"'Y Combs of arts/humanities' ","'Independent' ",365
2015 ,"'Y Combs of arts/humanities' ","'Sixth form college' ",1675
2015 ,"'Y Combs of arts/humanities' ","'State' ",1750
2015 ,"'Y Combs of arts/humanities' ","'Other' ",890
2015 ,"'Y Combs of engin/tech/building studies' ","'Academy' ",150
2015 ,"'Y Combs of engin/tech/building studies' ","'Further education' ",40
2015 ,"'Y Combs of engin/tech/building studies' ","'Grammar' ",20
2015 ,"'Y Combs of engin/tech/building studies' ","'Independent' ",75
2015 ,"'Y Combs of engin/tech/building studies' ","'Sixth form college' ",80
2015 ,"'Y Combs of engin/tech/building studies' ","'State' ",100
2015 ,"'Y Combs of engin/tech/building studies' ","'Other' ",30
2015 ,"'Y Combs of engineering/technology' ","'Academy' ",190
2015 ,"'Y Combs of engineering/technology' ","'Further education' ",50
2015 ,"'Y Combs of engineering/technology' ","'Grammar' ",20
2015 ,"'Y Combs of engineering/technology' ","'Independent' ",90
2015 ,"'Y Combs of engineering/technology' ","'Sixth form college' ",90
2015 ,"'Y Combs of engineering/technology' ","'State' ",170
2015 ,"'Y Combs of engineering/technology' ","'Other' ",70
2015 ,"'Y Combs of languages' ","'Academy' ",1720
2015 ,"'Y Combs of languages' ","'Further education' ",205
2015 ,"'Y Combs of languages' ","'Grammar' ",220
2015 ,"'Y Combs of languages' ","'Independent' ",1050
2015 ,"'Y Combs of languages' ","'Sixth form college' ",880
2015 ,"'Y Combs of languages' ","'State' ",1245
2015 ,"'Y Combs of languages' ","'Other' ",220
2015 ,"'Y Combs of languages with arts/humanities' ","'Academy' ",7195
2015 ,"'Y Combs of languages with arts/humanities' ","'Further education' ",1645
2015 ,"'Y Combs of languages with arts/humanities' ","'Grammar' ",805
2015 ,"'Y Combs of languages with arts/humanities' ","'Independent' ",2885
2015 ,"'Y Combs of languages with arts/humanities' ","'Sixth form college' ",4705
2015 ,"'Y Combs of languages with arts/humanities' ","'State' ",6495
2015 ,"'Y Combs of languages with arts/humanities' ","'Other' ",1470
2015 ,"'Y Combs of med/bio/agric sciences' ","'Academy' ",2845
2015 ,"'Y Combs of med/bio/agric sciences' ","'Further education' ",1725
2015 ,"'Y Combs of med/bio/agric sciences' ","'Grammar' ",610
2015 ,"'Y Combs of med/bio/agric sciences' ","'Independent' ",840
2015 ,"'Y Combs of med/bio/agric sciences' ","'Sixth form college' ",2260
2015 ,"'Y Combs of med/bio/agric sciences' ","'State' ",2765
2015 ,"'Y Combs of med/bio/agric sciences' ","'Other' ",1050
2015 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'Academy' ",720
2015 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'Further education' ",275
2015 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'Grammar' ",90
2015 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'Independent' ",220
2015 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'Sixth form college' ",480
2015 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'State' ",845
2015 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'Other' ",190
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Academy' ",900
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Further education' ",385
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Grammar' ",185
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Independent' ",405
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Sixth form college' ",595
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'State' ",1110
2015 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Other' ",240
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Academy' ",2625
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Further education' ",770
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Grammar' ",495
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Independent' ",915
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Sixth form college' ",1570
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'State' ",2685
2015 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Other' ",600
2015 ,"'Y Combs of phys/math/comp sciences' ","'Academy' ",1230
2015 ,"'Y Combs of phys/math/comp sciences' ","'Further education' ",330
2015 ,"'Y Combs of phys/math/comp sciences' ","'Grammar' ",295
2015 ,"'Y Combs of phys/math/comp sciences' ","'Independent' ",360
2015 ,"'Y Combs of phys/math/comp sciences' ","'Sixth form college' ",615
2015 ,"'Y Combs of phys/math/comp sciences' ","'State' ",1075
2015 ,"'Y Combs of phys/math/comp sciences' ","'Other' ",170
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Academy' ",3010
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Further education' ",2275
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Grammar' ",240
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Independent' ",765
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Sixth form college' ",2515
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'State' ",4095
2015 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Other' ",1500
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Academy' ",3360
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Further education' ",2075
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Grammar' ",295
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Independent' ",1115
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Sixth form college' ",2765
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'State' ",3835
2015 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Other' ",1400
2015 ,"'Y Combs of sciences with engineering/technology' ","'Academy' ",615
2015 ,"'Y Combs of sciences with engineering/technology' ","'Further education' ",240
2015 ,"'Y Combs of sciences with engineering/technology' ","'Grammar' ",295
2015 ,"'Y Combs of sciences with engineering/technology' ","'Independent' ",290
2015 ,"'Y Combs of sciences with engineering/technology' ","'Sixth form college' ",435
2015 ,"'Y Combs of sciences with engineering/technology' ","'State' ",855
2015 ,"'Y Combs of sciences with engineering/technology' ","'Other' ",185
2015 ,"'Y Combs of soc studies/law' ","'Academy' ",1580
2015 ,"'Y Combs of soc studies/law' ","'Further education' ",750
2015 ,"'Y Combs of soc studies/law' ","'Grammar' ",195
2015 ,"'Y Combs of soc studies/law' ","'Independent' ",310
2015 ,"'Y Combs of soc studies/law' ","'Sixth form college' ",1320
2015 ,"'Y Combs of soc studies/law' ","'State' ",1925
2015 ,"'Y Combs of soc studies/law' ","'Other' ",405
2015 ,"'Y Combs of soc studies/law with business' ","'Academy' ",2900
2015 ,"'Y Combs of soc studies/law with business' ","'Further education' ",720
2015 ,"'Y Combs of soc studies/law with business' ","'Grammar' ",400
2015 ,"'Y Combs of soc studies/law with business' ","'Independent' ",2000
2015 ,"'Y Combs of soc studies/law with business' ","'Sixth form college' ",1855
2015 ,"'Y Combs of soc studies/law with business' ","'State' ",2585
2015 ,"'Y Combs of soc studies/law with business' ","'Other' ",675
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Academy' ",6530
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Further education' ",2315
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Grammar' ",910
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Independent' ",3490
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Sixth form college' ",4165
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'State' ",6060
2015 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Other' ",2060
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Academy' ",1955
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Further education' ",320
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Grammar' ",440
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Independent' ",1595
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Sixth form college' ",1120
2015 ,"'Y Combs of social studies/bus/law with languages' ","'State' ",1965
2015 ,"'Y Combs of social studies/bus/law with languages' ","'Other' ",440
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Academy' ",5670
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Further education' ",875
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Grammar' ",795
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Independent' ",5275
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Sixth form college' ",2800
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'State' ",3540
2015 ,"'Z Combs of 3 subjects, or other general courses' ","'Other' ",970
2016 ,"'A1 - Pre-clinical Medicine' ","'Academy' ",10570
2016 ,"'A1 - Pre-clinical Medicine' ","'Further education' ",630
2016 ,"'A1 - Pre-clinical Medicine' ","'Grammar' ",2765
2016 ,"'A1 - Pre-clinical Medicine' ","'Independent' ",7780
2016 ,"'A1 - Pre-clinical Medicine' ","'Sixth form college' ",4320
2016 ,"'A1 - Pre-clinical Medicine' ","'State' ",6280
2016 ,"'A1 - Pre-clinical Medicine' ","'Other' ",1410
2016 ,"'A2 - Pre-clinical Dentistry' ","'Academy' ",1655
2016 ,"'A2 - Pre-clinical Dentistry' ","'Further education' ",105
2016 ,"'A2 - Pre-clinical Dentistry' ","'Grammar' ",455
2016 ,"'A2 - Pre-clinical Dentistry' ","'Independent' ",1065
2016 ,"'A2 - Pre-clinical Dentistry' ","'Sixth form college' ",745
2016 ,"'A2 - Pre-clinical Dentistry' ","'State' ",990
2016 ,"'A2 - Pre-clinical Dentistry' ","'Other' ",190
2016 ,"'A9 - Others in Medicine and Dentistry' ","'Academy' ",120
2016 ,"'A9 - Others in Medicine and Dentistry' ","'Further education' ",35
2016 ,"'A9 - Others in Medicine and Dentistry' ","'Grammar' ",50
2016 ,"'A9 - Others in Medicine and Dentistry' ","'Independent' ",45
2016 ,"'A9 - Others in Medicine and Dentistry' ","'Sixth form college' ",70
2016 ,"'A9 - Others in Medicine and Dentistry' ","'State' ",170
2016 ,"'A9 - Others in Medicine and Dentistry' ","'Other' ",40
