"Statistic:   Number of Applications"
"Variables:   Subject Group (Detailed Level) , Apply Centre Type , Cycle Year"
"Coverage:   Applications through the main scheme, UK domiciled and 18/19 year olds"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_030_03.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Apply Centre Type,Number of Applications,
2008 ,"'Y Combs of sciences with engineering/technology' ","'Academy' ",900
2008 ,"'Y Combs of sciences with engineering/technology' ","'Further education' ",550
2008 ,"'Y Combs of sciences with engineering/technology' ","'Grammar' ",230
2008 ,"'Y Combs of sciences with engineering/technology' ","'Independent' ",375
2008 ,"'Y Combs of sciences with engineering/technology' ","'Sixth form college' ",780
2008 ,"'Y Combs of sciences with engineering/technology' ","'State' ",1190
2008 ,"'Y Combs of sciences with engineering/technology' ","'Other' ",175
2008 ,"'Y Combs of soc studies/law' ","'Academy' ",2195
2008 ,"'Y Combs of soc studies/law' ","'Further education' ",960
2008 ,"'Y Combs of soc studies/law' ","'Grammar' ",420
2008 ,"'Y Combs of soc studies/law' ","'Independent' ",595
2008 ,"'Y Combs of soc studies/law' ","'Sixth form college' ",1955
2008 ,"'Y Combs of soc studies/law' ","'State' ",2425
2008 ,"'Y Combs of soc studies/law' ","'Other' ",315
2008 ,"'Y Combs of soc studies/law with business' ","'Academy' ",3255
2008 ,"'Y Combs of soc studies/law with business' ","'Further education' ",1150
2008 ,"'Y Combs of soc studies/law with business' ","'Grammar' ",555
2008 ,"'Y Combs of soc studies/law with business' ","'Independent' ",2335
2008 ,"'Y Combs of soc studies/law with business' ","'Sixth form college' ",2525
2008 ,"'Y Combs of soc studies/law with business' ","'State' ",3585
2008 ,"'Y Combs of soc studies/law with business' ","'Other' ",485
2008 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Academy' ",7905
2008 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Further education' ",3330
2008 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Grammar' ",1270
2008 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Independent' ",4965
2008 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Sixth form college' ",5935
2008 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'State' ",8820
2008 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Other' ",1650
2008 ,"'Y Combs of social studies/bus/law with languages' ","'Academy' ",3005
2008 ,"'Y Combs of social studies/bus/law with languages' ","'Further education' ",825
2008 ,"'Y Combs of social studies/bus/law with languages' ","'Grammar' ",810
2008 ,"'Y Combs of social studies/bus/law with languages' ","'Independent' ",2785
2008 ,"'Y Combs of social studies/bus/law with languages' ","'Sixth form college' ",1805
2008 ,"'Y Combs of social studies/bus/law with languages' ","'State' ",3635
2008 ,"'Y Combs of social studies/bus/law with languages' ","'Other' ",295
2008 ,"'Z Combs of 3 subjects, or other general courses' ","'Academy' ",2675
2008 ,"'Z Combs of 3 subjects, or other general courses' ","'Further education' ",865
2008 ,"'Z Combs of 3 subjects, or other general courses' ","'Grammar' ",355
2008 ,"'Z Combs of 3 subjects, or other general courses' ","'Independent' ",2635
2008 ,"'Z Combs of 3 subjects, or other general courses' ","'Sixth form college' ",1925
2008 ,"'Z Combs of 3 subjects, or other general courses' ","'State' ",2355
2008 ,"'Z Combs of 3 subjects, or other general courses' ","'Other' ",330
2008 ,"'Z Other courses not elsewhere classified' ","'Academy' ",10
2008 ,"'Z Other courses not elsewhere classified' ","'Further education' ",45
2008 ,"'Z Other courses not elsewhere classified' ","'Independent' ",5
2008 ,"'Z Other courses not elsewhere classified' ","'Sixth form college' ",30
2008 ,"'Z Other courses not elsewhere classified' ","'State' ",10
2008 ,"'Z Other courses not elsewhere classified' ","'Other' ",40
2009 ,"'A1 - Pre-clinical Medicine' ","'Academy' ",9700
2009 ,"'A1 - Pre-clinical Medicine' ","'Further education' ",1230
2009 ,"'A1 - Pre-clinical Medicine' ","'Grammar' ",2995
2009 ,"'A1 - Pre-clinical Medicine' ","'Independent' ",9465
2009 ,"'A1 - Pre-clinical Medicine' ","'Sixth form college' ",4700
2009 ,"'A1 - Pre-clinical Medicine' ","'State' ",7515
2009 ,"'A1 - Pre-clinical Medicine' ","'Other' ",515
2009 ,"'A2 - Pre-clinical Dentistry' ","'Academy' ",1920
2009 ,"'A2 - Pre-clinical Dentistry' ","'Further education' ",170
2009 ,"'A2 - Pre-clinical Dentistry' ","'Grammar' ",795
2009 ,"'A2 - Pre-clinical Dentistry' ","'Independent' ",1635
2009 ,"'A2 - Pre-clinical Dentistry' ","'Sixth form college' ",890
2009 ,"'A2 - Pre-clinical Dentistry' ","'State' ",1425
2009 ,"'A2 - Pre-clinical Dentistry' ","'Other' ",70
2009 ,"'A9 - Others in Medicine and Dentistry' ","'Academy' ",15
2009 ,"'A9 - Others in Medicine and Dentistry' ","'Further education' ",5
2009 ,"'A9 - Others in Medicine and Dentistry' ","'Grammar' ",5
2009 ,"'A9 - Others in Medicine and Dentistry' ","'Independent' ",15
2009 ,"'A9 - Others in Medicine and Dentistry' ","'Sixth form college' ",15
2009 ,"'A9 - Others in Medicine and Dentistry' ","'State' ",35
2009 ,"'B1 - Anatomy,Physiology and Pathology' ","'Academy' ",3430
2009 ,"'B1 - Anatomy,Physiology and Pathology' ","'Further education' ",1300
2009 ,"'B1 - Anatomy,Physiology and Pathology' ","'Grammar' ",805
2009 ,"'B1 - Anatomy,Physiology and Pathology' ","'Independent' ",1635
2009 ,"'B1 - Anatomy,Physiology and Pathology' ","'Sixth form college' ",2445
2009 ,"'B1 - Anatomy,Physiology and Pathology' ","'State' ",3755
2009 ,"'B1 - Anatomy,Physiology and Pathology' ","'Other' ",465
2009 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Academy' ",3260
2009 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Further education' ",1065
2009 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Grammar' ",1150
2009 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Independent' ",1365
2009 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Sixth form college' ",2900
2009 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'State' ",4215
2009 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Other' ",465
2009 ,"'B3 - Complementary Medicine' ","'Academy' ",170
2009 ,"'B3 - Complementary Medicine' ","'Further education' ",195
2009 ,"'B3 - Complementary Medicine' ","'Grammar' ",25
2009 ,"'B3 - Complementary Medicine' ","'Independent' ",55
2009 ,"'B3 - Complementary Medicine' ","'Sixth form college' ",160
2009 ,"'B3 - Complementary Medicine' ","'State' ",160
2009 ,"'B3 - Complementary Medicine' ","'Other' ",95
2009 ,"'B4 - Nutrition' ","'Academy' ",650
2009 ,"'B4 - Nutrition' ","'Further education' ",260
2009 ,"'B4 - Nutrition' ","'Grammar' ",425
2009 ,"'B4 - Nutrition' ","'Independent' ",170
2009 ,"'B4 - Nutrition' ","'Sixth form college' ",315
2009 ,"'B4 - Nutrition' ","'State' ",755
2009 ,"'B4 - Nutrition' ","'Other' ",75
2009 ,"'B5 - Ophthalmics' ","'Academy' ",690
2009 ,"'B5 - Ophthalmics' ","'Further education' ",180
2009 ,"'B5 - Ophthalmics' ","'Grammar' ",220
2009 ,"'B5 - Ophthalmics' ","'Independent' ",355
2009 ,"'B5 - Ophthalmics' ","'Sixth form college' ",460
2009 ,"'B5 - Ophthalmics' ","'State' ",845
2009 ,"'B5 - Ophthalmics' ","'Other' ",65
2009 ,"'B6 - Aural and Oral Sciences' ","'Academy' ",940
2009 ,"'B6 - Aural and Oral Sciences' ","'Further education' ",280
2009 ,"'B6 - Aural and Oral Sciences' ","'Grammar' ",270
2009 ,"'B6 - Aural and Oral Sciences' ","'Independent' ",155
2009 ,"'B6 - Aural and Oral Sciences' ","'Sixth form college' ",665
2009 ,"'B6 - Aural and Oral Sciences' ","'State' ",930
2009 ,"'B6 - Aural and Oral Sciences' ","'Other' ",55
2009 ,"'B7 - Nursing' ","'Academy' ",8300
2009 ,"'B7 - Nursing' ","'Further education' ",10455
2009 ,"'B7 - Nursing' ","'Grammar' ",1215
2009 ,"'B7 - Nursing' ","'Independent' ",985
2009 ,"'B7 - Nursing' ","'Sixth form college' ",11500
2009 ,"'B7 - Nursing' ","'State' ",11140
2009 ,"'B7 - Nursing' ","'Other' ",3450
2009 ,"'B8 - Medical Technology' ","'Academy' ",930
2009 ,"'B8 - Medical Technology' ","'Further education' ",550
2009 ,"'B8 - Medical Technology' ","'Grammar' ",325
2009 ,"'B8 - Medical Technology' ","'Independent' ",160
2009 ,"'B8 - Medical Technology' ","'Sixth form college' ",905
2009 ,"'B8 - Medical Technology' ","'State' ",1505
2009 ,"'B8 - Medical Technology' ","'Other' ",190
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Academy' ",5445
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Further education' ",2805
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Grammar' ",1510
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Independent' ",1720
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Sixth form college' ",4580
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'State' ",6345
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Other' ",890
2009 ,"'BB - Combinations within Subjects allied to Medicine' ","'Academy' ",130
2009 ,"'BB - Combinations within Subjects allied to Medicine' ","'Further education' ",70
2009 ,"'BB - Combinations within Subjects allied to Medicine' ","'Grammar' ",15
2009 ,"'BB - Combinations within Subjects allied to Medicine' ","'Independent' ",40
2009 ,"'BB - Combinations within Subjects allied to Medicine' ","'Sixth form college' ",115
2009 ,"'BB - Combinations within Subjects allied to Medicine' ","'State' ",155
2009 ,"'BB - Combinations within Subjects allied to Medicine' ","'Other' ",25
2009 ,"'C0 - Biological Sciences: any area of study' ","'Academy' ",35
2009 ,"'C0 - Biological Sciences: any area of study' ","'Further education' ",10
2009 ,"'C0 - Biological Sciences: any area of study' ","'Grammar' ",5
2009 ,"'C0 - Biological Sciences: any area of study' ","'Independent' ",25
2009 ,"'C0 - Biological Sciences: any area of study' ","'Sixth form college' ",15
2009 ,"'C0 - Biological Sciences: any area of study' ","'State' ",20
2009 ,"'C0 - Biological Sciences: any area of study' ","'Other' ",5
2009 ,"'C1 - Biology' ","'Academy' ",5145
2009 ,"'C1 - Biology' ","'Further education' ",1305
2009 ,"'C1 - Biology' ","'Grammar' ",815
2009 ,"'C1 - Biology' ","'Independent' ",2885
2009 ,"'C1 - Biology' ","'Sixth form college' ",2890
2009 ,"'C1 - Biology' ","'State' ",5455
2009 ,"'C1 - Biology' ","'Other' ",380
2009 ,"'C2 - Botany' ","'Academy' ",20
2009 ,"'C2 - Botany' ","'Further education' ",5
2009 ,"'C2 - Botany' ","'Independent' ",5
2009 ,"'C2 - Botany' ","'Sixth form college' ",10
2009 ,"'C2 - Botany' ","'State' ",30
2009 ,"'C3 - Zoology' ","'Academy' ",1340
2009 ,"'C3 - Zoology' ","'Further education' ",730
2009 ,"'C3 - Zoology' ","'Grammar' ",190
2009 ,"'C3 - Zoology' ","'Independent' ",745
2009 ,"'C3 - Zoology' ","'Sixth form college' ",745
2009 ,"'C3 - Zoology' ","'State' ",1565
2009 ,"'C3 - Zoology' ","'Other' ",145
2009 ,"'C4 - Genetics' ","'Academy' ",320
2009 ,"'C4 - Genetics' ","'Further education' ",115
2009 ,"'C4 - Genetics' ","'Grammar' ",90
2009 ,"'C4 - Genetics' ","'Independent' ",120
2009 ,"'C4 - Genetics' ","'Sixth form college' ",225
2009 ,"'C4 - Genetics' ","'State' ",490
2009 ,"'C4 - Genetics' ","'Other' ",30
2009 ,"'C5 - Microbiology' ","'Academy' ",255
2009 ,"'C5 - Microbiology' ","'Further education' ",85
2009 ,"'C5 - Microbiology' ","'Grammar' ",50
2009 ,"'C5 - Microbiology' ","'Independent' ",115
2009 ,"'C5 - Microbiology' ","'Sixth form college' ",190
2009 ,"'C5 - Microbiology' ","'State' ",555
2009 ,"'C5 - Microbiology' ","'Other' ",25
2009 ,"'C6 - Sport and Exercise Science' ","'Academy' ",8330
2009 ,"'C6 - Sport and Exercise Science' ","'Further education' ",8255
2009 ,"'C6 - Sport and Exercise Science' ","'Grammar' ",1015
2009 ,"'C6 - Sport and Exercise Science' ","'Independent' ",2375
2009 ,"'C6 - Sport and Exercise Science' ","'Sixth form college' ",8600
2009 ,"'C6 - Sport and Exercise Science' ","'State' ",10020
2009 ,"'C6 - Sport and Exercise Science' ","'Other' ",1895
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Academy' ",2575
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Further education' ",555
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Grammar' ",350
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Independent' ",1340
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Sixth form college' ",1800
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'State' ",2255
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Other' ",165
2009 ,"'C8 - Psychology' ","'Academy' ",15770
2009 ,"'C8 - Psychology' ","'Further education' ",5940
2009 ,"'C8 - Psychology' ","'Grammar' ",2040
2009 ,"'C8 - Psychology' ","'Independent' ",4935
2009 ,"'C8 - Psychology' ","'Sixth form college' ",12970
2009 ,"'C8 - Psychology' ","'State' ",16015
2009 ,"'C8 - Psychology' ","'Other' ",1500
2009 ,"'C9 - Others in Biological Sciences' ","'Academy' ",775
2009 ,"'C9 - Others in Biological Sciences' ","'Further education' ",320
2009 ,"'C9 - Others in Biological Sciences' ","'Grammar' ",65
2009 ,"'C9 - Others in Biological Sciences' ","'Independent' ",245
2009 ,"'C9 - Others in Biological Sciences' ","'Sixth form college' ",535
2009 ,"'C9 - Others in Biological Sciences' ","'State' ",730
2009 ,"'C9 - Others in Biological Sciences' ","'Other' ",110
2009 ,"'CC - Combinations within Biological Sciences' ","'Academy' ",425
2009 ,"'CC - Combinations within Biological Sciences' ","'Further education' ",225
2009 ,"'CC - Combinations within Biological Sciences' ","'Grammar' ",45
2009 ,"'CC - Combinations within Biological Sciences' ","'Independent' ",165
2009 ,"'CC - Combinations within Biological Sciences' ","'Sixth form college' ",335
2009 ,"'CC - Combinations within Biological Sciences' ","'State' ",840
2009 ,"'CC - Combinations within Biological Sciences' ","'Other' ",55
2009 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Academy' ",1195
2009 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Further education' ",235
2009 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Grammar' ",275
2009 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Independent' ",1005
2009 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Sixth form college' ",610
2009 ,"'D1 - Pre-clinical Veterinary Medicine' ","'State' ",1140
2009 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Other' ",60
2009 ,"'D3 - Animal Science' ","'Academy' ",1090
2009 ,"'D3 - Animal Science' ","'Further education' ",1290
2009 ,"'D3 - Animal Science' ","'Grammar' ",95
2009 ,"'D3 - Animal Science' ","'Independent' ",315
2009 ,"'D3 - Animal Science' ","'Sixth form college' ",890
2009 ,"'D3 - Animal Science' ","'State' ",1095
2009 ,"'D3 - Animal Science' ","'Other' ",270
2009 ,"'D4 - Agriculture' ","'Academy' ",480
2009 ,"'D4 - Agriculture' ","'Further education' ",745
2009 ,"'D4 - Agriculture' ","'Grammar' ",230
2009 ,"'D4 - Agriculture' ","'Independent' ",460
2009 ,"'D4 - Agriculture' ","'Sixth form college' ",345
2009 ,"'D4 - Agriculture' ","'State' ",645
2009 ,"'D4 - Agriculture' ","'Other' ",190
2009 ,"'D5 - Forestry & arboriculture' ","'Academy' ",15
2009 ,"'D5 - Forestry & arboriculture' ","'Further education' ",15
2009 ,"'D5 - Forestry & arboriculture' ","'Independent' ",10
2009 ,"'D5 - Forestry & arboriculture' ","'Sixth form college' ",20
2009 ,"'D5 - Forestry & arboriculture' ","'State' ",20
2009 ,"'D5 - Forestry & arboriculture' ","'Other' ",20
2009 ,"'D6 - Food and Beverage studies' ","'Academy' ",215
2009 ,"'D6 - Food and Beverage studies' ","'Further education' ",105
2009 ,"'D6 - Food and Beverage studies' ","'Grammar' ",70
2009 ,"'D6 - Food and Beverage studies' ","'Independent' ",70
2009 ,"'D6 - Food and Beverage studies' ","'Sixth form college' ",95
2009 ,"'D6 - Food and Beverage studies' ","'State' ",240
2009 ,"'D6 - Food and Beverage studies' ","'Other' ",25
2009 ,"'D7 - Agricultural Sciences' ","'Academy' ",20
2009 ,"'D7 - Agricultural Sciences' ","'Further education' ",20
2009 ,"'D7 - Agricultural Sciences' ","'Independent' ",40
2009 ,"'D7 - Agricultural Sciences' ","'Sixth form college' ",15
2009 ,"'D7 - Agricultural Sciences' ","'State' ",50
2009 ,"'D7 - Agricultural Sciences' ","'Other' ",5
2009 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'Academy' ",65
2009 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'Further education' ",15
2009 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'Grammar' ",5
2009 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'Independent' ",25
2009 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'Sixth form college' ",35
2009 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'State' ",55
2009 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'Other' ",5
2009 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Academy' ",35
2009 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Further education' ",75
2009 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Grammar' ",5
2009 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Independent' ",10
2009 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Sixth form college' ",55
2009 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'State' ",45
2009 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Other' ",20
2009 ,"'F0 - Physical Sciences: any area of study' ","'Academy' ",25
2009 ,"'F0 - Physical Sciences: any area of study' ","'Further education' ",15
2009 ,"'F0 - Physical Sciences: any area of study' ","'Grammar' ",5
2009 ,"'F0 - Physical Sciences: any area of study' ","'Independent' ",15
2009 ,"'F0 - Physical Sciences: any area of study' ","'Sixth form college' ",35
2009 ,"'F0 - Physical Sciences: any area of study' ","'State' ",35
2009 ,"'F0 - Physical Sciences: any area of study' ","'Other' ",5
2009 ,"'F1 - Chemistry' ","'Academy' ",4465
2009 ,"'F1 - Chemistry' ","'Further education' ",800
2009 ,"'F1 - Chemistry' ","'Grammar' ",605
2009 ,"'F1 - Chemistry' ","'Independent' ",2170
2009 ,"'F1 - Chemistry' ","'Sixth form college' ",3070
2009 ,"'F1 - Chemistry' ","'State' ",4470
2009 ,"'F1 - Chemistry' ","'Other' ",145
2009 ,"'F2 - Materials Science' ","'Academy' ",5
2009 ,"'F2 - Materials Science' ","'Independent' ",10
2009 ,"'F2 - Materials Science' ","'State' ",5
2009 ,"'F3 - Physics' ","'Academy' ",4535
2009 ,"'F3 - Physics' ","'Further education' ",660
2009 ,"'F3 - Physics' ","'Grammar' ",590
2009 ,"'F3 - Physics' ","'Independent' ",2350
2009 ,"'F3 - Physics' ","'Sixth form college' ",1980
2009 ,"'F3 - Physics' ","'State' ",4405
2009 ,"'F3 - Physics' ","'Other' ",145
2009 ,"'F4 - Forensic and Archaeological Science' ","'Academy' ",1235
2009 ,"'F4 - Forensic and Archaeological Science' ","'Further education' ",1070
2009 ,"'F4 - Forensic and Archaeological Science' ","'Grammar' ",115
2009 ,"'F4 - Forensic and Archaeological Science' ","'Independent' ",240
2009 ,"'F4 - Forensic and Archaeological Science' ","'Sixth form college' ",1130
2009 ,"'F4 - Forensic and Archaeological Science' ","'State' ",1730
2009 ,"'F4 - Forensic and Archaeological Science' ","'Other' ",305
2009 ,"'F5 - Astronomy' ","'Academy' ",140
2009 ,"'F5 - Astronomy' ","'Further education' ",20
2009 ,"'F5 - Astronomy' ","'Grammar' ",5
2009 ,"'F5 - Astronomy' ","'Independent' ",65
2009 ,"'F5 - Astronomy' ","'Sixth form college' ",70
2009 ,"'F5 - Astronomy' ","'State' ",170
2009 ,"'F5 - Astronomy' ","'Other' ",10
2009 ,"'F6 - Geology' ","'Academy' ",1420
2009 ,"'F6 - Geology' ","'Further education' ",275
2009 ,"'F6 - Geology' ","'Grammar' ",165
2009 ,"'F6 - Geology' ","'Independent' ",975
2009 ,"'F6 - Geology' ","'Sixth form college' ",1370
2009 ,"'F6 - Geology' ","'State' ",1470
2009 ,"'F6 - Geology' ","'Other' ",95
2009 ,"'F7 - Science of aquatic & terrestrial environments' ","'Academy' ",1110
2009 ,"'F7 - Science of aquatic & terrestrial environments' ","'Further education' ",310
2009 ,"'F7 - Science of aquatic & terrestrial environments' ","'Grammar' ",200
2009 ,"'F7 - Science of aquatic & terrestrial environments' ","'Independent' ",440
2009 ,"'F7 - Science of aquatic & terrestrial environments' ","'Sixth form college' ",755
2009 ,"'F7 - Science of aquatic & terrestrial environments' ","'State' ",860
2009 ,"'F7 - Science of aquatic & terrestrial environments' ","'Other' ",105
2009 ,"'F8 - Physical geographical sciences' ","'Academy' ",5060
2009 ,"'F8 - Physical geographical sciences' ","'Further education' ",830
2009 ,"'F8 - Physical geographical sciences' ","'Grammar' ",1025
2009 ,"'F8 - Physical geographical sciences' ","'Independent' ",2755
2009 ,"'F8 - Physical geographical sciences' ","'Sixth form college' ",1965
2009 ,"'F8 - Physical geographical sciences' ","'State' ",4145
2009 ,"'F8 - Physical geographical sciences' ","'Other' ",170
2009 ,"'F9 - Others in Physical Sciences' ","'Academy' ",150
2009 ,"'F9 - Others in Physical Sciences' ","'Further education' ",80
2009 ,"'F9 - Others in Physical Sciences' ","'Grammar' ",15
2009 ,"'F9 - Others in Physical Sciences' ","'Independent' ",30
2009 ,"'F9 - Others in Physical Sciences' ","'Sixth form college' ",140
2009 ,"'F9 - Others in Physical Sciences' ","'State' ",160
2009 ,"'F9 - Others in Physical Sciences' ","'Other' ",35
2009 ,"'FF - Combinations within Physical Sciences' ","'Academy' ",600
2009 ,"'FF - Combinations within Physical Sciences' ","'Further education' ",125
2009 ,"'FF - Combinations within Physical Sciences' ","'Grammar' ",65
2009 ,"'FF - Combinations within Physical Sciences' ","'Independent' ",265
2009 ,"'FF - Combinations within Physical Sciences' ","'Sixth form college' ",335
2009 ,"'FF - Combinations within Physical Sciences' ","'State' ",800
2009 ,"'FF - Combinations within Physical Sciences' ","'Other' ",30
2009 ,"'G0 - Mathematical Sciences: any area' ","'Academy' ",15
2009 ,"'G0 - Mathematical Sciences: any area' ","'Further education' ",5
2009 ,"'G0 - Mathematical Sciences: any area' ","'Sixth form college' ",10
2009 ,"'G0 - Mathematical Sciences: any area' ","'State' ",5
2009 ,"'G1 - Mathematics' ","'Academy' ",8790
2009 ,"'G1 - Mathematics' ","'Further education' ",1515
2009 ,"'G1 - Mathematics' ","'Grammar' ",1270
2009 ,"'G1 - Mathematics' ","'Independent' ",2780
2009 ,"'G1 - Mathematics' ","'Sixth form college' ",5395
2009 ,"'G1 - Mathematics' ","'State' ",8170
2009 ,"'G1 - Mathematics' ","'Other' ",255
2009 ,"'G2 - Operational Research' ","'Academy' ",25
2009 ,"'G2 - Operational Research' ","'Further education' ",25
2009 ,"'G2 - Operational Research' ","'Independent' ",15
2009 ,"'G2 - Operational Research' ","'Sixth form college' ",15
2009 ,"'G2 - Operational Research' ","'State' ",70
2009 ,"'G2 - Operational Research' ","'Other' ",5
2009 ,"'G3 - Statistics' ","'Academy' ",125
2009 ,"'G3 - Statistics' ","'Further education' ",25
2009 ,"'G3 - Statistics' ","'Grammar' ",15
2009 ,"'G3 - Statistics' ","'Independent' ",25
2009 ,"'G3 - Statistics' ","'Sixth form college' ",65
2009 ,"'G3 - Statistics' ","'State' ",85
2009 ,"'G3 - Statistics' ","'Other' ",5
2009 ,"'G9 - Others in Mathematical Sciences' ","'Academy' ",15
2009 ,"'G9 - Others in Mathematical Sciences' ","'Further education' ",5
2009 ,"'G9 - Others in Mathematical Sciences' ","'Independent' ",5
2009 ,"'G9 - Others in Mathematical Sciences' ","'Sixth form college' ",20
2009 ,"'G9 - Others in Mathematical Sciences' ","'State' ",20
2009 ,"'GG - Combinations within Mathematical Sciences' ","'Academy' ",305
2009 ,"'GG - Combinations within Mathematical Sciences' ","'Further education' ",60
2009 ,"'GG - Combinations within Mathematical Sciences' ","'Grammar' ",120
2009 ,"'GG - Combinations within Mathematical Sciences' ","'Independent' ",125
2009 ,"'GG - Combinations within Mathematical Sciences' ","'Sixth form college' ",170
2009 ,"'GG - Combinations within Mathematical Sciences' ","'State' ",465
2009 ,"'GG - Combinations within Mathematical Sciences' ","'Other' ",15
2009 ,"'H0 - Engineering: any area of study' ","'Academy' ",55
2009 ,"'H0 - Engineering: any area of study' ","'Further education' ",45
2009 ,"'H0 - Engineering: any area of study' ","'Grammar' ",5
2009 ,"'H0 - Engineering: any area of study' ","'Independent' ",25
2009 ,"'H0 - Engineering: any area of study' ","'Sixth form college' ",35
2009 ,"'H0 - Engineering: any area of study' ","'State' ",25
2009 ,"'H0 - Engineering: any area of study' ","'Other' ",25
2009 ,"'H1 - General Engineering' ","'Academy' ",1825
2009 ,"'H1 - General Engineering' ","'Further education' ",775
2009 ,"'H1 - General Engineering' ","'Grammar' ",395
2009 ,"'H1 - General Engineering' ","'Independent' ",1190
2009 ,"'H1 - General Engineering' ","'Sixth form college' ",1105
2009 ,"'H1 - General Engineering' ","'State' ",1780
2009 ,"'H1 - General Engineering' ","'Other' ",290
2009 ,"'H2 - Civil Engineering' ","'Academy' ",3190
2009 ,"'H2 - Civil Engineering' ","'Further education' ",1330
2009 ,"'H2 - Civil Engineering' ","'Grammar' ",1075
2009 ,"'H2 - Civil Engineering' ","'Independent' ",1680
2009 ,"'H2 - Civil Engineering' ","'Sixth form college' ",2110
2009 ,"'H2 - Civil Engineering' ","'State' ",4325
2009 ,"'H2 - Civil Engineering' ","'Other' ",395
2009 ,"'H3 - Mechanical Engineering' ","'Academy' ",4530
2009 ,"'H3 - Mechanical Engineering' ","'Further education' ",1810
2009 ,"'H3 - Mechanical Engineering' ","'Grammar' ",960
2009 ,"'H3 - Mechanical Engineering' ","'Independent' ",2870
2009 ,"'H3 - Mechanical Engineering' ","'Sixth form college' ",2820
2009 ,"'H3 - Mechanical Engineering' ","'State' ",5345
2009 ,"'H3 - Mechanical Engineering' ","'Other' ",725
2009 ,"'H4 - Aerospace Engineering' ","'Academy' ",1810
2009 ,"'H4 - Aerospace Engineering' ","'Further education' ",1020
2009 ,"'H4 - Aerospace Engineering' ","'Grammar' ",430
2009 ,"'H4 - Aerospace Engineering' ","'Independent' ",710
2009 ,"'H4 - Aerospace Engineering' ","'Sixth form college' ",1195
2009 ,"'H4 - Aerospace Engineering' ","'State' ",1860
2009 ,"'H4 - Aerospace Engineering' ","'Other' ",255
2009 ,"'H5 - Naval Architecture' ","'Academy' ",40
2009 ,"'H5 - Naval Architecture' ","'Further education' ",5
2009 ,"'H5 - Naval Architecture' ","'Grammar' ",15
2009 ,"'H5 - Naval Architecture' ","'Independent' ",45
2009 ,"'H5 - Naval Architecture' ","'Sixth form college' ",35
2009 ,"'H5 - Naval Architecture' ","'State' ",60
2009 ,"'H5 - Naval Architecture' ","'Other' ",5
2009 ,"'H6 - Electronic and Electrical Engineering' ","'Academy' ",1595
